Name,Time,Memory_Physical,Memory_Virtual
python,1687278184.4400818,30.761328125,356.13671875
python,1687278185.4702463,30.76171875,356.38671875
python,1687278186.4994235,30.76171875,356.38671875
python,1687278187.528596,30.76171875,356.38671875
python,1687278188.5574274,30.76171875,356.38671875
python,1687278189.5863101,30.76171875,356.38671875
python,1687278190.6147017,30.76171875,356.38671875
python,1687278191.6433585,30.76171875,356.38671875
python,1687278192.6722622,31.01171875,356.64453125
python,1687278193.7395535,31.01171875,356.64453125
python,1687278194.7681613,31.01171875,356.64453125
python,1687278195.7958987,31.01171875,356.64453125
python,1687278196.8248248,31.01171875,356.64453125
python,1687278197.853486,31.01171875,356.64453125
python,1687278198.8815997,31.01171875,356.64453125
python,1687278199.9097426,31.01171875,356.64453125
python,1687278200.9383082,31.01171875,356.64453125
python,1687278201.9671404,31.01171875,356.64453125
python,1687278202.995471,31.01171875,356.64453125
python,1687278204.0235507,31.01171875,356.64453125
python,1687278205.0517695,31.01171875,356.64453125
python,1687278206.0799184,31.01171875,356.64453125
python,1687278207.108939,31.01171875,356.64453125
python,1687278208.1378913,31.01171875,356.64453125
python,1687278209.166494,31.01171875,356.64453125
python,1687278210.1950192,31.01171875,356.64453125
python,1687278211.2243686,31.01171875,356.64453125
python,1687278212.2530513,31.01171875,356.64453125
python,1687278213.282194,31.01171875,356.64453125
python,1687278214.310793,31.01171875,356.64453125
python,1687278215.3391225,31.01171875,356.64453125
python,1687278216.3684714,31.01171875,356.64453125
python,1687278217.3974652,31.01171875,356.64453125
python,1687278218.4256468,31.01171875,356.64453125
python,1687278219.453636,31.01171875,356.64453125
python,1687278220.4830852,31.01171875,356.64453125
python,1687278221.5115206,31.01171875,356.64453125
python,1687278222.5402102,31.01171875,356.64453125
python,1687278223.5699215,31.01171875,356.64453125
python,1687278224.59899,31.01171875,356.64453125
python,1687278225.627048,31.01171875,356.64453125
python,1687278226.6551993,31.01171875,356.64453125
python,1687278227.6839235,31.01171875,356.64453125
python,1687278228.7120118,31.01171875,356.64453125
python,1687278229.7399733,31.01171875,356.64453125
python,1687278230.7687068,31.01171875,356.64453125
python,1687278231.7970943,31.01171875,356.64453125
python,1687278232.8255634,31.01171875,356.64453125
python,1687278233.853995,31.01171875,356.64453125
python,1687278234.8824785,31.01171875,356.64453125
python,1687278235.9111352,31.01171875,356.64453125
python,1687278236.9399564,31.01171875,356.64453125
python,1687278237.968468,31.01171875,356.64453125
python,1687278238.9965105,31.01171875,356.64453125
python,1687278240.02462,31.01171875,356.64453125
python,1687278241.053233,31.01171875,356.64453125
python,1687278242.0811694,31.01171875,356.64453125
python,1687278243.110462,31.01171875,356.64453125
python,1687278244.138819,31.01171875,356.64453125
python,1687278245.1676745,31.01171875,356.64453125
python,1687278246.1958299,31.01171875,356.64453125
python,1687278247.2242804,31.01171875,356.64453125
