Name,Time,Memory_Physical,Memory_Virtual
python3.8,1685908037.071137,30.01875,34217.234375
python3.8,1685908047.157623,30.58828125,34356.134375
python3.11,1685908057.222062,305.7796875,39157.124609375
python3.11,1685908067.2862499,391.982421875,39679.5953125
python3.11,1685908077.3537128,521.9171875,40693.687109375
python3.11,1685908087.41954,585.41640625,41012.5546875
python3.11,1685908097.488777,702.656640625,41079.098828125
python3.11,1685908107.554849,764.837109375,41415.843359375
python3.11,1685908117.624297,717.1109375,41341.98203125
python3.11,1685908127.690489,731.471875,41380.709375
python3.11,1685908137.7588139,742.686328125,41440.85
python3.11,1685908147.8281028,745.1875,41376.640625
python3.11,1685908157.897237,777.198828125,41396.5296875
python3.11,1685908167.961039,968.13515625,41611.22890625
python3.11,1685908178.025389,1002.018359375,41667.498046875
python3.11,1685908188.094389,999.205859375,41615.91328125
python3.11,1685908198.1636539,902.762109375,41501.71640625
python3.11,1685908208.233261,1003.494921875,41618.38828125
python3.11,1685908218.302094,1134.268359375,41790.963671875
python3.11,1685908228.371979,1111.46640625,41732.07421875
python3.11,1685908238.437718,1103.4203125,41701.40234375
python3.11,1685908248.5073988,976.433984375,41588.91171875
python3.11,1685908258.576874,1061.9734375,41687.74609375
python3.11,1685908268.646484,1186.132421875,41772.16328125
python3.11,1685908278.7062368,1200.009375,41820.31796875
python3.11,1685908288.775734,1189.884375,41742.78671875
python3.11,1685908298.840487,1181.004296875,41741.56796875
python3.11,1685908308.9098802,1159.14296875,41752.69296875
python3.11,1685908318.97963,1209.761328125,41828.92421875
python3.11,1685908329.049216,1299.040625,41890.55859375
python3.11,1685908339.113896,1477.144140625,42116.5890625
python3.11,1685908349.1839738,1416.028125,41981.215234375
python3.11,1685908359.253663,1410.5703125,41955.07421875
python3.11,1685908369.3235478,1426.540234375,41956.63671875
python3.11,1685908379.392802,1431.54453125,41979.00546875
python3.11,1685908389.4624152,1506.38828125,42059.33515625
python3.11,1685908399.53191,1592.371875,42111.61484375
python3.11,1685908409.6241431,1844.18203125,42406.96328125
python3.11,1685908419.7363148,1793.332421875,42282.07890625
python3.11,1685908429.855774,1770.25,42249.32421875
python3.11,1685908439.9755142,1764.865234375,42241.61328125
python3.11,1685908450.0951612,1767.262109375,42280.15546875
python3.11,1685908460.214977,1799.3453125,42342.77890625
python3.11,1685908470.334481,1902.279296875,42426.40234375
python3.11,1685908480.4419892,2021.11484375,42530.7015625
python3.11,1685908490.558532,2054.825,42577.83046875
python3.11,1685908500.677666,2001.71484375,42456.53359375
python3.11,1685908510.773468,1976.935546875,42527.472265625
python3.11,1685908520.88422,1969.76484375,42461.712109375
python3.11,1685908531.00162,1953.273828125,42411.19609375
python3.11,1685908541.1214552,1944.7390625,42669.21484375
python3.11,1685908551.214787,1943.42890625,44268.533984375
python3.11,1685908561.334486,1949.989453125,44298.3890625
python3.11,1685908571.453747,1942.666015625,44291.98359375
python3.11,1685908581.563401,2020.67265625,44351.15859375
python3.11,1685908591.6697102,2124.5015625,44466.41796875
python3.11,1685908601.788825,2072.05,44435.686328125
python3.11,1685908611.907336,2071.166796875,44357.15234375
python3.11,1685908622.026322,2044.895703125,44357.15234375
python3.11,1685908632.1360252,1992.15390625,44299.57734375
python3.11,1685908642.2464871,1996.377734375,44336.69296875
python3.11,1685908652.365912,2031.98046875,44351.39921875
python3.11,1685908662.479127,2113.693359375,44407.9921875
python3.11,1685908672.582797,2025.57109375,44393.11875
python3.11,1685908682.701956,2025.44453125,44300.18359375
python3.11,1685908692.821284,2018.466015625,44300.18359375
python3.11,1685908702.940923,2010.32578125,44300.18359375
python3.11,1685908713.060718,2027.3,44318.19921875
python3.11,1685908723.178952,2058.052734375,44407.00390625
python3.11,1685908733.2981608,2070.62421875,44425.69921875
python3.11,1685908743.417537,2115.727734375,44425.69921875
python3.11,1685908753.5203068,2362.331640625,44693.71640625
python3.11,1685908763.629142,2263.1109375,44615.25703125
python3.11,1685908773.748397,2262.80859375,44519.29296875
python3.11,1685908783.8678699,2256.322265625,44519.29296875
python3.11,1685908793.983774,2217.050390625,44499.16640625
python3.11,1685908804.1034749,2164.478125,44441.95859375
python3.11,1685908814.222539,2108.002734375,44414.88359375
python3.11,1685908824.3351822,2047.89765625,44391.03046875
python3.11,1685908834.455125,2102.576953125,44416.43359375
