Name,Time,Memory_Physical,Memory_Virtual,Filename
python,1686454669.273159,1423.046484375,6864.254296875,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454670.3275309,1346.055859375,6991.51953125,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454671.4418314,1107.62890625,9811.05703125,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454672.5277941,1414.2171875,10568.087109375,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454673.6048064,1722.976171875,10585.5484375,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454674.674797,2023.14765625,10890.66015625,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454675.7798018,2331.073046875,11833.884375,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454676.8398046,2637.74609375,11850.048828125,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454677.9197974,2930.228125,11867.48671875,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454678.9767926,3234.12265625,12608.342578125,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454680.03079,3533.46484375,13118.926953125,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454681.1517963,3842.64375,13138.0078125,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454682.2148032,4145.65546875,13270.90703125,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454683.2837882,4448.2296875,14237.140625,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454684.3817942,4760.13125,14411.182421875,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454685.477799,5063.1953125,14430.625,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454686.5827968,5377.9640625,14947.571484375,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454687.684013,5651.79375,15660.496875,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454688.7357426,5695.259375,15681.902734375,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454689.796791,5908.7140625,15694.489453125,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454690.8658,6181.5625,15709.422265625,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454691.9388304,6458.5390625,16147.629296875,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454693.0591323,6753.04375,16921.303515625,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454694.104695,7024.859375,16975.829296875,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454695.151327,7291.60390625,16992.5875,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454696.204767,7565.6046875,17432.008203125,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454697.2738037,7843.05,18184.6375,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454698.3356204,8123.45703125,18259.16015625,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454699.3948033,8400.58203125,18312.91953125,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454700.4588013,8675.7828125,18738.054296875,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454701.523798,8950.4796875,19450.921484375,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454702.618794,9233.08046875,19535.59296875,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454703.6927998,9517.7890625,19588.766015625,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454704.745812,9798.21796875,20110.6765625,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454705.8131318,10085.27890625,20754.7828125,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454706.8671265,10354.0765625,20815.89140625,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454707.9308007,10632.159375,20897.915625,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454709.0318017,10940.9671875,21499.57421875,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454710.0964742,11240.34609375,22072.806640625,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454711.1738021,11545.8375,22103.8046875,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454712.2828038,11868.721875,22393.06875,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454713.3818173,12180.659375,23093.376171875,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454714.4578042,12483.1234375,23371.38671875,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454715.5168016,12777.865625,23452.8453125,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454716.5767994,13072.5171875,23924.62265625,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454717.6698043,13379.94296875,24505.1015625,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454718.7377982,13675.88671875,24655.780078125,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454719.8368006,13977.09609375,24813.690625,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454720.9095526,14274.2546875,25387.7453125,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454721.9647994,14570.89921875,25923.23984375,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454723.038805,14867.52109375,25969.1953125,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454724.1398022,15170.16640625,26244.254296875,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454725.1988037,15460.44921875,26837.071484375,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454726.2870545,15758.71015625,27205.218359375,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454727.342803,16053.60546875,27305.182421875,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454728.4287987,16349.87109375,27692.662109375,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454729.4918032,16648.88828125,28281.603515625,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454730.5568023,16940.967578125,28516.05390625,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454731.6221251,17240.23984375,28641.82265625,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454732.6678083,17536.16875,29146.71953125,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454733.7297943,17830.43203125,29675.498046875,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454734.8157935,18138.81328125,29821.088671875,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454735.8918006,18442.05,30088.166015625,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454736.970805,18740.99375,30611.258203125,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454738.039805,19040.52578125,31020.854296875,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454739.1447978,19349.62109375,31160.503515625,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454740.2102127,19646.3703125,31502.0484375,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454741.2926571,19947.36796875,32132.97421875,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454742.3677998,20253.840625,32342.44453125,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454743.4328065,20561.66484375,32539.812890625,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454744.4921606,20858.83046875,32988.2453125,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454745.5548055,21150.36328125,33532.491015625,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454746.663797,21457.50546875,33685.24296875,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454747.735803,21760.3859375,33940.376171875,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454748.8193774,22058.784375,34490.919921875,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454749.8758047,22355.584375,34834.687109375,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454750.9441056,22646.96640625,35018.408203125,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454752.0160522,22943.509375,35322.631640625,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454753.0908256,23253.317578125,35967.248828125,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454754.1514096,23561.8984375,36184.271484375,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454755.2048,23859.078125,36349.837109375,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454756.2998013,24162.2390625,36897.262109375,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454757.3767965,24468.052734375,37357.392578125,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454758.442796,24772.94453125,37510.700390625,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454759.5215871,25073.940625,37780.400390625,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454760.5707922,25361.580078125,38342.323828125,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454761.6368036,25649.301953125,38672.69140625,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454762.6928031,25949.725,38850.60546875,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454763.8178048,26274.49609375,39274.400390625,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454764.915806,26582.548828125,39799.43984375,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454765.9958055,26884.45234375,40035.38515625,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454767.085799,27198.490625,40258.510546875,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454768.1688015,27512.01796875,40747.382421875,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454769.2738094,27821.90703125,41187.4359375,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454770.352795,28124.655078125,41441.167578125,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454771.4297953,28429.5984375,41759.805859375,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454772.5088053,28726.85078125,42206.65859375,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454773.6218045,29041.641015625,42590.61484375,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454774.6908064,29344.9,42813.494921875,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454775.7805228,29653.73671875,43210.35859375,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454776.836805,29945.574609375,43657.103125,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454777.922123,30257.9703125,43978.0890625,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454778.9745665,30550.2,44244.769140625,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454780.0317922,30848.0765625,44595.18046875,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454781.1087978,31141.95625,45033.93125,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454782.1667962,31429.51796875,45305.46171875,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454783.254489,31736.70703125,45617.245703125,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454784.3248062,32039.298046875,45975.19921875,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454785.395797,32346.48515625,46446.665625,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454786.4863856,32646.16484375,46716.53515625,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454787.5457938,32946.3375,47014.71015625,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454788.6250184,33254.990625,47441.719140625,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454789.7035527,33551.39375,47809.45703125,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454790.762801,33853.840234375,48068.602734375,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454791.8324184,34159.193359375,48443.16953125,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454792.8988109,34461.221875,48893.74609375,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454793.9607954,34770.48671875,49172.662890625,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454795.0198057,35072.40546875,49509.136328125,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454796.090964,35363.4984375,49841.4921875,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454797.1418092,35659.69296875,50275.3734375,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454798.2057922,35963.3875,50543.65625,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454799.2837942,36272.70390625,50904.489453125,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454800.3947573,36582.615625,51297.333203125,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454801.4748058,36882.41953125,51685.533203125,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454802.574128,37195.14375,51913.887890625,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454803.6218002,37491.775,52334.9171875,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454804.703803,37803.302734375,52755.380859375,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454805.8077953,38113.637890625,53076.348046875,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454806.9098058,38424.90625,53365.748046875,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454807.979817,38715.314453125,53797.8125,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454809.1514874,38999.776953125,54229.798046875,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454810.2648098,39318.7796875,54453.138671875,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454811.3348005,39614.07109375,54829.446484375,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454812.4358087,39922.36171875,55281.613671875,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454813.5048032,40213.4328125,55572.472265625,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454814.5688045,40500.70234375,55831.456640625,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454815.6658003,40799.31484375,56187.76875,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454816.7828288,41108.91796875,56668.206640625,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454817.8532453,41406.01953125,56917.506640625,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454818.908803,41697.95390625,57211.075,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454820.0067973,42001.01015625,57650.126953125,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454821.0768023,42287.14921875,58044.572265625,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454822.178801,42584.6375,58239.95390625,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454823.2573166,42880.23671875,58570.40703125,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454824.3247988,43172.82578125,59073.428125,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454825.4102733,43470.85,59354.54609375,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454826.4728017,43764.8546875,59659.39609375,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454827.5558033,44075.90546875,59978.66484375,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454828.6337981,44374.2140625,60429.32734375,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454829.7017963,44662.46953125,60673.906640625,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454830.790672,44959.56328125,61074.37734375,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454831.8628013,45248.0546875,61402.934765625,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454832.9498417,45554.40546875,61785.0484375,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454833.996806,45848.87734375,62058.5703125,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454835.0711288,46139.6078125,62406.955859375,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454836.1413658,46426.88359375,62819.436328125,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454837.2107973,46717.95078125,63124.721484375,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454838.321803,47027.09140625,63431.212109375,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454839.3981256,47320.50078125,63739.4421875,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454840.473174,47606.3140625,64236.82265625,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454841.5187423,47770.95546875,64436.4109375,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454842.6261053,47842.162890625,64698.81171875,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454843.668941,47840.33984375,64980.511328125,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454844.721801,47970.954296875,65365.628125,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454845.808796,48096.8046875,65668.9578125,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454846.878795,48236.046484375,65874.93046875,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454847.9452348,48374.275390625,66169.624609375,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454849.004799,48540.11015625,66517.921484375,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454850.0618064,48733.40703125,66890.758203125,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454851.1294026,48857.478125,67082.543359375,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454852.176574,48993.3140625,67357.054296875,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454853.2397962,49126.401171875,67639.953515625,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454854.3207955,49267.833203125,68077.878125,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454855.400278,49528.2921875,68345.10859375,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454856.4647946,49783.847265625,68600.54765625,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454857.5381384,49908.28828125,68905.108203125,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454858.5957901,50052.284375,69296.3515625,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454859.6318266,50129.324609375,69562.880078125,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454860.6757948,50137.25390625,69576.953125,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454861.706629,50137.25390625,69576.953125,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
python,1686454862.7501419,50137.25390625,69576.953125,BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML
