,Filename,Row,Columm,StartTime,EndTime,Completed,TotalTime,Memory_Physical_Median,Memory_Virtual_Median,Memory_Physical_Max,Memory_Virtual_Max
12,BNG(mfeat-zernike_COMMA_nominal_COMMA_1000000)_OpenML,1000000,47,1686213024,1686213182,1,158,5344.5234375,62199.59765625,5379.83203125,63763
13,BNG(mushroom)_OpenML,1000000,22,1686213192,1686213347,1,155,5386.147265625001,62219.59765625,5401.3671875,63805
14,BNG(colic.ORIG_COMMA_nominal_COMMA_1000000)_OpenML,1000000,27,1686213362,1686213495,1,133,5540.442578125,62347.76953125,5567.7578125,63948
15,BNG(colic_COMMA_nominal_COMMA_1000000)_OpenML,1000000,22,1686213512,1686213655,1,143,5571.852734374999,62341.44140625,5582.20703125,63926
16,BNG(optdigits)_OpenML,1000000,64,1686213700,1686213842,1,142,5525.47265625,62343.44140625,5528.05859375,63948
17,BNG(credit-a_COMMA_nominal_COMMA_1000000)_OpenML,1000000,15,1686213852,1686213987,1,135,5522.90625,62596.22265625,5537.52734375,64186
18,BNG(page-blocks_COMMA_nominal_COMMA_295245)_OpenML,295245,10,1686213991,1686214026,1,35,5605.2953125,63406.6544921875,5606.9859375,64251
19,BNG(credit-g_COMMA_nominal_COMMA_1000000)_OpenML,1000000,20,1686214040,1686214160,1,120,5586.5703125,62618.51953125,5603.7421875,64220
20,BNG(pendigits_COMMA_nominal_COMMA_1000000)_OpenML,1000000,16,1686214177,1686214315,1,138,5607.86328125,62652.47265625,5625.0546875,64245
21,BNG(cylinder-bands_COMMA_nominal_COMMA_1000000)_OpenML,1000000,39,1686214335,1686214465,1,130,6683.578515625,63650.72265625,6690.41953125,65246
22,BNG(dermatology_COMMA_nominal_COMMA_1000000)_OpenML,1000000,34,1686214481,1686214599,1,118,6646.91796875,63605.30078125,6658.6046875,65219
23,BNG(segment)_OpenML,1000000,19,1686214612,1686214745,1,133,6671.8359375,63629.34765625,6674.8265625,65231
24,BNG(sick_COMMA_nominal_COMMA_1000000)_OpenML,1000000,29,1686214757,1686214895,1,138,6654.2453125,63657.23828125,7070.6484375,65231
25,BNG(sonar_COMMA_nominal_COMMA_1000000)_OpenML,1000000,60,1686214930,1686215083,1,153,7150.515429687501,64175.72265625,7151.650390625,65774
26,BNG(glass_COMMA_nominal_COMMA_137781)_OpenML,137781,9,1686215087,1686215130,1,43,7131.587890625,65185.216796875,7131.926171875,65755
27,BNG(soybean)_OpenML,1000000,35,1686215169,1686215312,1,143,7133.7876953125,64226.33203125,7233.5078125,65716
28,BNG(spambase)_OpenML,1000000,57,1686215336,1686215336,0,0,,,,
29,BNG(heart-c_COMMA_nominal_COMMA_1000000)_OpenML,1000000,13,1686215346,1686215496,1,150,7120.026171875,64104.33203125,7122.177734375,65706
30,BNG(heart-h_COMMA_nominal_COMMA_1000000)_OpenML,1000000,13,1686215514,1686215642,1,128,7104.9919921875,64076.95703125,7105.89140625,65678
31,BNG(trains)_OpenML,1000000,32,1686215659,1686215770,1,111,7116.1328125,64085.51953125,7119.39453125,65683
32,BNG(heart-statlog_COMMA_nominal_COMMA_1000000)_OpenML,1000000,13,1686215785,1686215923,1,138,7099.0265625,64148.09765625,7201.628125,65680
33,BNG(vehicle_COMMA_nominal_COMMA_1000000)_OpenML,1000000,18,1686215939,1686216073,1,134,7241.1171875,64166.05078125,7257.04296875,65754
34,BNG(hepatitis_COMMA_nominal_COMMA_1000000)_OpenML,1000000,19,1686216091,1686216246,1,155,7261.18125,64173.05078125,7265.640625,65772
35,BNG(vote)_OpenML,131072,16,1686216250,1686216286,1,36,7261.040234375,65100.721875,7263.518359375,65764
36,BNG(hypothyroid_COMMA_nominal_COMMA_1000000)_OpenML,1000000,29,1686216295,1686216441,1,146,7243.34375,64220.86328125,7928.70703125,65754
37,BNG(ionosphere)_OpenML,1000000,34,1686216474,1686216642,1,168,8796.923828125,65652.31640625,8821.67578125,67258
38,BNG(waveform-5000_COMMA_nominal_COMMA_1000000)_OpenML,1000000,40,1686216693,1686216834,1,141,9841.033203125,66696.95703125,9861.278515625,68279
39,BNG(zoo_COMMA_nominal_COMMA_1000000)_OpenML,1000000,17,1686216844,1686216955,1,111,9878.3544921875,66701.20703125,9882.1375,68306
40,covertype_OpenML,581012,54,1686216970,1686217048,1,78,9940.265625,66860.05078125,9944.926953125,68435
41,Hyperplane_10_1E-3_OpenML,1000000,10,1686217094,1686217259,1,165,9592.083203125,67163.3658203125,9594.4375,68167
42,Hyperplane_10_1E-4_OpenML,1000000,10,1686217297,1686217453,1,156,9622.058984374999,67164.33378906251,9626.019921875,68164
43,LED(50000)_OpenML,1000000,24,1686217468,1686217613,1,145,9644.910742187501,66577.63671875,9652.464453125,68175
44,pokerhand_OpenML,829201,10,1686217619,1686217713,1,94,9662.514453125,66848.1458984375,9663.698828125,68187
45,RandomRBF_0_0_OpenML,1000000,10,1686217753,1686217902,1,149,9678.86640625,66708.4171875,9682.8734375,68199
46,RandomRBF_10_1E-3_OpenML,1000000,10,1686217984,1686218134,1,150,9691.371484375,66786.1490234375,9724.30078125,68222
47,RandomRBF_10_1E-4_OpenML,1000000,10,1686218187,1686218332,1,145,9724.48828125,66652.32421875,9729.39453125,68258
48,RandomRBF_50_1E-3_OpenML,1000000,10,1686218377,1686218526,1,149,9704.49140625,66797.26484375,9715.01171875,68257
49,RandomRBF_50_1E-4_OpenML,1000000,10,1686218578,1686218721,1,143,9714.32421875,66663.29296875,9719.24609375,68251
50,SEA(50)_OpenML,1000000,3,1686218738,1686218775,1,37,9721.615625,66663.25390625,9732.99609375,68269
51,SEA(50000)_OpenML,1000000,3,1686218792,1686218830,1,38,9719.83984375,66649.93359375,9722.640625,68255
52,covertype_OpenML,110393,54,1686218836,1686218899,1,63,9631.82890625,67942.72421875,9633.39296875,68171
53,BNG(anneal)_OpenML,1000000,38,1686218912,1686219049,1,137,9639.512109375,66647.42109375,9728.87890625,68159
54,BNG(anneal.ORIG)_OpenML,1000000,38,1686219066,1686219183,1,117,9504.31640625,66557.15234375,9596.421875,68163
55,BNG(labor)_OpenML,1000000,16,1686219206,1686219339,1,133,9610.41640625,66642.40234375,9648.00078125,68200
56,BNG(letter)_OpenML,1000000,16,1686219376,1686219518,1,142,9655.05859375,66642.18359375,9659.940625,68248
57,BNG(autos)_OpenML,1000000,25,1686219573,1686219711,1,138,9663.61328125,66690.5859375,9668.455859375,68280
58,BNG(lymph)_OpenML,1000000,18,1686219720,1686219866,1,146,9680.53671875,66697.2734375,9683.322265625,68296
59,BNG(mfeat-fourier)_OpenML,1000000,76,1686220106,1686220256,1,150,7161.92578125,64430.7890625,7166.775,66037
60,BNG(mfeat-karhunen)_OpenML,1000000,64,1686220480,1686220625,1,145,8044.98046875,65309.87109375,8061.75,66911
61,BNG(bridges_version1)_OpenML,1000000,12,1686220641,1686220800,1,159,8073.844921875,65324.96484375,8093.109375,66916
62,BNG(mfeat-zernike)_OpenML,1000000,47,1686220914,1686221076,1,162,8707.248828125,66063.10546875,8711.337109375,67669
63,BNG(colic.ORIG)_OpenML,1000000,27,1686221119,1686221245,1,126,8689.11328125,66050.01171875,8692.82421875,67654
64,BNG(colic)_OpenML,1000000,22,1686221286,1686221441,1,155,8695.3359375,66078.68359375,8703.13671875,67655
65,BNG(credit-a)_OpenML,1000000,15,1686221469,1686221636,1,167,8724.722265625,66223.22734375,9384.21875,67688
66,BNG(page-blocks)_OpenML,295245,10,1686221652,1686221722,1,70,9248.6015625,66802.66796875,9426.6640625,68200
67,BNG(credit-g)_OpenML,1000000,20,1686221749,1686221881,1,132,7313.0546875,64678.24609375,7317.798046875,66284
68,BNG(pendigits)_OpenML,1000000,16,1686221941,1686222087,1,146,7110.791015625,64477.54296875,7131.0859375,66076
69,BNG(cylinder-bands)_OpenML,1000000,39,1686222161,1686222310,1,149,8270.03515625,65615.54296875,8274.80078125,67188
70,BNG(dermatology)_OpenML,1000000,34,1686222328,1686222465,1,137,8312.182421875,65636.29296875,8312.677734375,67239
71,BNG(sonar)_OpenML,1000000,60,1686222671,1686222817,1,146,9230.4919921875,66548.20703125,9231.31484375,68150
72,BNG(glass)_OpenML,137781,9,1686222831,1686222877,1,46,9268.8828125,67671.269921875,9269.36015625,68169
73,BNG(heart-c)_OpenML,1000000,13,1686261432,1686261599,1,167,1633.25,58622.49375,2348.66015625,60026
74,20_newsgroups.drift_OpenML,399940,1001,1686261796,1686261863,1,67,3394.92109375,66407.939453125,3832.5859375,67851
75,KDDCup99_OpenML,494020,41,1686261896,1686261974,1,78,3181.804296875,66071.49296875,3470.5625,67412
76,airlines_OpenML,539383,7,1686261981,1686262015,1,34,3534.4671875,66187.44921875,3537.782421875,67783
77,BNG(solar-flare)_OpenML,663552,12,1686262053,1686262157,1,104,3536.428125,66119.85546875,3792.34765625,67729
78,BNG(2dplanes)_OpenML,177147,10,1686262163,1686262206,1,43,3833.53359375,67093.8484375,3838.0546875,67805
79,BNG(breastTumor)_OpenML,116640,9,1686262213,1686262266,1,53,3832.615234375,67552.890625,3842.7109375,67824
80,BNG(pwLinear)_OpenML,177147,10,1686262292,1686262333,1,41,3870.068359375,67463.5484375,3965.09921875,67883
81,BNG(wine_quality)_OpenML,531441,11,1686262355,1686262463,1,108,4123.6115234375,66467.5140625,4311.94921875,67921
82,Click_prediction_small_OpenML,149639,11,1686262470,1686262501,1,31,4341.66796875,67708.787890625,4342.463671875,68422
83,Click_prediction_small_OpenML,399482,11,1686262545,1686262612,1,67,4495.568359375,66943.35546875,4502.09765625,68549
84,Click_prediction_small_OpenML,798964,9,1686262633,1686262715,1,82,4499.608203125,66940.13671875,4504.268359375,68546
85,ldpa_OpenML,164860,7,1686262773,1686262785,1,12,4393.8078125,67007.60625,4394.506640625,68318
86,skin-segmentation_OpenML,245057,3,1686262802,1686262811,1,9,4347.688671875,66751.760546875,4350.2046875,68168
87,spoken-arabic-digit_OpenML,263256,14,1686262827,1686262881,1,54,4472.9484375,67522.541015625,4503.99609375,68345
88,walking-activity_OpenML,149332,4,1686262900,1686262909,1,9,4537.749609375,67606.68828125,4539.75,68396
89,creditcard_OpenML,284807,29,1686263247,1686263307,1,60,4698.552734375,69320.678515625,4780.71484375,70330
90,Diabetes130US_OpenML,101766,49,1686263339,1686263372,1,33,4977.416796875,70067.080078125,4978.430859375,70504
91,Buzzinsocialmedia_Twitter_OpenML,583250,77,1686263421,1686263513,1,92,6314.329296875,70061.051171875,6710.36328125,71476
92,COMET_MC_SAMPLE_OpenML,761940,4,1686263734,1686263763,1,29,7125.49765625,70295.24609375,7137.60078125,71909
93,20_newsgroups.drift_OpenML,399940,1000,1686263896,1686263977,1,81,11758.34765625,73145.086328125,12505.39921875,74077
94,fars_OpenML,100968,29,1686263993,1686264022,1,29,10267.556640625,72229.120703125,10268.001171875,72544
95,EMNIST_Balanced_OpenML,131600,784,1686264102,1686264168,1,66,11132.28359375,73202.595703125,11140.1734375,73271
96,MiniBooNE_OpenML,130064,50,1686264247,1686264296,1,49,11225.9859375,72807.10625,11227.03125,73281
97,dionis_OpenML,416188,60,1686264330,1686264401,1,71,11227.130859375,71812.0625,11318.31640625,73308
98,Klaverjas2018_OpenML,981541,32,1686264450,1686264609,1,159,11410.866796875001,71864.125,11488.58203125,73442
99,black_friday_OpenML,166821,9,1686264631,1686264671,1,40,11189.04296875,72656.168359375,11266.91796875,73205
100,airlines_OpenML,539383,7,1686264679,1686264710,1,31,11340.86484375,71681.90625,11384.24609375,73288
101,Kuzushiji-49_OpenML,270912,784,1686265946,1686266021,1,75,13628.1072265625,74608.81015625,15237.30078125,75468
102,CreditCardFraudDetection_OpenML,284807,30,1686266270,1686266327,1,57,13330.4818359375,74113.8328125,13341.4484375,75187
103,sf-police-incidents_OpenML,538638,6,1686266429,1686266459,1,30,13237.93359375,73530.79296875,13297.67578125,75103
104,aloi_OpenML,108000,128,1686266570,1686266611,1,41,13325.822265625,74909.471484375,13326.030078125,75208
105,CreditCardFraudDetection_OpenML,284807,30,1686266650,1686266705,1,55,13404.929296875,74089.933203125,13472.69921875,75316
106,SantanderCustomerSatisfaction_OpenML,200000,201,1686266801,1686266867,1,66,13613.53125,74091.578515625,13646.9453125,75293
107,hls4ml_lhc_jets_hlf_OpenML,830000,16,1686266974,1686267122,1,148,13755.9765625,74098.104296875,14281.56640625,75563
108,medical_charges_nominal_OpenML,163065,11,1686267130,1686267185,1,55,13700.8212890625,74916.3560546875,13702.77109375,75469
109,Allstate_Claims_Severity_OpenML,188318,130,1686267201,1686267245,1,44,11294.873046875,72332.61015625,11382.258984375,73029
110,RelevantImagesDatasetTEST_OpenML,134731,30,1686267253,1686267290,1,37,11216.735742187499,72471.361328125,11217.453515625,72963
111,Yolanda_OpenML,400000,100,1686267424,1686267518,1,94,12299.65859375,73183.3578125,12314.82109375,74074
112,nyc-taxi-green-dec-2016_OpenML,581835,18,1686267532,1686267626,1,94,12184.439843749999,72355.220703125,12185.52890625,73914
113,30mlday_OpenML,300000,24,1686267822,1686267872,1,50,12183.96484375,72292.77734375,12194.4125,73906
114,Porto_Seguro_Safe_Driver_Prediction_2nd_Place_Lightgbm_Solution_OpenML,595212,223,1686267932,1686268017,1,85,13896.11875,74073.3984375,13958.0390625,75675
115,SGEMM_GPU_kernel_performance_OpenML,241600,17,1686268069,1686268130,1,61,13706.583984375,74875.023046875,13763.915625,75422
