Name,Time,Memory_Physical,Memory_Virtual
python,1686971926.7113147,23.96875,703.03125
python,1686971927.7403433,23.96875,703.03125
python,1686971928.768307,23.96875,703.03125
python,1686971929.7962708,23.96875,703.03125
python,1686971930.8236132,23.96875,703.03125
python,1686971931.8521917,27.52421875,2229.41640625
python,1686971932.8804078,32.626953125,2239.861328125
python,1686971933.907719,52.933203125,2358.08125
python,1686971934.935379,61.0203125,2390.928125
python,1686971935.9635496,67.15703125,2397.508984375
python,1686971936.99222,72.9375,2406.77421875
python,1686971938.0198991,78.68984375,2414.68984375
python,1686971939.0472262,82.465625,2420.66875
python,1686971940.0757508,85.685546875,2428.306640625
python,1686971941.103352,88.15234375,2433.229296875
python,1686971942.1305618,89.736328125,2435.085546875
python,1686971943.1590154,92.389453125,2437.662109375
python,1686971944.186246,95.825390625,2441.238671875
python,1686971945.213704,100.023828125,2448.6046875
python,1686971946.241705,103.577734375,2453.9890625
python,1686971947.2690752,108.32109375,2462.849609375
python,1686971948.295817,113.96796875,2472.8328125
python,1686971949.3227286,118.417578125,2479.863671875
python,1686971950.3498547,121.28515625,2484.089453125
python,1686971951.3774383,124.905859375,2489.973828125
python,1686971952.405315,129.008984375,2496.99140625
python,1686971953.4330392,132.375,2502.6171875
python,1686971954.4607198,135.341015625,2506.7515625
python,1686971955.4896724,138.2015625,2510.639453125
python,1686971956.5174608,140.8140625,2513.59609375
python,1686971957.5455656,144.3171875,2519.991796875
python,1686971958.5742385,521.062890625,4043.2546875
python,1686971959.6020846,2671.95546875,8291.033203125
python,1686971960.6297743,2230.478125,8997.047265625
python,1686971961.657511,3850.27421875,12326.173046875
python,1686971962.183957,938.11015625,8909.575
python,1686971963.2121913,24.19140625,703.3046875
python,1686971964.240203,24.19140625,703.3046875
python,1686971965.2676752,24.19140625,703.3046875
python,1686971966.2950945,24.19140625,703.3046875
python,1686971967.321804,24.19140625,703.3046875
python,1686971968.3495083,24.19140625,703.3046875
python,1686971969.3762052,24.19140625,703.3046875
python,1686971970.403199,24.19140625,703.3046875
python,1686971971.4297588,24.19140625,703.3046875
python,1686971972.4571428,24.19140625,703.3046875
python,1686971973.4836178,24.19140625,703.3046875
python,1686971974.5114214,24.19140625,703.3046875
python,1686971975.5392356,24.19140625,703.3046875
python,1686971976.5665817,24.19140625,703.3046875
python,1686971977.5938082,24.19140625,703.3046875
python,1686971978.6223273,24.19140625,703.3046875
python,1686971979.6501546,24.19140625,703.3046875
python,1686971980.6777377,24.19140625,703.3046875
python,1686971981.7045696,24.19140625,703.3046875
python,1686971982.732404,24.19140625,703.3046875
python,1686971983.7591739,24.19140625,703.3046875
python,1686971984.7870276,24.19140625,703.3046875
python,1686971985.8151042,24.19140625,703.3046875
python,1686971986.8426068,24.19140625,703.3046875
python,1686971987.8705423,24.19140625,703.3046875
python,1686971988.897888,24.19140625,703.3046875
python,1686971989.9259944,24.19140625,703.3046875
python,1686971990.953753,24.19140625,703.3046875
python,1686971991.9810688,24.19140625,703.3046875
python,1686971993.008019,24.19140625,703.3046875
python,1686971994.035544,24.19140625,703.3046875
python,1686971995.0635908,24.19140625,703.3046875
python,1686971996.0913544,24.19140625,703.3046875
python,1686971997.1185274,24.19140625,703.3046875
python,1686971998.1454616,24.19140625,703.3046875
python,1686971999.1721528,24.19140625,703.3046875
python,1686972000.199947,24.19140625,703.3046875
python,1686972001.2266076,24.19140625,703.3046875
python,1686972002.2547324,24.19140625,703.3046875
python,1686972003.2815592,24.19140625,703.3046875
python,1686972004.3099043,24.19140625,703.3046875
python,1686972005.3368704,24.19140625,703.3046875
python,1686972006.3644247,24.19140625,703.3046875
python,1686972007.3922591,24.19140625,703.3046875
python,1686972008.4213407,651.646484375,3984.39609375
python,1686972009.4728804,2632.48046875,8156.703125
python,1686972010.5006733,2028.58046875,8870.740234375
python,1686972011.5298312,3954.48359375,12191.4171875
python,1686972012.5584419,1497.69765625,9293.261328125
python,1686972013.5868201,1529.890625,9284.45703125
python,1686972014.614226,1529.890625,9284.45703125
python,1686972015.6420422,1529.890625,9284.45703125
python,1686972016.6707852,1529.890625,9284.45703125
python,1686972017.6994314,1421.536328125,9183.7484375
python,1686972018.7271407,1362.04296875,9116.609375
python,1686972019.7556417,1362.04296875,9116.609375
python,1686972020.782629,1362.04296875,9116.609375
python,1686972021.8111432,1362.04296875,9116.609375
python,1686972022.8390105,1243.549609375,8999.116015625
python,1686972023.867605,1194.1953125,8948.76171875
python,1686972024.894615,1194.1953125,8948.76171875
python,1686972025.9224632,1194.1953125,8948.76171875
python,1686972026.9492764,1194.1953125,8948.76171875
python,1686972027.9774528,1043.132421875,8797.698828125
python,1686972029.0047812,1026.34765625,8780.9140625
python,1686972030.0321634,1026.34765625,8780.9140625
python,1686972031.0592363,1026.34765625,8780.9140625
python,1686972032.087258,1026.34765625,8780.9140625
python,1686972033.1299577,1059.91796875,8814.484375
python,1686972034.2299666,5905.19453125,192018.48046875
python,1686972035.4018252,14275.030859375,192018.48046875
python,1686972036.5230446,30226.341015625,192018.48046875
python,1686972037.6926887,31524.7859375,192018.48046875
python,1686972038.7204413,31525.125,192018.48046875
python,1686972039.7485816,31525.125,192018.48046875
python,1686972040.776154,31525.125,192018.48046875
python,1686972041.8039255,31525.125,192018.48046875
python,1686972042.8313687,31525.125,192018.48046875
python,1686972043.8599844,31525.125,192018.48046875
python,1686972044.8880494,31525.125,192018.48046875
python,1686972045.9167407,32438.521875,205738.126171875
python,1686972046.9446297,34563.20546875,207262.53125
python,1686972047.973673,36682.52734375,207262.53125
python,1686972049.001939,38799.58046875,207262.53125
python,1686972050.0310898,40924.290625,207262.53125
python,1686972051.0591316,43043.74140625,207262.53125
python,1686972052.088122,45156.9015625,207262.53125
python,1686972053.115891,47274.44453125,207262.53125
python,1686972054.144214,49388.6359375,207262.53125
python,1686972055.1721065,51500.30078125,207262.53125
python,1686972056.200182,53606.70625,207262.53125
python,1686972057.228293,55719.325,207262.53125
python,1686972058.2564623,57832.15,207262.53125
python,1686972059.2842898,59951.03359375,207262.53125
python,1686972060.3124635,59965.503125,207262.53125
python,1686972061.3738189,53286.4015625,219457.771875
python,1686972062.463015,71984.283984375,222506.58203125
python,1686972063.6169019,77492.4765625,222506.58203125
python,1686972064.701724,77492.4765625,222506.58203125
python,1686972065.7295256,77492.4765625,222506.58203125
