Row,10,20,30,40,50,60,70,80,90,100
100000,4792.650390625,5194.299609375,5230.582421875,5273.287109375,5323.51484375,5233.11796875,5357.31171875,5196.130859375,5286.85,5320.414843750001
200000,9472.187890625,9851.7890625,10020.333203125,10207.646484375,9950.315234375,10011.23046875,9722.8984375,10025.925390625,10079.48046875,10333.48828125
300000,17217.328515625,20750.362500000003,18210.0671875,20168.612109375,18278.019140625,20864.534765625,19368.05,18919.280859375,19137.728515625,20376.04453125
400000,30738.764453124997,42291.980859375006,42273.53515625,43619.36015625,42063.5859375,42346.06171875,39658.397265625,41107.4890625,35733.52890625,41880.923046875
500000,68351.243359375,72475.0796875,74510.311328125,76364.2203125,76560.0203125,,,,,
