Row,10,20,30,40,50,60,70,80,90,100
100000,69.967050075531,66.43596887588501,74.72186088562012,78.51725792884827,92.77890610694885,95.79179906845093,98.35940408706665,120.14031195640564,117.37336778640747,133.0276198387146
200000,71.07130718231201,103.27746891975403,111.4346010684967,129.42479801177979,144.43508100509644,163.3882761001587,186.09366607666016,210.34468913078308,226.59478402137756,242.59338903427124
300000,87.99113392829895,121.92876887321472,144.78200674057007,188.01713180541992,209.6715750694275,246.7302508354187,266.30023193359375,301.5191259384155,332.688823223114,363.10064601898193
400000,96.59767889976501,148.70972204208374,195.96619510650635,229.68577814102173,271.7045476436615,308.72287940979004,355.08111691474915,400.7051420211792,436.9294481277466,511.1370270252228
500000,101.41748714447021,181.38840889930725,239.93150305747986,278.1854031085968,339.8757359981537,389.23457503318787,436.0029528141022,490.34499311447144,539.8399498462677,622.6898601055145
600000,133.5865762233734,188.02083611488342,273.84799909591675,330.9446048736572,399.2080419063568,492.32877492904663,547.7718379497528,613.1984829902649,694.9614300727844,748.0290231704712
700000,143.00359392166138,229.8252511024475,310.41292810440063,383.1046769618988,469.2366831302643,544.4247798919678,623.5359489917755,709.8876321315765,775.698353767395,1315.7414541244507
800000,167.17562174797058,263.2404170036316,346.0296380519867,433.55403304100037,533.3085050582886,637.2051231861115,741.1053130626678,790.5387241840363,1329.1495912075043,1443.2921769618988
900000,189.09743785858154,275.74642610549927,378.32853293418884,506.7563729286194,599.9589018821716,695.2164208889008,840.2326891422272,1170.4788048267365,1296.3428092002869,1461.2509231567383
1000000,227.8025541305542,310.0937988758087,439.55119705200195,536.4749970436096,690.2667410373688,798.2010860443115,1311.0834288597107,1546.7013988494873,1711.9106922149658,1582.7775540351868
