Row,10,20,30,40,50,60,70,80,90,100
100000,29.563777923583984,47.26335430145264,63.84556984901428,88.85139513015747,177.18824934959412,185.98205876350403,239.41509342193604,193.28152322769165,270.1583275794983,241.08473300933838
200000,52.493741512298584,103.20261311531067,194.55002117156982,372.39920020103455,311.63642477989197,425.6109046936035,431.8385787010193,474.65028953552246,559.9664969444275,606.4760570526123
300000,79.61103391647339,179.1750271320343,294.69432950019836,323.857857465744,407.05862259864807,481.71328616142273,659.03648853302,747.4938569068909,844.7897233963013,1130.559333562851
400000,110.86227345466614,327.14957880973816,400.3059434890747,437.75465869903564,543.0141363143921,763.032036781311,883.7184662818909,1197.5522801876068,1093.6526556015015,1269.0828649997711
500000,134.77139282226562,275.50687623023987,625.4352333545685,655.8359663486481,786.7954893112183,807.8148367404938,929.10245013237,1071.0246613025665,1181.5947840213776,1772.1574985980988
600000,220.55432796478271,424.0928702354431,634.5017068386078,963.1488687992096,817.2143039703369,1369.4275686740875,1295.0238418579102,1532.7321801185608,1475.1156079769135,1911.862139225006
700000,171.11604404449463,443.59410285949707,615.4495112895966,973.3006806373596,941.6918454170227,1302.2109425067902,1523.7396461963654,1502.8221335411072,1660.383568763733,2152.6685037612915
800000,209.6265344619751,464.9401648044586,902.7708234786987,1231.8857774734497,1637.7957887649536,1276.0851593017578,1829.4833590984344,2345.5086748600006,2664.0229823589325,2101.347981929779
900000,365.80233550071716,537.4274361133575,849.5552010536194,1311.08771109581,1422.004582643509,2264.258857011795,1738.4839706420898,2369.5287761688232,2715.154808998108,2995.1970250606537
1000000,290.7045085430145,692.2717201709747,1027.4356315135956,1321.5322437286377,2097.8840630054474,1875.533260345459,2297.946880340576,2597.3135194778442,3237.9250614643097,3230.342382669449
