Filename,Row,Columm,StartTime,EndTime,Completed
BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML,1000000,38,1686528596.6929803,1686528931.2128267,1
BNG(anneal.ORIG_COMMA_nominal_COMMA_1000000)_OpenML,1000000,38,1686528935.1914353,1686529592.4845817,1
BNG(kr-vs-kp)_OpenML,1000000,36,1686529596.3604414,1686530174.8058357,1
BNG(labor_COMMA_nominal_COMMA_1000000)_OpenML,1000000,16,1686530179.4501693,1686530953.6775723,1
BNG(letter_COMMA_nominal_COMMA_1000000)_OpenML,1000000,16,1686530956.5052319,1686531725.8519652,1
BNG(autos_COMMA_nominal_COMMA_1000000)_OpenML,1000000,25,1686531729.7486181,1686532003.5309036,1
BNG(lymph_COMMA_nominal_COMMA_1000000)_OpenML,1000000,18,1686532006.614224,1686532398.0768704,1
BNG(mfeat-fourier_COMMA_nominal_COMMA_1000000)_OpenML,1000000,76,1686532404.7417269,1686532945.6340961,1
BNG(mfeat-karhunen_COMMA_nominal_COMMA_1000000)_OpenML,1000000,64,1686532950.3003855,1686533588.8656547,1
BNG(bridges_version1_COMMA_nominal_COMMA_1000000)_OpenML,1000000,12,1686533590.0804133,1686533970.4501526,1
BNG(bridges_version2_COMMA_nominal_COMMA_1000000)_OpenML,1000000,12,1686533971.7781627,1686534485.4605203,1
BNG(mfeat-zernike_COMMA_nominal_COMMA_1000000)_OpenML,1000000,47,1686534490.0320878,1686535047.2329695,1
BNG(mushroom)_OpenML,1000000,22,1686535051.055846,1686535420.2481563,1
BNG(colic.ORIG_COMMA_nominal_COMMA_1000000)_OpenML,1000000,27,1686535424.2529838,1686535721.482515,1
BNG(colic_COMMA_nominal_COMMA_1000000)_OpenML,1000000,22,1686535725.1203048,1686536366.406401,1
BNG(optdigits)_OpenML,1000000,64,1686536372.2662377,1686537146.9845934,1
BNG(credit-a_COMMA_nominal_COMMA_1000000)_OpenML,1000000,15,1686537149.9303334,1686538160.6846044,1
BNG(page-blocks_COMMA_nominal_COMMA_295245)_OpenML,295245,10,1686538161.4576437,1686538437.5676913,1
BNG(credit-g_COMMA_nominal_COMMA_1000000)_OpenML,1000000,20,1686538441.1090782,1686538933.268048,1
BNG(pendigits_COMMA_nominal_COMMA_1000000)_OpenML,1000000,16,1686538936.0501611,1686540570.3962324,1
BNG(cylinder-bands_COMMA_nominal_COMMA_1000000)_OpenML,1000000,39,1686540574.2793849,1686541025.0179076,1
BNG(dermatology_COMMA_nominal_COMMA_1000000)_OpenML,1000000,34,1686541029.2059507,1686541293.5868373,1
BNG(segment)_OpenML,1000000,19,1686541297.029388,1686542360.8504066,1
BNG(sick_COMMA_nominal_COMMA_1000000)_OpenML,1000000,29,1686542364.569841,1686543663.4682405,1
BNG(sonar_COMMA_nominal_COMMA_1000000)_OpenML,1000000,60,1686543668.554175,1686544929.5112433,1
BNG(soybean)_OpenML,1000000,35,1686544934.8149922,1686545713.4111216,1
