,Filename,Row,Columm,StartTime,EndTime,Completed,TotalTime,Memory_Physical_Median,Memory_Virtual_Median,Memory_Physical_Max,Memory_Virtual_Max
0,bot-iot-all-features,3000000,44,1686972011.6402824,1686972011.7169695,0,0.07668709754943848,,,,
1,bot-iot-all-features,2000000,44,1686972016.8260112,1686972016.8791845,0,0.05317330360412598,,,,
2,bot-iot-all-features,1000000,44,1686972021.950523,1686972021.9789782,0,0.028455257415771484,,,,
3,bot-iot-all-features,500000,44,1686972027.0278835,1686972027.0472724,0,0.019388914108276367,,,,
4,bot-iot-all-features,200000,44,1686972032.0734236,1686973832.23621,-1,1800.1627864837646,195170.689453125,352264.484375,248998.806640625,352264
5,bot-iot-all-features,100000,44,1686973838.1084874,1686975638.487189,-1,1800.3787016868591,250022.0544921875,275937.73828125,251873.330859375,390378
6,bot-iot-all-features,50000,44,1686975643.8009188,1686977443.9352405,-1,1800.1343216896057,66904.18359375,75686.05859375,66904.18359375,104296
7,bot-iot-all-features,25000,44,1686977448.9636362,1686979084.351206,1,1635.3875699043274,16865.76953125,25598.2265625,19932.50546875,32750
8,bot-iot-all-features,10000,44,1686979089.4055843,1686979355.1758957,1,265.7703113555908,2841.015625,11579.2109375,2841.015625,12723
9,bot-iot-all-features,5000,44,1686979360.219158,1686979427.9024768,1,67.6833188533783,796.171875,9521.80859375,796.171875,9579
10,bot-iot-all-features,1000,44,1686979432.9462583,1686979435.2103732,1,2.2641148567199707,115.1953125,8908.9140625,115.1953125,8908
11,bot-iot-all-features,500,44,1686979440.2488074,1686979440.773848,1,0.5250406265258789,48.15703125,8780.9140625,48.15703125,8780
12,bot-iot-all-features,100,44,1686979445.8085372,1686979445.819253,1,0.010715723037719727,,,,
