Filename,Row,Columm,Mode,System,Time,ARI
letter_OpenML,20000,16,Default,3070,11.999061822891235,0.0020241327420694095
pendigits_OpenML,10992,16,Default,3070,3.178417444229126,0.09818395540504755
pol_OpenML,15000,48,Default,3070,7.076168775558472,0.03215192023526019
2dplanes_OpenML,40768,10,Default,3070,59.30702185630798,4.836981080436672e-07
elevators_OpenML,16599,18,Default,3070,6.821322917938232,0.01151525580304974
meta_stream_intervals.arff_OpenML,45164,74,Default,3070,221.37829566001892,-0.011074613417058484
Ailerons_OpenML,13750,40,Default,3070,5.272236585617065,0.0010036744538595896
mv_OpenML,40768,10,Default,3070,96.00310492515564,2.0199091855622678e-05
fried_OpenML,40768,10,Default,3070,105.63432240486145,9.074338189231496e-07
house_16H_OpenML,22784,16,Default,3070,11.385587215423584,1.0517370151907814e-05
pol_OpenML,15000,48,Default,3070,7.0333380699157715,0.046958132799455335
2dplanes_OpenML,40768,10,Default,3070,53.10224533081055,0.3660498164704932
ailerons_OpenML,13750,40,Default,3070,5.207748651504517,0.0016094324263893152
house_16H_OpenML,22784,16,Default,3070,11.430868864059448,0.0003630023873190249
elevators_OpenML,16599,18,Default,3070,6.727077484130859,0.007659794142986671
mv_OpenML,40768,10,Default,3070,53.69157814979553,-0.0006988913215378074
fried_OpenML,40768,10,Default,3070,52.105223178863525,0.009440544962107741
letter_OpenML,20000,16,Default,3070,10.27464509010315,-0.0008455035095864442
pendigits_OpenML,10992,16,Default,3070,3.0555386543273926,-0.08607531017304923
sylva_prior_OpenML,14395,108,Default,3070,8.014315843582153,-0.01678478317083699
eye_movements_OpenML,10936,27,Default,3070,1.6177785396575928,0.0006483750047215003
MagicTelescope_OpenML,19020,10,Default,3070,8.852871656417847,0.08100568768424034
letter-challenge-unlabeled.arff_OpenML,20000,16,Default,3070,10.108192205429077,-0.0011388537651101159
Kaggle_bike_sharing_demand_challange_OpenML,10886,10,Default,3070,2.5314815044403076,0.0004184400721486123
bank-marketing_OpenML,45211,16,Default,3070,237.48893189430237,0.05251304930686363
eeg-eye-state_OpenML,14980,14,Default,3070,4.7582550048828125,-4.957201515172466e-05
gas-drift_OpenML,13910,128,Default,3070,6.587161302566528,0.00864411125100221
gas-drift-different-concentrations_OpenML,13910,129,Default,3070,6.757879734039307,0.00864411125100221
har_OpenML,10299,561,Default,3070,13.070560932159424,0.33253220715485143
nomao_OpenML,34465,118,Default,3070,68.1378846168518,0.06828391226342326
CreditCardSubset_OpenML,14240,30,Default,3070,5.170846700668335,-0.00012110905472192501
PhishingWebsites_OpenML,11055,30,Default,3070,2.556142807006836,-0.0017392601471314655
OnlineNewsPopularity_OpenML,39644,60,Default,3070,51.354936838150024,0.00011182290744014566
CIFAR_10_small_OpenML,20000,3072,Default,3070,257.1432342529297,0.019156503969594067
STL-10_OpenML,13000,27648,Default,3070,1118.4666385650635,0.033399970893010715
guillermo_OpenML,20000,4296,Default,3070,356.53500056266785,-0.0001849061636176056
riccardo_OpenML,20000,4296,Default,3070,358.4301142692566,0.0037694248609213203
dilbert_OpenML,10000,2000,Default,3070,41.62632751464844,0.0008287149538911745
robert_OpenML,10000,7200,Default,3070,170.1623888015747,0.030570531148935296
Click_prediction_small_OpenML,39948,11,Default,3070,53.58662962913513,-2.8553079059113205e-05
microaggregation2_OpenML,20000,20,Default,3070,8.289520978927612,-0.03410470078293285
SVHN_medium_OpenML,49644,3072,Default,3070,1902.1571350097656,-0.000842710085755976
dataset_sales_OpenML,10738,14,Default,3070,2.795496940612793,0.056392249398351274
default-of-credit-card-clients_OpenML,30000,23,Default,3070,30.57010245323181,-0.004127429478608991
house_sales_reduced_OpenML,21613,20,Default,3070,10.339758157730103,1.725348616421264e-05
Brazilian_houses_OpenML,10692,12,Default,3070,2.6898345947265625,1.3318677850437784e-07
Bike_Sharing_Demand_OpenML,17379,12,Default,3070,6.488736152648926,0.0007505387059684733
Bike_Sharing_Demand_OpenML,17379,12,Default,3070,6.49899959564209,0.0007505387059684733
OnlineNewsPopularity_OpenML,39644,59,Default,3070,55.364773988723755,0.00011182290744014566
house_sales_OpenML,21613,21,Default,3070,12.813238143920898,-1.5033388588224634e-05
Click_prediction_small_OpenML,39948,11,Default,3070,47.15460705757141,-2.8553079059113205e-05
PCam16k_OpenML,16000,27648,Default,3070,1646.8549852371216,0.0008450720214087622
PCam16k_OpenML,16000,27648,Default,3070,1641.0836980342865,0.013423162659945259
NASA_PHM2008_OpenML,45918,21,Default,3070,224.38154101371765,0.00017760689776611616
NASA_PHM2008_1_OpenML,45918,21,Default,3070,237.57452583312988,0.0017555194699520364
MiamiHousing2016_OpenML,13932,16,Default,3070,3.5429046154022217,0.0004862426420891562
superconduct_OpenML,21263,81,Default,3070,12.883639812469482,0.001633403650142061
sarcos_OpenML,44484,21,Default,3070,154.56661939620972,0.00010600537737099194
law-school-admission-bianry_OpenML,20800,11,Default,3070,11.428751230239868,0.058391115046223685
law-school-admission-bianry_OpenML,20800,11,Default,3070,11.41034197807312,0.058391115046223685
law-school-admission-bianry_OpenML,20800,10,Default,3070,11.300366163253784,0.0659463681492935
avocado_sales_OpenML,18249,13,Default,3070,6.783042669296265,-4.385430896208516e-05
credit_OpenML,16714,10,Default,3070,7.060175895690918,0.009514241393832997
pol_OpenML,15000,26,Default,3070,6.348658084869385,0.03215192023526019
elevators_OpenML,16599,16,Default,3070,6.86083459854126,0.01151525580304974
Ailerons_OpenML,13750,33,Default,3070,5.030074834823608,0.0010036744538595896
house_16H_OpenML,22784,16,Default,3070,11.400763034820557,1.0517370151907814e-05
pol_OpenML,15000,26,Default,3070,6.375251054763794,0.03215192023526019
elevators_OpenML,16599,16,Default,3070,6.6724467277526855,0.01151525580304974
Ailerons_OpenML,13750,33,Default,3070,5.048809766769409,0.0010036744538595896
house_16H_OpenML,22784,16,Default,3070,11.464751958847046,1.0517370151907814e-05
house_sales_OpenML,21613,15,Default,3070,12.535414695739746,-1.5033388588224634e-05
MiamiHousing2016_OpenML,13932,13,Default,3070,3.338648557662964,0.0002494454319804707
superconduct_OpenML,21263,79,Default,3070,12.21734356880188,0.001633403650142061
pol_OpenML,15000,26,Default,3070,6.361821413040161,0.03215192023526019
elevators_OpenML,16599,16,Default,3070,6.68029522895813,0.01151525580304974
Ailerons_OpenML,13750,33,Default,3070,5.043960332870483,0.0010036744538595896
house_16H_OpenML,22784,16,Default,3070,11.84971833229065,1.0517370151907814e-05
house_sales_OpenML,21613,15,Default,3070,12.478007316589355,-1.5033388588224634e-05
MiamiHousing2016_OpenML,13932,13,Default,3070,3.422524929046631,0.0002494454319804707
superconduct_OpenML,21263,79,Default,3070,12.110573530197144,0.001633403650142061
Brazilian_houses_OpenML,10692,11,Default,3070,2.674639940261841,1.3318677850437784e-07
Bike_Sharing_Demand_OpenML,17379,11,Default,3070,6.5587382316589355,-6.337702902388701e-05
OnlineNewsPopularity_OpenML,39644,59,Default,3070,52.97686171531677,0.00011182290744014566
house_sales_OpenML,21613,17,Default,3070,12.560465097427368,-1.5033388588224634e-05
compass_OpenML,16644,17,Default,3070,7.20766806602478,0.03877905535097055
compass_OpenML,16644,17,Default,3070,7.423554182052612,0.06971379724418078
Brazilian_houses_OpenML,10692,11,Default,3070,2.6787478923797607,1.3318677850437784e-07
Bike_Sharing_Demand_OpenML,17379,11,Default,3070,6.327547073364258,-6.337702902388701e-05
OnlineNewsPopularity_OpenML,39644,59,Default,3070,53.052234172821045,0.00011182290744014566
house_sales_OpenML,21613,17,Default,3070,12.533947467803955,-1.5033388588224634e-05
MagicTelescope_OpenML,13376,10,Default,3070,4.0308966636657715,0.013071890110221886
MagicTelescope_OpenML,13376,10,Default,3070,3.903902769088745,0.013071890110221886
pol_OpenML,10082,26,Default,3070,2.9821643829345703,0.1859183655296912
house_16H_OpenML,13488,16,Default,3070,3.3981995582580566,1.319314560655161e-07
MagicTelescope_OpenML,13376,10,Default,3070,3.920549154281616,0.013071890110221886
credit_OpenML,16714,10,Default,3070,7.163532018661499,0.009514241393832997
pol_OpenML,10082,26,Default,3070,2.950779914855957,0.1859183655296912
house_16H_OpenML,13488,16,Default,3070,3.442270517349243,1.319314560655161e-07
MagicTelescope_OpenML,13376,10,Default,3070,4.016098976135254,0.013071890110221886
pol_OpenML,10082,26,Default,3070,3.0348403453826904,0.1859183655296912
house_16H_OpenML,13488,16,Default,3070,3.432384729385376,1.319314560655161e-07
MagicTelescope_OpenML,13376,10,Default,3070,3.979870557785034,0.013071890110221886
pol_OpenML,15000,26,Default,3070,6.3496222496032715,0.03215192023526019
elevators_OpenML,16599,16,Default,3070,6.6500020027160645,0.01151525580304974
Ailerons_OpenML,13750,33,Default,3070,5.098146200180054,0.0010036744538595896
house_16H_OpenML,22784,16,Default,3070,11.46908164024353,1.0517370151907814e-05
house_sales_OpenML,21613,15,Default,3070,12.412972211837769,-1.5033388588224634e-05
MiamiHousing2016_OpenML,13932,13,Default,3070,3.36080002784729,0.0002494454319804707
superconduct_OpenML,21263,79,Default,3070,12.418033599853516,0.001633403650142061
compass_OpenML,16644,17,Default,3070,7.1896655559539795,0.06971379724418078
superconductivity_OpenML,21263,81,Default,3070,12.697171211242676,0.001633403650142061
naval_propulsion_plant_OpenML,11934,14,Default,3070,2.4323506355285645,-0.00016041084425430413
grid_stability_OpenML,10000,12,Default,3070,2.2578859329223633,0.0
sarcos_OpenML,48933,21,Default,3070,265.4937222003937,0.0001557049623678007
miami_housing_OpenML,13932,15,Default,3070,3.500058889389038,0.0002494454319804707
kings_county_OpenML,21613,21,Default,3070,12.956601858139038,-1.5033388588224634e-05
health_insurance_OpenML,22272,11,Default,3070,13.448047399520874,0.008454213182610774
fifa_OpenML,19178,28,Default,3070,10.401021718978882,-0.0025337599342523916
default-of-credit-card-clients_OpenML,13272,20,Default,3070,5.02906608581543,0.001041493784251357
default-of-credit-card-clients_OpenML,13272,20,Default,3070,5.025977849960327,0.001041493784251357
heloc_OpenML,10000,22,Default,3070,2.646442174911499,0.015343734407007401
credit_OpenML,16714,10,Default,3070,7.079380512237549,0.009514241393832997
heloc_OpenML,10000,22,Default,3070,2.668236255645752,0.015343734407007401
credit_OpenML,16714,10,Default,3070,7.139755725860596,0.009514241393832997
pol_OpenML,15000,26,Default,3070,6.367935657501221,0.03215192023526019
elevators_OpenML,16599,16,Default,3070,6.844266414642334,0.01151525580304974
default-of-credit-card-clients_OpenML,13272,21,Default,3070,5.283238172531128,0.001041493784251357
online_shoppers_OpenML,12330,17,Default,3070,3.5096898078918457,-0.00807066241267943
shrutime_OpenML,10000,10,Default,3070,2.0291831493377686,-0.022519224839204977
Insurance_OpenML,23548,10,Default,3070,12.517163753509521,0.0006951509728165429
bank-marketing_OpenML,45211,16,Default,3070,191.33851099014282,0.017689272779404668
nomao_OpenML,34465,118,Default,3070,68.36051535606384,0.06828391226342326
SignMNIST_OpenML,34627,784,Default,3070,211.71614933013916,0.009623521781172073
online-shoppers-intention_OpenML,12330,17,Default,3070,3.639845371246338,0.08637897868517622
