Filename,Row,Columm,Mode,System_M2,Time_M2,ARI_M2,System_Thelma,Time_Thelma,ARI_Thelma,System_AP,Time_AP,ARI_AP,System_DBSCAN,Time_DBSCAN,ARI_DBSCAN,System_HAC,Time_HAC,ARI_HAC,System_SC,Time_SC,ARI_SC
BNG(spectf_test)_OpenML,1000000,44,SS,M2,204.96551704406735,-0.0696710090034798,Thelma,399.4538850784302,-0.0696710090034798,2060,1747.3271658420565,-0.0112448542888162,3070.0,287.63811707496643,-0.0454484918671945,M2,204.96551704406733,-0.0696710090034798,M2,273.6475908756256,-0.030459197789382
BNG(adult)_OpenML,1000000,14,SS,M2,46.80187392234802,-0.0029991601195381,Thelma,95.1590530872345,-0.0029991601195381,2060,721.8924524784088,-0.0008109663870305,3070.0,61.91420888900757,-0.0041263129438196,M2,46.80187392234802,-0.0029991601195381,M2,117.82550716400146,9.142431262968996e-05
BNG(satimage)_OpenML,1000000,36,SS,M2,169.02970027923584,0.1542258197607792,Thelma,316.7924563884735,0.1542258197607792,2060,1170.850950717926,0.2720692364775012,3070.0,238.57888078689567,0.0930567756444354,M2,169.02970027923584,0.1542258197607792,M2,185.9709959030152,0.4538615279502205
BNG(wine)_OpenML,1000000,13,SS,M2,63.85236287117005,0.1276526681909935,Thelma,130.5703513622284,0.1276526681909935,2060,708.3253569602966,0.1148647703671519,3070.0,87.84214758872986,0.0477840909141394,M2,63.85236287117005,0.1276526681909935,M2,289.7350740432739,0.070956694979837
BNG(eucalyptus)_OpenML,1000000,19,SS,M2,77.08982682228088,-0.0019237698199113,Thelma,156.26968359947205,-0.0019237698199113,2060,628.3460831642151,0.000447383339807,3070.0,105.17512941360474,-0.0013035169564331,M2,77.08982682228088,-0.0019237698199113,M2,164.03331685066223,-2.308073038607692e-05
BNG(wisconsin)_OpenML,1000000,32,SS,M2,148.31396508216858,4.898019128717976e-10,Thelma,282.9973611831665,4.898019128717976e-10,2060,1012.766226053238,1.0902406636767514e-08,3070.0,205.2058756351471,1.0947059597663101e-09,M2,148.31396508216858,4.898019128717975e-10,M2,231.90489506721497,2.661756966559298e-09
BNG(cleveland)_OpenML,1000000,13,SS,M2,52.90026617050171,0.0247269190892426,Thelma,108.25464582443236,0.0247269190892426,,,,,,,,,,,,
BNG(auto_price)_OpenML,1000000,15,SS,M2,79.29779624938965,1.7374292752103762e-08,Thelma,160.82455229759216,1.7374292752103762e-08,2060,733.8883302211761,6.432561307699711e-08,3070.0,105.86872124671936,1.315857905007044e-08,M2,79.29779624938965,1.7374292752103762e-08,M2,81.68382382392883,0.0
BNG(cpu_act)_OpenML,1000000,21,SS,M2,102.91391897201538,5.7792682537826843e-08,Thelma,203.6339764595032,5.7792682537826843e-08,2060,1318.4566204547882,2.708910925324109e-07,3070.0,138.7998971939087,1.4140233394697614e-07,M2,102.91391897201538,5.7792682537826843e-08,M2,125.23391485214232,8.152992305807844e-08
BNG(pbc)_OpenML,1000000,18,SS,M2,81.07784509658813,-8.728477927956375e-11,Thelma,163.30731916427612,-8.728477927956375e-11,2060,328.6392168998718,-7.780470461436863e-11,3070.0,113.3992383480072,-1.7023107806579863e-10,M2,81.07784509658813,-8.728477927956375e-11,M2,118.16251015663148,-1.1984472232486903e-10
BNG(autoHorse)_OpenML,1000000,25,SS,M2,106.91261696815492,1.2871534014416565e-08,Thelma,203.04321599006653,1.2871534014416565e-08,2060,657.6811487674713,6.146209839988024e-08,3070.0,147.7195053100586,1.5218745538513247e-08,M2,106.91261696815492,1.2871534014416565e-08,M2,135.12297415733337,3.177389544515803e-08
BNG(cholesterol)_OpenML,1000000,13,SS,M2,55.76493191719055,1.947587271997762e-10,Thelma,100.6091241836548,1.947587271997762e-10,2060,561.0578033924103,2.012417624557569e-08,3070.0,72.36586785316467,-2.632841067152653e-09,M2,55.76493191719055,1.947587271997762e-10,M2,141.3359169960022,-1.099440317654998e-09
BNG(autoPrice)_OpenML,1000000,15,SS,M2,80.33785271644592,1.911567046566276e-08,Thelma,159.85765314102173,1.911567046566276e-08,2060,886.1424205303192,6.270515162922787e-08,3070.0,106.96680164337158,1.5247483184642964e-08,M2,80.33785271644592,1.9115670465662763e-08,M2,91.00946307182312,-2.115579217430276e-11
BNG(pharynx)_OpenML,1000000,10,SS,M2,43.464475870132446,3.1543292248312066e-10,Thelma,89.89802932739258,3.1543292248312066e-10,2060,476.09189200401306,1.7111137365375607e-09,3070.0,54.57276892662048,-1.3376964681952207e-11,M2,43.464475870132446,3.154329224831206e-10,M2,134.9870798587799,-1.0660786051963603e-09
BNG(2dplanes)_OpenML,177147,10,SS,M2,5.717591047286987,7.525740588578148e-10,Thelma,12.5803964138031,7.525740588578148e-10,M2,89.79149103164673,2.2979805085585207e-08,3070.0,9.177993535995483,0.0,M2,5.717591047286987,7.525740588578148e-10,M2,11.896821022033691,5.44525070856805e-08
BNG(elevators)_OpenML,1000000,18,SS,M2,86.88226771354675,0.0002910164542159,Thelma,155.3162546157837,0.0002910164542159,2060,531.8360667228699,0.002202796876386,3070.0,117.36988067626952,0.0,M2,86.88226771354675,0.0002910164542159,M2,184.7984659671784,0.0021163689626845
BNG(cpu_small)_OpenML,1000000,12,SS,M2,68.9032781124115,1.7357812887222492e-08,Thelma,134.9885368347168,1.7357812887222492e-08,2060,1336.216480255127,4.368557274373277e-08,3070.0,91.68893122673036,9.284643328284809e-08,M2,68.9032781124115,1.7357812887222492e-08,M2,97.19158291816711,2.9653782797264152e-08
BNG(pwLinear)_OpenML,177147,10,SS,M2,6.558220148086548,4.6852407729081355e-08,Thelma,13.263034582138062,4.9482024814461996e-08,M2,105.89206981658936,-8.286774058636464e-09,3070.0,9.016797304153442,0.0,M2,6.558220148086548,4.685240772908136e-08,M2,28.524512767791748,4.9242468363019735e-08
BNG(wine_quality)_OpenML,531441,11,SS,M2,28.492862939834595,0.000467291694893,Thelma,55.08468461036682,0.000467291694893,,,,,,,,,,,,
BNG(Australian)_OpenML,1000000,14,SS,M2,57.27742671966553,0.2871204964097801,Thelma,114.24080991744997,0.2871204964097801,2060,869.4052383899689,0.0398524012457027,3070.0,80.88272047042847,0.0933178992791199,M2,57.27742671966553,0.2871204964097801,M2,77.67977595329285,0.3715271221451861
BNG(satellite_image)_OpenML,1000000,36,SS,M2,176.9408779144287,0.1608413054770813,Thelma,348.6135008335113,0.1608413054770813,2060,1230.426381111145,0.2788649785640422,3070.0,252.6321158409119,0.0411631694393544,M2,176.9408779144287,0.1608413054770813,M2,217.3335301876068,0.4796525499980501
BNG(Ailerons)_OpenML,1000000,40,SS,M2,153.5299427509308,0.0009702646116933,Thelma,305.85071444511414,0.0009702646116933,,,,,,,,,,,,
BNG(libras_move)_OpenML,1000000,90,SS,M2,373.2382740974426,3.076820966621812e-08,Thelma,734.745290517807,3.076820966621812e-08,2060,1423.0741810798645,5.0678485289111064e-08,3070.0,532.783394575119,6.051487111437361e-11,M2,373.2382740974426,3.076820966621812e-08,M2,419.703782081604,5.3517208360844376e-08
BNG(vowel)_OpenML,1000000,12,SS,M2,59.16227698326111,4.522047460638969e-05,Thelma,115.03977990150452,4.522047460638969e-05,2060,500.206799030304,0.0246953249738013,3070.0,76.37432360649109,-2.182619843444441e-09,M2,59.16227698326111,4.522047460638969e-05,M2,86.3390429019928,1.7772079827398268e-05
BNG(puma32H)_OpenML,1000000,32,SS,M2,154.39566779136658,1.1332231460199348e-10,Thelma,294.8432140350342,1.1332231460199348e-10,2060,1041.6378693580627,8.13791372338535e-07,3070.0,216.8202593326569,0.0,M2,154.39566779136658,1.1332231460199348e-10,M2,178.7312080860138,-2.530002910894454e-08
BNG(SPECT)_OpenML,1000000,22,SS,M2,60.66126322746277,-0.0423033440007391,Thelma,124.31453490257265,-0.0423033440007391,2060,1674.6437499523165,0.0002808336511583,3070.0,80.92135310173035,-0.0516518476401605,M2,60.66126322746277,-0.0423033440007391,M2,82.08981680870056,0.0137971020859637
BNG(SPECTF)_OpenML,1000000,44,SS,M2,205.6497042179108,-0.055441765460627,Thelma,396.822603225708,-0.055441765460627,2060,1740.4491596221924,-0.0237092996711226,3070.0,281.65042328834534,-0.0432113131174605,M2,205.6497042179108,-0.055441765460627,M2,269.2350096702576,-0.0621244211952717
BNG(JapaneseVowels)_OpenML,1000000,14,SS,M2,70.65272283554077,-0.0004210932315839,Thelma,138.35025906562805,-0.0004210932315839,,,,,,,,,,,,
Click_prediction_small_OpenML,149639,11,SS,M2,6.237835645675659,0.0007214680707541,Thelma,12.909706830978394,0.000457069370946,,,,,,,,,,,,
BNG(anneal_COMMA_1000_COMMA_1)_OpenML,1000000,38,SS,M2,105.41974806785583,0.0161544640237067,Thelma,186.53216910362244,0.0161544640237067,M2,768.6804661750793,0.0069032368063706,3070.0,144.9362189769745,0.0204207631763176,M2,105.41974806785583,0.0161544640237067,M2,210.06213092803955,0.015336270676818
BNG(anneal_COMMA_1000_COMMA_5)_OpenML,1000000,38,SS,M2,107.45539927482604,-0.0232236156204016,Thelma,201.23260951042172,-0.0232236156204016,2060,723.1797568798065,-0.0031896488860141,3070.0,146.44679069519043,-0.0265450616330405,M2,107.45539927482604,-0.0232236156204016,M2,217.17464399337769,-0.0238576519726256
BNG(anneal_COMMA_1000_COMMA_10)_OpenML,1000000,38,SS,M2,107.30219221115112,-0.0163836590483538,Thelma,214.26964044570923,-0.0163836590483538,M2,196.2277040481568,-0.0023030097438597,3070.0,147.14233326911926,-0.0188182914034558,M2,107.30219221115112,-0.0163836590483538,M2,206.119725227356,-0.0150549217615089
BNG(anneal_COMMA_5000_COMMA_1)_OpenML,1000000,38,SS,M2,103.48720097541808,0.0068958331238431,Thelma,206.2428321838379,0.0068958331238431,2060,712.2769775390625,0.0180773477811487,3070.0,143.24779772758484,0.0208211016759519,M2,103.48720097541808,0.0068958331238431,M2,437.4493820667267,-0.0070416328624553
BNG(anneal_COMMA_5000_COMMA_5)_OpenML,1000000,38,SS,M2,105.26467609405518,0.0164012865661303,Thelma,210.5608193874359,0.0164012865661303,M2,207.12511086463928,0.008001229441705,3070.0,144.7161729335785,0.0204399497339351,M2,105.26467609405518,0.0164012865661303,M2,210.1849730014801,0.0157304801928851
BNG(anneal_COMMA_5000_COMMA_10)_OpenML,1000000,38,SS,M2,106.04371905326845,-0.0143816471900796,Thelma,202.8603639602661,-0.0143816471900796,,,,,,,,,,,,
BNG(anneal_COMMA_10000_COMMA_1)_OpenML,1000000,38,SS,M2,102.89909601211548,-0.0062346050993787,Thelma,204.9786992073059,-0.0062346050993787,M2,172.22825503349304,0.0180647443768973,3070.0,143.89739274978638,0.0176169864244872,M2,102.89909601211548,-0.0062346050993787,M2,283.19857692718506,-0.0055510588128566
BNG(anneal_COMMA_10000_COMMA_5)_OpenML,1000000,38,SS,M2,103.80351901054382,0.0087509649987506,Thelma,193.771990776062,0.0087509649987506,M2,197.140282869339,0.0167385479940509,3070.0,142.31977319717407,0.0231147446152513,M2,103.80351901054382,0.0087509649987506,M2,231.51840782165527,0.0032011843081105
BNG(anneal_COMMA_10000_COMMA_10)_OpenML,1000000,38,SS,M2,104.42504930496216,0.0170989753850808,Thelma,193.6912190914154,0.0170989753850808,M2,212.0140359401703,0.0083365857471998,3070.0,146.18191528320312,0.0206859937118862,M2,104.42504930496216,0.0170989753850808,M2,258.44721722602844,-0.0330665478637679
BNG(anneal.ORIG_COMMA_1000_COMMA_1)_OpenML,1000000,38,SS,M2,103.2472438812256,0.0277446509694757,Thelma,206.4276053905487,0.0277446509694757,M2,202.3681297302246,-0.0017069277803762,3070.0,143.1488740444183,0.0317878743347737,M2,103.2472438812256,0.0277446509694757,M2,285.8080608844757,1.3432931768871108e-05
BNG(anneal.ORIG_COMMA_1000_COMMA_5)_OpenML,1000000,38,SS,M2,104.67781901359558,0.0276262115849689,Thelma,206.3186204433441,0.0276262115849689,,,,,,,,,,,,
BNG(anneal.ORIG_COMMA_1000_COMMA_10)_OpenML,1000000,38,SS,M2,104.64122986793518,-0.0074999589009549,Thelma,209.2252914905548,-0.0074999589009549,,,,,,,,,,,,
BNG(anneal.ORIG_COMMA_5000_COMMA_1)_OpenML,1000000,38,SS,M2,102.4933581352234,0.0873733878547099,Thelma,200.79945611953733,0.0873733878547099,,,,,,,,,,,,
BNG(anneal.ORIG_COMMA_5000_COMMA_5)_OpenML,1000000,38,SS,M2,103.18453764915466,0.0282513246642878,Thelma,203.50463771820068,0.0282513246642878,M2,244.7494430541992,0.0106754417162938,3070.0,144.50645303726196,0.0412231620016443,M2,103.18453764915466,0.0282513246642878,M2,320.68398213386536,-0.0017231783453293
BNG(anneal.ORIG_COMMA_5000_COMMA_10)_OpenML,1000000,38,SS,M2,104.26557326316832,0.0278004562818156,Thelma,196.7901785373688,0.0278004562818156,M2,208.93831706047052,0.0078757531720849,3070.0,143.1513180732727,0.0318400780190857,M2,104.26557326316832,0.0278004562818156,M2,240.4861981868744,0.0111224663657922
BNG(anneal.ORIG_COMMA_10000_COMMA_1)_OpenML,1000000,38,SS,M2,101.08299922943117,0.1403286364177213,Thelma,190.65450310707087,0.1403286364177213,M2,225.189768075943,0.026919544776099,3070.0,140.86611223220825,0.125183631419559,M2,101.08299922943117,0.1403286364177213,M2,233.93713903427124,0.0566478212386759
BNG(anneal.ORIG_COMMA_10000_COMMA_5)_OpenML,1000000,38,SS,M2,102.106684923172,0.0674125709142701,Thelma,195.9898526668549,0.0674125709142701,M2,216.06572794914248,0.0001137658351154,3070.0,140.43548798561096,0.0149228287842674,M2,102.106684923172,0.0674125709142701,M2,207.5762629508972,-0.0056132433606311
BNG(anneal.ORIG_COMMA_10000_COMMA_10)_OpenML,1000000,38,SS,M2,102.4896490573883,0.0294892668169243,Thelma,208.4327154159546,0.0294892668169243,M2,188.4325959682465,0.0111062230574618,3070.0,143.67252159118652,0.001874996735102,M2,102.4896490573883,0.0294892668169243,M2,238.7325930595398,0.0256745526462033
BNG(kr-vs-kp_COMMA_1000_COMMA_1)_OpenML,1000000,36,SS,M2,96.9081449508667,-3.056008992252831e-05,Thelma,196.641756772995,-3.056008992252831e-05,M2,540.5175859928131,0.0181068958434628,3070.0,134.28344798088074,-0.0004975985356287,M2,96.9081449508667,-3.056008992252831e-05,M2,113.28668403625488,0.0008156058346256
BNG(kr-vs-kp_COMMA_1000_COMMA_5)_OpenML,1000000,36,SS,M2,96.65780782699584,-1.8825879397729102e-05,Thelma,193.5447835922241,-1.8825879397729102e-05,M2,364.3355031013489,0.0080432508107262,3070.0,134.52679562568665,0.0,M2,96.65780782699584,-1.8825879397729102e-05,M2,148.9348747730255,1.2304537034931452e-05
BNG(kr-vs-kp_COMMA_1000_COMMA_10)_OpenML,1000000,36,SS,M2,96.53290510177612,-2.8832741795367445e-06,Thelma,197.0517692565918,-2.8832741795367445e-06,M2,491.3758099079132,0.0024032235872527,3070.0,134.37705898284912,-2.719247012929249e-07,M2,96.53290510177612,-2.8832741795367445e-06,M2,118.49148893356325,4.9006244049896806e-05
BNG(kr-vs-kp_COMMA_5000_COMMA_1)_OpenML,1000000,36,SS,M2,96.72929883003236,-0.0005436734860469,Thelma,197.4071009159088,-0.0005436734860469,M2,388.15293312072754,0.0226336232396351,3070.0,138.40502071380615,-0.0015518449412988,M2,96.72929883003236,-0.0005436734860469,M2,116.33760619163512,-0.0002328939435992
BNG(kr-vs-kp_COMMA_5000_COMMA_5)_OpenML,1000000,36,SS,M2,96.89116096496582,-3.1103645351370843e-05,Thelma,186.9217586517334,-3.1103645351370843e-05,M2,309.66327691078186,0.0221586800479596,3070.0,134.16860222816467,0.0,M2,96.89116096496582,-3.1103645351370843e-05,M2,128.11136484146118,-2.861079948142011e-05
BNG(kr-vs-kp_COMMA_5000_COMMA_10)_OpenML,1000000,36,SS,M2,96.95516991615295,-3.084839046843372e-05,Thelma,199.3700218200684,-3.084839046843372e-05,M2,325.5140178203583,0.0178380907941718,3070.0,136.60886430740356,0.0,M2,96.95516991615295,-3.084839046843372e-05,M2,118.09761786460876,-0.0005405262621767
BNG(kr-vs-kp_COMMA_10000_COMMA_1)_OpenML,1000000,36,SS,M2,95.80302000045776,-0.0004678854888846,Thelma,176.52512073516846,-0.0004678854888846,M2,611.2262980937958,0.0182452704998169,3070.0,138.66543436050415,-0.0011653991228257,M2,95.80302000045776,-0.0004678854888846,M2,115.20425987243652,0.0041014944259178
BNG(kr-vs-kp_COMMA_10000_COMMA_5)_OpenML,1000000,36,SS,M2,95.70621275901794,-0.001001403504202,Thelma,202.65812826156616,-0.001001403504202,M2,580.0841567516327,0.0206444143646677,3070.0,133.99233865737915,-0.0012136333057407,M2,95.70621275901794,-0.001001403504202,M2,115.75825190544128,-8.136462550627849e-05
BNG(kr-vs-kp_COMMA_10000_COMMA_10)_OpenML,1000000,36,SS,M2,96.0168309211731,-2.111001180389744e-06,Thelma,201.05945992469788,-2.111001180389744e-06,M2,345.6962399482727,0.0160412175853587,3070.0,134.75752711296082,0.004059974466966,M2,96.0168309211731,-2.111001180389744e-06,M2,119.0361909866333,0.0025920102421064
BNG(letter_COMMA_1000_COMMA_1)_OpenML,1000000,16,SS,M2,67.62736678123474,0.0011905854653937,Thelma,137.92375206947327,0.0011905854653937,M2,266.629909992218,0.023181215867495,3070.0,91.29432940483092,-2.646636831002061e-08,M2,67.62736678123474,0.0011905854653937,M2,146.8092658519745,0.0030927647503045
BNG(letter_COMMA_1000_COMMA_5)_OpenML,1000000,16,SS,M2,67.69935607910156,0.0007318170316273,Thelma,142.8644895553589,0.0007318170316273,M2,309.446005821228,0.0078211107908334,3070.0,94.01786971092224,-3.821824189717029e-07,M2,67.69935607910156,0.0007318170316273,M2,203.59489727020264,0.0007114317481049
BNG(letter_COMMA_1000_COMMA_10)_OpenML,1000000,16,SS,M2,67.46080589294434,2.179960203397834e-05,Thelma,137.4261236190796,2.179960203397834e-05,M2,411.1666979789734,0.0031121186740017,3070.0,90.43618726730348,-4.594797201302133e-07,M2,67.46080589294434,2.179960203397834e-05,M2,161.06985902786255,0.0001350552022124
BNG(letter_COMMA_5000_COMMA_1)_OpenML,1000000,16,SS,M2,68.05108785629272,0.0013352533255594,Thelma,139.10165309906006,0.0013352533255594,M2,263.40346908569336,0.0335061181216937,3070.0,91.2474045753479,-1.4143733407370022e-07,M2,68.05108785629272,0.0013352533255594,M2,148.3948459625244,0.0022322251708382
BNG(letter_COMMA_5000_COMMA_5)_OpenML,1000000,16,SS,M2,68.16570115089417,0.0013256117865684,Thelma,138.52616620063782,0.0013256117865684,M2,375.5299298763275,0.0240766293571218,3070.0,90.6117992401123,1.025688364463018e-07,M2,68.16570115089417,0.0013256117865684,M2,146.31388115882874,0.0031160022021283
BNG(letter_COMMA_5000_COMMA_10)_OpenML,1000000,16,SS,M2,67.72553014755249,0.0001330865139198,Thelma,142.98801684379578,0.0001330865139198,M2,237.14101195335388,0.0170862692874728,3070.0,90.37605500221252,9.38721390003454e-07,M2,67.72553014755249,0.0001330865139198,M2,149.13069415092468,0.0026372752026304
BNG(letter_COMMA_10000_COMMA_1)_OpenML,1000000,16,SS,M2,68.12779378890991,0.0011891087024509,Thelma,143.10860466957092,0.0011891087024509,M2,262.91660499572754,0.0334704416207525,3070.0,90.53170919418336,-8.353993738968635e-07,M2,68.12779378890991,0.0011891087024509,M2,152.41593861579895,0.0021211220837633
BNG(letter_COMMA_10000_COMMA_5)_OpenML,1000000,16,SS,M2,68.24178194999695,0.0012358461133976,Thelma,141.8385088443756,0.0012358461133976,M2,231.85030889511108,0.0268450377045824,3070.0,91.38303565979004,-1.970925671519252e-07,M2,68.24178194999695,0.0012358461133976,M2,148.86762595176697,0.002313262985613
BNG(letter_COMMA_10000_COMMA_10)_OpenML,1000000,16,SS,M2,67.60864520072937,0.0013826961986738,Thelma,141.61590909957886,0.0013826961986738,M2,287.69142413139343,0.0229967502848836,3070.0,91.51790571212769,-7.152390012357407e-07,M2,67.60864520072937,0.0013826961986738,M2,146.45498609542847,0.0030820249519825
BNG(audiology_COMMA_1000_COMMA_1)_OpenML,1000000,69,SS,M2,166.7110059261322,0.0014125573063014,Thelma,344.22969913482666,0.0014125573063014,M2,388.3690519332886,0.0421429350281011,3070.0,234.33785200119016,0.0218188719865635,M2,166.7110059261322,0.0014125573063014,M2,219.16545414924624,0.002400977496074
BNG(audiology_COMMA_1000_COMMA_5)_OpenML,1000000,69,SS,M2,166.54059219360352,0.0005812228013911,Thelma,358.03811621665955,0.0005812228013911,M2,285.99023270606995,0.0236070306482451,3070.0,234.59569811820984,0.008891636591843,M2,166.54059219360352,0.0005812228013911,M2,229.77941584587097,0.0013220172924054
BNG(audiology_COMMA_1000_COMMA_10)_OpenML,1000000,69,SS,M2,166.31119894981384,0.0005727326574563,Thelma,356.1215708255768,0.0005727326574563,,,,,,,,,,,,
BNG(audiology_COMMA_5000_COMMA_1)_OpenML,1000000,69,SS,M2,163.5236599445343,0.0119457030164105,Thelma,354.55502796173096,0.0119457030164105,M2,425.8035011291504,0.0793208469644437,3070.0,240.6930665969849,0.1226699451994224,M2,163.5236599445343,0.0119457030164105,M2,217.12480568885803,0.0142312007791061
BNG(audiology_COMMA_5000_COMMA_5)_OpenML,1000000,69,SS,M2,165.035630941391,0.0066587814728085,Thelma,347.0179145336151,0.0066587814728085,M2,398.330579996109,0.0452094629688756,3070.0,240.75343990325928,0.0819483311573343,M2,165.035630941391,0.0066587814728085,M2,219.3345167636872,0.0024153720684495
BNG(audiology_COMMA_5000_COMMA_10)_OpenML,1000000,69,SS,M2,165.3165431022644,0.0015212957660847,Thelma,342.9895849227905,0.0015212957660847,M2,283.9130229949951,0.0399586925313093,3070.0,230.8052678108216,0.0115314322567615,M2,165.3165431022644,0.0015212957660847,M2,238.52102398872373,0.0039122283161304
BNG(autos_COMMA_1000_COMMA_1)_OpenML,1000000,25,SS,M2,100.37224102020264,0.0014592045396614,Thelma,201.7462317943573,0.0014592045396614,M2,327.7036499977112,0.0093600904837214,3070.0,141.67897987365723,0.0015718421953417,M2,100.37224102020264,0.0014592045396614,M2,175.79602098464966,0.002392500473384
BNG(autos_COMMA_1000_COMMA_5)_OpenML,1000000,25,SS,M2,100.5046501159668,-0.0010917919066957,Thelma,206.95606970787048,-0.0010917919066957,M2,161.72476887702942,0.0012844252563806,3070.0,140.26790952682495,-0.0015196397399206,M2,100.5046501159668,-0.0010917919066957,M2,103.21909618377686,3.658482265027203e-05
BNG(autos_COMMA_1000_COMMA_10)_OpenML,1000000,25,SS,M2,100.58112120628356,-0.0004146226614838,Thelma,208.6331081390381,-0.0004146226614838,M2,274.1105320453644,0.0003936125936697,3070.0,139.84299445152283,-0.0012376493524809,M2,100.58112120628356,-0.0004146226614838,M2,140.68711018562317,-0.0007911639677898
BNG(autos_COMMA_5000_COMMA_1)_OpenML,1000000,25,SS,M2,100.57950520515442,-0.0024234253044667,Thelma,211.6695868968964,-0.0024234253044667,M2,229.4003348350525,0.0067082933036458,3070.0,140.17410349845886,-0.00351693150207,M2,100.57950520515442,-0.0024234253044667,M2,116.54152512550354,0.0093235358575466
BNG(autos_COMMA_5000_COMMA_5)_OpenML,1000000,25,SS,M2,100.39761686325072,0.0014126797239147,Thelma,211.05507063865664,0.0014126797239147,M2,160.68027806282043,0.009374485447726,3070.0,139.4764232635498,0.0019703381258418,M2,100.39761686325072,0.0014126797239147,M2,118.12453126907349,0.0080578112171141
BNG(autos_COMMA_5000_COMMA_10)_OpenML,1000000,25,SS,M2,101.07370615005492,-0.0008362066292817,Thelma,211.15291929244995,-0.0008362066292817,M2,283.4367640018463,0.0076024824670941,3070.0,140.64915561676025,-0.0015113469950787,M2,101.07370615005492,-0.0008362066292817,M2,124.06158900260924,-0.0006733979950891
BNG(autos_COMMA_10000_COMMA_1)_OpenML,1000000,25,SS,M2,101.34528684616087,-0.0006516512498498,Thelma,207.0985369682312,-0.0006516512498498,M2,204.8586769104004,0.008760159809834,3070.0,139.2963650226593,-0.0010261298348011,M2,101.34528684616087,-0.0006516512498498,M2,122.32743406295776,0.0157583439260359
BNG(autos_COMMA_10000_COMMA_5)_OpenML,1000000,25,SS,M2,100.54913020133972,-0.0016010681860132,Thelma,209.4475996494293,-0.0016010681860132,M2,174.31008291244507,0.0070937756911878,3070.0,138.93724179267883,-0.0023991288910689,M2,100.54913020133972,-0.0016010681860132,M2,248.70074200630188,-0.0004366556498167
BNG(autos_COMMA_10000_COMMA_10)_OpenML,1000000,25,SS,M2,100.88752627372742,0.0012723040625536,Thelma,211.01248717308044,0.0012723040625536,M2,328.83981800079346,0.009502802420115,3070.0,141.5854196548462,0.0014381690173289,M2,100.88752627372742,0.0012723040625536,M2,124.35531187057497,0.0014083106973608
BNG(lymph_COMMA_1000_COMMA_1)_OpenML,1000000,18,SS,M2,55.28577375411987,0.0004826975032089,Thelma,115.42635440826416,0.0004826975032089,M2,297.9220190048218,0.0037929292398414,3070.0,72.07177662849426,0.006831459822001,M2,55.28577375411987,0.0004826975032089,M2,85.66937184333801,-0.0003042641290757
BNG(lymph_COMMA_1000_COMMA_5)_OpenML,1000000,18,SS,M2,54.88564395904541,0.0018070970633377,Thelma,111.71791768074036,0.0018070970633377,,,,,,,,,,,,
BNG(lymph_COMMA_1000_COMMA_10)_OpenML,1000000,18,SS,M2,55.27761912345886,0.0034130044476085,Thelma,112.59751510620116,0.0034130044476085,M2,327.8009252548218,0.0001883516003091,3070.0,70.63705515861511,0.0,M2,55.27761912345886,0.0034130044476085,M2,85.02153301239014,-0.0008458359711635
BNG(lymph_COMMA_5000_COMMA_1)_OpenML,1000000,18,SS,M2,55.6145281791687,0.0074773308532459,Thelma,111.43324613571168,0.0074773308532459,M2,190.8468120098114,0.0086211254879719,3070.0,74.11900091171265,0.0302776404785818,M2,55.6145281791687,0.0074773308532459,M2,78.30043005943298,0.010819126579532
BNG(lymph_COMMA_5000_COMMA_5)_OpenML,1000000,18,SS,M2,54.86908268928528,0.0006262514686046,Thelma,111.75850868225098,0.0006262514686046,,,,,,,,,,,,
BNG(lymph_COMMA_5000_COMMA_10)_OpenML,1000000,18,SS,M2,55.68611979484558,-6.065811159959126e-05,Thelma,113.28251218795776,-6.065811159959126e-05,M2,201.38244795799253,0.0004827140711432,3070.0,72.37087965011597,0.0002319327097064,M2,55.68611979484558,-6.065811159959126e-05,M2,85.18206119537354,-0.000327947165765
BNG(lymph_COMMA_10000_COMMA_1)_OpenML,1000000,18,SS,M2,55.496262073516846,0.0273388559568316,Thelma,109.67969155311584,0.0273388559568316,M2,220.75199103355408,0.0180167292624858,3070.0,71.55567359924316,0.0177421315662925,M2,55.496262073516846,0.0273388559568316,M2,101.96711421012878,0.0331699249862822
BNG(lymph_COMMA_10000_COMMA_5)_OpenML,1000000,18,SS,M2,55.51680088043213,0.0007323051943942,Thelma,113.52222037315369,0.0007323051943942,M2,436.0168881416321,0.0044167617618578,3070.0,71.42823028564453,9.4032385936758e-05,M2,55.51680088043213,0.0007323051943942,M2,102.22593712806702,0.0005539961651925
BNG(lymph_COMMA_10000_COMMA_10)_OpenML,1000000,18,SS,M2,55.561907052993774,0.0001931372450846,Thelma,106.6029245853424,0.0001931372450846,M2,235.84745502471924,0.0035436732471508,3070.0,72.01053500175476,0.007855644376355,M2,55.561907052993774,0.0001931372450846,M2,95.43396306037904,3.194377755393033e-05
spoken-arabic-digit_OpenML,263256,14,SS,M2,14.589926958084106,-1.8125841987857396e-06,Thelma,30.524251699447632,-1.8125841987857396e-06,M2,95.4932668209076,-6.041854764376718e-07,3070.0,20.02177095413208,6.969629468452876e-08,M2,14.589926958084106,-1.81258419878574e-06,M2,39.20191311836243,-2.0891245326441288e-09
poker-hand_OpenML,1025009,10,SS,M2,37.27531909942627,2.645789328252381e-06,Thelma,78.24600434303284,2.645789328252381e-06,,,,,,,,,,,,
