Filename,Row,Columm,Estimated_Time,1000,2000,3000,6000,9000,12000,15000,20000
mnist_784_OpenML,70000,785,426.6478911,0.226665974,0.814796925,7.790039063,7.548753023,25.91361499,60.94749904,71.18594289,123.3624272
numerai28.6_OpenML,96320,22,464.3913834,0.211102962,0.732486963,2.613187075,13.67756701,22.07360005,41.60505509,58.02242708,97.01747203
poker-hand_OpenML,1025000,11,6081.416409,0.238357067,0.754770041,1.835984945,9.043032169,17.14592099,39.01865602,60.20697403,123.4243798
pokerhand_OpenML,829201,11,6275.919747,0.186497211,0.982840776,1.94263792,9.140543938,23.22454786,44.29609084,100.2033103,145.1953862
RandomRBF_0_0_OpenML,1000000,11,16370.86135,0.858096838,3.37243104,7.700040102,31.05484223,66.67108893,119.355365,185.0338862,328.7824042
RandomRBF_10_1E-3_OpenML,1000000,11,16413.28117,0.858937025,3.35969615,7.71585393,30.95806193,66.60138917,119.3297598,186.137131,329.3422592
RandomRBF_10_1E-4_OpenML,1000000,11,16459.05836,0.863976002,3.387261868,7.78578496,31.10608292,66.94466996,119.7607129,186.2042351,330.5274479
RandomRBF_50_1E-3_OpenML,1000000,11,14202.73235,0.198538065,3.342625141,4.525313616,21.422858,41.36410689,115.681911,79.53484893,325.8759191
RandomRBF_50_1E-4_OpenML,1000000,11,16290.398,0.863786936,3.360615015,7.716042995,30.95044923,66.48492789,119.2013659,184.5882742,326.8090119
spoken-arabic-digit_OpenML,263256,15,1447.271089,0.202771187,0.758067131,2.209728003,8.09065485,15.564502,31.80174112,60.99873686,114.39642
