Filename,Row,Columm,Estimated_Time,100,200,300,400,500,600,700,800,900,1000,2000,3000,6000,9000,12000,15000,20000,50000,65000
BNG(audiology_COMMA_5000_COMMA_10)_OpenML,1000000,69,2547020.904,0.008963585,0.022912979,0.041034937,0.113718748,0.302347898,0.569243193,0.776424885,0.846622229,0.802582264,1.524712801,9.976861477,20.88186312,95.1694119,207.036855,,,,,
BNG(kr-vs-kp_COMMA_10000_COMMA_10)_OpenML,1000000,36,2589896.603,0.004469633,0.01039052,0.078874588,0.159967184,0.169441938,0.285145521,0.986082554,0.477856874,0.753670216,2.114373922,6.848531723,18.84463239,94.33451509,204.1098459,,,,,
BNG(kr-vs-kp_COMMA_10000_COMMA_5)_OpenML,1000000,36,2552042.018,0.004445314,0.010058403,0.042384863,0.122000694,0.122609138,0.238563061,0.903904676,0.416832447,0.871914864,2.053579569,7.500204086,19.87830925,94.47013903,204.19065,,,,,
BNG(letter_COMMA_5000_COMMA_10)_OpenML,1000000,16,572560.4777,0.004260778,0.009916306,0.020220518,0.040579081,0.105513811,0.629521847,0.240137339,0.313294888,0.409528732,0.447502613,1.865199089,5.378667831,23.66633582,55.60280824,139.1938994,183.6355855,278.3185027,,
BNG(kr-vs-kp_COMMA_5000_COMMA_1)_OpenML,1000000,36,2500983.423,0.004473686,0.010067463,0.042279959,0.122776031,0.126494408,0.245399952,0.902846336,0.422791481,0.69446063,2.00417161,6.2143116,22.79652262,94.40604544,204.0894661,,,,,
BNG(kr-vs-kp)_OpenML,1000000,36,2743740.582,0.004494667,0.010103941,0.041963339,0.122306824,0.124612331,0.243361235,0.904487848,0.422600269,0.847946644,2.003696442,6.720849991,15.00338268,91.72761917,204.2685077,,,,,
BNG(kr-vs-kp_COMMA_1000_COMMA_1)_OpenML,1000000,36,2493090.037,0.004425049,0.009994745,0.042671919,0.121979237,0.122690201,0.239802122,0.905528545,0.421021938,0.848268747,2.002873659,6.438279867,22.81182218,94.38571262,203.9353619,,,,,
BNG(SPECTF)_OpenML,1000000,44,290477.2529,0.005385637,0.010120392,0.029241562,0.058773756,0.082696199,0.13181591,0.897601604,0.217953205,0.324146748,0.532816172,9.693556547,4.959558487,94.47352886,85.12894583,161.4604893,202.2540667,,,
BNG(eucalyptus)_OpenML,1000000,19,1356119.279,0.004483223,0.020423889,0.048564672,0.087306261,0.411050797,0.217455149,0.293465853,0.405157804,0.587729454,0.68981123,4.557306051,10.89129925,53.48468304,120.4961715,202.897373,,,,
BNG(spect_test)_OpenML,1000000,22,2437051.208,0.010926008,0.030291796,0.080231667,0.264191389,0.279374599,0.301355124,0.48416853,1.211526632,1.627943516,1.059738636,9.645286083,22.6028645,93.69158697,202.908756,,,,,
BNG(SPECT)_OpenML,1000000,22,2436632.612,0.011973381,0.060216665,0.07097435,0.130439758,0.208586693,0.332255363,0.89956665,0.786343336,1.622700691,1.660576105,9.621784925,22.54462337,93.71411157,202.933315,,,,,
BNG(letter_COMMA_10000_COMMA_5)_OpenML,1000000,16,571737.5014,0.004292727,0.010223627,0.020318747,0.040380478,0.104866028,0.613322496,0.238414764,0.310972452,0.412710667,0.442063808,1.846457481,5.339966059,33.10854959,74.80195451,139.7625172,174.4768302,296.2895403,,
BNG(lymph_COMMA_10000_COMMA_1)_OpenML,1000000,18,2913501.282,0.004203558,0.021589994,0.050615788,0.078632355,0.126679897,0.151900291,0.337286234,0.301249504,0.330484867,0.511615515,3.678287268,9.033531904,71.53406572,148.214191,336.90242,,,,
BNG(anneal.ORIG_COMMA_nominal_COMMA_1000000)_OpenML,1000000,38,2421283.627,0.008102894,0.027619362,0.094096422,0.174469471,0.407246351,0.625057936,0.896235943,1.241541624,1.560323238,1.964496136,9.668830872,22.97955942,94.06396747,203.051259,,,,,
BNG(lymph_COMMA_10000_COMMA_5)_OpenML,1000000,18,3095427.951,0.003956795,0.010645151,0.026753426,0.045737505,0.093889236,0.116520643,0.309361696,0.262505054,0.408509016,0.491158247,3.705743074,8.924411774,65.916049,131.3296051,337.1175377,,,,
BNG(primary-tumor)_OpenML,1000000,17,2459327.026,0.011854649,0.022794247,0.075476408,0.265063286,0.401904106,0.600245714,0.905502796,1.23610878,1.625817776,2.067448139,9.466483831,22.79862738,93.39021468,203.7080297,,,,,
BNG(pendigits_COMMA_nominal_COMMA_1000000)_OpenML,1000000,16,2441710.213,0.006760836,0.074206829,0.105516672,0.150430918,0.262954235,0.453456402,0.87439847,0.968622684,1.477888823,2.326299191,9.586727858,22.90617728,93.55048418,203.3830395,,,,,
BNG(colic_COMMA_nominal_COMMA_1000000)_OpenML,1000000,22,1906947.033,0.004283428,0.011558771,0.025140762,0.041727543,0.117819071,0.615277052,0.170797348,0.387134314,1.663998842,0.517275333,2.618742466,8.876749992,75.61782336,189.147449,287.6458356,,,,
BNG(cylinder-bands_COMMA_nominal_COMMA_1000000)_OpenML,1000000,39,1608820.38,0.005263329,0.011211634,0.027912617,0.045909882,0.084991693,0.113831043,0.170120001,0.334148169,0.350719213,0.52078104,2.751783133,9.069733858,64.20026183,170.3308928,248.7710445,,,,
BNG(autos_COMMA_5000_COMMA_10)_OpenML,1000000,25,3032284.331,0.004590034,0.011656284,0.026757479,0.060243845,0.112044811,0.252609015,0.215168715,0.35538435,0.6538589,0.616658688,4.907244921,13.74356484,79.01626539,202.6589348,,,,,
BNG(puma32H)_OpenML,1000000,32,890937.4357,0.004841566,0.010249615,0.02592063,0.04235816,0.06609726,0.120616913,0.169701576,0.222020388,0.355203867,0.461576223,2.230662107,5.61350584,27.53871274,84.77126169,109.499285,202.1928978,,,
RandomRBF_50_1E-4_OpenML,1000000,10,2943634.684,0.005049944,0.009901047,0.1417346,0.064446211,0.08049798,0.606334925,0.402355433,1.251645803,0.398001909,2.157476664,4.002324104,8.275825977,95.00711846,206.5434711,,,,,
BNG(anneal_COMMA_10000_COMMA_5)_OpenML,1000000,38,2519759.305,0.005695105,0.059807062,0.143724442,0.151627541,0.435185432,0.640384197,0.929815054,1.27651,1.61168313,2.008207798,9.676123381,23.0433476,95.73870111,208.4034953,,,,,
BNG(waveform-5000_COMMA_nominal_COMMA_1000000)_OpenML,1000000,40,1975994.542,0.004173279,0.031488419,0.020627499,0.041842461,0.070737839,0.133364439,0.926620722,0.173210382,0.300388813,0.30297637,2.056896448,6.14228797,17.45151258,63.35996509,107.5065241,297.639945,,,
BNG(bridges_version1)_OpenML,1000000,12,2363706.206,0.004498005,0.013777494,0.030478001,0.084931374,0.100526333,0.200615168,0.502098799,0.419882536,0.784116507,0.752092838,5.304188728,13.37899947,87.6740849,179.2750442,331.0100403,,,,
BNG(anneal_COMMA_1000_COMMA_10)_OpenML,1000000,38,2463331.068,0.005742788,0.060286999,0.148135662,0.230018616,0.408325434,0.634001493,0.935417414,1.277632475,1.616261959,2.008025408,9.752315998,22.76766157,93.84794497,204.3621447,,,,,
BNG(cylinder-bands)_OpenML,1000000,39,2484062.501,0.007719755,0.020808458,0.046741962,0.133054972,0.156764746,0.602605104,0.602959156,0.566963434,0.754982948,1.402877331,8.413524151,22.67292881,93.82891154,204.1418059,,,,,
BNG(libras_move)_OpenML,1000000,90,3009073.993,0.006029844,0.009261847,0.044126987,0.070245981,0.109251738,0.148375988,0.173862934,0.278594255,0.318729877,0.341020823,1.965887547,5.564732552,93.42865825,203.6311231,,,,,
BNG(lymph_COMMA_1000_COMMA_1)_OpenML,1000000,18,1722911.101,0.003983021,0.01068449,0.026251554,0.044894934,0.08867383,0.112111807,0.317228794,0.264409065,0.397524118,0.474833727,4.462885141,5.105009556,52.45490932,161.3587213,239.5589883,,,,
BNG(anneal.ORIG_COMMA_10000_COMMA_5)_OpenML,1000000,38,2452648.384,0.02288413,0.059588432,0.140708447,0.256198406,0.394313574,0.587201834,0.886777163,1.239039898,0.794964075,1.966017723,9.713202,23.18284917,94.13448596,204.4703684,,,,,
BNG(autoPrice)_OpenML,1000000,15,3331678.83,0.004303455,0.014878511,0.029533863,0.060441494,0.099601269,0.150310278,0.274776697,0.342720509,0.565376997,0.619921923,2.935099602,9.292995214,35.83329105,119.1845429,319.2385526,,,,
BNG(sick_COMMA_nominal_COMMA_1000000)_OpenML,1000000,29,2462479.666,0.014026403,0.03368187,0.174313784,0.288647413,0.42595458,0.621914625,0.92288661,1.27632165,1.638432264,2.012748957,9.780571699,22.71664023,94.1297338,204.5148478,,,,,
BNG(pharynx)_OpenML,1000000,10,1162218.932,0.004127741,0.01067996,0.043249846,0.08136344,0.110670567,0.152862549,0.207787275,0.305681944,0.447588444,0.482720375,2.561617374,5.992508888,30.0038619,63.41284633,142.6881902,222.7244139,,,
BNG(mfeat-fourier)_OpenML,1000000,76,523916.5658,0.005480289,0.011567593,0.025296926,0.050256968,0.068594456,0.100480318,0.144174099,0.233208656,0.29657793,2.013689756,2.173536301,5.189904928,21.79410958,96.14868045,85.85443425,162.0554247,262.7320802,,
BNG(anneal_COMMA_1000_COMMA_1)_OpenML,1000000,38,2546626.838,0.005957365,0.059256315,0.140984297,0.189428568,0.404136181,0.605338573,0.892819881,1.230769396,1.581924438,1.977609396,9.790230036,22.90816998,94.35307026,208.2659149,,,,,
BNG(labor_COMMA_nominal_COMMA_1000000)_OpenML,1000000,16,2489012.893,0.004617929,0.020751238,0.058763027,0.130655289,0.19693017,0.366778851,0.611502886,0.744941711,0.948417187,1.13754797,10.04947114,23.38985682,96.25302386,208.1132457,,,,,
BNG(autos_COMMA_1000_COMMA_10)_OpenML,1000000,25,2960919.246,0.004637241,0.0116992,0.027523041,0.062293053,0.118178606,0.272176981,0.230385065,0.366318703,0.640151978,0.641746044,6.19742918,22.29226923,77.86811757,208.0763123,,,,,
BNG(trains)_OpenML,1000000,32,1757088.326,0.004653215,0.010057211,0.023364544,0.057465315,0.074278116,0.109890699,0.210209846,0.197574615,0.26949358,0.680468798,2.712450743,12.22364545,96.11678219,115.397999,269.9327188,,,,
BNG(lymph_COMMA_5000_COMMA_1)_OpenML,1000000,18,2770934.851,0.004034281,0.010744095,0.027044535,0.046588659,0.095749617,0.119386673,0.344768047,0.272013664,0.300839663,0.477267265,3.817376375,9.68249774,53.30176616,173.1901019,320.0466321,,,,
BNG(lymph_COMMA_5000_COMMA_10)_OpenML,1000000,18,2802885.169,0.004063606,0.010802269,0.026981354,0.046504498,0.09588027,0.119613171,0.323249578,0.273863077,0.300704718,0.476038456,3.813154221,9.237231016,53.3318429,131.7816865,305.2741201,,,,
BNG(mfeat-fourier_COMMA_nominal_COMMA_1000000)_OpenML,1000000,76,1264959.88,0.005801201,0.011209249,0.023080349,0.050191879,0.094336987,0.119728565,0.177576303,0.359058619,0.65636754,0.512575388,4.889831543,8.71111989,34.46415448,88.57304692,156.0187643,260.3420205,,,
BNG(kr-vs-kp_COMMA_10000_COMMA_1)_OpenML,1000000,36,2577195.072,0.00435257,0.01010561,0.042558908,0.125843525,0.124031782,0.242072582,0.943528414,0.424279451,0.851549387,2.053238869,8.259526253,20.71840978,96.16517162,207.9065118,,,,,
BNG(letter_COMMA_1000_COMMA_5)_OpenML,1000000,16,1198033.38,0.004293919,0.01009202,0.020480871,0.041584492,0.108210087,0.633615732,0.249440432,0.322064161,0.387563467,0.444580555,2.080354929,5.779517651,29.82271624,115.3184822,109.2384076,260.8506951,,,
BNG(anneal.ORIG_COMMA_5000_COMMA_10)_OpenML,1000000,38,2491574.634,0.022581816,0.060497999,0.146253586,0.271960258,0.419120073,0.619574785,0.935124636,1.289592743,0.841706514,2.050261497,10.00606585,23.37774563,96.13473392,208.0566297,,,,,
RandomRBF_0_0_OpenML,1000000,10,2491622.182,0.005058765,0.010483027,0.147220373,0.060843945,0.128384113,0.471869469,0.945759535,0.577047586,0.388818741,0.695484877,9.878175974,23.43904853,96.12513041,207.907233,,,,,
BNG(credit-a_COMMA_nominal_COMMA_1000000)_OpenML,1000000,15,2485095.092,0.007302523,0.011489391,0.040737152,0.193212032,0.252694607,0.47328639,0.639509201,1.2832973,1.641460419,1.878455639,10.00546741,23.31613016,96.18012166,207.9548044,,,,,
BNG(lymph)_OpenML,1000000,18,3623325.854,0.004042387,0.010798931,0.027063131,0.04654336,0.093760014,0.117364407,0.313237906,0.27359724,0.412260771,0.476233244,3.760062218,9.332459927,62.21794248,128.4161079,368.9260519,,,,
BNG(cholesterol)_OpenML,1000000,13,1153883.654,0.004344463,0.019909859,0.0497787,0.077931881,0.125029802,0.128680706,0.206167698,0.303887367,0.409877062,0.425418139,2.599518299,7.203802347,32.96341228,67.41565061,122.7911804,225.6365786,,,
BNG(anneal.ORIG_COMMA_5000_COMMA_5)_OpenML,1000000,38,2448109.502,0.02290082,0.05949378,0.141916037,0.263692379,0.40407753,0.599483967,0.903781176,1.239337921,0.805819273,1.98567605,9.827439785,22.92102528,94.60925388,204.4986944,,,,,
BNG(letter_COMMA_5000_COMMA_1)_OpenML,1000000,16,1129651.047,0.004406691,0.009942532,0.019870996,0.03998065,0.104144335,0.599917889,0.239194393,0.312763691,0.375365973,0.429613113,1.853874922,5.445585966,33.54857874,55.44145894,144.5302618,195.0380898,400.3181081,,
BNG(letter_COMMA_nominal_COMMA_1000000)_OpenML,1000000,16,2436078.243,0.009789705,0.025832891,0.0627985,0.159539938,0.338850737,0.441621542,0.932050943,1.279813051,1.623693943,2.022535801,9.861296415,22.9446907,94.63963842,204.2660675,,,,,
BNG(sonar)_OpenML,1000000,60,991549.8467,0.005631447,0.009996176,0.029277563,0.084229469,0.117440701,0.15436554,0.220384359,0.310063839,0.390936613,0.441871166,1.83069706,4.314763069,61.256634,45.43758345,122.8251665,175.526655,367.1728685,,
BNG(anneal.ORIG_COMMA_10000_COMMA_10)_OpenML,1000000,38,2455480.068,0.023143291,0.060010433,0.142641544,0.264057636,0.434557438,0.632990122,0.933267832,1.271136522,0.847732782,2.022067785,9.849758863,22.94396687,94.37367249,204.6343098,,,,,
BNG(letter_COMMA_10000_COMMA_10)_OpenML,1000000,16,849631.3362,0.004289865,0.009904146,0.019868374,0.040083647,0.136134148,0.630413294,0.272435904,0.347105026,0.411482573,0.46816206,1.886847019,5.457513332,33.50758791,75.29343176,122.6542768,188.8182378,345.2327223,,
BNG(credit-g_COMMA_nominal_COMMA_1000000)_OpenML,1000000,20,4015299.146,0.005749941,0.010551929,0.024703264,0.058989525,0.106301308,0.13488102,0.274259329,0.25156641,0.366604567,0.388654947,2.585573673,5.452367067,43.90087795,203.1238315,,,,,
BNG(colic.ORIG)_OpenML,1000000,27,888656.0715,0.004816294,0.009910822,0.024228811,0.051672697,0.096214056,0.146045446,0.207301617,0.252444267,0.364396095,0.412797689,2.654770851,5.396896362,32.40543723,65.21324539,114.004132,160.9934347,335.8469238,,
BNG(audiology_COMMA_1000_COMMA_1)_OpenML,1000000,69,2628662.703,0.004546642,0.010451317,0.021499395,0.080650091,0.267241478,0.416193724,0.654330254,0.818472147,0.859060287,1.246818066,9.872928858,16.78922963,95.65978003,206.6313038,,,,,
BNG(Australian)_OpenML,1000000,14,1323511.198,0.00439024,0.014446497,0.026928902,0.042357922,0.069374323,0.134240866,0.202174664,0.31963253,0.416937113,0.412994862,1.910315275,6.18260622,27.30761647,57.03518796,139.3056204,174.6603582,430.1520963,,
BNG(pbc)_OpenML,1000000,18,1058337.851,0.004527092,0.02076745,0.048521519,0.08940196,0.085188866,0.122019291,0.248774767,0.262120485,0.547040462,0.464834452,3.042759657,7.923699141,40.45689821,79.22730327,145.6518695,233.5730135,,,
BNG(kr-vs-kp_COMMA_1000_COMMA_10)_OpenML,1000000,36,2648083.431,0.004358053,0.010100126,0.042310238,0.12484622,0.123273134,0.234615564,0.930949926,0.42871809,0.840620518,2.050127268,7.308702946,18.43375921,96.14825249,207.8558917,,,,,
BNG(autos_COMMA_1000_COMMA_5)_OpenML,1000000,25,3380050.472,0.004622698,0.011768579,0.02759099,0.062464952,0.118492842,0.272729874,0.225425005,0.366129398,0.642575264,0.641058445,5.456262589,16.45760989,65.03745461,207.9785576,,,,,
BNG(wisconsin)_OpenML,1000000,32,1780647.884,0.004875422,0.011668921,0.027909756,0.055656672,0.088219404,0.129606962,0.223483801,0.360388279,0.405225515,0.621609688,2.94297266,8.957335949,36.27715445,120.3029866,213.3623259,,,,
BNG(audiology_COMMA_5000_COMMA_5)_OpenML,1000000,69,2549351.084,0.004545689,0.010598421,0.021634102,0.083035707,0.247777939,0.569027424,0.65227294,0.822745562,0.699737787,1.372635841,9.905139923,20.55187559,96.21192169,207.6220791,,,,,
BNG(hypothyroid_COMMA_nominal_COMMA_1000000)_OpenML,1000000,29,2486684.522,0.008485794,0.060418844,0.146693707,0.27251482,0.423815012,0.622237444,0.937353373,1.291522503,1.657007217,2.057781458,10.00151587,23.38073564,96.24140978,208.0291567,,,,,
BNG(wine)_OpenML,1000000,13,2492289.581,0.005508184,0.02669549,0.091531754,0.25022459,0.419169903,0.619584322,0.938168287,1.28248167,1.648087263,2.063891411,10.05091906,23.37950349,96.49329138,208.5296288,,,,,
Hyperplane_10_1E-3_OpenML,1000000,10,1219449.506,0.005861282,0.0110569,0.031558752,0.04937458,0.071798325,0.146918774,0.190760851,0.323932886,0.324035168,0.405518532,1.752001047,23.4078939,22.35117936,54.40396523,102.0371387,173.5749998,388.6090126,,
BNG(sonar_COMMA_nominal_COMMA_1000000)_OpenML,1000000,60,3543956.86,0.004495621,0.012737274,0.040121078,0.076173067,0.086531878,0.114684105,0.295728445,0.229491711,1.655467749,0.515045404,2.371999502,23.3510139,50.88891268,207.6203427,,,,,
BNG(kr-vs-kp_COMMA_5000_COMMA_10)_OpenML,1000000,36,2813288.239,0.00437808,0.010518551,0.04255867,0.103546381,0.124143839,0.236922026,0.934548855,0.552892685,0.923621178,2.051637173,7.188325644,17.97312927,88.62431669,207.7082942,,,,,
BNG(letter_COMMA_1000_COMMA_10)_OpenML,1000000,16,968913.1907,0.004259348,0.010060787,0.020497084,0.04146719,0.10812664,0.619539022,0.248657465,0.323656559,0.387332201,0.444085836,1.599107981,5.881709576,26.11053443,82.85516882,121.9765234,155.8558004,363.8921673,,
BNG(zoo)_OpenML,1000000,16,2490276.935,0.017932653,0.060926437,0.146363735,0.272420883,0.418079615,0.620147467,0.936331987,1.285689592,1.648501873,2.055468082,10.05471539,23.38328481,96.45971727,208.3853014,,,,,
RandomRBF_50_1E-3_OpenML,1000000,10,1607762.583,0.004890442,0.010960579,0.030569553,0.054617882,0.06984663,0.10955143,0.155413628,0.285367489,0.33123827,0.376830101,2.099253178,7.176707506,27.04000568,69.47046995,128.7215044,272.8735554,,,
BNG(adult)_OpenML,1000000,14,2493712.977,0.007452488,0.063170433,0.147007227,0.273634911,0.419296026,0.626114368,0.961369991,1.295294046,1.651951313,2.0640378,10.05031085,23.48370051,96.47852135,208.6364672,,,,,
BNG(elevators)_OpenML,1000000,18,2719156.732,0.004743814,0.01328969,0.039617062,0.06658411,0.108012199,0.217824221,0.385742903,0.514858961,1.217496157,0.69228673,4.724235535,17.53374648,96.27801895,208.084564,,,,,
BNG(kr-vs-kp_COMMA_1000_COMMA_5)_OpenML,1000000,36,2663157.987,0.004393816,0.010139704,0.042859077,0.125971079,0.12419796,0.236927986,0.935367346,0.44106698,0.839561939,2.048847914,7.164446354,17.86714029,96.23277473,207.875838,,,,,
BNG(autos)_OpenML,1000000,25,2846033.593,0.004663944,0.011784315,0.027697325,0.062164068,0.118345499,0.262940884,0.227499485,0.365594625,0.630988836,0.643755436,4.917761326,12.53393006,96.04055476,208.118232,,,,,
RandomRBF_10_1E-3_OpenML,1000000,10,2593059.872,0.004957199,0.015896082,0.145760298,0.058860779,0.107883215,0.216627121,0.195710659,0.352902174,1.185945749,2.052947044,3.404524803,23.4000771,95.94994283,207.8359294,,,,,
BNG(zoo_COMMA_nominal_COMMA_1000000)_OpenML,1000000,17,2499793.21,0.006985903,0.033729553,0.146486044,0.27446723,0.420407772,0.620204449,0.939376354,1.292085886,1.644179821,2.04558754,9.929826498,23.49468923,96.43836284,208.7862754,,,,,
BNG(anneal)_OpenML,1000000,38,2494091.025,0.005959034,0.060893059,0.146247149,0.141361237,0.418899536,0.623476744,0.937781572,1.286340237,1.686761856,2.050898075,10.036973,23.37589622,96.17486215,208.322809,,,,,
BNG(heart-c_COMMA_nominal_COMMA_1000000)_OpenML,1000000,13,2494908.736,0.00400877,0.020275116,0.058705807,0.115700722,0.215511322,0.624893904,0.933327675,0.803128481,0.874252319,1.069590569,10.00141764,23.23786902,96.08253503,207.9734762,,,,,
BNG(anneal_COMMA_1000_COMMA_5)_OpenML,1000000,38,2487644.294,0.005798101,0.060410738,0.145595312,0.154344082,0.417943954,0.618849754,0.938723803,1.285106659,1.683495045,2.052586794,10.07568932,23.40860748,96.13492107,208.0885038,,,,,
BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML,1000000,38,2490730.171,0.004333019,0.017301083,0.054002523,0.111247778,0.210704565,0.350383043,0.742809057,1.28410697,1.340091705,2.054098845,9.986053705,23.31056476,95.93224311,207.9868391,,,,,
BNG(autos_COMMA_10000_COMMA_10)_OpenML,1000000,25,2815709.157,0.00464797,0.011733294,0.027555943,0.062281609,0.118253231,0.271931887,0.225690126,0.366294146,0.641670465,0.642085314,4.880857706,13.65643144,96.19899607,208.1152353,,,,,
BNG(cpu_small)_OpenML,1000000,12,2491752.335,0.005064249,0.022845507,0.052499533,0.084600687,0.136026859,0.289078236,0.625311375,0.447196245,0.707848549,0.70133853,9.939062357,23.3277123,96.31430411,208.0748003,,,,,
BNG(kr-vs-kp_COMMA_5000_COMMA_5)_OpenML,1000000,36,2575045.327,0.004360676,0.010128498,0.042662621,0.125854969,0.126619577,0.242512703,0.934739351,0.710850239,0.712133408,2.047308922,6.215878248,22.14828324,96.01902747,207.7499256,,,,,
BNG(credit-g)_OpenML,1000000,20,2500334.796,0.010498047,0.060842752,0.148206711,0.278336048,0.424114943,0.628484488,0.938275814,1.291396618,1.668263197,2.05049634,10.02065492,23.50832343,96.12924886,208.6134775,,,,,
BNG(autos_COMMA_1000_COMMA_1)_OpenML,1000000,25,3432895.147,0.004619122,0.011717081,0.027500629,0.062104702,0.118347406,0.272399187,0.225381851,0.366593122,0.64165473,0.643484354,4.934776783,15.7565999,63.70614028,207.9557137,,,,,
