Filename,Row,Columm,Estimated_Time,100,200,300,400,500,600,700,800,900,1000,2000,3000,5000,6000,7000,8000,9000,10000,11000,12000,13000,14000,15000,17000,19000,20000
BNG(satellite_image)_OpenML,1000000,36,2709239.8480838514,0.005120038986206055,0.038864850997924805,0.16096997261047363,0.07868313789367676,0.1091165542602539,0.15861034393310547,0.23757600784301758,0.32651543617248535,0.31349921226501465,0.5827896595001221,2.0178017616271973,6.751595735549927,18.95480704307556,94.31565022468567,32.19222402572632,52.84820055961609,49.35922837257385,78.54645299911499,88.33548355102539,115.45477890968323,102.99957036972046,145.8867449760437,189.31165170669556,186.34232091903687,318.23126196861267,1003.4609084129333
