Filename,Row,Columm,Estimated_Time,1000,2000,3000,6000,9000,12000,15000,20000,50000,65000
numerai28.6_OpenML,96320,21,12.588395868481438,0.4341142177581787,0.5853679180145264,0.6694550514221191,1.608558177947998,1.7197580337524414,2.1807861328125,3.9219789505004883,2.9250268936157227,6.5936198234558105,9.480423927307129
