Filename,Row,Columm,Estimated_Time,5000,7000,8000,10000,11000,13000,14000,17000,19000
BNG(Australian)_OpenML,1000000,14,1067089.3754042564,20.17510986328125,36.64076042175293,51.33786916732788,86.11208271980286,109.73103022575378,125.03984904289246,164.99464321136475,272.16121006011963,318.76870465278625
nomao_OpenML,34465,118,3006.1417823718534,65.64864468574524,127.7624442577362,167.33646154403687,251.78803968429565,303.33977150917053,421.8580529689789,490.0790100097656,724.3831763267517,907.577335357666
BNG(satellite_image)_OpenML,1000000,36,1276686.8129543522,18.868130445480347,32.05927658081055,52.62494897842407,78.25837874412537,88.04521322250366,102.3502368927002,145.48593759536743,185.4738039970398,316.58962082862854
