Filename,F1_F1LOF,Time_F1LOF,F1_F1TLOF,Time_F1TLOF,F1_F1OCSVM,Time_F1OCSVM,F1_F1TOCSVM,Time_F1TOCSVM,F1_F1IF,Time_F1IF,F1_F1TIF,Time_F1TIF,F1_F1EE,Time_F1EE,F1_F1TEE,Time_F1TEE
CostaMadre1,0.23797510931718802,51.43552374839783,0.22352842388109834,54.726211071014404,0.2287262872628726,50.15359973907471,0.25896973341350976,56.88372755050659,0.25777253049980325,61.9207124710083,0.24414168937329697,57.65834164619446,0,0,0,0
KnuggetChase3,0.19106266122992427,54.466896772384644,0.17750882501260715,56.46712040901184,0.20452310717797442,56.08764696121216,0.23995588466992282,58.87514090538025,0.2887588800668617,63.5452344417572,0.2852474640887739,65.1454131603241,0,0,0,0
KungChi3,0.22316085885251674,47.656989336013794,0.2466969039637153,65.33932662010193,0.25512389109819517,50.507755756378174,0.24145917776491027,58.07056784629822,0.22994210090984285,56.15095591545105,0.22994210090984285,56.64121341705322,0,0,0,0
MeanWhile1,0.052889792987914325,45.64677906036377,0.06312056737588652,47.82996106147766,0.09331734438024636,49.88475227355957,0.08832263626784174,51.448930740356445,0.25833907002941364,56.22582149505615,0.29756155024148895,53.982611894607544,0,0,0,0
MegaWatt1,0.0818357755045618,50.56232523918152,0.08234500048211359,52.046034812927246,0.0816792552257158,55.64393067359924,0.11512450046111282,53.598992109298706,0.2620219613782658,62.107858180999756,0.20713141025641027,58.16479825973511,0,0,0,0
PieChart1,0.2584843327660426,53.53253197669983,0.2564051039887471,54.64737939834595,0.2668553522692813,56.64951038360596,0.27088402270884027,56.586726665496826,0.2614884099227328,62.09230637550354,0.2613752295449908,63.091238021850586,0,0,0,0
PieChart2,0.10520913523222994,45.152281284332275,0.11464304325169361,46.83371353149414,0.11424058962884971,47.40906095504761,0.11940298507462686,49.3334219455719,0.11740473738414003,60.147900342941284,0.115912557193696,55.72060036659241,0,0,0,0
PieChart3,0.08424000861790369,52.49608016014099,0.08663793103448277,53.18970251083374,0.08835426868213753,52.633315086364746,0.10235498012029769,54.911144733428955,0.13162951575710993,60.985350370407104,0.15452419499910056,62.35009002685547,0,0,0,0
PizzaCutter1,0.1594117647058824,53.24387860298157,0.16782608695652174,55.16852569580078,0.1498160412067697,56.310314416885376,0.14348981399468555,55.19124245643616,0.17328934155788267,59.87409067153931,0.19709342560553636,62.81404256820679,0,0,0,0
PizzaCutter3,0.09507271543303669,50.16654181480408,0.08875419417685898,52.28638458251953,0.0885360017402654,56.11551856994629,0.08942106997693068,58.18420648574829,0.08976621085134541,61.45595455169678,0.09421794731664662,62.65110492706299,0,0,0,0
ar1,0.24834469328140216,40.054038763046265,0.25346381164615833,41.734883546829224,0.23867641643432058,43.49110007286072,0.1892843710466031,44.233452796936035,0.21278744205260017,49.163981676101685,0.22231813168369063,50.25602602958679,0,0,0,0
ar3,0.4456296296296297,45.01732540130615,0.5300516316607349,45.91257119178772,0.6018924532656359,46.812939405441284,0.5766483067022958,49.26421856880188,0.5828143085487516,50.513731241226196,0.5719385547382085,51.832772970199585,0,0,0,0
ar4,0.47163535017531244,45.08103966712952,0.48015591778880223,47.21974277496338,0.5082997280315108,47.31273603439331,0.501838327877109,48.382617235183716,0.4701079031787694,52.999046087265015,0.45147453083109923,52.25692319869995,0,0,0,0
ar6,0.2977954463317673,41.04262042045593,0.2920266251239201,48.32990336418152,0.3853360488798371,47.15818405151367,0.37472151279682664,44.321897745132446,0.3666286149162862,51.065563440322876,0.3679615110477548,49.74360370635986,0,0,0,0
backache,0.17797704992780605,41.53038024902344,0.195279307631786,49.57733416557312,0.22513962428374557,52.938759326934814,0.2367654986522911,44.83973979949951,0.2528245748059989,55.684633016586304,0.32578945624440836,51.81691384315491,0,0,0,0
churn,0.12837029014421708,50.62893605232239,0.1274995727226115,51.06707811355591,0.1366567325927933,57.338812828063965,0.1633114679936666,57.116079330444336,0.24255414440641096,63.76341509819031,0.2582077622191303,60.882384061813354,0,0,0,0
climate-model-simulation-crashes,0.17001146788990826,29.211822032928467,0.17437743774377437,36.9573290348053,0.16444958550221705,36.87236285209656,0.1646015498736066,33.70434927940369,0.17161515680765432,41.63274431228638,0.18027517966126175,40.47983479499817,0,0,0,0
coil2000,0.12438701642406788,232.8106391429901,0.12471638732342824,258.2342109680176,0.12819624419652137,69.45547652244568,0.12500741267864557,247.00704860687256,0.1254133349365719,288.7518119812012,0.12082244047198473,81.41578912734985,0,0,0,0
dis,0.015710604658144247,37.1478168964386,0.013754502962279317,42.297829389572144,0.01564921564921565,42.17047691345215,0.017584626012686053,44.890729904174805,0.016461980663705255,51.63990879058838,0.015247873726151254,50.92944955825806,0,0,0,0
kc1,0.4525763331110274,35.61831760406494,0.45313495050078156,37.805683851242065,0.4517775431186201,44.711702823638916,0.4515808253633998,41.32975745201111,0.4518921448207288,47.65368032455444,0.4552641034854474,45.19951558113098,0,0,0,0
kc3,0.2828513288524388,46.5096480846405,0.28744963984861427,48.29478359222412,0.3014268727705113,51.51204204559326,0.31856152837610036,53.02449870109558,0.3371056458241133,57.35309362411499,0.34060450527516395,57.40904688835144,0,0,0,0
lungcancer_GSE31210,0.21249121012593492,18.38386607170105,0.21395926197596346,20.57916259765625,0.24254473161033793,21.14925765991211,0.25373639661426844,22.657777547836304,0.24979240951497095,27.822696208953857,0.23505894413121478,28.37013077735901,0,0,0,0
mw1,0.1143682310469314,52.20884990692139,0.1174785100286533,46.46035027503967,0.11297878203361807,51.45595073699951,0.10981652604794429,48.79527187347412,0.11317254174397032,54.314494609832764,0.13976665046183762,56.45737028121948,0,0,0,0
oil_spill,0.21333942439470077,33.07631850242615,0.1383699445699035,35.64634609222412,0.13611201563008793,37.08613300323486,0.18734877290010368,38.996851444244385,0.2035676810073452,42.99430251121521,0.2090562843842573,43.86120295524597,0,0,0,0
ozone-level-8hr,0.07682672233820459,461.226690530777,0.07219453254795348,479.3052065372467,0.06910828025477707,438.77175974845886,0.07866386179639191,66.23911786079407,0.0770619358854653,70.99311304092407,0.07516040329972502,72.2139642238617,0,0,0,0
pc1,0.19343098899099265,39.76126551628113,0.19583371570156924,42.195438385009766,0.19046769011067477,44.36848425865173,0.18788519105476317,42.48425054550171,0.18768689533861038,50.86696529388428,0.1886061014663745,47.51450848579407,0,0,0,0
pc2,0.014781532851468385,42.65141534805298,0.016212286441294077,43.911072731018066,0.029225670382645376,46.899407386779785,0.03477325685606739,48.59677529335022,0.04860923575479341,53.257678508758545,0.0483963344788087,50.70874285697937,0,0,0,0
pc3,0.09448630546585336,52.89347004890442,0.10857142857142858,54.63223648071289,0.16490059541830657,56.774840116500854,0.1654441727791361,52.40528154373169,0.1664104928783687,60.79992318153381,0.1679343474779824,63.24443531036377,0,0,0,0
pc4,0.08501351070463521,52.196608781814575,0.08826605312696088,53.732401609420776,0.08654634946677604,52.0747549533844,0.09016233131234108,49.64262318611145,0.11301553294054634,54.90101623535156,0.12830779944289694,55.95488476753235,0,0,0,0
spambase,0.37943590450134823,58.96709489822388,0.38121825442983986,62.31811237335205,0.39801686054362717,57.37591314315796,0.4285607476635514,59.05023002624512,0.4243524107893329,85.54481315612793,0.387609278709334,75.64501786231995,0,0,0,0
synthetic_control,0.7779989144201194,8.397196769714355,0.8884012539184952,10.291240215301514,0.7585886722376973,13.566097974777222,0.5527688105289298,12.901341676712036,0.5690184049079755,17.976863145828247,0.7202329594477999,20.74725079536438,0,0,0,0
