Filename,F1_WD,Time_WD,F1_SS,Time_SS,F1_WO,Time_WO
ALOI,0.16523313716613852,72.02979302406311,0.08839779005524863,3.3043739795684814,0.20439945493478684,105.51483392715454
KDDCup99_1ofn,0.03419847328244275,114.12972331047058,0.016850291639662993,116.75431609153748,0.03527336860670194,547.5308170318604
WDBC,0.09259259259259259,0.23970580101013184,0.41221374045801523,4.481290817260742,0.2608695652173913,0.5288991928100586
CostaMadre1,0.0,2.3988089561462402,0.06800746423387932,31.09136414527893,0.0,239.5540063381195
KnuggetChase3,0.0,3.4221982955932617,0.10295408014039194,34.431333780288696,0.0,10.37060546875
KungChi3,0.0,5.04917049407959,0.11077124754205812,36.03354811668396,0.0,16.5030038356781
MeanWhile1,0.0,3.2297747135162354,0.05579650685734381,27.811882972717285,0.0,2.931940793991089
MegaWatt1,0.0,3.4471373558044434,0.032089291942797346,20.378883838653564,0.0,3.2736918926239014
PieChart1,0.0,2.2630956172943115,0.049730757047830226,31.52844500541687,0.0,3.7656378746032715
PieChart2,0.0,2.4770636558532715,0.017106200997861722,19.814722776412964,0.0,2.315721273422241
PieChart3,0.0,2.2508511543273926,0.08339943342776204,20.58270001411438,0.0,1.306945562362671
PizzaCutter1,0.0,2.4287712574005127,0.1013638039071139,21.82437038421631,0.0,2.3510560989379883
PizzaCutter3,0.0,2.312563419342041,0.08627631427585414,20.342512369155884,0.0,1.4646365642547607
ar1,0.0,12.973146200180054,0.0,17.87275457382202,0.0,10.131073474884033
ar3,0.0,6.93440318107605,0.0022484541877459247,28.116871118545532,0.0,11.38252329826355
ar4,0.0,4.425857782363892,0.0,26.806121826171875,0.0,7.252004861831665
ar6,0.0,11.135226249694824,0.0,20.12829613685608,0.0,10.087642431259155
backache,0.0,7.301575183868408,0.0,24.78740096092224,0.0,2.8279640674591064
churn,0.0,9.791025400161743,0.011169079285766772,17.308387279510498,0.0,4.757087707519531
climate-model-simulation-crashes,0.0,1.3322203159332275,0.004737295434969854,18.33197546005249,0.0,0.5945053100585938
coil2000,0.061712846347607056,150.42395520210266,0.04173210679829481,10.739444255828857,0.0,60.90562653541565
dis,0.0,4.113396883010864,0.0,18.59762167930603,0.0,11.228832960128784
kc1,0.0,13.59092664718628,0.18149500384319753,34.47536516189575,0.0,31.251222610473633
kc3,0.0,6.833862066268921,0.07982456140350878,33.516650676727295,0.0,8.291460990905762
lungcancer_GSE31210,0.0,2.109933376312256,0.0057878744031254524,2.416764974594116,0.0,2.01316499710083
mc1,0.032362459546925564,16.021049976348877,0.022291021671826627,46.71317172050476,0.0,32.667845010757446
mw1,0.0,3.0642125606536865,0.12139827409682609,21.18639874458313,0.0,3.066469430923462
oil_spill,0.0,1.935142993927002,0.08893034825870647,3.842707395553589,0.0,2.3039774894714355
ozone-level-8hr,0.011428571428571429,10.02353811264038,0.05350454788657036,7.909620046615601,0.0,18.94671082496643
pc1,0.0,3.980451822280884,0.055820403917829595,12.987991333007812,0.0,3.6147234439849854
pc2,0.011527377521613834,12.549981832504272,0.011255043533658951,19.29706573486328,0.0,9.311849355697632
pc3,0.0,2.2417054176330566,0.04775384615384616,35.7772912979126,0.0,4.733916282653809
pc4,0.0,2.7591114044189453,0.07430875576036866,18.834888696670532,0.0,2.276719808578491
spambase,0.25842217484008534,14.03989052772522,0.1033212896053363,75.96711921691895,0.0,46.25090003013611
synthetic_control,0.0,1.0743408203125,0.0,15.680038452148438,0.0,3.5286078453063965
yeast_ml8,0.0,13.290750980377197,0.018248175182481754,63.273505449295044,0.0,0.6957592964172363
