Filename,F1_F1LOF,Time_F1LOF,F1_F1TLOF,Time_F1TLOF,F1_F1OCSVM,Time_F1OCSVM,F1_F1TOCSVM,Time_F1TOCSVM,F1_F1IF,Time_F1IF,F1_F1TIF,Time_F1TIF,F1_F1EE,Time_F1EE,F1_F1TEE,Time_F1TEE
CostaMadre1,0,0,0,0,0.06769077057574623,9.722998142242432,0.04672057502246182,23.90456223487854,0.04814814814814815,40.72799825668335,0.0920709765479588,52.270554065704346,0.16569699790551545,124.11939525604248,0.16056009334889149,165.4647626876831
KnuggetChase3,0,0,0,0,0.09769917582417581,35.82693338394165,0.09196412871461226,82.67505550384521,0.09540313754104342,110.66727614402771,0.09937298118943569,134.97418332099915,0.09977107974055704,200.1175501346588,0.09899678213136476,270.2693612575531
KungChi3,0,0,0,0,0.27744075062687057,58.10753345489502,0.26016393442622954,126.52131795883179,0.2218719901935032,151.74455881118774,0.23865134676963648,166.38322758674622,0.2494831150930393,397.68339347839355,0.2474126147236868,638.481942653656
MeanWhile1,0,0,0,0,0.18655524148949246,4.0515007972717285,0.21195317313616757,8.563663005828857,0.15331681805670244,19.052746534347534,0.127942063971032,23.82765555381775,0.12548091151228175,41.30181002616882,0.12461425422483467,48.38168549537659
MegaWatt1,0,0,0,0,0.16295772989520782,50.177056074142456,0.18395976707252512,102.12126302719116,0.14676431026752354,125.4521017074585,0.12830188679245283,147.97330498695374,0.12830188679245283,174.35556721687317,0.134777376654633,170.7060899734497
PieChart1,0,0,0,0,0.18375072801397788,9.861514806747437,0.1658752769863881,23.858383178710938,0.16762086513994912,260.5119616985321,0.1682594391352029,488.4674735069275,0.18094796973907673,536.3906555175781,0.18507188742734784,567.5888330936432
PieChart2,0,0,0,0,0.1547527542915706,79.15722918510437,0.15543735224586291,150.04424953460693,0.12009357941252924,160.21131205558777,0.1261605679956308,169.55320858955383,0.12720264317180618,193.3233518600464,0.12730779829154037,226.27701807022095
PieChart3,0,0,0,0,0.050362193859951714,5.706798791885376,0.04610951008645533,15.169471740722656,0.055806597379123364,36.800445556640625,0.0878617530709973,66.05885744094849,0.10495570051601597,107.03538250923157,0.1172732524552282,126.63494515419006
