Filename,Row,Columm,StartTime,EndTime,Completed,TotalTime,Memory_Physical_Median,Memory_Virtual_Median,Memory_Physical_Max,Memory_Virtual_Max
20_newsgroups.drift_OpenML,399940,1000,1687137585,1687137611,1,26.0,2896.1703125,12564.32421875,3514.997265625,13006
BNG(2dplanes)_OpenML,177147,10,1687121422,1687121427,1,5.0,370.5728515625,4972.5140625,389.969921875,4972
BNG(adult)_OpenML,1000000,14,1687119189,1687119353,1,164.0,666.392578125,5699.53125,769.774609375,5699
BNG(anneal_COMMA_1000_COMMA_1)_OpenML,1000000,38,1687124574,1687124735,1,161.0,3363.440625,9262.6162109375,6516.066796875,12938
BNG(anneal_COMMA_1000_COMMA_10)_OpenML,1000000,38,1687124913,1687125072,1,159.0,948.678125,7148.594921875,1061.721875,7197
BNG(anneal_COMMA_1000_COMMA_5)_OpenML,1000000,38,1687124746,1687124904,1,158.0,1057.076171875,7224.873046875,1272.217578125,7357
BNG(anneal_COMMA_10000_COMMA_1)_OpenML,1000000,38,1687125591,1687125755,1,164.0,3968.378125,9961.964257812499,7109.93359375,13454
BNG(anneal_COMMA_10000_COMMA_10)_OpenML,1000000,38,1687125943,1687126104,1,161.0,3665.171484375,9580.881640625,7133.005859375,13300
BNG(anneal_COMMA_10000_COMMA_5)_OpenML,1000000,38,1687125764,1687125933,1,169.0,9812.03828125,16155.6828125,20682.043359375,29227
BNG(anneal_COMMA_5000_COMMA_1)_OpenML,1000000,38,1687125081,1687125242,1,161.0,3337.892578125,9137.91875,5910.6703125,12185
BNG(anneal_COMMA_5000_COMMA_5)_OpenML,1000000,38,1687125252,1687125412,1,160.0,3499.896875,9314.51796875,6962.9703125,13165
BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML,1000000,38,1687099858,1687100218,1,360.0,50567.7265625,73582.3734375,57757.313671875,89914
BNG(anneal.ORIG_COMMA_1000_COMMA_1)_OpenML,1000000,38,1687126113,1687126275,1,162.0,2310.93828125,8024.769140625,3839.66484375,9564
BNG(anneal.ORIG_COMMA_10000_COMMA_1)_OpenML,1000000,38,1687127136,1687127306,1,170.0,8983.32578125,15897.47890625,17382.68359375,26348
BNG(anneal.ORIG_COMMA_10000_COMMA_10)_OpenML,1000000,38,1687127487,1687127649,1,162.0,2362.340234375,8053.8779296875,3931.307421875,9767
BNG(anneal.ORIG_COMMA_10000_COMMA_5)_OpenML,1000000,38,1687127316,1687127477,1,161.0,3421.2640625000004,9282.8490234375,5964.279296875,12673
