Filename,Row,Columm,StartTime,EndTime,Completed,TotalTime,Memory_Physical_Median,Memory_Virtual_Median,Memory_Physical_Max,Memory_Virtual_Max
1595_poker,1025010,10,1686112135.0,1686112201.0,1,66.0,799.0416015999999,11875.588475,966.9535156,12040
poker,1025010,10,1686112201.0,1686112233.0,1,32.0,1005.166797,12481.71719,1088.044141,12895
1191_BNG_pbc,1000000,18,1686112238.0,1686112399.0,1,161.0,1372.2464845,12050.729295000001,1993.956641,13131
1196_BNG_pharynx,1000000,10,1686112400.0,1686112480.0,1,80.0,1345.7304685,11935.109965,1775.936719,13445
1203_BNG_pwLinear,177147,10,1686112483.0,1686112495.0,1,12.0,1657.3166015000002,12503.151170000001,1707.412109,12827
1201_BNG_breastTumor,116640,9,1686112495.0,1686112504.0,1,9.0,,,,
fars,100968,29,1686112504.0,1686112517.0,1,13.0,1975.185938,12810.66172,1975.185938,12810
mnist,70000,784,1686112521.0,1686112531.0,1,10.0,2460.000391,13834.37813,2460.000391,13834
connect_4,67557,42,1686112531.0,1686112540.0,1,9.0,2673.208984,13651.71016,2673.208984,13651
shuttle,58000,9,1686112540.0,1686112545.0,1,5.0,2341.876953,14109.58359,2341.876953,14109
adult,48842,14,1686112545.0,1686112552.0,1,7.0,,,,
215_2dplanes,40768,10,1686112552.0,1686112556.0,1,4.0,2340.164844,14168.03555,2340.164844,14168
344_mv,40768,10,1686112556.0,1686112561.0,1,5.0,,,,
564_fried,40768,10,1686112561.0,1686112567.0,1,6.0,2331.426563,13276.4582,2331.426563,13276
1193_BNG_lowbwt,31104,9,1686112567.0,1686112571.0,1,4.0,,,,
krkopt,28056,6,1686112571.0,1686112573.0,1,2.0,,,,
218_house_8L,22784,8,1686112573.0,1686112576.0,1,3.0,2334.848828,13648.66797,2334.848828,13648
574_house_16H,22784,16,1686112576.0,1686112580.0,1,4.0,,,,
537_houses,20640,8,1686112580.0,1686112583.0,1,3.0,,,,
letter,20000,16,1686112583.0,1686112587.0,1,4.0,2332.932422,13394.88008,2332.932422,13394
magic,19020,10,1686112587.0,1686112589.0,1,2.0,,,,
1199_BNG_echoMonths,17496,9,1686112589.0,1686112593.0,1,4.0,,,,
201_pol,15000,48,1686112593.0,1686112596.0,1,3.0,2336.819531,15074.20586,2336.819531,15074
nursery,12958,8,1686112596.0,1686112597.0,1,1.0,,,,
pendigits,10992,16,1686112597.0,1686112600.0,1,3.0,,,,
BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML,1000000,38,1686295189.0,1686295356.0,1,167.0,1638.285156,13110.55859,2102.997266,13600
BNG(page-blocks_COMMA_nominal_COMMA_295245)_OpenML,295245,10,1686295357.0,1686295374.0,1,17.0,2903.982031,12597.63672,2965.1,12779
BNG(vote)_OpenML,131072,16,1686295376.0,1686295392.0,1,16.0,3201.506641,13638.404685000001,3247.491797,15469
covertype_OpenML,581012,54,1686295394.0,1686295453.0,1,59.0,3437.492188,13890.90625,3988.297266,15392
pokerhand_OpenML,829201,10,1686295454.0,1686295505.0,1,51.0,3332.109375,13823.73828,3576.8125,19080
covertype_OpenML,110393,54,1686295506.0,1686295520.0,1,14.0,3332.107031,13833.40508,3402.631641,16706
BNG(page-blocks)_OpenML,295245,10,1686295521.0,1686295584.0,1,63.0,3873.566406,14280.94531,3873.566406,17360
20_newsgroups.drift_OpenML,399940,1001,1686295622.0,1686295660.0,1,38.0,7410.292969,21178.06641,8067.980859,22397
KDDCup99_OpenML,494020,41,1686295696.0,1686295882.0,1,186.0,5938.128906,19782.89063,5979.055078,22022
BNG(solar-flare)_OpenML,663552,12,1686295884.0,1686295973.0,1,89.0,5952.484375,19778.89063,6073.137891,23979
BNG(2dplanes)_OpenML,177147,10,1686295974.0,1686295986.0,1,12.0,6020.464844,19778.89063,6029.505859,21954
BNG(pwLinear)_OpenML,177147,10,1686295988.0,1686296000.0,1,12.0,6043.148438,19778.89063,6099.992969,21885
BNG(wine_quality)_OpenML,531441,11,1686296001.0,1686296071.0,1,70.0,6047.253906,19842.89063,6194.892188,23989
Click_prediction_small_OpenML,149639,11,1686296072.0,1686296086.0,1,14.0,6077.257813,19842.89063,6127.192578,24324
Click_prediction_small_OpenML,399482,11,1686296087.0,1686296123.0,1,36.0,6076.539063,19842.89063,6191.308203,24442
spoken-arabic-digit_OpenML,263256,14,1686296143.0,1686296169.0,1,26.0,6118.902344,19844.89063,6176.233594,21294
covertype_OpenML,581012,54,1686296205.0,1686296362.0,1,157.0,6123.1875,19850.89063,6256.634766,22988
creditcard_OpenML,284807,29,1686296363.0,1686296392.0,1,29.0,6151.535156,19936.89453,6324.478125,20852
Diabetes130US_OpenML,101766,49,1686296397.0,1686296407.0,1,10.0,6154.683594,19937.89453,6310.978125,24061
Buzzinsocialmedia_Twitter_OpenML,583250,77,1686296409.0,1686296476.0,1,67.0,6159.839844,20319.89453,6219.955078,21374
20_newsgroups.drift_OpenML,399940,1000,1686296493.0,1686296534.0,1,41.0,7642.3125,22858.19141,7949.999219,25011
fars_OpenML,100968,29,1686296534.0,1686296544.0,1,10.0,6117.546875,21331.53906,6170.121484,25294
EMNIST_Balanced_OpenML,131600,784,1686296548.0,1686296561.0,1,13.0,6131.320313,21460.53906,6173.986328,23535
MiniBooNE_OpenML,130064,50,1686296564.0,1686296577.0,1,13.0,6132.867188,21637.53906,6442.725781,22749
dionis_OpenML,416188,60,1686296579.0,1686296642.0,1,63.0,6133.4375,21859.70313,6182.5875,23007
Klaverjas2018_OpenML,981541,32,1686296645.0,1686296748.0,1,103.0,6132.960938,21860.70313,6136.810156,21944
Kuzushiji-49_OpenML,270912,784,1686296828.0,1686296865.0,1,37.0,6124.167969,28180.70313,6530.291016,29168
CreditCardFraudDetection_OpenML,284807,30,1686296871.0,1686296898.0,1,27.0,6170.289063,28824.70313,6398.219922,29343
aloi_OpenML,108000,128,1686296904.0,1686296914.0,1,10.0,6174.886719,29351.70313,6369.370703,30236
CreditCardFraudDetection_OpenML,284807,30,1686296915.0,1686296942.0,1,27.0,6178.570313,29350.70313,6361.789453,29824
SantanderCustomerSatisfaction_OpenML,200000,201,1686296945.0,1686296995.0,1,50.0,6179.714844,29732.70313,6207.93125,33500
hls4ml_lhc_jets_hlf_OpenML,830000,16,1686296996.0,1686297144.0,1,148.0,6193.921875,29732.70313,6555.106641,29772
medical_charges_nominal_OpenML,163065,11,1686297145.0,1686297162.0,1,17.0,6285.683594,29732.70313,6288.305078,31936
Allstate_Claims_Severity_OpenML,188318,130,1686297163.0,1686297183.0,1,20.0,6353.082031,29732.70313,6355.194531,29792
RelevantImagesDatasetTEST_OpenML,134731,30,1686297184.0,1686297199.0,1,15.0,6353.105469,29732.70313,6406.622656,31246
Yolanda_OpenML,400000,100,1686297202.0,1686297251.0,1,49.0,6374.007813,29732.70313,6403.594141,34507
nyc-taxi-green-dec-2016_OpenML,581835,18,1686297253.0,1686297314.0,1,61.0,6376.195313,29733.70313,6378.526172,29784
30mlday_OpenML,300000,24,1686297319.0,1686297354.0,1,35.0,6384.90625,30040.70313,6449.580469,31198
Porto_Seguro_Safe_Driver_Prediction_2nd_Place_Lightgbm_Solution_OpenML,595212,223,1686297360.0,1686297481.0,1,121.0,6890.789063,30547.03906,6936.861328,37460
SGEMM_GPU_kernel_performance_OpenML,241600,17,1686297482.0,1686297505.0,1,23.0,6385.316406,30039.70313,6523.855859,31391
SGEMM_GPU_kernel_performance_OpenML,241600,14,1686297568.0,1686297592.0,1,24.0,6606.9625,45462.50313,6662.227344,46903
