Filename,Row,Columm,StartTime,EndTime,Completed,TotalTime,Memory_Physical_Median,Memory_Virtual_Median,Memory_Physical_Max,Memory_Virtual_Max
BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML,1000000,38,1686471240.7757876,1686471422.216845,1,181.44105744361877,1559.95703125,15789.44921875,2103.248828125,16364
BNG(anneal.ORIG_COMMA_nominal_COMMA_1000000)_OpenML,1000000,38,1686471425.8106594,1686471601.3548243,1,175.54416489601135,1631.9173828125,15772.822265625,2304.0265625,17116
BNG(kr-vs-kp)_OpenML,1000000,36,1686471604.3046048,1686471726.8271272,1,122.52252244949341,1648.890625,15641.41796875,2228.835546875,17089
BNG(labor_COMMA_nominal_COMMA_1000000)_OpenML,1000000,16,1686471729.2441788,1686471879.8316734,1,150.5874946117401,1749.6750000000002,17106.512499999997,2192.72734375,18215
BNG(letter_COMMA_nominal_COMMA_1000000)_OpenML,1000000,16,1686471882.6782196,1686472039.28083,1,156.60261034965515,1797.0802734375,17104.4087890625,2450.20859375,17793
BNG(autos_COMMA_nominal_COMMA_1000000)_OpenML,1000000,25,1686472042.2896676,1686472167.2820375,1,124.99236989021301,1898.40625,17119.5703125,2524.587109375,17781
BNG(lymph_COMMA_nominal_COMMA_1000000)_OpenML,1000000,18,1686472170.2801335,1686472289.9613223,1,119.6811888217926,1901.5703125,17090.90234375,2498.30234375,17727
BNG(mfeat-fourier_COMMA_nominal_COMMA_1000000)_OpenML,1000000,76,1686472295.4030037,1686472414.533557,1,119.13055324554443,2179.32421875,17747.153125,2686.978125,18305
BNG(mfeat-karhunen_COMMA_nominal_COMMA_1000000)_OpenML,1000000,64,1686472418.9569762,1686472538.694574,1,119.7375979423523,2198.0859375,17752.54296875,2685.443359375,19140
BNG(bridges_version1_COMMA_nominal_COMMA_1000000)_OpenML,1000000,12,1686472539.5322363,1686472654.308028,1,114.77579164505005,2025.46875,17558.8828125,2310.52734375,21294
BNG(bridges_version2_COMMA_nominal_COMMA_1000000)_OpenML,1000000,12,1686472655.6945393,1686472770.606585,1,114.91204571723938,2029.05859375,17512.5078125,2381.53125,19409
BNG(mfeat-zernike_COMMA_nominal_COMMA_1000000)_OpenML,1000000,47,1686472774.8603745,1686472923.1046157,1,148.24424123764038,2246.7712890625,17726.745703125,2796.960546875,18297
