,Filename,Row,Columm,StartTime,EndTime,Completed,TotalTime,Memory_Physical_Median,Memory_Virtual_Median,Memory_Physical_Max,Memory_Virtual_Max
228,BNG(letter_COMMA_10000_COMMA_5)_OpenML,1000000,16,1686457503,1686457613,1,110,3398.203125,24699.32813,3861.289453,25195
229,BNG(letter_COMMA_10000_COMMA_10)_OpenML,1000000,16,1686457644,1686457753,1,109,3397.714844,24699.32813,3860.308203,25202
230,BNG(audiology_COMMA_1000_COMMA_1)_OpenML,1000000,69,1686457779,1686457903,1,124,3613.515625,24914.85547,4155.960938,25583
231,BNG(audiology_COMMA_1000_COMMA_5)_OpenML,1000000,69,1686457926,1686458053,1,127,3593.132813,24917.875,4083.603125,26024
232,BNG(audiology_COMMA_1000_COMMA_10)_OpenML,1000000,69,1686458086,1686458189,1,103,3593.140625,24893.875,4120.533984,25443
233,BNG(audiology_COMMA_5000_COMMA_1)_OpenML,1000000,69,1686458220,1686458399,1,179,3912.5158205,25296.075,4184.730078,25670
234,BNG(audiology_COMMA_5000_COMMA_5)_OpenML,1000000,69,1686458442,1686458585,1,143,3639.4507815,24950.377345,4159.338672,25749
235,BNG(audiology_COMMA_5000_COMMA_10)_OpenML,1000000,69,1686458609,1686458742,1,133,3599.050781,24923.58633,4085.992578,25420
236,BNG(autos_COMMA_1000_COMMA_1)_OpenML,1000000,25,1686458818,1686458982,1,164,3736.585938,25452.138285,4167.914453,25888
237,BNG(autos_COMMA_1000_COMMA_5)_OpenML,1000000,25,1686459035,1686459199,1,164,3773.179688,25454.20938,4142.754688,25903
238,BNG(autos_COMMA_1000_COMMA_10)_OpenML,1000000,25,1686459249,1686459431,1,182,4138.826953,25474.38906,4168.037109,25504
239,BNG(autos_COMMA_5000_COMMA_1)_OpenML,1000000,25,1686459482,1686459662,1,180,4150.555859,25486.37344,4177.755078,25509
240,BNG(autos_COMMA_5000_COMMA_5)_OpenML,1000000,25,1686459721,1686459917,1,196,4233.3308595,25566.20938,4256.482422,25890
241,BNG(autos_COMMA_5000_COMMA_10)_OpenML,1000000,25,1686459973,1686460154,1,181,4146.030078,25486.37344,4179.545703,26076
242,BNG(autos_COMMA_10000_COMMA_1)_OpenML,1000000,25,1686460212,1686460432,1,220,4346.187109500001,25679.74063,4369.740625,25702
243,BNG(autos_COMMA_10000_COMMA_5)_OpenML,1000000,25,1686460487,1686460654,1,167,3870.8669925000004,25207.84414,4095.048828,25429
244,BNG(autos_COMMA_10000_COMMA_10)_OpenML,1000000,25,1686460703,1686460885,1,182,4127.4970705,25463.21719,4151.4875,25918
245,BNG(lymph_COMMA_1000_COMMA_1)_OpenML,1000000,18,1686460902,1686461003,1,101,3497.09375,24795.62109,3679.196484,24983
246,BNG(lymph_COMMA_1000_COMMA_5)_OpenML,1000000,18,1686461020,1686461122,1,102,3511.566406,24810.69922,3689.608594,24988
247,BNG(lymph_COMMA_1000_COMMA_10)_OpenML,1000000,18,1686461138,1686461247,1,109,3484.035156,24783.25391,3939.982031,25279
248,BNG(lymph_COMMA_5000_COMMA_1)_OpenML,1000000,18,1686461263,1686461369,1,106,3490.253906,24787.07031,3924.748828,25770
249,BNG(lymph_COMMA_5000_COMMA_5)_OpenML,1000000,18,1686461386,1686461491,1,105,3513.761719,24810.88672,3894.679297,25917
250,BNG(lymph_COMMA_5000_COMMA_10)_OpenML,1000000,18,1686461505,1686461605,1,100,3518.472656,24814.87109,3710.335938,25006
251,BNG(lymph_COMMA_10000_COMMA_1)_OpenML,1000000,18,1686461619,1686461729,1,110,3486.511719,24783.25391,3939.925,25839
252,BNG(lymph_COMMA_10000_COMMA_5)_OpenML,1000000,18,1686461745,1686461849,1,104,3490.027344,24787.07031,3710.281641,25786
253,BNG(lymph_COMMA_10000_COMMA_10)_OpenML,1000000,18,1686461861,1686461962,1,101,3486.496094,24783.25391,3690.420313,25106
254,poker-hand_OpenML,1025009,10,1686461973,1686462038,1,65,3343.1875,24638.47266,3719.457031,28773
255,poker-hand_OpenML,1025000,10,1686462047,1686462112,1,65,3366.023438,24661.94141,3718.691406,29031
256,BNG(credit-g)_OpenML,1000000,20,1686463248,1686463371,1,123,9083.292969,31338.81641,9203.344531,31875
257,BNG(ionosphere)_OpenML,1000000,34,1686463412,1686463597,1,185,9076.539063,31338.81641,9077.701563,31385
258,BNG(anneal)_OpenML,1000000,38,1686463615,1686463727,1,112,9076.308594,31338.81641,9076.308594,32445
259,bot-iot-all-features_OpenML,3668522,44,1686463943,1686464373,1,430,9109.84375,38491.81641,9109.876563,38566
260,BNG(vehicle)_OpenML,1000000,18,1686465227,1686465351,1,124,9230.984375,42529.81641,9358.615625,45332
261,ACSPublicCoverage_OpenML,1138289,19,1686465501,1686466016,1,515,9246.621094,42545.81641,9246.621094,42619
262,ACSIncome_OpenML,1664500,11,1686466031,1686466230,1,199,9238.285156,42529.81641,9439.215625,46015
263,Airlines_DepDelay_1M_OpenML,1000000,11,1686468327,1686468444,1,117,9516.699219,54622.81641,9668.565625,59054
264,delays_zurich_transport_OpenML,5465575,11,1686468532,1686469266,1,734,9546.046875,54622.81641,9622.4625,54700
265,autos_OpenML,1000000,25,1686469314,1686469446,1,132,9542.242188,54620.81641,9705.066406,54761
266,Click_OpenML,1000000,11,1686470190,1686470302,1,112,9571.675781,54672.41406,9573.194141,57715
