Filename,Row,Columm,StartTime,EndTime,Completed,TotalTime,Memory_Physical_Median,Memory_Virtual_Median,Memory_Physical_Max,Memory_Virtual_Max
BNG(satimage)_OpenML,1000000,36,1686472915,1686473054,1,139,6846.074219,35365.02734,6846.09375,36402
BNG(segment)_OpenML,1000000,19,1686451676,1686451845,1,169,3815.6392575,23420.9625,4398.900391,28303
BNG(sick_COMMA_nominal_COMMA_1000000)_OpenML,1000000,29,1686451867,1686452218,1,351,4702.308203,24288.07891,4796.772656,24356
BNG(solar-flare)_OpenML,663552,12,1686471853,1686471955,1,102,6804.972656,34536.27734,6853.179688,38594
BNG(sonar_COMMA_nominal_COMMA_1000000)_OpenML,1000000,60,1686452312,1686452487,1,175,4026.63125,23586.44531,4485.659375,26104
BNG(sonar)_OpenML,1000000,60,1686463513,1686463659,1,146,4810.128906,28545.30469,5412.810938,29189
BNG(soybean)_OpenML,1000000,35,1686452519,1686452705,1,186,3890.308594,23448.57031,4697.0,24276
BNG(spambase)_OpenML,1000000,57,1686452739,1686453523,1,784,7749.43125,27199.95781,7841.625,27268
BNG(spect_test)_OpenML,1000000,22,1686472179,1686472380,1,201,6817.066406,34534.77734,6817.172266,34576
BNG(SPECT)_OpenML,1000000,22,1686477446,1686477599,1,153,7253.46875,38866.27734,7365.298828,38908
BNG(spectf_test)_OpenML,1000000,44,1686472500,1686472656,1,156,6839.1292969999995,34981.77734,6839.429688,36007
BNG(SPECTF)_OpenML,1000000,44,1686477766,1686477928,1,162,7254.042969,39314.27734,7254.667578,40973
BNG(trains)_OpenML,1000000,32,1686453877,1686453997,1,120,3978.296875,23395.60547,4300.711719,23719
BNG(vehicle_COMMA_nominal_COMMA_1000000)_OpenML,1000000,18,1686454165,1686454364,1,199,4237.597656,23654.5625,4570.016406,24001
BNG(vehicle)_OpenML,1000000,18,1686464190,1686464410,1,220,5339.8324219999995,29309.20703,5435.224219,29385
BNG(vote)_OpenML,131072,16,1686454542,1686454561,1,19,3812.7703125,23195.30332,3874.015625,25315
BNG(vowel)_OpenML,1000000,12,1686477068,1686477194,1,126,7248.894531,38867.02734,7447.0375,42505
BNG(waveform-5000_COMMA_nominal_COMMA_1000000)_OpenML,1000000,40,1686455315,1686455449,1,134,4087.652344,23441.14844,4572.528906,23967
BNG(waveform-5000)_OpenML,1000000,40,1686464713,1686464836,1,123,4743.765625,29052.35938,5065.442578,29374
BNG(wine_quality)_OpenML,531441,11,1686475966,1686476049,1,83,7211.773438,37490.77734,7339.212109,42302
BNG(wine)_OpenML,1000000,13,1686473131,1686473276,1,145,6844.9375,35364.27734,6845.017188,35407
BNG(wisconsin)_OpenML,1000000,32,1686473555,1686473721,1,166,6846.609375,35810.77734,6869.128906,37401
BNG(zoo_COMMA_nominal_COMMA_1000000)_OpenML,1000000,17,1686455463,1686455584,1,121,3962.714844,23336.20703,4321.277344,23695
BNG(zoo)_OpenML,1000000,16,1686464847,1686465075,1,228,5408.137695,29770.4375,5514.384375,29846
bot-iot-all-features_OpenML,3668522,44,1686494298,1686494819,1,521,8093.640625,50830.27734,8401.6375,51138
Buzzinsocialmedia_Twitter_OpenML,583250,77,1686490726,1686490816,1,90,7431.878906,40965.77734,7515.283203,41017
Click_OpenML,1000000,11,1686509282,1686509465,1,183,8823.542969,74167.38672,8824.03125,75561
Click_prediction_small_OpenML,399482,11,1686478515,1686478560,1,45,7304.839844,39314.52734,7380.380469,43013
connect_4,67557,42,1686112842,1686112861,1,19,2046.4625,17104.25859,2046.4625,17104
covertype_OpenML,581012,54,1686457718,1686457792,1,74,4160.902344,24690.34766,4330.339844,24859
CovPokElec_OpenML,1455525,72,1686455612,1686457696,1,2084,5111.6550785,25694.57969,5150.565625,28648
Credit_Card_Fraud_Detection_OpenML,284807,30,1686506435,1686506468,1,33,8778.003906,74164.13672,8983.202734,75665
creditcard_OpenML,284807,29,1686489193,1686489229,1,36,7428.683594,40556.27734,7550.133203,41982
CreditCardFraudDetection_OpenML,284807,30,1686495327,1686495360,1,33,7656.09375,50564.27734,7734.146875,51952
delays_zurich_transport_OpenML,5465575,11,1686506890,1686507729,1,839,8779.726563,74164.63672,9975.623047,75424
Diabetes130US_OpenML,101766,49,1686490680,1686490691,1,11,7427.875,40558.02734,7467.869922,40819
dionis_OpenML,416188,60,1686492783,1686492904,1,121,7459.832031,42743.27734,7551.6,49496
Dota2-Games-Results-Data-Set_OpenML,102944,116,1686509482,1686509498,1,16,8823.402344,74167.38672,8823.682031,74804
EMNIST_Balanced_OpenML,131600,784,1686492641,1686492657,1,16,7441.609375,42741.77734,7480.997266,44194
fars,100968,29,1686112790,1686112814,1,24,1586.792969,16769.00508,1675.61875,16862
fars_OpenML,100968,29,1686492533,1686492546,1,13,7433.308594,42293.52734,7462.767969,43744
hcdr_OpenML,244280,69,1686507833,1686507861,1,28,8820.238281,74164.88672,8990.009766,74218
Higgs_OpenML,1000000,28,1686497475,1686497595,1,120,8244.710938,56804.02734,8246.81875,62068
hls4ml_lhc_jets_hlf_OpenML,830000,16,1686496263,1686496462,1,199,7697.222656,51332.27734,7734.277734,57801
Hyperplane_10_1E-3_OpenML,1000000,10,1686457850,1686457956,1,106,4043.933594,24683.75,4362.760547,28097
Hyperplane_10_1E-4_OpenML,1000000,10,1686458000,1686458108,1,108,4070.691406,24691.39063,4465.925781,28150
kddcup,494020,41,1686112202,1686112789,1,587,1719.2697265000002,16907.88516,1735.190625,16919
KDDCup99_full_OpenML,4898431,41,1686465472,1686471437,1,5965,9365.654688,37306.15,9433.804297,37380
KDDCup99_OpenML,494020,41,1686471449,1686471650,1,201,6658.589844,34541.77734,6658.589844,35619
Klaverjas2018_OpenML,981541,32,1686492959,1686493086,1,127,7458.441406,42743.27734,7482.341406,44306
krkopt,28056,6,1686105734,1686105740,1,6,2852.691016,17793.59883,2852.691016,17793
Kuzushiji-49_OpenML,270912,784,1686494142,1686494190,1,48,7433.972656,48790.77734,7758.441016,50332
LED(50000)_OpenML,1000000,24,1686458123,1686458249,1,126,4156.355469,24777.23438,4478.241406,26234
letter,20000,16,1686112884,1686112893,1,9,2022.614453,16894.12773,2022.614453,16894
magic,19020,10,1686105754,1686105760,1,6,2853.08125,17785.59492,2853.08125,17785
medical_charges_nominal_OpenML,163065,11,1686496519,1686496540,1,21,8036.910156,51524.02734,8036.910156,52486
medical_charges_OpenML,188806,12,1686503887,1686503908,1,21,8615.996094,74164.13672,8615.996094,74464
MiniBooNE_OpenML,130064,50,1686492735,1686492751,1,16,7464.597656,42743.77734,7612.002344,43367
mnist,70000,784,1686112819,1686112841,1,22,2203.106055,17261.36113,2390.557813,17512
nursery,12958,8,1686105767,1686105772,1,5,,,,
nyc_taxi_green_OpenML,581835,18,1686506539,1686506610,1,71,8779.597656,74164.38672,8779.675,74193
nyc-taxi-green-dec-2016_OpenML,581835,18,1686497127,1686497201,1,74,8240.273438,55651.77734,8368.464844,55690
pendigits,10992,16,1686112901,1686112909,1,8,,,,
poker,1025010,10,1686105237,1686105440,1,203,1104.3632815,16609.26465,1508.321484,16977
poker-hand_OpenML,1025000,10,1686488430,1686488506,1,76,7346.285156,40170.02734,7440.392969,44309
pokerhand_OpenML,829201,10,1686458257,1686458320,1,63,4100.738281,24713.04297,4321.402344,30969
Porto_Seguro_Safe_Driver_Prediction_2nd_Place_Lightgbm_Solution_OpenML,595212,223,1686497786,1686497876,1,90,8753.695313,57310.36328,8756.273438,58734
RandomRBF_0_0_OpenML,1000000,10,1686458376,1686458518,1,142,4116.492188,24820.16016,4728.172656,28660
