Filename,Row,Columm,StartTime,EndTime,Completed,TotalTime,Memory_Physical_Median,Memory_Virtual_Median,Memory_Physical_Max,Memory_Virtual_Max
1191_BNG_pbc,1000000,18,1686105359,1686105545,1,186,989.2382813,6087.023438,1001.437109,6099
1193_BNG_lowbwt,31104,9,1686107060,1686107061,1,1,,,,
1196_BNG_pharynx,1000000,10,1686105546,1686105733,1,187,949.4492188,5987.839844,1047.985156,6047
1199_BNG_echoMonths,17496,9,1686107067,1686107067,1,0,,,,
1201_BNG_breastTumor,116640,9,1686107045,1686107048,1,3,,,,
1203_BNG_pwLinear,177147,10,1686107038,1686107045,1,7,,,,
1595_poker,1025010,10,1686098628,1686098827,1,199,560.0841797,5876.147655999999,590.4265625,5878
20_newsgroups.drift_OpenML,399940,1001,1686280195,1686280226,1,31,7378.9253905000005,18777.30859,7455.740625,18777
201_pol,15000,48,1686107067,1686107067,1,0,,,,
215_2dplanes,40768,10,1686107059,1686107059,1,0,,,,
218_house_8L,22784,8,1686107066,1686107066,1,0,,,,
30mlday_OpenML,300000,24,1686287561,1686287581,1,20,6079.217188,31310.37813,7871.246094,33396
344_mv,40768,10,1686107059,1686107060,1,1,,,,
537_houses,20640,8,1686107067,1686107067,1,0,,,,
564_fried,40768,10,1686107060,1686107060,1,0,,,,
574_house_16H,22784,16,1686107066,1686107067,1,1,,,,
ACSIncome_OpenML,1664500,11,1686597242,1686597767,1,525,702.8046875,8222.77734375,875.79453125,8226
ACSPublicCoverage_OpenML,1138289,19,1686596991,1686597235,1,244,803.61328125,8396.3046875,895.976953125,8399
adult,48842,14,1686107058,1686107059,1,1,,,,
Airlines_DepDelay_1M_OpenML,1000000,11,1686598577,1686598763,1,186,549.82421875,7950.3552734375,658.940234375,7952
airlines_OpenML,539383,7,1686281575,1686281630,1,55,5222.030469,41347.55469,5267.332031,41347
Allstate_Claims_Severity_OpenML,188318,130,1686287175,1686287182,1,7,4790.019531,29981.96875,4927.795313,29981
aloi_OpenML,108000,128,1686286713,1686286716,1,3,4487.532227,29392.57813,4491.695313,29392
ATLAS-Higgs-Boson-Machine-Learning-Challenge-2014_OpenML,818238,30,1686292499,1686292632,1,133,5512.484375,48599.07422,5606.107422,48692
autos_OpenML,1000000,25,1686604469,1686604663,1,194,800.52734375,8821.1484375,864.00390625,8823
black_friday_OpenML,166821,9,1686283591,1686283597,1,6,4249.162891,22146.57813,4251.011719,22146
BNG(2dplanes)_OpenML,177147,10,1686281761,1686281768,1,7,17373.89727,36226.55469,17391.23906,36226
BNG(adult)_OpenML,1000000,14,1686574693,1686574887,1,194,687.43359375,8249.31640625,788.350390625,8254
BNG(Ailerons)_OpenML,1000000,40,1686578180,1686578374,1,194,893.41640625,9229.56796875,923.296875,9231
BNG(anneal_COMMA_1000_COMMA_1)_OpenML,1000000,38,1686579695,1686579889,1,194,3294.96171875,10912.371875,6134.50859375,14125
BNG(anneal_COMMA_1000_COMMA_10)_OpenML,1000000,38,1686580102,1686580295,1,193,1014.19140625,8838.8095703125,1080.0625,8867
BNG(anneal_COMMA_1000_COMMA_5)_OpenML,1000000,38,1686579900,1686580093,1,193,1100.654296875,8877.53828125,1308.826953125,9041
BNG(anneal_COMMA_10000_COMMA_1)_OpenML,1000000,38,1686580921,1686581117,1,196,3915.43671875,11502.13515625,7056.335546875,15100
BNG(anneal_COMMA_10000_COMMA_10)_OpenML,1000000,38,1686581340,1686581537,1,197,3587.70859375,11112.66796875,6974.05390625,14928
BNG(anneal_COMMA_10000_COMMA_5)_OpenML,1000000,38,1686581127,1686581330,1,203,9451.6125,17515.5078125,20669.697265625,31336
BNG(anneal_COMMA_5000_COMMA_1)_OpenML,1000000,38,1686580304,1686580502,1,198,3263.686328125,10883.2390625,5909.5640625,13853
BNG(anneal_COMMA_5000_COMMA_10)_OpenML,1000000,38,1686580718,1686580912,1,194,1625.2640625,9271.694140625,2493.401953125,10142
BNG(anneal_COMMA_5000_COMMA_5)_OpenML,1000000,38,1686580512,1686580708,1,196,3556.4183593750004,10986.804296875,6198.11171875,13786
BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML,1000000,38,1686276713,1686276984,1,271,34437.72891,47284.86758,67331.27813,85513
BNG(anneal.ORIG_COMMA_1000_COMMA_1)_OpenML,1000000,38,1686581546,1686581742,1,196,2335.3296875,9887.728125,3704.48125,11270
BNG(anneal.ORIG_COMMA_1000_COMMA_10)_OpenML,1000000,38,1686581955,1686582150,1,195,1052.38984375,8847.442578125,1137.51953125,8863
BNG(anneal.ORIG_COMMA_1000_COMMA_5)_OpenML,1000000,38,1686581752,1686581946,1,194,1187.26328125,8830.1390625,1442.265625,8973
BNG(anneal.ORIG_COMMA_10000_COMMA_1)_OpenML,1000000,38,1686582783,1686582983,1,200,8708.6578125,17318.71015625,17493.232421875,28468
BNG(anneal.ORIG_COMMA_10000_COMMA_10)_OpenML,1000000,38,1686583199,1686583396,1,197,2379.41484375,9957.8640625,3749.23203125,11209
BNG(anneal.ORIG_COMMA_10000_COMMA_5)_OpenML,1000000,38,1686582994,1686583190,1,196,3459.7300781249996,11300.384765625,6080.29296875,14556
BNG(anneal.ORIG_COMMA_5000_COMMA_1)_OpenML,1000000,38,1686582159,1686582357,1,198,7209.9265625,15556.85390625,14194.346875,23613
BNG(anneal.ORIG_COMMA_5000_COMMA_10)_OpenML,1000000,38,1686582577,1686582772,1,195,1774.7109375,9457.90078125,2478.97734375,10300
BNG(anneal.ORIG_COMMA_5000_COMMA_5)_OpenML,1000000,38,1686582368,1686582567,1,199,2409.4453125,9975.373046875,3729.19921875,11335
BNG(anneal.ORIG_COMMA_nominal_COMMA_1000000)_OpenML,1000000,38,1686471641,1686471955,1,314,53920.107035,69598.498435,106477.9141,130133
BNG(anneal.ORIG)_OpenML,1000000,38,1686531130,1686531376,1,246,14536.15234,24298.43203,26105.53984,37648
BNG(anneal)_OpenML,1000000,38,1686530871,1686531126,1,255,11008.91133,20962.63359,18611.77969,30095
BNG(audiology_COMMA_1000_COMMA_1)_OpenML,1000000,69,1686587040,1686587236,1,196,2173.5921875,9893.195703125,3213.86640625,10920
BNG(audiology_COMMA_1000_COMMA_10)_OpenML,1000000,69,1686587451,1686587645,1,194,1309.1484375,9193.8591796875,1697.496484375,9250
BNG(audiology_COMMA_1000_COMMA_5)_OpenML,1000000,69,1686587246,1686587441,1,195,1379.746875,9205.9921875,1520.9765625,9237
BNG(audiology_COMMA_5000_COMMA_1)_OpenML,1000000,69,1686587654,1686587854,1,200,7397.12421875,15777.869921875,14138.49921875,23819
BNG(audiology_COMMA_5000_COMMA_10)_OpenML,1000000,69,1686588073,1686588270,1,197,1515.58984375,9319.52578125,1986.961328125,9714
BNG(audiology_COMMA_5000_COMMA_5)_OpenML,1000000,69,1686587869,1686588064,1,195,2262.35,9910.30234375,3370.016015625,11062
BNG(Australian)_OpenML,1000000,14,1686577730,1686577969,1,239,34895.253125,48134.700390625,71099.2671875,91515
BNG(auto_price)_OpenML,1000000,15,1686575918,1686576111,1,193,710.1953125,8730.9609375,850.6078125,8732
BNG(autoHorse)_OpenML,1000000,25,1686576527,1686576720,1,193,759.1328125,8884.12890625,824.44921875,8886
BNG(autoPrice)_OpenML,1000000,15,1686576926,1686577115,1,189,710.971875,8748.875,740.4140625,8750
BNG(autos_COMMA_1000_COMMA_1)_OpenML,1000000,25,1686588279,1686588469,1,190,771.6328125,8911.08203125,815.514453125,8913
BNG(autos_COMMA_1000_COMMA_10)_OpenML,1000000,25,1686588683,1686588872,1,189,827.39453125,8890.08203125,891.588671875,8892
BNG(autos_COMMA_1000_COMMA_5)_OpenML,1000000,25,1686588478,1686588674,1,196,773.174609375,8875.0859375,837.70703125,8877
BNG(autos_COMMA_10000_COMMA_1)_OpenML,1000000,25,1686589482,1686589673,1,191,763.43359375,8867.20703125,810.7515625,8869
BNG(autos_COMMA_10000_COMMA_10)_OpenML,1000000,25,1686589883,1686590076,1,193,810.8515625,8881.08203125,840.265625,8883
BNG(autos_COMMA_10000_COMMA_5)_OpenML,1000000,25,1686589682,1686589874,1,192,785.66015625,8879.08203125,844.447265625,8881
BNG(autos_COMMA_5000_COMMA_1)_OpenML,1000000,25,1686588881,1686589071,1,190,798.196875,8868.0859375,847.351171875,8870
BNG(autos_COMMA_5000_COMMA_10)_OpenML,1000000,25,1686589280,1686589473,1,193,797.1875,8886.159375,861.904296875,8888
BNG(autos_COMMA_5000_COMMA_5)_OpenML,1000000,25,1686589080,1686589271,1,191,749.26953125,8908.1890625,825.278125,8910
BNG(autos_COMMA_nominal_COMMA_1000000)_OpenML,1000000,25,1686472655,1686472851,1,196,11213.34609,19324.52734,11602.53984,19324
BNG(autos)_OpenML,1000000,25,1686531811,1686532022,1,211,5477.066406,14491.17969,5481.1875,14491
BNG(breastTumor)_OpenML,116640,9,1686281774,1686281777,1,3,10237.326369999999,28354.55469,10239.0793,28354
BNG(bridges_version1_COMMA_nominal_COMMA_1000000)_OpenML,1000000,12,1686473463,1686473659,1,196,8302.523438,16536.52734,8445.523438,16536
BNG(bridges_version1)_OpenML,1000000,12,1686569044,1686569236,1,192,530.33984375,8051.484375,647.8515625,8053
BNG(bridges_version2_COMMA_nominal_COMMA_1000000)_OpenML,1000000,12,1686473660,1686473860,1,200,8302.996094,16536.52734,8408.151172,16536
BNG(cholesterol)_OpenML,1000000,13,1686576728,1686576918,1,190,658.986328125,8263.5,745.204296875,8296
BNG(cleveland)_OpenML,1000000,13,1686575717,1686575910,1,193,663.9,8263.5,747.7109375,8264
BNG(colic_COMMA_nominal_COMMA_1000000)_OpenML,1000000,22,1686474472,1686474670,1,198,9070.172656499999,16600.52734,9879.317188,17496
BNG(colic.ORIG_COMMA_nominal_COMMA_1000000)_OpenML,1000000,27,1686474275,1686474470,1,195,9166.267969,17304.52734,9189.445313,17304
BNG(colic.ORIG)_OpenML,1000000,27,1686569448,1686569642,1,194,817.4140625,8664.58984375,844.7421875,8664
BNG(colic)_OpenML,1000000,22,1686569651,1686569843,1,192,751.60546875,8584.5234375,779.19140625,8584
BNG(cpu_act)_OpenML,1000000,21,1686576120,1686576311,1,191,743.654296875,8926.880078125,773.0578125,8928
BNG(cpu_small)_OpenML,1000000,12,1686577523,1686577722,1,199,552.272265625,8470.48046875,747.374609375,8472
