Filename,Shape_R,Shape_C,Size,Time_AP_A_Distance,ARI_AP_A_Distance,Time_AP_A_DistanceRatio,ARI_AP_A_DistanceRatio,Time_AP_A_ADLOF,ARI_AP_A_ADLOF,Time_KM_A_Distance,ARI_KM_A_Distance,Time_KM_A_DistanceRatio,ARI_KM_A_DistanceRatio,Time_KM_A_ADLOF,ARI_KM_A_ADLOF,Time_DBS_A_Distance,ARI_DBS_A_Distance,Time_DBS_A_DistanceRatio,ARI_DBS_A_DistanceRatio,Time_DBS_A_ADLOF,ARI_DBS_A_ADLOF,Time_HAC_A_Distance,ARI_HAC_A_Distance,Time_HAC_A_DistanceRatio,ARI_HAC_A_DistanceRatio,Time_HAC_A_ADLOF,ARI_HAC_A_ADLOF,Time_AVG_A_Distance,ARI_AVG_A_Distance,Time_AVG_A_DistanceRatio,ARI_AVG_A_DistanceRatio,Time_AVG_A_ADLOF,ARI_AVG_A_ADLOF
1028_SWD,1000,11,44048,2.129270315170288,-0.0031201763551364295,2.1136958599090576,2.610396448859342e-05,2.276740789413452,0.0022892633975749735,0.8895723819732666,-0.0031201763551364295,0.9093892574310303,-0.0003739680486739934,0.919039249420166,0.0022892633975749735,0.4715869426727295,0.0,0.4140801429748535,-0.0012096073375860935,0.46567249298095703,0.0,0.443805456161499,-0.0031201763551364295,0.42477917671203613,0.0023968934296736146,0.4581732749938965,0.0022892633975749735,1.2141752243041992,-0.0031201763551364295,1.1649930477142334,-0.0012137575464663574,1.2795016765594482,0.0022892633975749735
1029_LEV,1000,5,20023,1.872016191482544,0.024376720592738595,1.8731036186218262,0.015272670892910525,2.1998507976531982,0.02403222026293748,0.895190954208374,0.037854905905603774,0.8745157718658447,0.01079469452643251,1.4504411220550537,0.017472835276004274,0.46098804473876953,0.0021948452377270945,0.4592440128326416,0.003841630855381294,0.554929256439209,0.0032580962720637676,0.48717594146728516,0.037854905905603774,0.43198108673095703,0.02216648043025502,0.877065896987915,0.017472835276004274,1.2547225952148438,0.037854905905603774,1.194103717803955,0.02106438657653054,1.7916438579559326,0.017472835276004274
1030_ERA,1000,5,21290,1.9724416732788086,0.019494205716675605,2.007024049758911,0.017086428290664046,2.288848876953125,0.022225261519790342,0.9425745010375977,0.02261730500262706,0.9551670551300049,0.02390419047487756,1.1637656688690186,0.022812619168459985,0.4293813705444336,0.0,0.3938174247741699,0.0007612391315403432,0.5069620609283447,-0.00013212079117056036,0.48552703857421875,0.016408112469367457,0.4349849224090576,0.021616464518405907,0.6876394748687744,0.022225261519790342,1.2229750156402588,0.003498148199269305,1.2191753387451172,0.02076323855923038,1.7374420166015625,0.02365470210837263
294_satellite_image,6435,37,1239015,3.1524319648742676,0.20885152591657022,2.5861024856567383,0.17693657674562932,3.2651901245117188,0.14806048447984899,1.9875361919403076,0.014921448634168598,1.4538123607635498,0.01821618789495029,2.1936185359954834,0.012427127941274861,1.3469595909118652,0.002631119378706561,0.8542845249176025,0.013012544452875153,1.6084070205688477,0.011081493107251844,1.3902621269226074,0.011611945133638255,0.8774704933166504,0.017027517737013036,1.6770339012145996,0.015515283072707924,2.587040662765503,0.016579239812489387,2.0596861839294434,0.002906326546965707,2.814013957977295,0.010887607285418403
GesturePhaseSegmentationProcessed,9873,33,3556412,9.96943974494934,0.09564927483364456,9.048233270645142,0.1006526589390957,10.629975318908691,0.09937852251952405,2.9492104053497314,0.016605646250601697,1.9800117015838623,0.02328202303068599,3.2348999977111816,0.026156473117027637,2.357720375061035,0.0700474905213833,1.3604521751403809,0.08383317476079655,2.602545738220215,0.07310927152591871,2.469174385070801,0.043138690640446654,1.438227891921997,0.022482060738460728,2.7540762424468994,0.023427794050005155,3.9607315063476562,0.018593742705031956,2.9299066066741943,0.021463777650802127,4.167069673538208,0.017866659606494337
Hill_Valley_with_noise,1212,101,839165,5.642961740493774,0.00023176868532437733,5.216823577880859,-2.8016935863717123e-05,5.809708595275879,0.0008376864784147965,1.394303560256958,0.0005095876723733235,1.079526424407959,-0.0004483850064642987,1.5831801891326904,-0.00028577560868235755,1.0729362964630127,-0.0003440619328936003,0.7482788562774658,-0.00040339442641739814,1.2519311904907227,-0.00046759633875703986,1.053546667098999,0.0004146791098027067,0.6990640163421631,-2.1806428021762657e-05,2.0055577754974365,0.00014811751179239508,1.8428800106048584,-0.00032045657948187985,1.4996209144592285,-0.00029974373553897147,1.9850752353668213,-0.0003224815605718576
Hill_Valley_without_noise,1212,101,1630738,4.863605499267578,0.0013958943414593714,4.293187141418457,0.0013912448238615367,4.799299240112305,0.0007182518157240087,1.584623098373413,0.0020026137760827158,1.100356101989746,0.0013512507614566872,1.7369871139526367,0.0006338072465206788,1.2630789279937744,-0.00034497892423543505,0.7862470149993896,-0.00028083424547838365,1.4737615585327148,-0.00021942957176613508,1.2094416618347168,0.0010545249671340125,0.6873517036437988,0.0008511700784456247,1.3242106437683105,0.00027354257947728895,1.9911062717437744,0.0020029920429884066,1.5159938335418701,0.0011606302964719676,2.2294862270355225,0.0007070050193511077
JapaneseVowels,9961,15,1386971,6.902043581008911,-0.004390172943465953,6.57735276222229,0.0015575335341886582,7.1529669761657715,0.001993676768062638,2.0175013542175293,-0.004894741546051906,1.4862024784088135,0.0011438121360301126,2.090766429901123,0.0012173341043755673,1.2290985584259033,-0.0009459141068039247,0.7806146144866943,-0.0013527940333419198,1.3952898979187012,-0.0005287954864715978,1.4358346462249756,-0.0005249455831001583,1.0419130325317383,-0.0008013012034685191,1.633162498474121,-0.0008558777138790584,2.718573570251465,-0.004894741546051906,2.3471970558166504,0.0011438121360301126,2.9540858268737793,0.0012173341043755673
PieChart3,1077,38,195602,1.7901349067687988,0.09350615221858491,1.5173711776733398,0.10571660764059135,2.0379886627197266,0.1025808859779631,0.9755196571350098,0.06013104195244209,0.9064493179321289,0.004831844149287522,1.1623971462249756,0.11218937470122484,0.6737620830535889,0.04450652967840988,0.5670809745788574,-0.00107280169438596,1.079127550125122,0.05180235526042126,0.5721447467803955,0.06022890467309995,0.46344685554504395,0.11486085158220394,0.7783153057098389,0.10684584010605623,1.3842053413391113,0.06788922458816192,1.2590696811676025,0.004831844149287522,1.5024127960205078,0.11518907945837004
PizzaCutter3,1043,38,189137,2.0004546642303467,0.0,1.9545085430145264,0.08706400195844416,2.2336947917938232,0.09603817492542453,0.9975173473358154,0.06607771548519098,0.8684141635894775,0.10279823248551921,1.1660447120666504,0.1146186181869177,0.6505568027496338,-0.006737520431108521,0.5445318222045898,0.0022030646527258033,0.8631210327148438,0.02832403633826298,0.575859785079956,0.0,0.45609235763549805,0.08036237130677658,0.724656343460083,0.09953381982141662,1.3504054546356201,0.0,1.2317605018615723,0.06631460324507694,1.438605785369873,0.08886612952004447
Satellite,5100,37,971912,2.795649766921997,0.02102762817661259,2.465038537979126,0.01713523090726857,3.1817409992218018,0.014236386617155768,1.6096062660217285,0.020741316556910985,1.1822021007537842,0.016217826368911573,1.9876775741577148,0.02122100668423648,1.129124641418457,0.4684303030945471,0.7506008148193359,0.4765421550589835,1.3025925159454346,0.45814162987220747,1.1737639904022217,0.002733728124214026,0.7792012691497803,0.07637814355974863,1.3579988479614258,0.14424861160464061,2.108093500137329,0.44929383621519575,1.686741590499878,0.46475278100035256,2.286045789718628,0.45814162987220747
Speech,3686,401,13798013,8.114248514175415,0.0,3.722803831100464,0.013094833458624456,8.579221248626709,0.0,7.925307273864746,0.0,3.327113151550293,-0.012003623500729468,8.228312969207764,0.0,7.479790210723877,0.0,2.885685682296753,-0.007797596441529144,7.778301954269409,-0.0010360640963658072,7.393134593963623,0.0,2.9033620357513428,-0.011864070637249698,7.99129319190979,0.0,8.697994947433472,0.0,4.094904661178589,-0.007797596441529144,9.231822490692139,-0.0010360640963658072
Titanic,2201,4,47015,5.789977550506592,0.2773506000677645,5.709306955337524,0.2767233177384365,5.866800546646118,0.27726893852069057,0.9610030651092529,0.2771505577904726,0.9015882015228271,0.2767233177384365,0.9826061725616455,0.2770067361440812,0.4789423942565918,0.0903431935581877,0.43177223205566406,0.08586443061525749,0.5903427600860596,0.08229237938647425,0.4375886917114258,0.2774457300577023,0.3972461223602295,0.27538062457483076,0.5608174800872803,0.27758620724002886,1.2773420810699463,0.09082941585553991,1.299325704574585,0.0912015348981574,1.8563241958618164,0.09175419124700351
USPS,9298,257,23719532,14.427740335464478,0.06762860847156955,7.576764345169067,0.05362630764133159,15.186649560928345,0.056553325347232036,12.208063125610352,0.028992819715257433,5.565828084945679,0.03364918404877474,13.060086011886597,0.05327285320330501,11.564579248428345,0.00010249148159350271,4.1785783767700195,0.0003190156997571014,11.89871597290039,0.00010911708476528796,11.287382364273071,0.04719985411415513,4.647086143493652,0.05991030103915417,11.921131134033203,0.06618957593226114,13.20790147781372,0.0,6.0217485427856445,-5.341254269084193e-05,13.3869309425354,0.0
abalone,4177,9,208293,3.179468870162964,0.1285466170244698,3.084341049194336,0.13200006786726357,3.334954023361206,0.13868676198609836,1.1881463527679443,0.13374765957805795,1.080489158630371,0.13305219396116236,1.3229734897613525,0.13324171398200718,0.6675674915313721,0.1349270780006234,0.5187492370605469,0.13360667212315097,0.7162930965423584,0.1323872705650374,0.6217231750488281,0.13371689305543505,0.522895097732544,0.13293949488405862,0.7746436595916748,0.13274544946478115,1.6145644187927246,0.13374765957805795,1.5209696292877197,0.13305219396116236,1.7486827373504639,0.13324171398200718
ada,4147,49,837141,2.412168264389038,0.02570151364151693,2.107710599899292,0.04824069728956795,3.04057240486145,0.040786649956770206,1.6417806148529053,0.03920816220717763,1.2863032817840576,0.038380644343978206,1.8273324966430664,0.029406695889564592,1.1368815898895264,0.033698100568684664,0.7816202640533447,0.04144736144621922,1.6260905265808105,0.04054435904871014,1.116365909576416,0.027762329129883277,0.8013126850128174,0.050159195511899755,1.2951998710632324,0.025588200756423197,2.134246349334717,0.0048961085226176555,1.7687277793884277,0.04395696921629289,2.283463478088379,0.028433687399545153
