Filename,Shape_R,Shape_C,Size,Time_AP_A_Distance,ARI_AP_A_Distance,Time_AP_A_DistanceRatio,ARI_AP_A_DistanceRatio,Time_AP_A_ADLOF,ARI_AP_A_ADLOF,Time_KM_A_Distance,ARI_KM_A_Distance,Time_KM_A_DistanceRatio,ARI_KM_A_DistanceRatio,Time_KM_A_ADLOF,ARI_KM_A_ADLOF,Time_DBS_A_Distance,ARI_DBS_A_Distance,Time_DBS_A_DistanceRatio,ARI_DBS_A_DistanceRatio,Time_DBS_A_ADLOF,ARI_DBS_A_ADLOF,Time_HAC_A_Distance,ARI_HAC_A_Distance,Time_HAC_A_DistanceRatio,ARI_HAC_A_DistanceRatio,Time_HAC_A_ADLOF,ARI_HAC_A_ADLOF,Time_AVG_A_Distance,ARI_AVG_A_Distance,Time_AVG_A_DistanceRatio,ARI_AVG_A_DistanceRatio,Time_AVG_A_ADLOF,ARI_AVG_A_ADLOF
agaricus_lepiota,8145,23,376261,3.4325437545776367,0.1887732721473043,3.2380290031433105,0.18700654564520486,3.580517292022705,0.18994621508259465,1.5027189254760742,0.13355240539413377,1.3571360111236572,0.20973113992820633,1.8542397022247314,0.24983395939051814,0.9350504875183105,0.0,0.7688908576965332,4.7049141999454573e-07,3.541546106338501,-3.615864947327817e-05,0.96871018409729,0.2279206997555647,0.7571065425872803,0.2318391730371957,1.3278887271881104,0.22784271357224786,2.189814329147339,0.0,2.097388744354248,0.18700654564520486,2.4437062740325928,0.14806810531910983
allbp,3772,30,472880,1.8995862007141113,0.013815941750862336,1.648263931274414,0.014638143098471773,2.3500969409942627,0.01688946371674337,1.379582405090332,0.013042630879801915,1.1821258068084717,0.008000458049571186,1.6905364990234375,0.016728398133498374,0.8640289306640625,0.04209103727088004,0.624953031539917,0.045818356414996424,0.8619158267974854,0.0,0.8486592769622803,0.011977568442815273,0.627249002456665,0.012104972755815206,1.2064223289489746,0.009992801181053194,1.8397142887115479,0.013042630879801915,1.6587846279144287,0.006677488019995642,2.068366289138794,0.017555230155581678
allhyper,3771,30,254035,1.7324395179748535,-0.002439682526605304,1.6753225326538086,-0.00320923166536019,2.0523862838745117,-0.004484907439123417,1.1867575645446777,-0.03144242604260174,1.1193442344665527,-0.023487905967146717,1.3687210083007812,-0.026003756730086067,0.6245050430297852,0.0,0.5190021991729736,-0.004308848897857236,1.0215978622436523,-0.030138264417201334,0.6409034729003906,-0.03144242604260174,0.541980504989624,-0.027352527548207408,0.7062067985534668,-0.0019194547871768913,1.65030837059021,-0.03138707824605537,1.5687854290008545,-0.023487905967146717,1.7219648361206055,-0.006320866984156842
allhypo,3770,30,253967,1.749995470046997,0.016201420948534204,1.6881840229034424,0.018156831712054865,1.885180950164795,0.01936807558297711,1.1764774322509766,-0.011206245326690211,1.1454894542694092,0.01843135227165023,1.392322301864624,-0.011206245326690211,0.6539521217346191,0.0,0.5580475330352783,0.011438150092160768,1.0708448886871338,0.0,0.6407251358032227,0.02864289206514626,0.5482156276702881,0.021467356793509213,0.8348667621612549,-0.011206245326690211,1.6368134021759033,-0.011206245326690211,1.5541751384735107,0.021467356793509213,1.8438639640808105,-0.011206245326690211
allrep,3772,30,472880,1.9930813312530518,-0.010602660386563711,1.7798457145690918,-0.009230861300998308,2.310716390609741,-0.009401123327922898,1.3602399826049805,-0.0210275076725309,1.156468152999878,-0.002754586664454988,1.6442296504974365,-0.020712691264637755,0.8486013412475586,0.0,0.6219804286956787,-0.03214443087228568,1.0478692054748535,-0.03020685262930137,0.8040783405303955,-0.02060747666894507,0.6217665672302246,-0.02195921276884021,1.2270314693450928,-0.020712691264637755,1.814976692199707,-0.02060747666894507,1.6386151313781738,-0.0027290473472307846,2.198835849761963,-0.020712691264637755
analcatdata_supreme,4052,8,133837,4.4005701541900635,0.030335978493112266,4.366390705108643,0.005353002187897181,4.489363431930542,-0.015260999704407308,0.9522383213043213,0.030335978493112266,0.8939085006713867,0.016111528417358696,1.0581965446472168,-0.015260999704407308,0.5579712390899658,0.0,0.4770474433898926,0.009763065840914631,0.6500616073608398,0.005444514028968726,0.5788955688476562,0.030335978493112266,0.5023560523986816,0.037751654348410844,0.6903724670410156,-0.015260999704407308,1.3842964172363281,0.030335978493112266,1.3657104969024658,0.015828927760962216,1.513805866241455,-0.015260999704407308
ann_thyroid,7200,22,529365,6.073592662811279,-0.011597746067214051,5.796579599380493,-0.01093994428753874,7.669043779373169,-0.011534796896563117,2.1304821968078613,-0.007914578379443699,1.9906384944915771,-0.010644205833923618,3.298236131668091,-0.011934613642445115,1.0156662464141846,-0.008976177599737995,0.8092889785766602,-0.0075720126581612845,1.6401963233947754,-0.009791416574135249,1.0643668174743652,-0.008998635463816015,0.9576990604400635,-0.008889074907609085,2.1321303844451904,-0.009764243536015873,2.8009138107299805,-0.010485107058022806,2.5569214820861816,-0.0077731806649999294,3.5299601554870605,-0.011410833217321099
autoUniv-au1-1000,1000,21,82078,1.2706751823425293,-0.005971111923194519,1.23219895362854,-0.0027453635617171717,1.283276081085205,-0.021047929421256585,0.8791418075561523,-0.004910626743139095,0.8538234233856201,0.009025056029660672,0.902216911315918,-0.021225006662750047,0.5728037357330322,0.0,0.5470657348632812,-0.0012234929197931569,0.6969413757324219,0.0,0.5283331871032715,-0.004910626743139095,0.46256256103515625,0.00357867100695214,0.5234699249267578,-0.021225006662750047,1.2806370258331299,0.0,1.2154312133789062,-0.01085277504140305,1.390434741973877,0.0
autoUniv-au4-2500,2500,101,1180009,2.1762218475341797,-0.0012661167632703394,1.7173409461975098,-0.001687922806157167,2.364917755126953,-0.0017847653599412368,1.759469747543335,-0.0005653325043413862,1.2144279479980469,-0.004605547638316917,1.8687210083007812,0.0002480151424518327,1.3749096393585205,-0.0004475123178418815,0.8250131607055664,-0.0023060572261486318,1.5813531875610352,-0.0005530813951741755,1.3365206718444824,-0.004676031350869173,0.8113842010498047,-0.0035661823087433002,1.608468770980835,-0.002142536402066466,2.2289786338806152,-0.001834073703235571,1.6943135261535645,-0.00429138796051689,2.5238780975341797,-0.00350273191211371
autoUniv-au6-1000,1000,41,228983,1.2557461261749268,0.0021917631797593955,1.1290693283081055,-0.00025286670408772636,1.6758816242218018,0.00015517559013629459,1.0671947002410889,-0.004827622288345009,0.9801368713378906,0.002721094500445079,1.363262414932251,-0.002910424792771002,0.6630446910858154,-0.0006354763110948669,0.5540812015533447,-0.0024645792516134538,0.8718020915985107,-0.0037855506885669525,0.58677077293396,-0.0060878620706077725,0.44962310791015625,-0.002350477143348137,0.7341744899749756,-0.00026201978506900395,1.4729297161102295,-0.004054374617859758,1.356442928314209,-0.001711908257403199,1.9709949493408203,-0.0015494568319417029
autoUniv-au7-1100,1100,13,64626,1.1062037944793701,0.005586838179128131,1.0503504276275635,0.004509283333747824,1.2136142253875732,0.004326963768359743,0.8765609264373779,0.002818358806355763,0.8344581127166748,0.0038239741328590236,0.9115786552429199,0.0049961523339120935,0.4700021743774414,0.005419766286788708,0.41950130462646484,0.004175143904264106,0.5134496688842773,0.002453738920766558,0.4471142292022705,0.004042465170575981,0.39511966705322266,0.0038239741328590236,0.4975266456604004,0.005203926765755575,1.2241926193237305,0.004042465170575981,1.1613314151763916,0.0038239741328590236,1.3112330436706543,0.005203926765755575
balloon,2001,2,13617,4.951265096664429,0.29171273534340153,4.720630407333374,0.23406130347564705,5.741484642028809,0.055655511906492414,0.8009183406829834,0.12853056907734006,0.8121404647827148,0.1548249564357505,0.858642578125,0.1293275506144573,0.4630317687988281,0.12853056907734006,0.4039268493652344,0.1565164277484428,0.5024070739746094,0.1293275506144573,0.4127645492553711,0.28540724757959907,0.37766170501708984,0.15758872688059794,0.46224141120910645,0.28435805024057986,1.0999526977539062,0.08200924459574797,1.079519271850586,0.1197853848633935,1.1547133922576904,0.1293275506144573
banana,5300,3,86118,2.2439441680908203,-2.809897070794588e-05,2.17982816696167,0.014056758070097127,2.3079171180725098,0.0016616938005913722,1.2231240272521973,0.0010240865042962662,1.182305097579956,0.005319304086812427,1.274705410003662,0.014398064851985734,0.5545313358306885,0.0,0.520960807800293,0.0012920149404279668,0.6272172927856445,0.0006004888314199784,0.6002645492553711,-0.000756755782021153,0.5367815494537354,0.0015345835079401229,0.6580681800842285,0.0016616938005913722,1.6933224201202393,0.004731228614022002,1.6173033714294434,0.00654599233522333,1.7679533958435059,0.003880241975403433
bank-marketing,4521,17,329454,2.9026808738708496,0.11887828020880409,2.65598464012146,0.08953870498885673,3.0134942531585693,0.08751025794091048,1.2231578826904297,-0.0005806978072954343,1.034177541732788,0.028632452953873535,1.3808190822601318,0.038944076413684824,0.7686669826507568,0.04421725851576263,0.7023289203643799,0.1078216179826815,0.9578094482421875,0.018783376456385507,0.7957813739776611,-0.013533744698805748,0.6460301876068115,-0.003943658187800976,0.9257855415344238,0.00293042689037305,1.6702003479003906,0.0336186210543943,1.4975478649139404,-0.009007408802426625,1.8646056652069092,0.05159826105776842
bank32nh,8192,33,2551757,4.940304517745972,0.20098977795989803,4.155081272125244,0.20451939320621254,5.325384855270386,0.19873992120806028,2.6293745040893555,0.12219975222509794,1.7457191944122314,0.19347865711376247,3.1102070808410645,0.18862644499083372,1.8965599536895752,0.008249171779361271,1.0867116451263428,0.015760446663128137,2.1590018272399902,0.0067492984479187515,1.9055604934692383,0.13635339564868307,1.140369176864624,0.12914722386623584,2.1421992778778076,0.1379506073180224,3.325329303741455,0.008549605181868758,2.5748071670532227,0.01606160725966584,3.807518243789673,0.0067492984479187515
bank8FM,8192,9,641779,3.376915454864502,0.44032091123246947,3.454787015914917,0.5370042175669514,3.5473382472991943,0.5330519996254359,1.6365907192230225,0.43357370045035737,1.3247778415679932,0.49907389762426835,1.7194747924804688,0.2935088660030628,0.9375941753387451,0.21247745109046803,0.6325786113739014,0.12295681062641875,0.9917571544647217,0.13064293838378782,0.9980006217956543,0.2705321932182418,0.7825930118560791,0.3289486304732576,1.1066005229949951,0.3250773675151738,2.189453363418579,0.28359041613706887,2.0426371097564697,0.3226277846172996,2.3406975269317627,0.3203689151579623
banknote-authentication,1372,5,47813,1.1084153652191162,0.14589085859097423,1.1064584255218506,0.08404404702185776,1.8189785480499268,0.18455239357620448,0.8624780178070068,0.05868487361637578,0.8672645092010498,0.04419487775134279,1.403594732284546,0.18442889165814422,0.4976658821105957,0.0,0.4079902172088623,0.019598198670863938,0.510512113571167,0.010273043611086314,0.4273669719696045,0.0,0.38716983795166016,0.031889154706147727,0.47007083892822266,0.04639083813093855,1.2167248725891113,0.039866667325883315,1.1610348224639893,0.033361136882595684,1.2183527946472168,0.03228978536045782
car,1728,7,44978,1.2906525135040283,0.01588917604173859,1.3774101734161377,0.013142914467033065,1.6653780937194824,0.009374151633048196,0.914121150970459,0.02271834717144846,0.8777086734771729,0.00412019860011096,1.0030157566070557,0.02679362948345179,0.5282073020935059,0.0,0.40747833251953125,-0.0026504964873628172,0.5144968032836914,-0.002642397758525423,0.46698498725891113,0.017658736834268066,0.4657704830169678,0.025163719952747035,0.5659878253936768,0.02679362948345179,1.2582299709320068,0.0,1.187185287475586,0.0,1.290151596069336,0.0
car-evaluation,1728,22,148948,2.1129298210144043,0.008811182587885767,2.022160530090332,0.009595370192118341,2.138301372528076,0.039231745068143364,1.0289671421051025,0.02871055006149714,0.9652540683746338,0.002106099827259092,1.1079041957855225,0.039231745068143364,0.5887165069580078,0.0,0.501948356628418,0.0,0.6803686618804932,0.0,0.5951724052429199,0.02871055006149714,0.5145721435546875,0.007015417327858128,0.753145694732666,0.039231745068143364,1.4064404964447021,0.0,1.300959825515747,0.0,1.5847268104553223,0.0
car_evaluation,1728,22,76372,1.6055908203125,-0.011460192111544896,1.591550350189209,0.0005148427966550821,1.624575138092041,-0.00486671009005036,0.9864370822906494,-0.011460192111544896,0.9328081607818604,0.0007828689739754803,0.9884631633758545,-0.00486671009005036,0.4771430492401123,0.0,0.4250681400299072,-0.0007990843919203155,0.48291492462158203,0.0,0.4718625545501709,-0.011460192111544896,0.42966222763061523,0.0005148427966550821,0.4752795696258545,-0.00486671009005036,1.333202838897705,0.0,1.278818130493164,-0.0007990843919203155,1.3285295963287354,0.0
cardiotocography,2126,36,349809,1.6088778972625732,-0.0007355519153158741,1.4226574897766113,-0.0011444475623634224,1.7688934803009033,-0.0020242052650411724,1.176314353942871,-0.003787271011082361,0.9617345333099365,-0.0012302549015218646,1.3788542747497559,-0.005605905776462519,0.7415881156921387,-0.0015691791091730016,0.5751051902770996,-0.0006386139659412487,0.9536974430084229,-0.00332582539403655,0.7096474170684814,-0.0008936186757181538,0.5253589153289795,-0.00037570639505780343,0.8548083305358887,-0.0030217250179715564,1.5140535831451416,-0.0008936186757181538,1.3403258323669434,-0.0021329291113342677,1.6489636898040771,-0.0030217250179715564
chess,3196,37,236655,2.1647138595581055,0.008105935047854732,2.1094157695770264,0.007009168669117475,2.30656099319458,0.008105935047854732,1.1238365173339844,0.008105935047854732,1.0360002517700195,0.007009168669117475,1.269582748413086,0.008105935047854732,0.6329607963562012,-5.449208156181282e-05,0.5436797142028809,0.0003035534145050281,0.7996842861175537,0.00015058053670480407,0.6283848285675049,0.004897503860338394,0.5202248096466064,0.004001728413155457,0.7663958072662354,0.004897503860338394,1.5753581523895264,0.0,1.4907076358795166,0.00030076594273062033,1.7490408420562744,0.00015058053670480407
churn,5000,21,521569,4.845869064331055,0.0026764013608892075,4.583600282669067,0.0004546103172034104,5.200839519500732,0.00014297625360791636,1.3236141204833984,0.0026773199002991764,1.0836050510406494,0.0006752007492958867,1.6093430519104004,-0.002920942706882647,0.8642663955688477,0.0,0.652766227722168,0.0010348395068386492,0.9676597118377686,0.0016913650755934011,0.8688929080963135,0.001290246555731339,0.6603274345397949,-0.0023962771628361045,1.3460140228271484,0.002761546711253628,1.798476219177246,-0.0012536340185401445,1.564631700515747,-0.0025086743934257375,2.2110321521759033,-0.002922548921708564
clean2,6598,169,6704443,6.244626045227051,0.012680923866529234,3.7218456268310547,-0.0027446611748601383,6.691098690032959,0.006140798079337398,5.158231019973755,0.010844906305355471,2.662102460861206,0.00019055660015362554,5.742868185043335,0.0057234040674040325,4.434459447860718,0.0,1.9252982139587402,-0.0007437446333243854,4.895103931427002,-0.0007439290004542106,4.467733860015869,0.012019660178931113,2.010406255722046,0.0019706753262823374,4.956356048583984,0.013596698772570304,6.01375937461853,0.011478476127956395,3.4049296379089355,0.006232099841371583,6.648061752319336,0.004778765004562459
cmc,1473,10,57651,1.1051914691925049,0.025548537946234653,1.0777487754821777,0.014551259604105594,1.1762921810150146,0.01923208737625878,0.8592708110809326,0.025548537946234653,0.809924840927124,0.046972970371340995,0.8949251174926758,0.01923208737625878,0.49503350257873535,0.0,0.47884368896484375,0.008144066702678124,0.5723323822021484,0.0,0.49306631088256836,0.03478179291368567,0.4014613628387451,0.046972970371340995,0.47716379165649414,0.04522219234313873,1.1908318996429443,0.04855695247421841,1.1993038654327393,0.046972970371340995,1.2295637130737305,0.030029607732971645
cnae-9,1080,857,3704259,4.427402973175049,0.0,2.6923134326934814,0.0006585430289130567,4.7112438678741455,0.0001958892106900209,4.156842231750488,0.0,2.430401086807251,0.0002778004103380128,4.991822242736816,0.0005798992576549059,3.88067626953125,0.004767199280483252,2.13915753364563,0.010554673673650214,4.027628660202026,0.0016629993017140323,3.779862403869629,0.0,2.0223257541656494,-2.209509542426905e-05,4.091570138931274,0.0005850972957200341,5.155366897583008,0.0,3.407806158065796,6.741535200535377e-05,5.586432218551636,0.0001602756319646054
coil2000,9822,86,1698133,6.125713109970093,0.022483708533175804,5.761739492416382,0.008712848983146407,7.437337160110474,0.019398693928404393,2.0900790691375732,0.021143588809048708,1.6552388668060303,0.003501835675383956,3.4401421546936035,0.023469366503993838,1.5937535762786865,0.0,1.1332337856292725,-0.00529742295755799,4.281498908996582,-0.005114997028496566,1.7826905250549316,0.020954054249549235,1.4078035354614258,6.381059347860983e-05,3.68241548538208,0.019767900899263533,3.001106023788452,0.021143588809048708,2.533733606338501,0.0027377970132802607,4.404158353805542,0.018189595254295875
collins,1000,20,96830,1.1570916175842285,0.023733734071158374,1.0421617031097412,0.0177828701753896,1.3273589611053467,0.03328130791361354,0.9775741100311279,0.024500934391847102,0.8740997314453125,0.018732995791767466,1.0437538623809814,0.021741824029362363,0.5470190048217773,0.0,0.4765045642852783,-0.0007228293268583835,0.7187888622283936,-0.000595466637225241,0.5373735427856445,0.02627670350376632,0.44948434829711914,0.017492292212212268,0.6564300060272217,0.017262356698989647,1.252478837966919,0.02162970643974499,1.185079574584961,0.008804584496420234,1.4175264835357666,0.017106160495160318
contraceptive,1473,10,31100,1.0719289779663086,0.005060751995676777,1.0612659454345703,0.006323846145484807,1.0978968143463135,0.012225139220310457,0.8302261829376221,0.007577058390867988,0.7886760234832764,0.01604649540316397,0.8708376884460449,0.012258770840473242,0.4656705856323242,0.0,0.3991262912750244,-0.005340731113889701,0.48342251777648926,-0.0021373462210139186,0.42493104934692383,0.00798222670988284,0.39177417755126953,0.01404552983129428,0.4634883403778076,0.00999380214105568,1.167304515838623,0.007577058390867988,1.1408045291900635,0.02065388667986252,1.198988437652588,0.012258770840473242
cpu_act,8192,22,944682,9.241399049758911,0.07574588293043037,8.948904514312744,0.0820219254590845,9.763134002685547,0.08864490936897673,1.9148330688476562,0.10437069165154421,1.4938406944274902,0.08541386938147807,2.4318721294403076,0.17267109793426177,1.2523541450500488,0.09582990653353153,0.8485386371612549,0.04512013784390458,1.5695130825042725,0.08148912088056186,1.3960764408111572,0.16973791744395664,1.0188817977905273,0.09289812385096316,1.8496057987213135,0.1045531569020163,2.6071152687072754,0.1719920683499286,2.2367424964904785,0.09364950265905923,3.1285483837127686,0.17074603469430058
