Filename,Shape_R,Shape_C,Size,Time,ARI_Mean,ARI_BestARI,Inertia_BestARI,ARI_BestInertia,Inertia_BestInertia
pc4,1458,38,255806,1.8381101846694947,0.07100327938038259,0.09799225997673945,1.6357704350618752e+16,0.09757798744697864,1.6353899274816092e+16
gina_prior,3468,785,11782317,10.5748215675354,0.04452037697701412,0.050062306181420005,49458833164650.75,0.042019917324178695,49264510729885.64
wilt,4839,6,247952,1.4328346967697143,-0.002603863835898737,0.0033429791446188298,1446125143711.863,-0.013016361697263905,857114810658.6626
sylvine,5124,21,625372,2.6529523134231567,0.0019597646296635744,0.002683103990390679,415871202171074.0,0.002109780062006075,388871413286761.5
car_evaluation,1728,22,76372,1.2263710975646973,0.018904449212130307,0.05242681609929596,13281840.144401912,0.006979190959272097,13114055.12155241
autoUniv-au1-1000,1000,21,82078,1.0649075984954834,0.015018349386687817,0.024843880958196826,4732218.935192561,0.013455201154488887,4642860.95412844
madeline,3140,260,4887026,4.6817855596542355,0.009947833461754856,0.011432691036770764,3092701174033.6113,0.011432691036770764,3092701174033.6113
credit-g,1000,21,87073,0.8526467561721802,0.04013242448300784,0.05350927659641024,10884884114594.982,0.05350927659641024,10884884114594.982
fri_c1_1000_25,1000,26,267691,1.1785304546356201,-0.00010369319279837355,0.0010350206816360005,24641434.25496051,0.0,24456655.279217105
gina_agnostic,3468,971,15251303,13.190551352500915,0.017402454131871456,0.019138218073184155,86482035534146.17,0.018040945331593672,85573843793370.19
wine_quality_red,1599,12,100950,0.9950368404388428,-0.005476464120711437,-0.00463314666042225,5729516867.3769245,-0.005422382869062941,5722080045.412821
fabert,8237,801,26789342,60.46379017829895,-0.003101997088451971,-0.0030135409667152633,200178992.9531022,-0.0030298111574530383,200134069.48336238
jungle_chess_2pcs_endgame_lion_lion,2352,47,442190,1.5811318397521972,0.0076413737957410684,0.03668986676383056,866397048.7312208,-0.009627133566127731,565254642.7480962
fri_c3_1000_10,1000,11,108396,0.9715049028396606,0.02748887103557861,0.03574956526652253,12082710.076796547,0.03574956526652253,12082710.076796547
volcanoes-b5,9989,4,233029,2.2175761461257935,-0.0001489439223736451,0.0018421751591890445,24149923919755.027,0.0018421751591890445,24149923919755.027
parity5+5,1124,11,24796,1.0393077850341796,0.0005349030875952532,0.002672798844243083,3235670.1938318806,-8.539647152139291e-05,3207955.125715474
mofn-3-7-10,1324,11,55675,1.3637018203735352,0.000779983999962329,0.034451360863705295,4650502.476077914,-0.014409784140763994,4606936.016466205
pc3,1563,38,276975,1.8137083530426026,0.09758310262130009,0.10681796493318553,6.271374634578273e+17,0.09320448841225833,6.271324503126653e+17
kr_vs_kp,3196,37,236646,1.3490675926208495,0.015133960569171772,0.020565006364824622,57972349.75612471,0.01343104290792328,55873375.21174601
autoUniv-au7-1100,1100,13,64626,0.8219962596893311,0.007885418842235363,0.007993843575366212,5117978663165.16,0.006909596244057728,5116721756357.773
fri_c4_1000_100,1000,101,1066780,1.6036811828613282,-0.001255134144873963,-0.0007184629919181718,98747059.03103742,-0.0035494316903447705,98745158.11618564
texture,5500,41,1921705,2.6911400079727175,0.27991003256540936,0.46047792069719645,127591427.1939317,0.009252005654249358,84903722.25056024
fri_c0_1000_5,1000,6,54984,1.0121239185333253,0.009513584168086571,0.013777148178556407,5535947.289605406,0.008473742699822488,5480251.348398589
waveform_21,5000,22,545157,2.2514601230621336,0.19073959437130603,0.20640333266808258,1897292156.4070811,0.18099642806411306,1879128496.101847
car,1728,7,44978,1.3175206661224366,0.01495221055151737,0.02792421710352282,21274640.84623108,0.016602891495725906,21153986.84754673
mfeat_fourier,2000,77,1713522,2.186566615104675,0.29027535247776776,0.37095298584583214,2219950.945685208,0.0,1643422.4866573485
fri_c4_1000_25,1000,26,268201,1.0651411533355712,0.0008902201949510834,0.002613841586862353,25448422.017723322,0.0011244136627669634,24560750.6371672
mfeat_karhunen,2000,65,1503642,2.5037145376205445,0.4255456332606008,0.445385126231365,2178147438.4170723,0.4312185408241027,2174317695.787119
steel-plates-fault,1941,34,385238,0.9356328964233398,0.0018765682056509608,0.0035811651057506173,3.255135458789888e+19,-0.0040275431582247,2.9726816349248274e+19
thyroid-allbp,2800,27,319250,1.3711299657821656,0.00224017430694959,0.012995406251742099,42016556205.17057,-0.0007237892894892314,29012710808.566174
jungle_chess_2pcs_endgame_lion_elephant,4704,47,884813,2.843077564239502,0.13904184468629777,0.14099130160906545,4374684294.867716,0.14070030497739489,4370889308.376211
wine-quality-white,4898,12,296931,1.548937487602234,0.0022047835672769087,0.006577766288582556,95363730624.22015,0.00042151145479853646,61738068841.77001
parity5_plus_5,1124,11,47276,1.052458643913269,-0.00027319489130722756,-9.131294236285411e-05,3101103.5999999996,-9.131294236285411e-05,3101103.5999999996
fri_c2_1000_50,1000,51,535139,1.174639058113098,0.0016089867436600278,0.005335088086142845,49390993.152167924,0.0,48943808.52289378
puma8NH,8192,9,711098,2.8811545372009277,0.011848396174734058,0.01437925802049817,661117943.8548651,0.012491769112880455,647190357.0310595
pc1,1109,22,118014,0.8579078674316406,0.09622674835584719,0.10052527504273456,6.671501175027204e+16,0.10052527504273456,6.671501175027204e+16
allhypo,3770,30,253967,1.1398102998733521,0.011100903403662826,0.05565813753856339,455094070917.03894,0.05565813753856339,455094070917.03894
volcanoes-a2,1623,4,38056,1.0499436616897584,0.0017456147211504063,0.004789740013499196,795405723748.6556,0.0,448048931195.76385
bank8FM,8192,9,641779,1.743573546409607,0.020506287938612953,0.07357641533597235,2542972452.9199953,0.030492034405727304,1497385904.6525755
musk,6598,168,6659707,6.513052701950073,0.003598709382170237,0.010607421497223208,89437139361978.34,0.0026210411482602766,85106621793991.1
mfeat-fourier,2000,77,1542593,2.4030014991760256,0.04812998350035797,0.057351592595636595,2262430.051707608,0.04518698212589006,1862595.5595140066
jungle_chess_2pcs_endgame_panther_lion,4704,47,884813,2.1143905401229857,0.023023260133170236,0.09379727295298829,4462888255.866203,0.015029339993879306,3287247464.4017515
thyroid-allhypo,2800,27,319250,1.6457073450088502,0.0094906926556605,0.012996018174404097,42639991799.948,0.0077423433332945435,29735204677.822666
fri_c3_1000_5,1000,6,56144,0.8230247259140014,0.07949453703534186,0.08049533345618314,7957156.257807953,0.07048736924777038,7667942.164263355
volcanoes-a3,1521,4,35840,1.0324655055999756,-0.0011805777506949605,0.006819396217866775,662400227495.6909,-0.001499350179232566,654342958658.6041
jungle_chess_2pcs_endgame_panther_elephant,4704,47,886685,2.454691195487976,0.03263390155821823,0.05603437991216719,5322148684.893494,0.0,3241528159.0000005
german,1000,21,61004,0.9365506887435913,0.03695065921564238,0.0403165873940965,9593625585717.25,0.0403165873940965,9593625585717.25
wall-robot-navigation,5456,3,99358,0.9450955152511596,0.0055912940732279395,0.0055912940732279395,16070954.462470548,0.0055912940732279395,16070954.462470548
fri_c1_1000_10,1000,11,108229,0.9170313119888306,0.0,0.0,9787868.286115188,0.0,9787868.286115188
puma32H,8192,33,2724113,4.430238842964172,0.004223479238168084,0.004640829696520428,958738092435.7399,0.003873354956343658,951494669550.6775
dis,3772,30,472880,2.133574891090393,-0.0001700668937615982,0.0,395198127975.0001,0.0,395198127975.0001
jungle_chess_2pcs_endgame_elephant_elephant,2351,47,443806,1.5877314329147338,0.029068356964470986,0.03681806144745227,1263215446.1749983,0.007753596627648955,843082808.0852897
chess,3196,37,236655,1.5889278173446655,0.012300223691156392,0.014511533341635276,59248086.26246026,0.01266925910740492,58447968.90459068
fri_c3_1000_25,1000,26,269019,1.3221522331237794,-0.0036918482563083046,-0.0036918482563083046,24929005.114409976,-0.0036918482563083046,24929005.114409976
mfeat-factors,2000,217,2332184,3.0017428636550902,-0.01037168947001214,-0.003461547702471982,5754614002771.175,-0.003461547702471982,5754614002771.175
volcanoes-a4,1515,4,35545,1.0639859676361083,0.0036639534287628587,0.00755726572144187,676109678741.5132,-0.0018737867483788685,669830861088.5378
satimage,6430,37,2461827,2.8589380025863647,0.1403773839112128,0.4588994261767506,2680849065.1116433,0.012322785784052537,1718848711.2403834
cpu_act,8192,22,944682,2.952804207801819,0.06029371971843113,0.0844721266042661,3.2768533450592657e+19,0.034586073768394454,1.8936622783288308e+19
yeast,1484,9,58603,0.5814647674560547,0.01418837409872252,0.01649167131275933,191328.36699111428,0.011664554622670834,190570.1191991089
jasmine,2984,145,1847900,2.933043694496155,0.07644982575442774,0.1521358272251443,312469500.6264498,0.0015851161077335301,227462904.9674905
ozone-level-8hr,2534,73,953450,2.0562194347381593,-0.008152844972732531,-0.0026071764530806183,123611616317.0054,-0.013483241938317621,115117031754.8682
fri_c4_1000_10,1000,11,109036,0.9498031616210938,0.013574644631549518,0.026318869610302383,12234937.648894927,0.0,9795433.153216051
wind,6574,15,491576,1.9450361490249635,0.048044356090795215,0.0667109699583759,25649800933.830338,0.027362002222150343,20117952702.350983
mfeat-karhunen,2000,65,1359278,2.1257116556167603,0.024578176833627053,0.04853643863812557,2131790977.8402758,-0.06446505938561732,1726625837.7227666
294_satellite_image,6435,37,1239015,2.9260337114334107,0.40551877044381773,0.4173427530244638,907045184355.7458,0.4173427530244638,907045184355.7458
qsar-biodeg,1055,42,221999,1.2112399101257325,-0.0037926639464758334,-0.0010406916356119167,449222469.8255064,-0.006074802624858601,436243288.1141294
fri_c0_1000_50,1000,51,532974,1.3984265565872191,-0.0004308685533157522,-0.00038245527299356094,49185466.7807938,-0.00038245527299356094,49185466.7807938
page-blocks,5473,11,330877,2.9690577030181884,-0.018345626027874255,0.0033720968026140523,1714365672531453.8,-0.01569245587749593,1714294971186250.0
USPS,9298,257,23719532,16.103875350952148,0.27371841337993535,0.513221853069679,8577958148.78938,0.02443541739288823,6942962455.084532
analcatdata_supreme,4052,8,133837,1.7232259511947632,0.13101155270131354,0.17139947162799707,3091702617.852389,0.03375557617105023,2048648874.0149364
solar-flare,1066,13,53612,0.8167151927947998,0.04058697148335888,0.14338960390441416,9799237.566162901,0.0033576636955256938,6030264.2281879205
1029_LEV,1000,5,20023,0.9278429985046387,0.0,0.0,7436809.000000001,0.0,7436809.000000001
fri_c3_1000_50,1000,51,535227,1.4814427137374877,-0.0012036912385267613,0.001050561096912295,49963207.75995763,-0.0036777359798290735,49489716.67654359
PizzaCutter3,1043,38,189137,1.1642197847366333,0.03382158808039402,0.06584873571330638,3.622416384836522e+17,0.020165465229838603,3.6176506371739315e+17
fri_c1_1000_5,1000,6,55111,1.174613928794861,0.03765087553916319,0.04475694227671588,6343398.176813111,0.04222362524117775,6258655.650185979
Satellite,5100,37,971912,2.4579156160354616,0.017190191025701507,0.06477872993439757,201982394600.36633,0.06477872993439757,201982394600.36633
rmftsa_sleepdata,1024,3,13923,1.2462528944015503,0.008461865811105872,0.011843449263792494,298326525.09012985,0.011843449263792494,298326525.09012985
dna,3186,181,2301089,4.205461025238037,0.026252452527522452,0.04015355264954965,341646440.6036166,0.010286673046312266,340932448.66158485
car-evaluation,1728,22,148948,1.907121467590332,-0.006206588007752893,0.07546585612842532,13124171.461723927,0.0002541715595723737,13080304.881480841
contraceptive,1473,10,31100,1.2647878408432007,0.01727941614015213,0.02710650753199371,290238193.3680724,-0.005206358669960356,180938631.97581467
hill-valley,1212,101,1235935,2.0894967555999755,0.0004678617978983074,0.0024857608907432245,1.0841113586116794e+17,0.00016524962568140273,1.0435211667822022e+17
isolet,7797,618,34052317,23.708392786979676,0.2776710966455378,0.32793591866459204,9864233612.398277,0.10766272369289227,9150880708.656307
philippine,5832,309,16112750,12.386438226699829,0.0187016071562312,0.022013162411724428,4.314473510508387e+18,0.022013162411724428,4.314473510508387e+18
ann_thyroid,7200,22,529365,2.785058546066284,-0.003919252470233929,-0.002910368075808887,37521279.48336126,-0.003218073476884964,36239714.56551412
optdigits,5620,65,1548221,3.85374493598938,0.023246261718423804,0.02744900685287934,54959984977.66484,-0.004111631302454381,49147905764.374146
bank32nh,8192,33,2551757,4.749940085411072,0.054415830753312286,0.08713209514422386,3837265140.8804445,0.08713209514422386,3837265140.8804445
pollen,3848,6,156109,1.6106789827346801,-5.2345850438785685e-05,0.000313497753556467,5316788865.272669,0.000313497753556467,5316788865.272669
GesturePhaseSegmentationProcessed,9873,33,3556412,10.255241537094117,0.09392050003394825,0.10160267253934865,246151.19925791028,0.08310948759065112,245824.493738801
cpu_small,8192,13,604442,2.3820313215255737,0.08717235587900284,0.10346386371104291,3.286614767374118e+19,0.030882054384320633,2.457753958823698e+19
mushroom,8124,22,700245,4.140258002281189,0.10465475948859777,0.11086918215817691,5539059017.854706,0.10057757518115752,5530653700.4440365
Hill_Valley_with_noise,1212,101,839165,1.9487969398498535,0.000312605957923197,0.00041762285314348173,9.27964832632697e+16,6.503537858242951e-05,9.26588286161897e+16
thyroid-allhyper,2800,27,319250,0.9405696630477905,-0.0001952673048763015,-0.00019526730487630148,28330099128.35771,-0.00019526730487630148,28330099128.35771
semeion,1593,257,1635597,2.7400546312332152,0.17850018004885568,0.18880335890179012,151591308.4600885,0.15911037370553555,149678266.64526653
mfeat_zernike,2000,48,1148602,2.0799556493759157,0.24744851899643217,0.265169643107459,772479847007.7488,0.19768691894723742,749001239451.6814
JapaneseVowels,9961,15,1386971,3.111766004562378,0.013274843493325774,0.015306303648709099,53497353899.42736,0.012841342249654056,53334404954.445435
fri_c0_1000_25,1000,26,268252,1.377408504486084,0.0005196388705629715,0.0008878956291075413,24803478.196564905,0.00040968111999504565,24653381.655625157
waveform-5000,5000,41,1058228,2.1003612279891968,0.08310634593690315,0.18471276543966528,2338606519.5333223,0.0,1722251024.2116003
fri_c2_1000_10,1000,11,108815,1.0967838048934937,0.03446298832385421,0.049483604636827966,11027003.940926364,0.0,9792298.243406562
quake,2178,4,43674,1.2837269067764283,0.004927215016336412,0.005462395842660514,256380907478.49844,0.001187004624145439,157193479558.50623
ada,4147,49,837141,1.653885841369629,0.05706021814068514,0.06477732185382466,1492484732225.557,0.03548183951367005,1464483801800.234
twonorm,7400,21,1132260,3.4849295377731324,0.5159087777380504,0.6274960438994578,1511749173.4342656,0.10238404421342616,1379048303.6406593
gina_prior2,3468,785,11782317,9.478964352607727,0.01001399361889506,0.08030912420253883,46538412968533.03,0.0022034235540457545,41960788177547.09
mfeat_morphological,2000,7,106108,0.9646559953689575,0.2255999506693691,0.3007428687473526,107794897432987.0,0.08509896817840353,87636378057699.12
Hill_Valley_without_noise,1212,101,1630738,1.8736721277236938,0.0009052444880838607,0.0011497349940979122,1.0948430083919974e+17,0.0011251048344717107,1.0948327490594765e+17
thyroid-dis,2800,27,319250,1.4786322832107544,0.008702199938192282,0.009910798209555446,37988897447.80359,-0.0006193976003960171,27691827177.117325
thyroid-allrep,2800,27,319250,1.2374561548233032,0.0020421294150651304,0.004503430966904544,30148627147.604984,-0.001218812360219432,27672983848.929962
cnae-9,1080,857,3704259,4.944741868972779,0.0005822183811717773,0.0006498432773111562,9934864.034578918,0.0005475615463757022,9924383.252566736
kr-vs-kp,3196,37,466839,2.6313392400741575,0.010289979697112584,0.012552882816066684,58200685.57521124,0.009684303441118227,58047989.876869515
gina,3153,971,13854651,10.70898733139038,0.0,0.0,67645337892665.0,0.0,67645337892665.0
churn,5000,21,521569,1.9905367374420166,-0.0005156535426788572,0.0008844978628369873,101510575739710.03,-0.0007614073666477612,101332903806353.62
