Filename,Shape_R,Shape_C,Size,Time_KM_A_Distance,ARI_KM_A_Distance,Time_KM_A_DistanceRatio,ARI_KM_A_DistanceRatio,Time_KM_A_ADLOF,ARI_KM_A_ADLOF,Time_KM_A_ADIF,ARI_KM_A_ADIF,Time_KM_A_ADEE,ARI_KM_A_ADEE,Time_KM_A_ADOCSVM,ARI_KM_A_ADOCSVM,Time_KM_B_Distance,ARI_KM_B_Distance,Time_KM_B_DistanceRatio,ARI_KM_B_DistanceRatio,Time_KM_B_ADLOF,ARI_KM_B_ADLOF,Time_KM_B_ADIF,ARI_KM_B_ADIF,Time_KM_B_ADEE,ARI_KM_B_ADEE,Time_KM_B_ADOCSVM,ARI_KM_B_ADOCSVM,Time_DBS_A_Distance,ARI_DBS_A_Distance,Time_DBS_A_DistanceRatio,ARI_DBS_A_DistanceRatio,Time_DBS_A_ADLOF,ARI_DBS_A_ADLOF,Time_DBS_A_ADIF,ARI_DBS_A_ADIF,Time_DBS_A_ADEE,ARI_DBS_A_ADEE,Time_DBS_A_ADOCSVM,ARI_DBS_A_ADOCSVM,Time_DBS_B_Distance,ARI_DBS_B_Distance,Time_DBS_B_DistanceRatio,ARI_DBS_B_DistanceRatio,Time_DBS_B_ADLOF,ARI_DBS_B_ADLOF,Time_DBS_B_ADIF,ARI_DBS_B_ADIF,Time_DBS_B_ADEE,ARI_DBS_B_ADEE,Time_DBS_B_ADOCSVM,ARI_DBS_B_ADOCSVM,Time_HAC_A_Distance,ARI_HAC_A_Distance,Time_HAC_A_DistanceRatio,ARI_HAC_A_DistanceRatio,Time_HAC_A_ADLOF,ARI_HAC_A_ADLOF,Time_HAC_A_ADIF,ARI_HAC_A_ADIF,Time_HAC_A_ADEE,ARI_HAC_A_ADEE,Time_HAC_A_ADOCSVM,ARI_HAC_A_ADOCSVM,Time_HAC_B_Distance,ARI_HAC_B_Distance,Time_HAC_B_DistanceRatio,ARI_HAC_B_DistanceRatio,Time_HAC_B_ADLOF,ARI_HAC_B_ADLOF,Time_HAC_B_ADIF,ARI_HAC_B_ADIF,Time_HAC_B_ADEE,ARI_HAC_B_ADEE,Time_HAC_B_ADOCSVM,ARI_HAC_B_ADOCSVM,Time_INERTIA_A_Distance,ARI_INERTIA_A_Distance,Time_INERTIA_A_DistanceRatio,ARI_INERTIA_A_DistanceRatio,Time_INERTIA_A_ADLOF,ARI_INERTIA_A_ADLOF,Time_INERTIA_A_ADIF,ARI_INERTIA_A_ADIF,Time_INERTIA_A_ADEE,ARI_INERTIA_A_ADEE,Time_INERTIA_A_ADOCSVM,ARI_INERTIA_A_ADOCSVM,Time_INERTIA_B_Distance,ARI_INERTIA_B_Distance,Time_INERTIA_B_DistanceRatio,ARI_INERTIA_B_DistanceRatio,Time_INERTIA_B_ADLOF,ARI_INERTIA_B_ADLOF,Time_INERTIA_B_ADIF,ARI_INERTIA_B_ADIF,Time_INERTIA_B_ADEE,ARI_INERTIA_B_ADEE,Time_INERTIA_B_ADOCSVM,ARI_INERTIA_B_ADOCSVM,Time_AVG_A_Distance,ARI_AVG_A_Distance,Time_AVG_A_DistanceRatio,ARI_AVG_A_DistanceRatio,Time_AVG_A_ADLOF,ARI_AVG_A_ADLOF,Time_AVG_A_ADIF,ARI_AVG_A_ADIF,Time_AVG_A_ADEE,ARI_AVG_A_ADEE,Time_AVG_A_ADOCSVM,ARI_AVG_A_ADOCSVM,Time_AVG_B_Distance,ARI_AVG_B_Distance,Time_AVG_B_DistanceRatio,ARI_AVG_B_DistanceRatio,Time_AVG_B_ADLOF,ARI_AVG_B_ADLOF,Time_AVG_B_ADIF,ARI_AVG_B_ADIF,Time_AVG_B_ADEE,ARI_AVG_B_ADEE,Time_AVG_B_ADOCSVM,ARI_AVG_B_ADOCSVM
volcanoes-d4,8654,4,204406,4.770140767097473,0.00018647703998237025,4.180991888046265,-0.0002652728385761048,5.124941468238831,-0.0002579323391055687,89.28473770618439,-2.260841661283737e-05,13.466535210609436,-3.5341000895158675e-05,4.7440303564071655,-0.00017749324193826676,4.336689114570618,8.135107155464318e-05,4.4179006814956665,-0.0002132540921539822,4.517081022262573,-0.00015029352909762096,84.6917245388031,5.21089094025298e-05,11.40466833114624,-0.0005773272315012224,4.291125774383545,-0.00012575575295991042,2.2541606426239014,-0.00035683591651748567,2.062565326690674,0.00013432041601433317,2.5144238471984863,8.248356271455822e-05,87.13916528224945,-2.459576261109597e-06,11.503499746322632,0.00010600977861240565,2.3558995723724365,-0.00017735099912820812,2.081987738609314,3.733229364882382e-05,2.071181058883667,2.1127562677363242e-05,2.543097496032715,3.4432782407056256e-05,86.59521961212158,9.392114709746012e-05,11.522262930870056,8.254931049426546e-05,2.4447696208953857,-0.00012308103975746634,2.361159086227417,-0.0005483747500123608,2.365960955619812,0.00013669721288338255,2.7898917198181152,-0.00023394541824400225,76.99012792110443,-0.00011004399679436544,10.916305780410767,-0.00022309418694669425,2.58973228931427,-0.00027981048567458553,2.3842965364456177,-0.0005483747500123608,2.395498752593994,-7.806189249296733e-05,2.771332859992981,-0.00023394541824400225,76.83563673496246,-0.0001435707448945731,10.974210143089294,-0.0001813276164730447,2.598559617996216,-0.00027981048567458553,4.039819836616516,0.0,4.725013732910156,-0.00013909930348125185,4.943001866340637,0.00018614889571514964,4.199909567832947,0.0,4.020489811897278,0.0,5.021065831184387,-0.00020000703059337054,4.244615077972412,0.0,3.969797372817993,0.0,4.087458372116089,0.0,4.1569026708602905,0.0,4.042897820472717,0.0,5.082663893699646,-0.00020000703059337054,4.12322473526001,-0.0008223022211806377,4.651018261909485,-0.0001673133068394612,6.025359630584717,-0.00015602180324734226,89.51435482501984,-9.803839595052635e-07,13.73024570941925,6.360964644546769e-05,4.818435072898865,-0.00023590599129589824,4.473951578140259,8.135107155464318e-05,5.15674364566803,-0.0001262095179617466,5.629703879356384,-0.00019610537381224382,91.19519293308258,-2.4904298084765043e-05,14.239426016807556,-5.9979830014479866e-05,5.310831785202026,-0.0003423680724015047
abalone,4177,9,208293,3.008633255958557,0.11397050336794523,2.80915904045105,0.066731969536274,3.092315673828125,0.1016658714023972,36.16622567176819,0.07668317960027726,7.830722689628601,0.09375381597650695,3.7359200716018677,0.10466441219169098,2.8533594608306885,0.112332336175079,2.527245283126831,0.09152122293566564,3.6704870462417603,0.1068488692136628,36.048919796943665,0.07313284948847941,8.01406466960907,0.10053632513126286,3.4664946794509888,0.08773454240987698,2.1241928339004517,0.06437701695137273,2.0551096200942993,0.051552637799757446,2.4456875324249268,0.05548504911690372,25.484891891479492,0.027028596873402304,6.036561369895935,0.05156776759672453,2.344343066215515,0.05317263034507613,2.2080479860305786,0.06437701695137273,2.103973865509033,0.0514329806676087,2.3809547424316406,0.05548504911690372,24.57719397544861,0.03343555641021379,6.182064056396484,0.05574688585580368,2.3406593799591064,0.05317263034507613,1.6538633108139038,0.08932328595109719,1.4775587320327759,0.07074610068185205,1.8355275392532349,0.0803489064316266,33.01482367515564,0.05214355178219643,5.962676167488098,0.07941012071615455,1.7515668869018555,0.07478446891704098,1.6095855236053467,0.08932328595109719,1.5193880796432495,0.06461056768489852,1.9305380582809448,0.0803489064316266,32.795207381248474,0.05705677660806547,6.099169492721558,0.0795916244953791,1.7744587659835815,0.07478446891704098,2.662905216217041,0.0,2.435210108757019,0.0,2.610704779624939,0.0,2.6504030227661133,0.0,4.56048309803009,0.010161291518480782,2.63301420211792,-0.00013437388570785555,2.638650417327881,0.0,3.075087547302246,0.04807139511713836,2.622841715812683,0.0401744532158133,2.6020902395248413,0.0,4.590771913528442,0.009928998498920243,2.69296658039093,0.009613515477342955,2.431947946548462,0.010255160315351631,2.3603055477142334,0.020463820425943875,2.7172422409057617,0.017657639400610783,26.113895177841187,0.044720582496913186,6.2365946769714355,0.008850880004448308,2.4628612995147705,0.009743681634102433,2.85509991645813,0.061293748245215315,2.571942687034607,0.051604346262871935,3.0027436017990112,0.052266113060157174,26.305238604545593,0.029517943219313184,6.709996700286865,0.009555701938408094,2.8911904096603394,0.05762546387591833
flare,1066,11,27874,1.5196142196655273,0.03800358944254262,1.2392061948776245,0.025170465040131283,1.2947427034378052,0.01789846266379581,14.775058388710022,0.011268204630356427,2.564598321914673,0.007922038540344702,1.390089511871338,0.023133962276769705,1.6093997955322266,0.03256962417522284,1.4791678190231323,0.014171897719065612,1.6173815727233887,0.028096101052762376,13.832832336425781,0.006154698108382416,3.112317681312561,0.04335122224360766,1.3985927104949951,0.012192616207046095,0.8427022695541382,0.028869862678668118,0.7440950870513916,0.03276913590336655,0.8615503311157227,0.029635466015051893,18.188671112060547,0.0049365875617180255,2.8719120025634766,0.040457646235277485,0.8825688362121582,0.015657358577331408,0.7871459722518921,0.029852345815265358,0.7621692419052124,0.013816418777301328,0.8984367847442627,0.03481088026045712,18.043797254562378,0.004956536630154847,2.842456102371216,0.041225195036432946,0.8687480688095093,0.009533917053621357,0.8569624423980713,0.030265284350901325,0.7949211597442627,0.023861789114990564,0.9483646154403687,0.03518524161361429,17.991105675697327,0.0070673929822301276,2.902832508087158,0.04122033780116881,0.929207444190979,0.014739307150082571,0.8687903881072998,0.018539771903698054,0.8081343173980713,0.02991104276895885,0.9789944887161255,0.037640440429358005,18.00751221179962,0.0026009690357096348,2.8801435232162476,0.0360648025508985,0.9422950744628906,0.010619795402691621,1.3026044368743896,-0.014365629025585056,1.1346837282180786,-0.00222826848570233,1.2039546966552734,-0.007576228703915266,1.3704057931900024,0.006114476095553218,1.234618067741394,0.012228952191106436,1.1987500190734863,-0.007358384311904238,1.2587542533874512,-0.005915236270363858,1.143674612045288,-0.005078320086895478,1.215598225593567,0.006114476095553218,1.3485586643218994,0.006114476095553218,1.1977351903915405,-0.007576228703915266,1.2123852968215942,-0.007576228703915266,1.5644952058792114,0.02824278766122456,1.5839637517929077,0.02732395906543497,1.6960270404815674,0.03524360444824562,13.770604372024536,0.00526098591187976,2.4332737922668457,-0.005940453852869636,1.6461209058761597,0.014796410973441556,1.6958986520767212,0.03208306355130611,1.4702961444854736,0.020148236456474136,1.576764702796936,0.01251204262019568,19.069222569465637,0.0035561391030968868,3.6165215969085693,0.041824564020503316,1.7975895404815674,0.01191620993362735
mfeat-pixel,2000,241,1925579,3.3350642919540405,0.24051934683339937,2.407680034637451,0.007818645571347455,3.355389714241028,0.0007713307584465067,26.65061354637146,0.027789063410201494,29.93861496448517,0.0391422477098276,3.6214187145233154,0.008468711687991782,3.549125909805298,0.0007713307584465067,2.3993968963623047,0.007889318042092612,3.631648302078247,0.0007713307584465067,26.469698905944824,0.028100345352233054,30.017575979232788,0.03986051884111567,3.7088050842285156,0.008466937049070882,2.2580829858779907,0.0007713307584465067,1.2740452289581299,0.007977155662322493,2.4046496152877808,0.0007713307584465067,25.623331427574158,0.0277200343886623,28.841612100601196,0.03950138327547163,2.5591412782669067,0.008470486326912682,2.313861608505249,0.0007713307584465067,1.3154429197311401,0.007697200922400902,2.4531790018081665,0.0007713307584465067,25.775494694709778,0.031802760376460334,28.791168332099915,0.03986051884111567,2.553984045982361,0.008466937049070882,2.2732036113739014,0.0007713307584465067,1.3073216676712036,0.007935471169004194,2.4318809509277344,0.0007713307584465067,25.484886169433594,0.03270587356094484,28.642703890800476,0.03986051884111567,2.4980030059814453,0.008468711687991782,2.3045631647109985,0.0007713307584465067,1.3371269702911377,0.007610526330975746,2.4847761392593384,0.0007713307584465067,25.663292050361633,0.028499168948199587,28.66172730922699,0.03986051884111567,2.5576647520065308,0.008466937049070882,3.4482717514038086,0.17680171070520528,1.8145349025726318,0.003188963398247293,2.779523491859436,0.0,9.196895837783813,0.00031423704948866987,2.712790608406067,-1.083431723849413e-05,2.7577192783355713,0.0001857441559986852,2.766050934791565,6.257007203045305e-05,1.7255767583847046,0.04091237877813704,2.8144073486328125,0.00029666003804068266,5.989781022071838,0.00015711852474433493,2.773595690727234,0.0,2.909514307975769,0.0,3.503148317337036,0.4779640479416876,3.0119494199752808,0.4552412003695706,4.005003094673157,0.4777955609588608,49.7484974861145,0.3945799438619636,46.30064642429352,0.28595797144658797,4.258628487586975,0.03388597051429539,3.789222240447998,0.475660732975023,3.1011996269226074,0.45239743243244573,4.003993511199951,0.475660732975023,49.62843716144562,0.3696332236561404,46.546119689941406,0.28595797144658797,4.362089991569519,0.03432866457540153
PieChart3,1077,38,195602,1.0854671001434326,0.017428739555836487,1.086130976676941,0.06647365323322549,1.272048830986023,0.04792314407850331,8.670210719108582,0.06156064966576154,4.006115674972534,0.0008004805458938626,1.2102700471878052,0.046568039098016545,1.2372987270355225,0.01903124918439244,1.1889917850494385,0.03517579308973438,1.2695057392120361,0.05305564741763575,8.343785285949707,0.05765593599599225,3.6720454692840576,0.00046504709031091495,1.1796292066574097,0.04694098212641093,0.5918642282485962,0.011963621393890438,0.4487696886062622,0.04348555142295488,0.6152487993240356,0.03925432111400638,10.339811325073242,0.04854430002338816,4.070296764373779,0.0009893396572147588,0.6388568878173828,0.05256338127756384,0.6636072397232056,0.01903124918439244,0.46069514751434326,0.058581448059223815,0.7488741874694824,0.0560470828853403,7.589621901512146,0.03808334006453763,3.9913535118103027,0.0010099072466708346,0.7404407262802124,0.052277873002115824,0.5348951816558838,0.019113995156643557,0.3670881986618042,0.03883738201984373,0.6159306764602661,0.04704577363329804,8.027640461921692,0.0615079743545056,3.0259331464767456,0.0004918192076307956,0.6258357763290405,0.05046939589475638,0.5323823690414429,0.019196741128894676,0.466144323348999,0.03594535509311354,0.679848313331604,0.04704577363329804,7.504299521446228,0.0459382386335652,2.96118700504303,0.0005089361083490488,0.6578171253204346,0.04694098212641093,1.3583840131759644,0.09619690069907434,1.3015564680099487,0.04556182326926102,1.6015419960021973,0.106551398769346,7.905446171760559,0.007549115720382516,2.7385222911834717,0.0018493701444661304,1.5495350360870361,0.0810960990086187,1.4342355728149414,0.09578912632356512,1.309033989906311,0.04441336731751208,1.6176705360412598,0.10642726266707718,20.69887375831604,0.07531751763792646,6.585144519805908,0.0016806869073858616,1.3962565660476685,0.00962625652678947,1.1695382595062256,0.019113995156643557,1.0612882375717163,0.03868389979727021,1.4468884468078613,0.03925432111400638,8.6724853515625,0.06136057029991709,3.7386683225631714,0.00046504709031091495,1.3699908256530762,0.05084233892315077,1.1444478034973145,0.01903124918439244,1.134149432182312,0.03528348358004628,1.4119770526885986,0.04358873259625484,8.998909831047058,0.06148087610564833,3.7720227241516113,0.0004918192076307956,1.2400301694869995,0.056297544460054
yeast_ml8,2417,117,2799572,3.391996383666992,-0.0014029751328714169,2.416452407836914,-0.003934665529622822,2.995946764945984,-0.004961000383613953,42.76062297821045,-0.00046187368613963937,18.18623960018158,-0.00025613593820538816,3.6187103986740112,-0.0007019544836790413,3.0461758375167847,-0.004315721110762442,2.7567646503448486,-0.002476573303877224,3.55199933052063,-0.0006454259874793303,43.59381568431854,-0.0008670111412379752,15.96351957321167,-0.00027187549251734666,3.6960086822509766,-0.000949802485880453,1.7990905046463013,-0.0006363561689311792,1.0705510377883911,-0.0033903159035695548,2.0796607732772827,-0.0006025938064869472,43.40016424655914,-0.0007605067005693115,18.024759888648987,-0.00033114991268777094,2.5338858366012573,0.000614774250066128,1.8380008935928345,-0.0006363561689311792,1.1084938049316406,-0.0033903159035695548,2.1326929330825806,-0.0006025938064869472,42.418301701545715,-0.0011209067275933422,18.05396556854248,-0.00033114991268777094,2.537445545196533,0.000614774250066128,1.9275245666503906,-0.0005426874745416005,1.1391829252243042,0.0002741945969180437,2.1669604778289795,-0.0004537563286871998,40.5482656955719,-0.0007759572817481882,16.911528944969177,-0.0002568171332932804,2.5251773595809937,0.0006584166863764544,1.923602819442749,-0.00044165546947235146,1.2038559913635254,-0.0009155118738849993,2.166058659553528,-0.0004537563286871998,40.41530883312225,-0.001272377157955374,16.72325575351715,-0.0002568171332932804,2.5417131185531616,0.0006584166863764544,2.6481853723526,0.0004266421362282158,1.6995596885681152,0.011820273922069668,2.6270246505737305,-0.001024271851582712,2.554736614227295,-0.001024271851582712,3.7873953580856323,-0.0012479386867689502,2.585235357284546,-0.001024271851582712,2.608957052230835,0.0004266421362282158,1.7702460289001465,0.0017334967293161762,2.671358108520508,-0.0011288291200713299,2.683794856071472,-0.002048543703165424,2.682613730430603,-0.002048543703165424,2.6690069437026978,-0.002048543703165424,3.092296600341797,-0.0023556889303802415,2.9126133918762207,-0.0013122216147184662,3.2620151042938232,-0.0003229657301091944,42.16214323043823,-0.0010527753886906599,4.752179980278015,-0.002286762836560665,3.9898189306259155,0.0008112817846803581,3.543774127960205,-0.0009666178638919038,2.482811450958252,-0.0017527878102760416,3.3905006647109985,-0.0014118885689109063,24.461435794830322,-0.0014539097469622032,18.969256043434143,-0.0002578843424848788,4.049712300300598,0.0003888819785252635
fri_c1_1000_50,1000,51,533205,1.8375728130340576,0.0023667713065902633,1.9928953647613525,0.00736625316034446,2.0383037328720093,0.003924064337898626,36.075727581977844,0.0005703586774012765,7.291061758995056,0.0005179431115229804,2.081751227378845,0.0004431082260349622,1.7571070194244385,-9.932155864997622e-05,1.3062797784805298,-0.0016011333047732195,1.6234568357467651,0.002241714409358998,35.16637694835663,0.0007159154958228794,2.7845826148986816,-0.0009311149776933434,1.6694259643554688,-0.0009350597893695394,0.8754652738571167,0.0,0.6050976514816284,-0.0015903297209531944,0.9325850009918213,0.0,17.430792689323425,-0.00021159643295909787,4.395981669425964,0.00019254574661954274,0.9810373783111572,-0.00017296312531881966,0.8763893842697144,0.0,0.6364386081695557,-0.0015903297209531944,0.9820146560668945,0.0,17.376976251602173,-0.00022055471777789995,4.578741788864136,0.0011637778301742071,0.9879206418991089,-0.00017296312531881966,1.1522780656814575,0.006192184389969414,0.8949390649795532,-0.0014215083544332026,1.214073896408081,0.005377935238487967,34.852091789245605,0.00042447531254877387,6.659476637840271,0.0008999689983090881,1.3205684423446655,0.00043681188358299193,1.1170985698699951,0.005377935238487967,0.9195683002471924,-0.0015662416538070817,1.2479925155639648,0.005377935238487967,34.66043138504028,0.0006812083026312476,6.8376219272613525,0.0014115070090749363,1.3589280843734741,0.00043681188358299193,1.3631552457809448,0.0012350967186546427,1.1703040599822998,0.004525693054968765,1.313883900642395,0.001233367452159538,9.319581627845764,0.002241714409358998,3.800932288169861,0.00047163318973986147,1.2452651262283325,0.0,1.2742929458618164,0.002045016041367334,1.0117650032043457,0.0,1.303890347480774,0.002241714409358998,1.2896456718444824,0.0,1.2762888669967651,0.0,1.375719428062439,0.0001525614056826818,1.6223357915878296,0.0030744715311356633,1.3283476829528809,-0.00058066014230568,1.7046035528182983,0.0,34.44559955596924,0.0005922175302755028,4.960240721702576,-7.442765678653682e-05,2.134707450866699,0.0004345765827079758,1.5841972827911377,-9.932155864997622e-05,1.648516058921814,0.0014964251044712012,2.0486114025115967,0.003924064337898626,22.783828377723694,-0.0003985286803084888,3.7787656784057617,-0.0010006515005281677,1.6611850261688232,0.0012707665594860968
collins,1000,20,96830,1.4193193912506104,0.0512480955875015,1.4185415506362915,0.007402268327374009,1.4856125116348267,0.001389907683673356,9.548672556877136,0.014159690157401716,5.878840208053589,0.01672173567796964,1.4914665222167969,0.04328728383165149,1.6257070302963257,0.027429976013047263,1.3797862529754639,0.007402268327374009,1.4008443355560303,0.001389907683673356,17.11521029472351,0.03847250664509617,6.358272075653076,0.017899337486850055,1.5624890327453613,0.009329345529301486,0.7792655229568481,0.03841995839280906,0.7086243629455566,0.028068429023965214,0.8658128976821899,0.040859404164647284,16.0182603597641,0.04061475530618836,4.691278696060181,0.011180654188965796,0.8686144351959229,0.034212849164993155,0.8014810085296631,0.038453208330372,0.7267153263092041,0.03612948588484562,0.8965777158737183,0.040859404164647284,16.49883258342743,0.03750205247928165,4.766738653182983,0.009594989060155176,0.8959741592407227,0.03427271357588461,0.8020024299621582,0.0372944411317647,0.7431042194366455,0.045531599120759624,0.899949312210083,0.03966003155412022,16.000030398368835,0.0373812092099326,4.67337954044342,0.010784692717652512,0.8993978500366211,0.0333644233145141,0.8319835662841797,0.037327691069327644,0.7528496980667114,0.034428258405950464,0.9214509725570679,0.03966003155412022,16.003841042518616,0.043810181778319184,4.789374113082886,0.011757515052157323,0.9226212501525879,0.0333644233145141,1.000048279762268,-0.0001834018681016076,0.9052098989486694,-0.00016430232257843178,0.9867711067199707,2.4832860937598416e-05,1.367889165878296,-0.0004489487444978899,1.0532009601593018,-0.00021936734680340982,0.9819450378417969,0.0,0.9951993227005005,-0.0006748805722906147,0.8955574035644531,0.0010366606397423264,0.9938457012176514,0.0003622731470829058,1.339892029762268,-0.00033744028614530737,1.3109809160232544,-0.00033744028614530737,1.0156052112579346,-0.00033744028614530737,1.336966633796692,0.028402215113961553,1.419670820236206,0.006370325738005385,1.5792948007583618,0.001389907683673356,5.65924859046936,0.0012518535980975028,5.633334398269653,0.012885195722270263,1.6976253986358643,0.0010009488234564773,1.5717692375183105,0.001389907683673356,1.5849276781082153,0.007228831086930253,1.5523210763931274,0.001389907683673356,17.5920147895813,0.040398054584470613,5.52069628238678,0.012328083001995298,1.7383118867874146,0.0333644233145141
mfeat-zernike,2000,48,1013281,2.090932846069336,0.22820069889904293,2.0968929529190063,0.15965347532356358,2.293691635131836,0.24221631265247956,29.39517617225647,0.09601067621825332,13.231828808784485,0.03985898046876786,2.4843850135803223,0.08756020658003075,2.116926670074463,0.22027371734641216,1.9143558740615845,0.3022990461411663,2.4383009672164917,0.10022596473166889,42.998992800712585,0.16575125583336386,12.394572019577026,0.034168177969849486,2.385653018951416,0.15051197467036984,0.9731123447418213,0.22808216929684805,0.7531226873397827,0.30145442221803875,1.1883598566055298,0.23532752549664046,42.20126032829285,0.1810518858999275,12.171935677528381,0.04124982852433958,1.2830414772033691,0.19058363983001847,1.0022679567337036,0.22808216929684805,0.8007117509841919,0.3028251790263722,1.2117183208465576,0.23532752549664046,43.608943462371826,0.1910953193197052,12.096331357955933,0.04124982852433958,1.3172093629837036,0.19058363983001847,1.2141367197036743,0.23432847020078806,1.0290817022323608,0.2712259841191952,1.4585001468658447,0.24221631265247956,42.34284448623657,0.179683345396084,12.38668441772461,0.04087797706462197,1.5759862661361694,0.18906346738511975,1.281105875968933,0.23432847020078806,1.0602524280548096,0.2977492881438417,1.4925954341888428,0.24221631265247956,42.75875544548035,0.20087629386111308,12.474395036697388,0.04087797706462197,1.6026519536972046,0.18906346738511975,1.7867385149002075,-1.2107589925493054e-05,1.2886396646499634,0.007042013095304675,1.8065871000289917,0.11736190031075004,13.10904610157013,-6.138510290789868e-05,7.14372181892395,0.018932901689516002,1.6792343854904175,-7.38922245017656e-05,1.7957725524902344,0.11411781994162423,1.5027350187301636,0.14173715879551718,1.875948429107666,0.11736190031075004,21.182897448539734,0.07060281515770206,1.6956580877304077,-3.69461122508828e-05,1.687988519668579,0.0,2.2525769472122192,0.23825882879683896,2.0955257415771484,0.24593381326676247,2.5348628759384155,0.12131273412078937,38.60435152053833,0.1324534460930547,12.886560916900635,0.03934103556630979,2.5935957431793213,0.18906346738511975,2.577394127845764,0.2343781517840413,2.0009806156158447,0.1349338210969994,2.6853243112564087,0.2421824287145189,30.99223041534424,0.08861480649747754,10.742459058761597,0.028372561875204365,2.5475138425827026,0.1502135835003977
cardiotocography,2126,36,349809,1.7654283046722412,0.0017783314840016198,1.5734398365020752,-0.002926114145836617,1.9331066608428955,0.0,13.920579075813293,0.0,9.762911558151245,0.00022483682834905378,1.9423456192016602,-0.005466197054638017,1.9696835279464722,0.0036391548947131403,1.508851408958435,0.0025187079702136206,1.8295865058898926,0.0,13.276553273200989,0.0,9.652601599693298,0.00022483682834905378,2.0793070793151855,-0.004166477701476514,0.6969246864318848,0.00524241006604719,0.5281622409820557,0.0008877690999902334,0.861975908279419,0.0035543602950647126,21.305148243904114,0.0008109274538569022,7.392045021057129,0.00011722697853716688,0.8035894632339478,0.004132519177053043,0.7359246015548706,0.005884580602590747,0.5595844984054565,-0.0004338857908845657,0.884427547454834,0.0032710035256967984,20.763062834739685,4.571396962778677e-05,7.263850092887878,0.00015565351701109,0.8365046977996826,0.004132519177053043,0.8270297050476074,0.005554608575164218,0.6669871807098389,0.00034143297014224786,0.9764057397842407,-0.00012536751712897607,21.787635803222656,0.0023674360371859593,7.494784832000732,0.00010645065797318841,0.9351128339767456,-0.0005739237031632741,0.8658270835876465,0.005554608575164218,0.6935423612594604,0.0014282803811142412,1.0076453685760498,-0.00012536751712897607,21.40845799446106,-0.0016322118641429696,7.509178400039673,0.00010645065797318841,0.96595299243927,-0.0005739237031632741,1.7475334405899048,0.0,1.658308744430542,-0.005647746730842905,1.906840205192566,0.0,5.588166356086731,0.0,2.7728970050811768,0.0,1.9648609161376953,0.0007044448382562336,1.8702501058578491,0.0,1.6807359457015991,-0.005680600804120271,1.9232016801834106,0.0,5.533260226249695,0.0,3.1172977685928345,0.0,1.9831377267837524,0.0007044448382562336,1.8251961469650269,0.0005623240590986209,1.6337831020355225,0.00290720544546176,2.0134477615356445,0.00022483682834905378,7.875860810279846,0.00022483682834905378,17.985307455062866,0.0,2.1434247493743896,-0.005466197054638017,1.798231601715088,0.0005623240590986209,1.5893173217773438,0.00036234135600746837,2.129310131072998,0.001653551022823325,21.857202410697937,0.0032974940143344093,8.211678743362427,0.00023582025136442534,1.838927149772644,0.002050723328381833
