Filename,Row,Columm,Mode,System,Time,ARI
2dplanes_OpenML,40768,10,Default,Jimmy,445.62313318252563,6.820970467632429e-07
Diabetes130US_OpenML,101766,49,Default,Jimmy,3258.134237766266,0.0002244107321924564
OnlineNewsPopularity_OpenML,39644,60,Default,Jimmy,215.26992917060852,-1.8607202721274955e-06
PhishingWebsites_OpenML,11055,30,Default,Jimmy,50.70493531227112,0.011232664467284551
eye_movements_OpenML,10936,27,Default,Jimmy,8.073078393936157,8.82259026671134e-05
fried_OpenML,40768,10,Default,Jimmy,287.1267170906067,0.04279039707515673
gas-drift-different-concentrations_OpenML,13910,129,Default,Jimmy,14.4003746509552,0.00024484848576924334
gas-drift_OpenML,13910,128,Default,Jimmy,14.72603154182434,-9.718464807526763e-05
mnist_784_OpenML,70000,784,Default,Jimmy,991.1871957778931,1.5069811431254129e-05
sylva_prior_OpenML,14395,108,Default,Jimmy,16.549063205718994,-0.010969461649092026
