Filename,Row,Columm,Actual_Time,Estimated_Time,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200,2300,2400,2500,2600,2700,2800,2900,3000
pendigits_OpenML,10992,16,173.6725762,38.98311703,0.761467934,0.823285818,0.670777559,0.907619715,0.873469591,0.964967251,0.959331036,0.77738452,0.927748919,0.931383848,1.04737401,1.090685368,1.153881788,0.885761738,0.967652321,1.349668503,1.598038435,1.80501771,1.744500637,1.770995617
CreditCardSubset_OpenML,14240,30,645.8605242,16.07768431,0.149197817,0.190812349,0.212418556,0.225696087,0.2599473,0.231961489,0.291136742,0.324644327,0.335629225,0.383317232,0.434494734,0.448035479,0.451809168,0.483839989,0.533853769,0.53645587,0.582063675,0.644873381,0.759527206,0.745481968
gas-drift-different-concentrations_OpenML,13910,129,14.38184619,-29.33462368,0.176041365,0.220050335,0.233636379,0.233311415,0.262548208,0.833555937,0.901843548,0.837440014,1.080480814,0.984274626,0.936423302,0.993202925,0.860136032,1.190392017,0.952870131,1.17720437,1.309554577,1.198604345,1.361569405,1.391275644
numerai28.6_OpenML,96320,21,2659.739009,394.6426851,0.176073074,0.184626341,0.20656395,0.211649895,0.237188578,0.24245429,0.272277117,0.310638666,0.337935686,0.375415087,0.388490438,0.388372183,0.487663746,0.475278139,0.500486612,0.555887461,0.563600779,0.61293292,0.66254735,0.621123791
OnlineNewsPopularity_OpenML,39644,60,5716.853151,17561.62848,15.88246799,18.50071883,21.03637528,5.20849371,19.45713639,30.15121174,32.6449976,36.3331027,9.009306431,45.08421016,12.70664215,13.00224066,59.71754193,15.64607263,16.57510591,19.16495705,20.99903727,22.12491632,24.03910851,92.09259105
sylva_prior_OpenML,14395,108,15.96690488,15.64610608,0.178828955,0.209495544,0.246384859,0.226998806,0.229962826,0.277191877,0.303493261,0.342552423,0.315662622,0.385838747,0.416693211,0.439825296,0.47509408,0.576326132,0.667624712,0.653726578,0.688866377,0.76829958,0.699519396,0.720117092
har_OpenML,10299,561,247.3920202,267.6777179,1.795595646,2.070527554,3.055053234,3.710482836,7.299157381,7.036610126,9.135083914,10.38192582,7.654029369,12.64764261,12.36559725,18.78289223,17.71949577,17.7419045,17.11195588,21.14530897,21.50626469,30.65052366,31.04011989,23.1840229
Diabetes130US_OpenML,101766,49,3034.136296,351.6682656,0.177049637,0.232442856,0.203985929,0.230395555,0.263899326,0.281130791,0.331763029,0.297259331,0.375607491,0.393965006,0.421480894,0.447131157,0.818315029,0.514602184,0.541189909,0.607567549,0.628760576,0.63175106,0.695737839,0.807326794
MagicTelescope_OpenML,19020,10,2002.596866,384.9437701,0.298002243,0.260519743,0.381112099,0.344084501,0.394625902,0.625336885,0.438144684,0.561927795,0.755656719,0.754774809,0.816117764,1.048762798,1.268221378,1.343786478,1.703868866,2.142116547,2.549153566,4.769972324,2.658925772,3.045473814
fried_OpenML,40768,10,259.0028389,47.29492455,0.157187939,0.190163612,0.225145578,0.190187454,0.61654067,0.277121305,0.282331228,0.294493914,0.363243341,0.378269672,0.407382965,0.402267933,0.459322691,0.408299685,0.511028051,0.506381273,0.574451447,0.581279993,0.641228914,0.627978802
Kaggle_bike_sharing_demand_challange_OpenML,10886,10,979.3201358,-97.26069239,2.313643217,8.917878389,3.255664825,4.552745819,4.629802942,16.09530306,5.6761446,21.22362137,11.78652644,28.98178315,10.21800137,12.67252684,14.6518333,49.56419468,56.9744153,24.79502749,20.01833749,23.27070785,24.58728218,40.93442035
gas-drift_OpenML,13910,128,14.79360127,-47.55406305,0.191519499,0.159916878,0.204435587,0.258212566,0.259562969,0.959851503,0.903024197,0.997112989,0.848335505,1.074966192,1.069318295,1.100990057,0.968020678,1.065626621,1.050561428,1.114988565,1.146602392,1.307615519,1.268660307,1.26963377
house_16H_OpenML,22784,16,2402.735287,3809.855198,4.088036537,6.707098961,4.82696414,11.87699509,14.39209986,14.86085176,8.660042286,12.05468702,19.62320065,20.47082949,13.31445622,29.06207085,30.29951167,33.56139588,27.67687297,38.31219363,29.81350374,26.3051033,47.09749484,57.96379757
nomao_OpenML,34465,118,2950.707779,7650.277378,3.233237982,2.772778749,4.225805283,2.859921932,3.056380749,2.887283564,4.356970787,4.826250792,6.540276289,6.591553926,5.812418938,6.530295372,14.18732452,10.76274657,9.849363804,11.65160561,10.53286052,13.92052484,23.85550499,23.18377876
pol_OpenML,15000,48,1362.699917,13781.55962,0.686776876,1.013482571,1.066358805,1.144582272,1.072789431,1.473048449,2.189735174,2.31796217,4.018675089,4.665308952,5.886812925,6.644344568,8.741881847,9.060872078,9.771759033,25.97197509,19.96853399,20.93604732,91.11947012,191.5789454
ailerons_OpenML,13750,40,1243.20627,2245.799726,4.650089502,3.994506598,3.724260807,6.924856424,4.077752352,11.85731697,18.1684463,13.18185306,25.46835279,16.91645241,46.92317319,37.28879452,54.7064445,35.29943466,17.44877124,30.19923067,56.93886423,90.79102659,72.14632058,66.46413207
eye_movements_OpenML,10936,27,7.975236416,6.880700445,0.160591602,0.178570509,0.223653078,0.235912561,0.234740734,0.262377501,0.28855443,0.275627613,0.327400684,0.303733826,0.358142614,0.403958321,0.425456762,0.439223289,0.480733156,0.537899256,0.526312113,0.590732574,0.592520952,0.623984337
letter_OpenML,20000,16,7410.441232,4803.861529,4.597757816,12.03982401,10.07152128,16.05761051,18.88245702,20.704422,24.83566976,24.71103525,31.03927469,45.25500202,50.3915267,32.20645285,51.85453081,52.19612646,136.950187,56.41333032,71.12556362,97.74629116,75.93802357,108.8889189
eeg-eye-state_OpenML,14980,14,811.9456005,-268.4516633,2.914782286,1.794444799,3.753266335,10.41730046,9.77345562,14.73584175,4.506629705,7.557231903,16.4972806,14.32935834,27.71977305,14.98338294,29.8994875,29.30828357,34.59586024,31.48530364,37.31946182,32.16133189,36.14452505,24.42522168
Ailerons_OpenML,13750,40,3136.310353,2981.320392,0.948625803,0.940188646,1.22406745,1.286045074,1.949997663,2.7595222,3.692431211,2.796798706,4.138837337,4.322991133,6.620357275,6.785170555,9.990126848,11.42064023,13.08234525,13.07410598,15.35123181,22.92842054,38.41463614,50.30116224
PhishingWebsites_OpenML,11055,30,21.15482187,39.88249788,0.153005362,0.194267273,0.262418985,0.395579576,0.431487322,0.441541672,0.606368303,0.569371223,0.801016569,0.718288183,0.852532864,0.87526989,0.981560946,1.007114887,1.108606577,1.18235898,1.506455183,1.491345167,2.021919489,2.088286877
