Filename,Row,Columm,Actual_Time,Estimated_Time,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200,2300,2400,2500,2600,2700,2800,2900,3000
pendigits_OpenML,10992,16,12.77912879,-11.13864856,0.866025925,0.778124094,0.73435998,1.046815634,1.784831285,0.91707921,0.808272839,0.823659897,0.963815689,0.995724916,1.196021557,1.136864901,2.531708241,1.111535311,1.051618576,0.982830048,1.880062103,1.227354288,1.300230503,1.188767195
CreditCardSubset_OpenML,14240,30,18.95598865,20.92196404,0.180736542,0.25694561,0.245219946,0.261408091,0.247898579,0.277406216,0.28401351,0.316749573,0.336697817,0.378856182,0.419326305,0.416449547,0.462195396,0.481788158,0.500691652,0.545330763,1.111500263,0.659570217,0.676925182,0.686631441
gas-drift-different-concentrations_OpenML,13910,129,15.41419387,-38.71978701,0.154951572,0.169174433,0.244651556,0.263744116,0.255922318,0.879579067,1.282813787,0.87279129,0.845436335,1.015039206,1.060811281,0.924160242,0.767787457,1.067165375,1.505030632,1.140431404,1.22219348,1.308804274,1.328131437,1.349133015
numerai28.6_OpenML,96320,21,3037.115325,541.9688728,0.153877258,0.201711655,0.286416769,0.224266291,0.244052887,0.277472973,0.315503836,0.259289742,0.319061279,0.405485392,0.366642475,0.464609623,0.441494465,0.494138241,0.522583246,0.566695452,0.602107048,0.650035858,0.648309469,0.663658857
OnlineNewsPopularity_OpenML,39644,60,3848.282233,-20827.92878,4.933683634,18.29037952,5.45758009,6.010238171,6.749259949,32.44494557,8.158230066,39.50467443,10.07143116,48.38519359,52.70222759,14.32551074,64.77182436,15.14420176,15.82376862,79.89204192,19.35604095,83.62858367,23.55537844,24.72210932
sylva_prior_OpenML,14395,108,16.10720134,13.03998343,0.195316076,0.204622507,0.210066319,0.223203421,0.238991976,0.243661404,0.304438114,0.325456858,0.357336998,0.376321793,0.420210838,0.434484243,0.45315671,0.499580145,0.511045933,0.536208868,0.546490669,0.638405561,0.666423321,0.702665567
har_OpenML,10299,561,11.7030282,-16.48391748,0.189768791,0.232647657,0.278198242,0.294146299,0.339305878,0.833295584,0.969632149,0.825649738,1.069625854,1.168859243,0.959422588,0.983280182,1.122191191,1.28759408,1.042987585,1.037950516,1.292014837,1.51186204,1.267872334,1.38457942
Diabetes130US_OpenML,101766,49,3158.998155,688.8107411,0.170954943,0.186693192,0.245214701,0.234736443,0.268814564,0.260591269,0.321288586,0.306298971,0.340705156,0.372486353,0.43355751,0.451520443,0.466721773,0.495049238,0.520151615,0.586521864,0.609806299,0.649622679,0.693161249,0.724482059
MagicTelescope_OpenML,19020,10,56.87773848,35.42221632,0.209518671,0.247675657,0.251858711,0.274733067,0.30447793,0.358736515,0.366578102,0.40712142,0.443316698,0.467802763,0.472189188,0.533662319,0.578206539,0.656241179,0.700238466,0.723315001,0.783117294,0.850409269,0.876528978,0.928531408
fried_OpenML,40768,10,261.8143499,-56.0614245,0.136356592,0.179689407,0.204359293,0.217999697,0.257563829,0.257854462,0.276923895,0.303772449,0.342612028,0.358878851,0.346589804,0.936769962,0.452473879,0.468455791,0.493112326,0.493246078,0.542481899,0.595258951,0.629864454,0.676941156
Kaggle_bike_sharing_demand_challange_OpenML,10886,10,304.4064755,412.6679505,2.279291153,2.605655909,2.720450163,3.407035112,5.015496492,4.481400728,5.101210833,5.478290796,10.79437184,28.2787571,9.280344009,10.70366287,9.876527548,43.67081118,29.32508302,14.5940268,18.24645543,17.135216,60.24061918,20.31703448
