Filename,Mode,Time,ARI
20_newsgroups.drift_OpenML,A,2423.7396404743195,-0.0004425788657454224
20_newsgroups.drift_OpenML,B,2119.6446323394775,-0.0004116907582872115
2dplanes_OpenML,A,10.871066999435424,5.582058524933051e-07
2dplanes_OpenML,B,14.371483659744262,4.984887942275827e-07
Ailerons_OpenML,A,4.655467844009399,0.0010315266673275262
Ailerons_OpenML,B,4.538882207870484,0.0009816746818814017
BNG(2dplanes)_OpenML,A,1311.630702161789,5.409713410210877e-08
BNG(2dplanes)_OpenML,B,1469.1393158912658,9.700582955300142e-08
