Filename,Row,Column,Time,ARI,BatchCount,BatchSize
20_newsgroups.drift_OpenML,399940,1000,1935.4541314442952,-0.018737737472075217,3999,100
20_newsgroups.drift_OpenML,399940,1000,1714.5118789672852,0.0013298926867167406,1999,200
20_newsgroups.drift_OpenML,399940,1000,1645.8069190979004,-0.008302241364123834,1333,300
20_newsgroups.drift_OpenML,399940,1000,1591.3363428910573,-0.0006099716766543121,999,400
20_newsgroups.drift_OpenML,399940,1000,1504.6739129225414,0.00036111608208084584,799,500
20_newsgroups.drift_OpenML,399940,1000,1506.3822198708851,-0.00018305089495724506,666,600
20_newsgroups.drift_OpenML,399940,1000,1489.2133130232494,-0.002800342227519469,571,700
20_newsgroups.drift_OpenML,399940,1000,1399.416126171748,-0.001627114713155375,499,800
20_newsgroups.drift_OpenML,399940,1000,1386.811519940694,-0.001988475104617313,444,900
20_newsgroups.drift_OpenML,399940,1000,1406.1728434562683,-0.011775977251788495,399,1000
20_newsgroups.drift_OpenML,399940,1000,1362.6365926265717,-0.007136358839315894,363,1100
20_newsgroups.drift_OpenML,399940,1000,1390.8128453095753,0.0016773216430078064,333,1200
20_newsgroups.drift_OpenML,399940,1000,1380.055814743042,-0.010705579371310529,307,1300
20_newsgroups.drift_OpenML,399940,1000,1393.5797083377838,-0.009242242278394056,285,1400
20_newsgroups.drift_OpenML,399940,1000,1432.0085864861805,-0.004474352820753948,266,1500
2dplanes_OpenML,40768,10,3.7071784337361655,3.8550374400209025e-07,407,100
2dplanes_OpenML,40768,10,2.641907533009847,4.3923155054969527e-07,203,200
2dplanes_OpenML,40768,10,2.380084991455078,3.576428670534886e-07,135,300
2dplanes_OpenML,40768,10,2.7924464543660483,4.609994637594256e-07,101,400
2dplanes_OpenML,40768,10,2.629234790802002,4.939906960531284e-07,81,500
2dplanes_OpenML,40768,10,2.749476432800293,4.796669287908733e-07,67,600
2dplanes_OpenML,40768,10,2.44193967183431,4.751701324960017e-07,58,700
2dplanes_OpenML,40768,10,2.5801850954691568,4.7450677456512014e-07,50,800
2dplanes_OpenML,40768,10,2.3139305114746094,4.847153992912567e-07,45,900
2dplanes_OpenML,40768,10,2.309617837270101,4.6471710508391654e-07,40,1000
2dplanes_OpenML,40768,10,2.1232311725616455,1.5024832378890763e-07,37,1100
2dplanes_OpenML,40768,10,2.1477381388346353,4.775508544920034e-07,33,1200
2dplanes_OpenML,40768,10,2.0560972690582275,4.4787755470814425e-07,31,1300
2dplanes_OpenML,40768,10,2.0937089920043945,4.842373166546325e-07,29,1400
2dplanes_OpenML,40768,10,1.9119298458099365,4.767253112209835e-11,27,1500
Ailerons_OpenML,13750,40,2.6184733708699546,0.0007476610355109824,137,100
Ailerons_OpenML,13750,40,2.1746657689412436,0.0027326286092678675,68,200
Ailerons_OpenML,13750,40,2.0155038038889566,0.0003531319317161393,45,300
Ailerons_OpenML,13750,40,1.9750354290008545,0.0008828189317493479,34,400
Ailerons_OpenML,13750,40,1.8249038060506184,0.0001325553926540829,27,500
Ailerons_OpenML,13750,40,1.773640235265096,0.0006594719860670825,22,600
Ailerons_OpenML,13750,40,1.8809703985850017,0.0007781459687949721,19,700
Ailerons_OpenML,13750,40,1.6352981726328533,0.0014739066502206877,17,800
Ailerons_OpenML,13750,40,1.4639205932617188,0.0004593340189103286,15,900
Ailerons_OpenML,13750,40,1.5988436539967854,0.002586679299230314,13,1000
Ailerons_OpenML,13750,40,1.6483784516652424,0.0012019750870782275,12,1100
Ailerons_OpenML,13750,40,1.5903462568918865,0.0006243272525425518,11,1200
Ailerons_OpenML,13750,40,1.5569690863291423,-0.0005306729923737709,10,1300
Ailerons_OpenML,13750,40,1.5781404972076416,0.0005152292368706194,9,1400
Ailerons_OpenML,13750,40,1.5898420015970867,0.0005152292368706194,9,1500
BNG(2dplanes)_OpenML,177147,10,17.26584029197693,9.285425741075448e-09,1771,100
BNG(2dplanes)_OpenML,177147,10,12.741196552912394,4.190780308490772e-08,885,200
BNG(2dplanes)_OpenML,177147,10,11.42818546295166,5.030264438929057e-08,590,300
BNG(2dplanes)_OpenML,177147,10,11.782843589782715,5.233402742145576e-08,442,400
BNG(2dplanes)_OpenML,177147,10,12.588270902633667,5.310321498244393e-08,354,500
BNG(2dplanes)_OpenML,177147,10,12.395113786061605,5.310869120987224e-08,295,600
BNG(2dplanes)_OpenML,177147,10,12.171867450078329,5.338398258623736e-08,253,700
BNG(2dplanes)_OpenML,177147,10,11.819499810536703,5.462749820997821e-08,221,800
BNG(2dplanes)_OpenML,177147,10,11.429167826970419,5.2059446633396944e-08,196,900
BNG(2dplanes)_OpenML,177147,10,11.18893019358317,3.567160466079068e-08,177,1000
BNG(2dplanes)_OpenML,177147,10,10.606678167978922,5.394092611595538e-08,161,1100
BNG(2dplanes)_OpenML,177147,10,10.206928650538126,5.169775379566981e-08,147,1200
BNG(2dplanes)_OpenML,177147,10,9.994866689046225,1.7542844681631798e-08,136,1300
BNG(2dplanes)_OpenML,177147,10,9.509030977884928,5.167659150500908e-08,126,1400
BNG(2dplanes)_OpenML,177147,10,9.681682268778482,5.431281488421634e-08,118,1500
BNG(Australian)_OpenML,1000000,14,137.89924629529318,0.10308512092973565,10000,100
BNG(Australian)_OpenML,1000000,14,107.7545169989268,0.08128129013568365,5000,200
BNG(Australian)_OpenML,1000000,14,98.99960533777873,0.042835703450005584,3333,300
BNG(Australian)_OpenML,1000000,14,107.23168571790059,0.05357093882923078,2500,400
BNG(Australian)_OpenML,1000000,14,109.28960108757019,0.21605116005710392,2000,500
