Filename,BatchCount,BatchSize,Time,TimePart,TimeHAPV,TimeRerun,TimeMerge
BNG(2dplanes)_OpenML,1771,100,23.41178822517395,0.06825113296508789,0.058998823165893555,4.499721050262451,18.78481698036194
BNG(2dplanes)_OpenML,1771,100,23.65800905227661,0.07298684120178223,0.056282758712768555,4.517169237136841,19.01156973838806
BNG(2dplanes)_OpenML,1771,100,23.193191289901733,0.03215956687927246,0.06273198127746582,4.5024330615997314,18.595866203308105
BNG(2dplanes)_OpenML,1771,100,23.1841881275177,0.031874656677246094,0.06370258331298828,4.463953733444214,18.624656677246094
BNG(2dplanes)_OpenML,885,200,16.56392502784729,0.012403249740600586,0.03957080841064453,2.915733575820923,13.596216917037964
BNG(2dplanes)_OpenML,885,200,16.546802043914795,0.015831470489501953,0.06963157653808594,2.9178597927093506,13.54347848892212
BNG(2dplanes)_OpenML,885,200,16.6759831905365,0.016505956649780273,0.06575512886047363,2.929105520248413,13.664615869522095
BNG(2dplanes)_OpenML,885,200,16.638320684432983,0.016228199005126953,0.0659024715423584,2.9188003540039062,13.637388944625854
BNG(2dplanes)_OpenML,885,200,16.733283519744873,0.015737056732177734,0.06821441650390625,2.9681105613708496,13.681221008300781
BNG(2dplanes)_OpenML,590,300,14.579217910766602,0.00859212875366211,0.04801511764526367,2.5701985359191895,11.952411651611328
BNG(2dplanes)_OpenML,590,300,14.500019550323486,0.010855674743652344,0.047136783599853516,2.5292956829071045,11.912730932235718
BNG(2dplanes)_OpenML,590,300,14.516122579574585,0.010811328887939453,0.04688215255737305,2.556952476501465,11.90147614479065
BNG(2dplanes)_OpenML,590,300,14.575642347335815,0.010818004608154297,0.04701352119445801,2.5855400562286377,11.932270050048828
BNG(2dplanes)_OpenML,590,300,14.52116870880127,0.011440277099609375,0.049889564514160156,2.5221590995788574,11.937679290771484
BNG(2dplanes)_OpenML,442,400,12.997002601623535,0.006556987762451172,0.05009627342224121,2.4692301750183105,10.471118688583374
BNG(2dplanes)_OpenML,442,400,13.027156591415405,0.00801849365234375,0.05294513702392578,2.442391872406006,10.523800611495972
BNG(2dplanes)_OpenML,442,400,13.171514987945557,0.008339881896972656,0.050536394119262695,2.5055787563323975,10.607059478759766
BNG(2dplanes)_OpenML,442,400,13.006171941757202,0.008356571197509766,0.04869508743286133,2.438523769378662,10.510595560073853
BNG(2dplanes)_OpenML,442,400,13.055477380752563,0.008299827575683594,0.05045032501220703,2.4707067012786865,10.52601957321167
BNG(2dplanes)_OpenML,354,500,12.460821866989136,0.005232095718383789,0.05706167221069336,2.445253610610962,9.95327377319336
BNG(2dplanes)_OpenML,354,500,12.436706781387329,0.0066907405853271484,0.056543588638305664,2.4865708351135254,9.886901378631592
BNG(2dplanes)_OpenML,354,500,12.429261445999146,0.006692171096801758,0.06572461128234863,2.4444100856781006,9.912434101104736
BNG(2dplanes)_OpenML,354,500,12.352776288986206,0.006663799285888672,0.05906176567077637,2.4414045810699463,9.845645427703857
BNG(2dplanes)_OpenML,354,500,12.409294128417969,0.006844997406005859,0.054566144943237305,2.4856820106506348,9.862200260162354
