Filename,BatchCount,BatchSize,Time,TimePart,TimeHAPV,TimeRerun,TimeMerge
BNG(2dplanes)_OpenML,1771,100,25.57840585708618,0.031969308853149414,0.7877533435821533,5.079059600830078,19.679623126983643
BNG(2dplanes)_OpenML,1771,100,25.3911771774292,0.03225278854370117,0.7996692657470703,5.094836235046387,19.464418649673462
BNG(2dplanes)_OpenML,1771,100,25.530426263809204,0.03215217590332031,0.7846798896789551,5.080401420593262,19.63319230079651
BNG(2dplanes)_OpenML,1771,100,24.85436224937439,0.03286552429199219,0.7834649085998535,5.086639642715454,18.95139169692993
BNG(2dplanes)_OpenML,885,200,17.702834367752075,0.012746810913085938,0.8275368213653564,3.0191187858581543,13.84343147277832
BNG(2dplanes)_OpenML,885,200,17.566262245178223,0.016298532485961914,0.8228065967559814,3.0184519290924072,13.708704710006714
BNG(2dplanes)_OpenML,885,200,17.571386575698853,0.016321659088134766,0.8317129611968994,3.0211663246154785,13.702185153961182
BNG(2dplanes)_OpenML,885,200,17.499318838119507,0.016321659088134766,0.8392865657806396,3.0064339637756348,13.637276411056519
BNG(2dplanes)_OpenML,885,200,17.818135499954224,0.016735315322875977,0.8466079235076904,3.158529043197632,13.796262741088867
BNG(2dplanes)_OpenML,590,300,15.31038761138916,0.008588552474975586,0.9901225566864014,2.2912538051605225,12.020422458648682
BNG(2dplanes)_OpenML,590,300,15.427340507507324,0.01138162612915039,1.0068964958190918,2.329634428024292,12.079427242279053
BNG(2dplanes)_OpenML,590,300,15.297986507415771,0.010704278945922852,0.9971632957458496,2.3168022632598877,11.973316192626953
BNG(2dplanes)_OpenML,590,300,15.348020792007446,0.01121664047241211,0.984915018081665,2.334695816040039,12.017192840576172
BNG(2dplanes)_OpenML,590,300,15.350902795791626,0.011487245559692383,1.0034973621368408,2.2973649501800537,12.03855299949646
BNG(2dplanes)_OpenML,442,400,13.487954378128052,0.006656169891357422,1.0489916801452637,1.9273576736450195,10.504948377609253
BNG(2dplanes)_OpenML,442,400,13.490542888641357,0.008319854736328125,1.000680685043335,1.9811046123504639,10.500437498092651
BNG(2dplanes)_OpenML,442,400,13.562825202941895,0.008413553237915039,1.0134503841400146,1.9604218006134033,10.580538988113403
BNG(2dplanes)_OpenML,442,400,13.474298000335693,0.008306503295898438,1.0111229419708252,1.9294188022613525,10.525449275970459
BNG(2dplanes)_OpenML,442,400,13.537606000900269,0.008332490921020508,1.0504326820373535,1.9244122505187988,10.554428339004517
BNG(2dplanes)_OpenML,354,500,12.424575328826904,0.005399227142333984,1.0583462715148926,1.954880952835083,9.405948638916016
BNG(2dplanes)_OpenML,354,500,12.50189757347107,0.007460117340087891,1.0862116813659668,1.9133403301239014,9.494884967803955
BNG(2dplanes)_OpenML,354,500,12.523272514343262,0.00741267204284668,1.0947272777557373,1.9375886917114258,9.483543395996094
BNG(2dplanes)_OpenML,354,500,12.441190242767334,0.007483959197998047,1.0666592121124268,1.9075062274932861,9.459540128707886
BNG(2dplanes)_OpenML,354,500,12.456563234329224,0.00736546516418457,1.0678164958953857,1.891155481338501,9.490225553512573
BNG(2dplanes)_OpenML,295,600,12.684045791625977,0.0044040679931640625,1.274470567703247,1.739593744277954,9.665576696395874
BNG(2dplanes)_OpenML,295,600,12.613547563552856,0.006506204605102539,1.2534205913543701,1.7246780395507812,9.628942251205444
BNG(2dplanes)_OpenML,295,600,12.667605638504028,0.006779909133911133,1.2569715976715088,1.7684648036956787,9.635388612747192
BNG(2dplanes)_OpenML,295,600,12.63674807548523,0.006800413131713867,1.253899335861206,1.7250306606292725,9.651017189025879
