Filename,BatchCount,BatchSize,Time,TimePart,TimeHAPV,TimeRerun,TimeMerge
BNG(credit-a_COMMA_nominal_COMMA_1000000)_OpenML,10000,100,311.28610253334045,0.19358181953430176,0.5072879791259766,198.84799361228943,111.73723888397217
BNG(credit-a_COMMA_nominal_COMMA_1000000)_OpenML,10000,100,189.98695516586304,0.19528532028198242,0.35512328147888184,75.99863362312317,113.43791246414185
BNG(credit-a_COMMA_nominal_COMMA_1000000)_OpenML,10000,100,312.6281213760376,0.20279383659362793,0.43350696563720703,198.92315077781677,113.06866955757141
BNG(credit-a_COMMA_nominal_COMMA_1000000)_OpenML,10000,100,257.0796675682068,0.20437860488891602,0.49208664894104004,147.42745304107666,108.95574855804443
BNG(credit-a_COMMA_nominal_COMMA_1000000)_OpenML,5000,200,136.20011734962463,0.07930636405944824,0.4308347702026367,50.40003848075867,85.28993725776672
BNG(credit-a_COMMA_nominal_COMMA_1000000)_OpenML,5000,200,117.11873269081116,0.43123626708984375,0.4283268451690674,31.877514600753784,84.38165473937988
BNG(credit-a_COMMA_nominal_COMMA_1000000)_OpenML,5000,200,148.69787645339966,0.09717893600463867,0.4206087589263916,63.32973766326904,84.850350856781
BNG(credit-a_COMMA_nominal_COMMA_1000000)_OpenML,5000,200,147.2267735004425,0.10248160362243652,0.4191126823425293,60.84677600860596,85.858402967453
BNG(credit-a_COMMA_nominal_COMMA_1000000)_OpenML,5000,200,138.47389674186707,0.09971952438354492,0.4638659954071045,52.704158782958984,85.20615220069885
BNG(credit-a_COMMA_nominal_COMMA_1000000)_OpenML,3333,300,118.63903665542603,0.36406707763671875,0.7268893718719482,51.5120587348938,66.03602123260498
BNG(credit-a_COMMA_nominal_COMMA_1000000)_OpenML,3333,300,201.81097173690796,0.06476068496704102,0.5279266834259033,124.76014494895935,76.4581389427185
BNG(credit-a_COMMA_nominal_COMMA_1000000)_OpenML,3333,300,183.1887183189392,0.0674445629119873,0.7492129802703857,106.31056714057922,76.06149315834045
BNG(credit-a_COMMA_nominal_COMMA_1000000)_OpenML,3333,300,176.48972868919373,0.06735873222351074,0.792377233505249,100.5630841255188,75.06690812110901
BNG(credit-a_COMMA_nominal_COMMA_1000000)_OpenML,3333,300,119.10881900787354,0.06509733200073242,0.8405308723449707,51.74646282196045,66.45672750473022
BNG(credit-a_COMMA_nominal_COMMA_1000000)_OpenML,2500,400,189.2270703315735,0.040607452392578125,1.421675205230713,117.45961356163025,70.30517339706421
BNG(credit-a_COMMA_nominal_COMMA_1000000)_OpenML,2500,400,270.14383721351624,0.04878950119018555,1.1512084007263184,199.38397598266602,69.55986309051514
BNG(credit-a_COMMA_nominal_COMMA_1000000)_OpenML,2500,400,178.72920680046082,0.050286293029785156,1.4971487522125244,102.89395713806152,74.2878143787384
BNG(credit-a_COMMA_nominal_COMMA_1000000)_OpenML,2500,400,190.15486431121826,0.051052093505859375,1.5305542945861816,117.34791111946106,71.22534656524658
BNG(credit-a_COMMA_nominal_COMMA_1000000)_OpenML,2500,400,172.84430146217346,0.40197205543518066,0.9120814800262451,101.96637010574341,69.56387758255005
BNG(credit-a_COMMA_nominal_COMMA_1000000)_OpenML,2000,500,677.7602226734161,0.0322263240814209,3.3263375759124756,608.1308572292328,66.27080130577087
BNG(credit-a_COMMA_nominal_COMMA_1000000)_OpenML,2000,500,734.8165583610535,0.04127836227416992,4.887632608413696,663.3798513412476,66.5077953338623
BNG(credit-a_COMMA_nominal_COMMA_1000000)_OpenML,2000,500,647.4426910877228,0.04147696495056152,4.963022232055664,575.7559494972229,66.68224215507507
