Filename,BatchCount,Time,TimePart,TimeHAPV,TimeRerun,TimeMerge
2dplanes_OpenML,203,6.9313976764678955,0.0032274723052978516,0.5863587856292725,3.061075448989868,3.280735731124878
2dplanes_OpenML,135,7.638131380081177,0.002259969711303711,0.8703880310058594,3.803297281265259,2.9621856212615967
2dplanes_OpenML,101,17.918548107147217,0.0016415119171142578,2.0074384212493896,13.161510467529297,2.747957468032837
2dplanes_OpenML,81,24.300426721572876,0.0013608932495117188,4.909750461578369,16.7497718334198,2.639543056488037
2dplanes_OpenML,67,40.676598072052,0.0010924339294433594,8.773807525634766,29.256874561309814,2.6448233127593994
2dplanes_OpenML,58,27.197982788085938,0.0009489059448242188,6.291140794754028,18.395081996917725,2.5108108520507812
2dplanes_OpenML,50,55.89495396614075,0.0008261203765869141,12.430120706558228,40.91849684715271,2.5455098152160645
2dplanes_OpenML,45,88.63337540626526,0.00078582763671875,26.61724328994751,59.556108236312866,2.459237575531006
2dplanes_OpenML,40,57.21827530860901,0.0006957054138183594,18.9750657081604,35.77445435523987,2.4680590629577637
2dplanes_OpenML,37,53.92472434043884,0.000629425048828125,22.24056100845337,29.1508367061615,2.5326969623565674
2dplanes_OpenML,33,95.11147999763489,0.0005862712860107422,34.60065269470215,57.91386651992798,2.596374034881592
2dplanes_OpenML,31,111.7573471069336,0.0005326271057128906,31.904544353485107,77.42566514015198,2.426604747772217
2dplanes_OpenML,29,193.043559551239,0.0005183219909667969,65.05271887779236,125.51583480834961,2.4744873046875
2dplanes_OpenML,27,142.82261061668396,0.0004949569702148438,53.89344334602356,86.45665574073792,2.4720163345336914
Ailerons_OpenML,137,3.7820682525634766,0.0025031566619873047,0.28557729721069336,1.1177592277526855,2.3762283325195312
Ailerons_OpenML,68,3.224447011947632,0.001150369644165039,0.4094271659851074,0.9550154209136963,1.8588535785675049
Ailerons_OpenML,45,3.0534591674804688,0.0007758140563964844,0.6551246643066406,0.8677904605865479,1.5297679901123047
Ailerons_OpenML,34,4.136737585067749,0.000598907470703125,1.181725263595581,1.4742562770843506,1.4801568984985352
Ailerons_OpenML,27,8.996200561523438,0.0005023479461669922,3.061572551727295,4.630697011947632,1.3034284114837646
Ailerons_OpenML,22,13.899243116378784,0.0004138946533203125,5.526510715484619,7.136340856552124,1.2359774112701416
Ailerons_OpenML,19,9.753301858901978,0.0003616809844970703,4.16199254989624,4.369010925292969,1.2219364643096924
Ailerons_OpenML,17,17.8352108001709,0.0003311634063720703,10.068786859512329,6.578714609146118,1.1873779296875
Ailerons_OpenML,15,23.527632474899292,0.0003235340118408203,10.091139078140259,12.373167037963867,1.063002586364746
Ailerons_OpenML,13,41.26312279701233,0.0002772808074951172,19.92341113090515,20.316402912139893,1.023031234741211
Ailerons_OpenML,12,22.847156286239624,0.00027489662170410156,14.066216707229614,7.792780637741089,0.9878835678100586
Ailerons_OpenML,11,28.197704076766968,0.00023221969604492188,19.07484531402588,8.134401798248291,0.9882245063781738
Ailerons_OpenML,10,60.675880432128906,0.00020933151245117188,37.1579487323761,22.559158086776733,0.958564043045044
Ailerons_OpenML,9,46.410258054733276,0.00024890899658203125,32.6272668838501,12.812789678573608,0.9699523448944092
Ailerons_OpenML,9,38.38747310638428,0.00022459030151367188,27.121155500411987,10.301632404327393,0.9644603729248047
BNG(2dplanes)_OpenML,1771,29.81992530822754,0.027396440505981445,0.3705596923828125,9.791869401931763,19.630099534988403
BNG(2dplanes)_OpenML,885,21.424747943878174,0.014533758163452148,0.5548322200775146,5.131040811538696,15.724340677261353
BNG(2dplanes)_OpenML,590,54.021419286727905,0.009609699249267578,1.2215478420257568,38.33301091194153,14.457250595092773
BNG(2dplanes)_OpenML,442,50.43693256378174,0.006945133209228516,1.572946548461914,35.3164005279541,13.540640115737915
BNG(2dplanes)_OpenML,354,49.249090909957886,0.005685329437255859,3.4691171646118164,32.301894187927246,13.47239351272583
BNG(2dplanes)_OpenML,295,64.92972326278687,0.004808902740478516,5.442552328109741,46.424920320510864,13.057441473007202
BNG(2dplanes)_OpenML,253,108.65783739089966,0.004087209701538086,6.224833011627197,89.66977047920227,12.759146451950073
BNG(2dplanes)_OpenML,221,161.8021810054779,0.003712177276611328,8.693918228149414,140.44641375541687,12.65813660621643
BNG(2dplanes)_OpenML,196,382.50115442276,0.0033032894134521484,25.86913800239563,344.0618484020233,12.566864252090454
BNG(2dplanes)_OpenML,177,194.15104579925537,0.0028753280639648438,18.649798154830933,162.8183560371399,12.680015802383423
BNG(2dplanes)_OpenML,161,342.23089027404785,0.0027921199798583984,22.793575048446655,306.7504413127899,12.684081554412842
BNG(2dplanes)_OpenML,147,233.6111307144165,0.0024399757385253906,28.01792311668396,192.72507429122925,12.865693092346191
BNG(2dplanes)_OpenML,136,314.4646809101105,0.0022602081298828125,40.3981146812439,261.17128443717957,12.89302134513855
BNG(2dplanes)_OpenML,126,648.7722177505493,0.0020453929901123047,87.70413398742676,548.972145318985,12.093892812728882
BNG(2dplanes)_OpenML,118,325.55690932273865,0.0019347667694091797,57.960206031799316,255.34726119041443,12.247507095336914
BNG(pwLinear)_OpenML,1771,37.8299822807312,0.04990673065185547,0.3893909454345703,17.89264464378357,19.498039722442627
BNG(pwLinear)_OpenML,885,28.186696767807007,0.013877391815185547,0.667050838470459,11.866376638412476,15.639391660690308
BNG(pwLinear)_OpenML,590,49.48521685600281,0.009208440780639648,1.1130945682525635,33.818100929260254,14.544812679290771
BNG(pwLinear)_OpenML,442,34.39220690727234,0.007163524627685547,1.4785809516906738,19.08499574661255,13.821466207504272
