Filename,Row,Columm,Mode,System,Time_2060,Time_M2,Time_Jimmy,Time_Thelma,Time_Louise,ARI
BNG(credit-a_COMMA_nominal_COMMA_1000000)_OpenML,1000000,15,SS,2060,496.3815842,121.0686791,237.294611,412.8926232,450.859761,0.024504082
BNG(credit-a)_OpenML,1000000,15,SS,2060,1456.882448,355.3371824,696.4608775,1211.841927,1323.275667,0.024749053
BNG(credit-g_COMMA_nominal_COMMA_1000000)_OpenML,1000000,20,SS,2060,856.5169919,208.9065834,409.4569035,712.455012,777.9681166,0.004731792
BNG(credit-g)_OpenML,1000000,20,SS,2060,454.6634657,110.8935282,217.3513153,378.1912886,412.967499,0.000907113
BNG(cylinder-bands_COMMA_nominal_COMMA_1000000)_OpenML,1000000,39,SS,2060,968.2378299,236.1555683,462.8649139,805.3849501,879.4433363,0.005342454
BNG(cylinder-bands)_OpenML,1000000,39,SS,2060,1089.445074,265.7183108,520.8078892,906.2057272,989.5349894,0.006450244
BNG(dermatology_COMMA_nominal_COMMA_1000000)_OpenML,1000000,34,SS,2060,1088.953046,265.5983039,520.5726756,905.7964556,989.0880837,0.46077087
BNG(dermatology)_OpenML,1000000,34,SS,2060,911.3039498,222.2692561,435.647742,758.027071,827.7307097,0.170865246
BNG(elevators)_OpenML,1000000,18,SS,2060,531.8360667,129.7161138,254.243583,442.3838345,483.0628078,0.002202797
BNG(eucalyptus)_OpenML,1000000,19,SS,2060,628.3460832,153.2551422,300.3800787,522.661337,570.7221496,0.000447383
BNG(heart-c_COMMA_nominal_COMMA_1000000)_OpenML,1000000,13,SS,2060,967.7587123,236.0387103,462.6358722,804.9864176,879.0081572,0.045630265
BNG(heart-c)_OpenML,1000000,13,SS,2060,548.618268,133.8093337,262.2662941,456.3433517,498.3059587,0.008102371
BNG(heart-h_COMMA_nominal_COMMA_1000000)_OpenML,1000000,13,SS,2060,2428.434937,592.3012042,1160.91036,2019.984027,2205.729684,0.018009366
BNG(heart-statlog_COMMA_nominal_COMMA_1000000)_OpenML,1000000,13,SS,2060,977.1393261,238.3266649,467.1202632,812.789258,887.5285001,0.028003711
BNG(heart-statlog)_OpenML,1000000,13,SS,2060,529.1633255,129.0642257,252.9658824,440.1606353,480.6351765,0.00895679
BNG(hepatitis_COMMA_nominal_COMMA_1000000)_OpenML,1000000,19,SS,2060,673.5093353,164.2705696,321.9703164,560.2283506,611.7436012,0.012573889
BNG(hepatitis)_OpenML,1000000,19,SS,2060,858.127013,209.2992715,410.2265721,713.7942355,779.4304871,-0.000537946
BNG(hypothyroid_COMMA_nominal_COMMA_1000000)_OpenML,1000000,29,SS,M2,1669.084977,407.0938969,797.9040379,1388.353026,1516.017672,-0.003008289
BNG(ionosphere)_OpenML,1000000,34,SS,2060,639.6835184,156.0203703,305.7999258,532.0918709,581.019859,0
BNG(JapaneseVowels)_OpenML,1000000,14,SS,2060,509.5335982,124.2764874,243.5819153,423.8325326,462.8056391,0.004768131
BNG(kr-vs-kp_COMMA_1000_COMMA_1)_OpenML,1000000,36,SS,M2,2216.122103,540.517586,1059.414469,1843.381175,2012.88749,0.018106896
BNG(kr-vs-kp_COMMA_1000_COMMA_10)_OpenML,1000000,36,SS,M2,2014.640821,491.3758099,963.0965874,1675.788062,1829.883516,0.002403224
BNG(kr-vs-kp_COMMA_1000_COMMA_5)_OpenML,1000000,36,SS,M2,1493.775563,364.3355031,714.0975861,1242.5298,1356.785414,0.008043251
BNG(kr-vs-kp_COMMA_10000_COMMA_1)_OpenML,1000000,36,SS,M2,2506.027822,611.2262981,1198.003544,2084.526167,2276.206734,0.01824527
BNG(kr-vs-kp_COMMA_10000_COMMA_10)_OpenML,1000000,36,SS,M2,1417.354584,345.6962399,677.5646302,1178.962457,1287.372797,0.016041218
BNG(kr-vs-kp_COMMA_10000_COMMA_5)_OpenML,1000000,36,SS,M2,2378.345043,580.0841568,1136.964947,1978.319008,2160.2334,0.020644414
BNG(kr-vs-kp_COMMA_5000_COMMA_1)_OpenML,1000000,36,SS,M2,1591.427026,388.1529331,760.7797489,1323.756763,1445.481523,0.022633623
BNG(kr-vs-kp_COMMA_5000_COMMA_10)_OpenML,1000000,36,SS,M2,1334.607473,325.5140178,638.0074749,1110.133006,1212.214202,0.017838091
BNG(kr-vs-kp_COMMA_5000_COMMA_5)_OpenML,1000000,36,SS,M2,1269.619435,309.6632769,606.9400227,1056.07564,1153.186043,0.02215868
BNG(kr-vs-kp)_OpenML,1000000,36,SS,2060,1341.195731,327.1209101,641.1569838,1115.613152,1218.198269,0.008498234
BNG(labor_COMMA_nominal_COMMA_1000000)_OpenML,1000000,16,SS,2060,1404.227918,342.4946141,671.2894436,1168.043632,1275.449943,0.044734666
BNG(labor)_OpenML,1000000,16,SS,2060,853.2678626,208.1141128,407.9036611,709.7523703,775.0169561,0.035199324
BNG(letter_COMMA_1000_COMMA_1)_OpenML,1000000,16,SS,M2,1093.182631,266.62991,522.5946236,909.3146451,992.9297848,0.023181216
BNG(letter_COMMA_1000_COMMA_10)_OpenML,1000000,16,SS,M2,1685.783462,411.166698,805.8867281,1402.242907,1531.184783,0.003112119
BNG(letter_COMMA_1000_COMMA_5)_OpenML,1000000,16,SS,M2,1268.728624,309.4460058,606.5141714,1055.334658,1152.376926,0.007821111
BNG(letter_COMMA_10000_COMMA_1)_OpenML,1000000,16,SS,M2,1077.95808,262.916605,515.3165458,896.6507897,979.101437,0.033470442
BNG(letter_COMMA_10000_COMMA_10)_OpenML,1000000,16,SS,M2,1179.534839,287.6914241,563.8751912,981.1428328,1071.362863,0.02299675
BNG(letter_COMMA_10000_COMMA_5)_OpenML,1000000,16,SS,M2,950.5862665,231.8503089,454.4266054,790.7022935,863.4105503,0.026845038
BNG(letter_COMMA_5000_COMMA_1)_OpenML,1000000,16,SS,M2,1079.954223,263.4034691,516.2707994,898.311191,980.9145189,0.033506118
BNG(letter_COMMA_5000_COMMA_10)_OpenML,1000000,16,SS,M2,972.278149,237.141012,464.7963835,808.7457073,883.1131287,0.017086269
BNG(letter_COMMA_5000_COMMA_5)_OpenML,1000000,16,SS,M2,1539.672712,375.5299299,736.0386626,1280.707273,1398.473459,0.024076629
BNG(letter_COMMA_nominal_COMMA_1000000)_OpenML,1000000,16,SS,2060,1427.78659,348.2406317,682.5516381,1187.63985,1296.848112,0.070066015
BNG(letter)_OpenML,1000000,16,SS,2060,1000.754688,244.0865092,478.409558,832.432631,908.9781603,0.036045047
BNG(libras_move)_OpenML,1000000,90,SS,2060,1423.074181,347.0912637,680.2988769,1183.720046,1292.567866,5.07E-08
BNG(lymph_COMMA_1000_COMMA_1)_OpenML,1000000,18,SS,M2,1221.480278,297.922019,583.9271572,1016.033254,1109.461599,0.003792929
BNG(lymph_COMMA_1000_COMMA_10)_OpenML,1000000,18,SS,M2,1343.983794,327.8009253,642.4898136,1117.932276,1220.730646,0.000188352
BNG(lymph_COMMA_1000_COMMA_5)_OpenML,1000000,18,SS,M2,744.0580656,181.477577,355.6960509,618.9111286,675.8224967,0.000574078
BNG(lymph_COMMA_10000_COMMA_1)_OpenML,1000000,18,SS,M2,905.0831632,220.751991,432.6739024,752.8525901,822.0804145,0.018016729
BNG(lymph_COMMA_10000_COMMA_10)_OpenML,1000000,18,SS,M2,966.9745656,235.847455,462.2610118,804.3341605,878.2959224,0.003543673
BNG(lymph_COMMA_10000_COMMA_5)_OpenML,1000000,18,SS,M2,1787.669241,436.0168881,854.5931007,1486.991995,1623.726891,0.004416762
BNG(lymph_COMMA_5000_COMMA_1)_OpenML,1000000,18,SS,M2,782.4719292,190.846812,374.0597515,650.8639676,710.7135279,0.008621125
BNG(lymph_COMMA_5000_COMMA_10)_OpenML,1000000,18,SS,M2,825.6680366,201.382448,394.7095981,686.7947007,749.9482364,0.000482714
BNG(lymph_COMMA_5000_COMMA_5)_OpenML,1000000,18,SS,M2,1042.717396,254.321316,498.4697794,867.3374161,947.0925808,0.003850472
BNG(lymph_COMMA_nominal_COMMA_1000000)_OpenML,1000000,18,SS,2060,928.9704716,226.5781638,444.093201,772.7221698,843.777082,0.024715934
BNG(lymph)_OpenML,1000000,18,SS,2060,1214.760331,296.2830076,580.7146949,1010.443569,1103.35792,0.037187693
BNG(mfeat-fourier_COMMA_nominal_COMMA_1000000)_OpenML,1000000,76,SS,2060,1703.142931,415.400715,814.1854014,1416.682598,1546.952263,0.326374605
BNG(mfeat-fourier)_OpenML,1000000,76,SS,2060,1338.84088,326.546556,640.0312498,1113.654375,1216.059375,0.0296726
BNG(mfeat-karhunen_COMMA_nominal_COMMA_1000000)_OpenML,1000000,64,SS,2060,853.736414,208.2283936,408.1276515,710.1421135,775.4425378,0.36332845
BNG(mfeat-karhunen)_OpenML,1000000,64,SS,2060,1075.886866,262.4114308,514.3264044,894.9279436,977.2201683,0.440075501
BNG(mfeat-zernike_COMMA_nominal_COMMA_1000000)_OpenML,1000000,47,SS,2060,1158.807585,282.6359963,553.9665527,963.9018018,1052.53645,0.205078481
BNG(mfeat-zernike)_OpenML,1000000,47,SS,2060,1929.600317,470.6342236,922.4430783,1605.050956,1752.641849,0.209483583
BNG(mushroom)_OpenML,1000000,22,SS,2060,566.7548273,138.2328847,270.936454,471.42943,514.7792626,0.045164069
BNG(mv)_OpenML,78732,10,SS,2060,87.31696033,21.29681959,41.7417664,72.63067353,79.30935615,-3.47E-08
BNG(optdigits)_OpenML,1000000,64,SS,2060,1768.325063,431.298796,845.3456402,1470.901414,1606.156716,0.398427167
BNG(page-blocks_COMMA_nominal_COMMA_295245)_OpenML,295245,10,SS,2060,242.9059856,59.24536234,116.1209102,202.0503837,220.6297294,0.038175919
BNG(page-blocks)_OpenML,295245,10,SS,M2,836.9271901,204.128583,400.0920227,696.1601195,760.1748431,0.006789885
BNG(pbc)_OpenML,1000000,18,SS,2060,328.6392169,80.15590656,157.1055769,273.3637037,298.500596,-7.78E-11
BNG(pendigits_COMMA_nominal_COMMA_1000000)_OpenML,1000000,16,SS,M2,950.4041278,231.8058848,454.3395342,790.5507895,863.245115,0.298727842
BNG(pendigits)_OpenML,1000000,16,SS,2060,1030.343269,251.3032363,492.5543431,857.0445571,935.853252,0.325842067
BNG(pharynx)_OpenML,1000000,10,SS,2060,476.091892,116.1199737,227.5951485,396.0155583,432.4307821,1.71E-09
BNG(primary-tumor)_OpenML,1000000,17,SS,2060,946.4859784,230.8502386,452.4664677,787.2916537,859.6862885,0.063339232
BNG(puma32H)_OpenML,1000000,32,SS,2060,1041.637869,254.0580169,497.9537131,866.4394608,946.1120549,8.14E-07
BNG(pwLinear)_OpenML,177147,10,SS,M2,434.1574862,105.8920698,207.5484568,361.1343148,394.3420679,-8.29E-09
BNG(satellite_image)_OpenML,1000000,36,SS,2060,1230.426381,300.1039954,588.203831,1023.474666,1117.587279,0.278864979
BNG(satimage)_OpenML,1000000,36,SS,2060,1170.850951,285.5734026,559.7238691,973.9195322,1063.475351,0.272069236
BNG(segment)_OpenML,1000000,19,SS,2060,243.1461041,59.30392783,116.2356985,202.2501155,220.8478272,0.024596385
BNG(sick_COMMA_nominal_COMMA_1000000)_OpenML,1000000,29,SS,2060,1178.9458,287.5477561,563.593602,980.6528674,1070.827844,0.001714314
BNG(solar-flare)_OpenML,1000000,12,SS,2060,1459.815984,356.0526791,697.863251,1214.282057,1325.940177,0.000682616
BNG(sonar_COMMA_nominal_COMMA_1000000)_OpenML,1000000,60,SS,M2,1468.002041,358.0492783,701.7765855,1221.091259,1333.375512,0.009434154
BNG(sonar)_OpenML,1000000,60,SS,2060,1183.456485,288.6479231,565.7499293,984.4048769,1074.924866,0.00759025
BNG(soybean)_OpenML,1000000,35,SS,2060,892.622612,217.7128322,426.7171511,742.4878429,810.7625871,0.26448041
BNG(spambase)_OpenML,1000000,57,SS,M2,3150.355815,768.379467,1506.023755,2620.481334,2861.445135,-0.003952867
BNG(spect_test)_OpenML,1000000,22,SS,2060,1343.11202,327.5882975,642.0730631,1117.20713,1219.93882,-0.000661318
BNG(SPECT)_OpenML,1000000,22,SS,2060,1674.64375,408.4496951,800.5614024,1392.97684,1521.066665,0.000280834
BNG(spectf_test)_OpenML,1000000,44,SS,2060,1747.327166,426.1773575,835.3076207,1453.43526,1587.084479,-0.011244854
BNG(SPECTF)_OpenML,1000000,44,SS,2060,1740.44916,424.499795,832.0195982,1447.714101,1580.837237,-0.0237093
BNG(trains)_OpenML,1000000,32,SS,2060,686.3556383,167.4038142,328.1114758,570.9139679,623.4118041,0.014330576
BNG(vehicle_COMMA_nominal_COMMA_1000000)_OpenML,1000000,18,SS,2060,618.0323961,150.7396088,295.4496332,514.0823619,561.3543032,0.043106924
BNG(vehicle)_OpenML,1000000,18,SS,2060,723.3263123,176.4210518,345.7852615,601.6663551,656.9919969,0.043412543
BNG(vote)_OpenML,131072,16,SS,M2,495.8064646,120.928406,237.0196758,412.4142358,450.3373839,0.031549221
BNG(vowel)_OpenML,1000000,12,SS,2060,500.206799,122.0016583,239.1232503,416.0744555,454.3341755,0.024695325
BNG(waveform-5000_COMMA_nominal_COMMA_1000000)_OpenML,1000000,40,SS,2060,1074.303849,262.0253291,513.569645,893.6111824,975.7823256,0.125106731
BNG(waveform-5000)_OpenML,1000000,40,SS,2060,1471.493178,358.900775,703.445519,1223.995203,1336.546486,0.138567603
BNG(wine_quality)_OpenML,531441,11,SS,2060,378.6439714,92.35218816,181.0102888,314.9579025,343.9195487,0.002077653
BNG(wine)_OpenML,1000000,13,SS,2060,708.325357,172.7622822,338.6140731,589.1884872,643.3667389,0.11486477
BNG(wisconsin)_OpenML,1000000,32,SS,2060,1012.766226,247.0161527,484.1516593,842.4238872,919.8881527,1.09E-08
BNG(zoo_COMMA_nominal_COMMA_1000000)_OpenML,1000000,17,SS,2060,667.0310519,162.6905005,318.873381,554.8396829,605.8594239,0.005960071
BNG(zoo)_OpenML,1000000,16,SS,2060,823.4276378,200.8360092,393.638578,684.9311258,747.9132983,0.136554249
Buzzinsocialmedia_Twitter_OpenML,583250,77,SS,M2,1414.018419,344.8825412,675.9697808,1176.187419,1284.342583,0.04117919
Click_prediction_small_OpenML,399482,11,SS,M2,414.2280634,101.031235,198.0212206,344.5569238,376.2403191,0.000474791
covertype_OpenML,110393,54,SS,2060,83.39841866,20.34107772,39.86851233,69.37121146,75.75017343,0.007876984
covertype_OpenML,581012,54,SS,2060,514.8166103,125.5650269,246.1074527,428.2269677,467.6041602,0.029201293
CovPokElec_OpenML,1455525,72,SS,2060,2043.475782,498.4087273,976.8811055,1699.773124,1856.0741,0.02389575
creditcard_OpenML,284807,29,SS,M2,525.0582666,128.0629919,251.0034641,436.7460276,476.9065818,-0.000136785
CreditCardSubset_OpenML,14240,30,SS,M2,12.57266152,3.06650281,6.010345508,10.45800118,11.41965646,0.000236136
Diabetes130US_OpenML,101766,49,SS,M2,103.9511003,25.3539269,49.69369672,86.4670323,94.41802378,0.002794925
eeg-eye-state_OpenML,14980,14,SS,M2,7.194310832,1.754709959,3.43923152,5.984262844,6.534539887,0.014671909
elevators_OpenML,16599,18,SS,2060,8.833409071,2.154490017,4.222800433,7.347672754,8.023320823,0.007839648
eye_movements_OpenML,10936,27,SS,2060,10.98421717,2.679077358,5.250991622,9.136725422,9.976884081,0.007102163
fried_OpenML,40768,10,SS,2060,20.37826324,4.970308106,9.741803888,16.95073876,18.50942739,0.002360984
gas-drift_OpenML,13910,128,SS,M2,30.73665593,7.496745348,14.69362088,25.56690033,27.91787968,0.177375298
gas-drift-different-concentrations_OpenML,13910,129,SS,M2,30.24755375,7.377452135,14.45980618,25.16006276,27.47363175,0.173542012
har_OpenML,10299,561,SS,M2,83.70381558,20.41556478,40.01450697,69.62524213,76.02756324,0.427394914
house_16H_OpenML,22784,16,SS,2060,8.035811186,1.959953948,3.841509738,6.684226944,7.298868502,0.086683509
Hyperplane_10_1E-3_OpenML,1000000,10,SS,2060,725.6399827,176.9853616,346.8913087,603.5908772,659.0934866,0.000988566
Hyperplane_10_1E-4_OpenML,1000000,10,SS,2060,823.8589921,200.9412176,393.8447865,685.2899285,748.3050943,0.003726169
Kaggle_bike_sharing_demand_challange_OpenML,10886,10,SS,M2,6.907700157,1.684804916,3.302217635,5.745858686,6.274213507,0.000502473
KDDCup99_full_OpenML,4898431,41,SS,M2,10750.10418,2621.976628,5139.074191,8941.989092,9764.240963,0.20666237
KDDCup99_OpenML,494020,41,SS,2060,2652.701258,647.0003068,1268.120601,2206.529846,2409.429143,0.323911382
LED(50000)_OpenML,1000000,24,SS,2060,1025.550639,250.1343021,490.2632321,853.0580239,931.500141,0.08681787
letter_OpenML,20000,16,SS,2060,13.09480906,3.193855867,6.259957499,10.89232605,11.89391925,0.055672269
letter-challenge-unlabeled.arff_OpenML,20000,16,SS,2060,12.05853772,2.941106761,5.764569252,10.0303505,10.95268158,0.004870543
MagicTelescope_OpenML,19020,10,SS,2060,8.506202459,2.074683527,4.066379713,7.0755007,7.726121455,0.041720273
meta_stream_intervals.arff_OpenML,45164,74,SS,2060,36.97209692,9.017584615,17.67446585,30.75357057,33.58148511,0.000174051
mnist_784_OpenML,70000,784,SS,2060,368.2971845,89.82858158,176.0640199,306.3513946,334.5216378,0.252782923
mv_OpenML,40768,10,SS,2060,16.22613072,3.95759286,7.756882006,13.49697469,14.73807581,3.86E-05
mv_OpenML,40768,10,SS,2060,12.85836816,3.136187356,6.146927218,10.69565336,11.67916171,-6.09E-05
nomao_OpenML,34465,118,SS,M2,49.98049974,12.19036579,23.89311695,41.57402349,45.3969222,0.020551262
numerai28.6_OpenML,96320,21,SS,M2,99.83690674,24.35046506,47.72691152,83.04482604,90.68113188,7.91E-05
OnlineNewsPopularity_OpenML,39644,60,SS,M2,43.88250947,10.70305109,20.97798014,36.50168544,39.85816226,0.000142633
pendigits_OpenML,10992,16,SS,2060,7.233640671,1.764302603,3.458033102,6.016977597,6.570262894,0.476741797
PhishingWebsites_OpenML,11055,30,SS,M2,8.887758875,2.167746067,4.248782291,7.392881187,8.072686354,0.071894118
poker-hand_OpenML,1025000,10,SS,M2,490.1640731,119.552213,234.3223375,407.7208672,445.2124412,0.001290341
pokerhand_OpenML,829201,10,SS,2060,768.0141482,187.320524,367.148227,638.837915,697.5816314,0.006140447
pol_OpenML,15000,48,SS,2060,10.71486235,2.61338106,5.122226878,8.912674767,9.732231067,0.02753751
RandomRBF_0_0_OpenML,1000000,10,SS,2060,1416.139505,345.3998794,676.9837636,1177.951749,1286.269151,0.142239479
RandomRBF_10_1E-3_OpenML,1000000,10,SS,2060,390.7058053,95.29409885,186.7764337,324.9909947,354.8752241,0.126232353
RandomRBF_10_1E-4_OpenML,1000000,10,SS,2060,444.8817108,108.5077343,212.6751592,370.0547771,404.0828025,0.125999632
