Filename,Row,Columm,Mode,System,Time_2060,Time_M2,Time_Jimmy,Time_Thelma,Time_Louise,ARI,System_AP,Time_AP,ARI_AP,System_DBSCAN,Time_DBSCAN,ARI_DBSCAN,System_HAC,Time_HAC,ARI_HAC,System_SC,Time_SC,ARI_SC
BNG(anneal.ORIG_COMMA_5000_COMMA_5)_OpenML,1000000,38,SS,M2,1003.472717,244.7494431,479.7089085,834.6935007,911.4469261,0.010675442,M2,244.7494430541992,0.0106754417162938,3070,144.50645303726196,0.0412231620016443,M2,103.18453764915466,0.0282513246642878,M2,320.68398213386536,-0.0017231783453293
BNG(anneal.ORIG_COMMA_nominal_COMMA_1000000)_OpenML,1000000,38,SS,2060,1070.350723,261.061152,511.6798579,890.3229528,972.19173,0.007683534,2060,1070.3507232666016,0.0076835335098751,3070,135.68880605697632,0.0816858507641119,M2,93.03664708137512,0.0087401892038423,M2,145.17740106582642,0.0073116094722424
BNG(anneal.ORIG)_OpenML,1000000,38,SS,2060,683.1611381,166.6246678,326.5843489,568.2567671,620.5102629,0.0,2060,683.1611380577087,0.0,3070,138.1095860004425,0.0075140413480743,M2,99.4930181503296,-0.0002582166357969,M2,213.6342022418976,-0.0093565865537053
BNG(anneal)_OpenML,1000000,38,SS,2060,1117.432171,272.544432,534.1870867,929.4855309,1014.955465,0.000367854,2060,1117.4321711063385,0.0003678543463812,3070,139.50281715393066,0.0479676133755737,M2,100.8247048854828,0.0118802777747144,M2,236.12103700637817,-0.0060879961416437
BNG(audiology_COMMA_1000_COMMA_1)_OpenML,1000000,69,SS,M2,1592.313113,388.3690519,761.2033417,1324.493815,1446.286349,0.042142935,M2,388.3690519332886,0.0421429350281011,3070,234.33785200119016,0.0218188719865635,M2,166.7110059261322,0.0014125573063014,M2,219.16545414924624,0.002400977496074
BNG(audiology_COMMA_1000_COMMA_5)_OpenML,1000000,69,SS,M2,1172.559954,285.9902327,560.5408561,975.3410896,1065.027627,0.023607031,M2,285.99023270606995,0.0236070306482451,3070,234.59569811820984,0.008891636591843,M2,166.54059219360352,0.0005812228013911,M2,229.77941584587097,0.0013220172924054
BNG(audiology_COMMA_5000_COMMA_1)_OpenML,1000000,69,SS,M2,1745.794355,425.8035011,834.5748622,1452.16026,1585.692238,0.079320847,M2,425.8035011291504,0.0793208469644437,3070,240.6930665969849,0.1226699451994224,M2,163.5236599445343,0.0119457030164105,M2,217.12480568885803,0.0142312007791061
BNG(audiology_COMMA_5000_COMMA_10)_OpenML,1000000,69,SS,M2,1164.043394,283.913023,556.4695251,968.2569736,1057.292098,0.039958693,M2,283.9130229949951,0.0399586925313093,3070,230.8052678108216,0.0115314322567615,M2,165.3165431022644,0.0015212957660847,M2,238.52102398872373,0.0039122283161304
BNG(audiology_COMMA_5000_COMMA_5)_OpenML,1000000,69,SS,M2,1633.155378,398.33058,780.7279368,1358.46661,1483.38308,0.045209463,M2,398.330579996109,0.0452094629688756,3070,240.75343990325928,0.0819483311573343,M2,165.035630941391,0.0066587814728085,M2,219.3345167636872,0.0024153720684495
BNG(Australian)_OpenML,1000000,14,SS,2060,869.4052384,212.0500581,415.6181139,723.1755181,789.6744164,0.039852401,2060,869.4052383899689,0.0398524012457027,3070,80.88272047042847,0.0933178992791199,M2,57.27742671966553,0.2871204964097801,M2,77.67977595329285,0.3715271221451861
BNG(auto_price)_OpenML,1000000,15,SS,2060,733.8883302,178.9971537,350.8344213,610.451893,666.5854004,6.43e-08,2060,733.8883302211761,6.432561307699711e-08,3070,105.86872124671936,1.315857905007044e-08,M2,79.29779624938965,1.7374292752103762e-08,M2,81.68382382392883,0.0
BNG(autoHorse)_OpenML,1000000,25,SS,2060,657.6811488,160.4100363,314.4036711,547.0623878,597.3669752,6.15e-08,2060,657.6811487674713,6.146209839988024e-08,3070,147.7195053100586,1.5218745538513247e-08,M2,106.91261696815492,1.2871534014416565e-08,M2,135.12297415733337,3.177389544515803e-08
BNG(autoPrice)_OpenML,1000000,15,SS,2060,886.1424205,216.1322977,423.6193035,737.0975881,804.8766766,6.27e-08,2060,886.1424205303192,6.270515162922787e-08,3070,106.96680164337158,1.5247483184642964e-08,M2,80.33785271644592,1.9115670465662763e-08,M2,91.00946307182312,-2.115579217430276e-11
BNG(autos_COMMA_1000_COMMA_1)_OpenML,1000000,25,SS,M2,1343.584965,327.70365,642.299154,1117.600528,1220.368393,0.00936009,M2,327.7036499977112,0.0093600904837214,3070,141.67897987365723,0.0015718421953417,M2,100.37224102020264,0.0014592045396614,M2,175.79602098464966,0.002392500473384
BNG(autos_COMMA_1000_COMMA_10)_OpenML,1000000,25,SS,M2,1123.853181,274.110532,537.2566427,934.8265583,1020.787621,0.000393613,M2,274.1105320453644,0.0003936125936697,3070,139.84299445152283,-0.0012376493524809,M2,100.58112120628356,-0.0004146226614838,M2,140.68711018562317,-0.0007911639677898
BNG(autos_COMMA_1000_COMMA_5)_OpenML,1000000,25,SS,M2,663.0715524,161.7247689,316.980547,551.5461519,602.2630394,0.001284425,M2,161.72476887702942,0.0012844252563806,3070,140.26790952682495,-0.0015196397399206,M2,100.5046501159668,-0.0010917919066957,M2,103.21909618377686,3.658482265027203e-05
BNG(autos_COMMA_10000_COMMA_1)_OpenML,1000000,25,SS,M2,839.9205753,204.8586769,401.5230067,698.6500317,762.8937128,0.00876016,M2,204.8586769104004,0.008760159809834,3070,139.2963650226593,-0.0010261298348011,M2,101.34528684616087,-0.0006516512498498,M2,122.32743406295776,0.0157583439260359
BNG(autos_COMMA_10000_COMMA_10)_OpenML,1000000,25,SS,M2,1348.243254,328.839818,644.5260433,1121.475315,1224.599482,0.009502802,M2,328.83981800079346,0.009502802420115,3070,141.5854196548462,0.0014381690173289,M2,100.88752627372742,0.0012723040625536,M2,124.35531187057497,0.0014083106973608
BNG(autos_COMMA_10000_COMMA_5)_OpenML,1000000,25,SS,M2,714.6713399,174.3100829,341.6477625,594.4671067,649.1307487,0.007093776,M2,174.31008291244507,0.0070937756911878,3070,138.93724179267883,-0.0023991288910689,M2,100.54913020133972,-0.0016010681860132,M2,248.70074200630188,-0.0004366556498167
BNG(autos_COMMA_5000_COMMA_1)_OpenML,1000000,25,SS,M2,940.5413728,229.4003348,449.6246562,782.3469018,854.2868468,0.006708293,M2,229.4003348350525,0.0067082933036458,3070,140.17410349845886,-0.00351693150207,M2,100.57950520515442,-0.0024234253044667,M2,116.54152512550354,0.0093235358575466
BNG(autos_COMMA_5000_COMMA_10)_OpenML,1000000,25,SS,M2,1162.090732,283.436764,555.5360574,966.6327399,1055.518509,0.007602482,M2,283.4367640018463,0.0076024824670941,3070,140.64915561676025,-0.0015113469950787,M2,101.07370615005492,-0.0008362066292817,M2,124.06158900260924,-0.0006733979950891
BNG(autos_COMMA_5000_COMMA_5)_OpenML,1000000,25,SS,M2,658.7891401,160.6802781,314.9333451,547.9840204,598.3733556,0.009374485,M2,160.68027806282043,0.009374485447726,3070,139.4764232635498,0.0019703381258418,M2,100.39761686325072,0.0014126797239147,M2,118.12453126907349,0.0080578112171141
BNG(autos)_OpenML,1000000,25,SS,2060,988.4476984,241.0848045,472.5262168,822.1956173,897.799812,0.012824643,2060,988.4476983547212,0.0128246432095733,3070,143.6704831123352,0.0050854902903432,M2,100.38224792480467,0.0047343548222952,M2,169.51177167892456,0.0038313746602268
BNG(bridges_version1)_OpenML,1000000,12,SS,2060,388.8363361,94.83813076,185.8827363,323.4359611,353.177199,-0.001348157,2060,388.83633613586426,-0.0013481566029855,3070,57.82420539855957,-0.0018453773531791,M2,44.69251799583435,-0.0040024620774503,M2,200.06432723999023,-0.0054436243634958
BNG(cholesterol)_OpenML,1000000,13,SS,2060,561.0578034,136.8433667,268.2129987,466.6906178,509.6046976,2.01e-08,2060,561.0578033924103,2.012417624557569e-08,3070,72.36586785316467,-2.632841067152653e-09,M2,55.76493191719055,1.947587271997762e-10,M2,141.3359169960022,-1.099440317654998e-09
BNG(colic_COMMA_nominal_COMMA_1000000)_OpenML,1000000,22,SS,2060,937.9111621,228.75882,448.3672872,780.1590797,851.8978457,0.017916136,2060,937.9111621379852,0.0179161356159452,3070,85.57592391967773,0.002684071130559,M2,61.66980671882629,-0.0207777719699729,M2,316.7967369556427,2.8006879078993622e-06
BNG(colic.ORIG)_OpenML,1000000,27,SS,2060,607.7696609,148.2365027,290.5435453,505.5457688,552.0327361,-4.02e-05,2060,607.769660949707,-4.0164553686947606e-05,3070,123.6392891407013,-0.0002503208015657,M2,90.8918969631195,-0.0001293132511758,M2,167.4369342327118,-3.74126873796726e-05
BNG(colic)_OpenML,1000000,22,SS,2060,609.1110239,148.5636644,291.1847822,506.6615211,553.2510862,0.004869816,2060,609.1110239028931,0.0048698157642428,3070,105.36718606948853,-0.0257405804146472,M2,76.80894017219543,-0.006545524252668,M2,159.31458592414856,0.0176599772079529
BNG(cpu_act)_OpenML,1000000,21,SS,2060,1318.45662,321.5747855,630.2865796,1096.698648,1197.544501,2.71e-07,2060,1318.4566204547882,2.708910925324109e-07,3070,138.7998971939087,1.4140233394697614e-07,M2,102.91391897201538,5.7792682537826843e-08,M2,125.23391485214232,8.152992305807844e-08
BNG(cpu_small)_OpenML,1000000,12,SS,2060,1336.21648,325.9064586,638.7766589,1111.471386,1213.675652,4.37e-08,2060,1336.216480255127,4.368557274373277e-08,3070,91.68893122673036,9.284643328284809e-08,M2,68.9032781124115,1.7357812887222492e-08,M2,97.19158291816711,2.9653782797264152e-08
BNG(credit-a_COMMA_nominal_COMMA_1000000)_OpenML,1000000,15,SS,2060,496.3815842,121.0686791,237.294611,412.8926232,450.859761,0.024504082,2060,496.38158416748047,0.0245040820673494,3070,58.45808863639832,-0.0062533982612495,M2,44.8953492641449,0.0094315484559205,M2,71.36329102516174,0.0100642221372866
BNG(credit-a)_OpenML,1000000,15,SS,2060,1456.882448,355.3371824,696.4608775,1211.841927,1323.275667,0.024749053,2060,1456.882447719574,0.0247490531894422,3070,78.5792760848999,0.0703855862106073,M2,56.14245867729187,0.0293154679896028,M2,249.22264194488525,0.0035757135935047
BNG(credit-g_COMMA_nominal_COMMA_1000000)_OpenML,1000000,20,SS,2060,856.5169919,208.9065834,409.4569035,712.455012,777.9681166,0.004731792,2060,856.516991853714,0.0047317922104497,3070,75.11846923828125,0.0021649272372808,M2,57.14255499839783,0.0234345720378655,M2,98.85641407966614,0.0075931001763291
BNG(credit-g)_OpenML,1000000,20,SS,2060,454.6634657,110.8935282,217.3513153,378.1912886,412.967499,0.000907113,2060,454.6634657382965,0.0009071131584045,3070,88.60808730125427,0.0543076258671486,M2,65.07590198516846,0.0478314143721025,M2,252.6021192073822,0.010892864035961
BNG(cylinder-bands_COMMA_nominal_COMMA_1000000)_OpenML,1000000,39,SS,2060,968.2378299,236.1555683,462.8649139,805.3849501,879.4433363,0.005342454,2060,968.2378299236298,0.0053424538260611,3070,143.90782952308655,0.0,M2,104.59259915351868,2.818619591727161e-06,M2,204.74397683143616,0.0126007717541878
