Filename,Row,Columm,Mode,System,Time,ARI
20_newsgroups.drift_OpenML,399940,1000,ACE,Jimmy_Sil,1878.7681436538696,-0.00025437876153197277
Ailerons_OpenML,13750,40,ACE,Jimmy_Sil,4.536624908447266,0.00040641614384361366
BNG(2dplanes)_OpenML,177147,10,ACE,Jimmy_Sil,248.91817951202393,1.299204878586415e-07
BNG(Australian)_OpenML,1000000,14,ACE,Jimmy_Sil,444.359824180603,0.04034978384471902
BNG(SPECT)_OpenML,1000000,22,ACE,Jimmy_Sil,4027.5592334270477,-0.0005795609249281146
BNG(SPECTF)_OpenML,1000000,44,ACE,Jimmy_Sil,1099.021166086197,-0.02371359860884473
BNG(adult)_OpenML,1000000,14,ACE,Jimmy_Sil,947.8678612709045,-0.0010738106534839812
BNG(anneal)_OpenML,1000000,38,ACE,Jimmy_Sil,521.6124398708344,0.019107775697824996
BNG(anneal.ORIG)_OpenML,1000000,38,ACE,Jimmy_Sil,536.2790765762329,0.0
BNG(anneal.ORIG_COMMA_10000_COMMA_1)_OpenML,1000000,38,ACE,Jimmy_Sil,1077.187481880188,0.08446829026988978
BNG(anneal.ORIG_COMMA_10000_COMMA_10)_OpenML,1000000,38,ACE,Jimmy_Sil,706.7054982185364,-0.0016907436602349724
BNG(anneal.ORIG_COMMA_10000_COMMA_5)_OpenML,1000000,38,ACE,Jimmy_Sil,585.3593299388885,0.021718101386141005
BNG(anneal.ORIG_COMMA_1000_COMMA_1)_OpenML,1000000,38,ACE,Jimmy_Sil,955.6557514667511,0.010245180737254911
BNG(anneal.ORIG_COMMA_5000_COMMA_10)_OpenML,1000000,38,ACE,Jimmy_Sil,754.6558241844177,0.007859432458948505
BNG(anneal.ORIG_COMMA_5000_COMMA_5)_OpenML,1000000,38,ACE,Jimmy_Sil,658.5068922042847,-0.000974648565277939
BNG(anneal.ORIG_COMMA_nominal_COMMA_1000000)_OpenML,1000000,38,ACE,Jimmy_Sil,3246.453874349594,0.011981769982324352
BNG(anneal_COMMA_10000_COMMA_1)_OpenML,1000000,38,ACE,Jimmy_Sil,1193.0458464622498,0.0081642689311742
BNG(anneal_COMMA_10000_COMMA_10)_OpenML,1000000,38,ACE,Jimmy_Sil,642.1884889602661,0.008346177468848023
BNG(anneal_COMMA_10000_COMMA_5)_OpenML,1000000,38,ACE,Jimmy_Sil,962.4228293895721,0.016384022438967014
BNG(anneal_COMMA_1000_COMMA_1)_OpenML,1000000,38,ACE,Jimmy_Sil,1367.368947982788,0.006796295185947966
BNG(anneal_COMMA_1000_COMMA_10)_OpenML,1000000,38,ACE,Jimmy_Sil,2945.281806230545,-0.002421976231218033
BNG(anneal_COMMA_1000_COMMA_5)_OpenML,1000000,38,ACE,Jimmy_Sil,413.61039304733276,-0.00364896411753568
BNG(anneal_COMMA_5000_COMMA_1)_OpenML,1000000,38,ACE,Jimmy_Sil,437.53268456459045,0.01803397928185177
BNG(anneal_COMMA_5000_COMMA_5)_OpenML,1000000,38,ACE,Jimmy_Sil,852.9471254348755,0.009401268929162246
BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML,1000000,38,ACE,Jimmy_Sil,2144.599974155426,0.03758162761579752
BNG(audiology_COMMA_1000_COMMA_1)_OpenML,1000000,69,ACE,Jimmy_Sil,1014.1005713939667,0.041366022465431654
BNG(audiology_COMMA_1000_COMMA_5)_OpenML,1000000,69,ACE,Jimmy_Sil,697.9279894828796,0.0021511420286954947
BNG(audiology_COMMA_5000_COMMA_1)_OpenML,1000000,69,ACE,Jimmy_Sil,987.7832832336426,0.07858941256247878
BNG(audiology_COMMA_5000_COMMA_10)_OpenML,1000000,69,ACE,Jimmy_Sil,1239.2039363384247,0.04005888826203984
BNG(audiology_COMMA_5000_COMMA_5)_OpenML,1000000,69,ACE,Jimmy_Sil,1589.4107415676117,0.045815674566252455
BNG(autoHorse)_OpenML,1000000,25,ACE,Jimmy_Sil,502.7483899593353,6.130572223014181e-08
BNG(autoPrice)_OpenML,1000000,15,ACE,Jimmy_Sil,563.992404460907,6.302969433503309e-08
BNG(auto_price)_OpenML,1000000,15,ACE,Jimmy_Sil,290.9913418292999,6.197277708542177e-08
BNG(autos)_OpenML,1000000,25,ACE,Jimmy_Sil,658.7198631763458,0.012560936989141487
