Filename,Row,Columm,Mode,System,Time,ARI
2dplanes_OpenML,40768,10,Default,Jimmy,4211.116472959518,-9.69147954124659e-07
Ailerons_OpenML,13750,40,Default,Jimmy,478.0214591026306,0.0004294184165486434
CreditCardSubset_OpenML,14240,30,Default,Jimmy,517.9363300800323,-5.461198523262666e-06
Kaggle_bike_sharing_demand_challange_OpenML,10886,10,Default,Jimmy,222.398930311203,0.0037214395253835804
MagicTelescope_OpenML,19020,10,Default,Jimmy,890.7866723537445,0.00215807269256781
OnlineNewsPopularity_OpenML,39644,60,Default,Jimmy,3996.8920011520386,0.0004191979374601084
PhishingWebsites_OpenML,11055,30,Default,Jimmy,315.10191440582275,0.002553874791149775
ailerons_OpenML,13750,40,Default,Jimmy,409.1823720932007,0.000132123285679572
bank-marketing_OpenML,45211,16,Default,Jimmy,5165.827918767929,9.18306117162528e-05
eeg-eye-state_OpenML,14980,14,Default,Jimmy,159.74918150901794,0.0031857252117710906
elevators_OpenML,16599,18,Default,Jimmy,695.2685549259186,0.002550575939410264
eye_movements_OpenML,10936,27,Default,Jimmy,158.19218063354492,0.003749305542942042
fried_OpenML,40768,10,Default,Jimmy,2144.9220983982086,0.0006612145527600552
gas-drift-different-concentrations_OpenML,13910,129,Default,Jimmy,485.24626564979553,0.0551423729284561
gas-drift_OpenML,13910,128,Default,Jimmy,494.95891976356506,0.058219181789618
har_OpenML,10299,561,Default,Jimmy,68.46784090995789,0.041175723376462164
house_16H_OpenML,22784,16,Default,Jimmy,1354.2845087051392,0.0006280582604551661
letter-challenge-unlabeled.arff_OpenML,20000,16,Default,Jimmy,997.9966342449188,0.0007525167101377468
letter_OpenML,20000,16,Default,Jimmy,996.1429467201233,0.0676713157217877
meta_stream_intervals.arff_OpenML,45164,74,Default,Jimmy,5216.150480508804,0.000112085460211052
mnist_784_OpenML,70000,784,Default,Jimmy,5968.917734384537,0.007360030506083958
mv_OpenML,40768,10,Default,Jimmy,4148.035537958145,0.0007412533229712665
nomao_OpenML,34465,118,Default,Jimmy,2951.0158479213715,0.0024346170158624164
pendigits_OpenML,10992,16,Default,Jimmy,90.59212231636047,0.10377610779954315
pol_OpenML,15000,48,Default,Jimmy,203.44705533981323,0.004773549864596963
sylva_prior_OpenML,14395,108,Default,Jimmy,234.19945526123047,0.0004132039015991153
