Filename,Row,Columm,Mode,System,Time,ARI
20_newsgroups.drift_OpenML,399940,1000,Default,Thelma,902.8365454673767,-5.249393003055156e-07
2dplanes_OpenML,40768,10,Default,Thelma,0.8140418529510498,-9.313603564293882e-10
Ailerons_OpenML,13750,40,Default,Thelma,0.18609309196472168,0.0
BNG(2dplanes)_OpenML,177147,10,Default,Thelma,8.718133449554443,5.269864937079088e-09
BNG(Ailerons)_OpenML,1000000,40,Default,Thelma,418.30834460258484,0.0
BNG(Australian)_OpenML,1000000,14,Default,Thelma,316.5462067127228,0.046508811782690354
BNG(JapaneseVowels)_OpenML,1000000,14,Default,Thelma,288.23796010017395,0.006778083897712476
BNG(SPECT)_OpenML,1000000,22,Default,Thelma,451.2842102050781,0.010957424067135929
BNG(SPECTF)_OpenML,1000000,44,Default,Thelma,428.43344020843506,0.0
BNG(adult)_OpenML,1000000,14,Default,Thelma,287.00881004333496,0.0
BNG(anneal)_OpenML,1000000,38,Default,Thelma,414.6079156398773,-0.1394015854739942
BNG(anneal.ORIG)_OpenML,1000000,38,Default,Thelma,428.3645977973938,-0.11226758833357377
BNG(anneal.ORIG_COMMA_10000_COMMA_1)_OpenML,1000000,38,Default,Thelma,403.77050399780273,-0.1267761301592904
BNG(anneal.ORIG_COMMA_10000_COMMA_10)_OpenML,1000000,38,Default,Thelma,407.07405972480774,-0.05070322523130227
BNG(anneal.ORIG_COMMA_10000_COMMA_5)_OpenML,1000000,38,Default,Thelma,425.9967894554138,-0.09227147309936928
BNG(anneal.ORIG_COMMA_1000_COMMA_1)_OpenML,1000000,38,Default,Thelma,403.58202624320984,-0.048454202942016036
BNG(anneal.ORIG_COMMA_1000_COMMA_10)_OpenML,1000000,38,Default,Thelma,418.2221019268036,-0.006555399868484973
BNG(anneal.ORIG_COMMA_1000_COMMA_5)_OpenML,1000000,38,Default,Thelma,403.8939311504364,-0.013463159156959826
BNG(anneal.ORIG_COMMA_5000_COMMA_1)_OpenML,1000000,38,Default,Thelma,406.5867257118225,-0.12451812550988481
BNG(anneal.ORIG_COMMA_5000_COMMA_10)_OpenML,1000000,38,Default,Thelma,402.9566230773926,-0.03881660309481707
BNG(anneal.ORIG_COMMA_5000_COMMA_5)_OpenML,1000000,38,Default,Thelma,416.07926511764526,-0.04895257413115784
BNG(anneal.ORIG_COMMA_nominal_COMMA_1000000)_OpenML,1000000,38,Default,Thelma,622.1978123188019,-0.007341030250619564
BNG(anneal_COMMA_10000_COMMA_1)_OpenML,1000000,38,Default,Thelma,415.2483127117157,-0.08509110412708125
BNG(anneal_COMMA_10000_COMMA_10)_OpenML,1000000,38,Default,Thelma,408.10238885879517,-0.03295894292111528
BNG(anneal_COMMA_10000_COMMA_5)_OpenML,1000000,38,Default,Thelma,409.9861013889313,-0.06023126401127274
BNG(anneal_COMMA_1000_COMMA_1)_OpenML,1000000,38,Default,Thelma,408.31550788879395,-0.031143458234576562
BNG(anneal_COMMA_1000_COMMA_10)_OpenML,1000000,38,Default,Thelma,413.5069341659546,-0.0016848996143896432
BNG(anneal_COMMA_1000_COMMA_5)_OpenML,1000000,38,Default,Thelma,402.6733400821686,-0.004204529969307224
BNG(anneal_COMMA_5000_COMMA_1)_OpenML,1000000,38,Default,Thelma,405.1909649372101,-0.06540063534651969
BNG(anneal_COMMA_5000_COMMA_10)_OpenML,1000000,38,Default,Thelma,409.562433719635,-0.014694658145343716
BNG(anneal_COMMA_5000_COMMA_5)_OpenML,1000000,38,Default,Thelma,409.2471468448639,-0.032201271825057554
BNG(anneal_COMMA_nominal_COMMA_1000000)_OpenML,1000000,38,Default,Thelma,417.37576127052307,-0.06415022005821396
BNG(audiology_COMMA_1000_COMMA_1)_OpenML,1000000,69,Default,Thelma,549.2954216003418,-0.009945135681333154
