Filename,Row,Columm,Mode,System,Time,Time_M2,Time_Jimmy,Time_Thelma,Time_Louise,ARI
spoken-arabic-digit_OpenML,263256,14,SS,3070,20.02177095,14.40415176,23.61336355,48.01383921,51.44339915,6.97E-08
poker-hand_OpenML,1025009,10,SS,3070,46.39821696,32.90653685,55.77379127,106.1501189,126.5636033,0
poker-hand_OpenML,1025000,10,SS,3070,45.88229465,32.77306761,56.50528898,102.4158363,121.3817319,0
covertype_OpenML,581012,54,SS,3070,99.6987505,71.72571978,117.5831472,239.0857326,256.1632849,-0.02631067
creditcard_OpenML,284807,29,SS,3070,52.17668676,37.00474238,62.71990234,119.3701367,142.3259322,0.010496589
CreditCardSubset_OpenML,14240,30,SS,3070,3.250000715,2.321429082,4.002463935,7.254465882,8.597885489,0.000352099
PhishingWebsites_OpenML,11055,30,SS,3070,2.198685408,1.581788063,2.593095186,5.272626878,5.649243083,0.000713774
Diabetes130US_OpenML,101766,49,SS,3070,15.67668009,11.11821283,18.84442853,35.86520268,42.76235704,0
OnlineNewsPopularity_OpenML,39644,60,SS,3070,10.60684729,7.576319493,13.06261982,23.67599842,28.06044257,8.59E-06
numerai28.6_OpenML,96320,21,SS,3070,13.3107667,9.576091151,15.69851008,31.92030384,34.20032554,-5.74E-06
BNG(credit-g)_OpenML,1000000,20,SS,3070,95.45980215,67.70198734,114.7491311,218.3935075,260.392259,0.054174929
BNG(optdigits)_OpenML,1000000,64,SS,3070,248.2583985,177.3274275,305.736944,554.1482109,656.76825,3.38E-05
BNG(ionosphere)_OpenML,1000000,34,SS,3070,126.4285479,90.95578986,149.1078522,303.1859662,324.8421066,0.217265856
BNG(segment)_OpenML,1000000,19,SS,3070,71.16971374,50.47497428,85.55080387,162.8224977,194.1345165,0.206347928
BNG(anneal)_OpenML,1000000,38,SS,3070,141.1396501,100.8140358,173.8173031,315.0438618,373.3853177,0.045539105
connect-4_OpenML,67557,42,SS,3070,8.696286678,6.256321351,10.25626451,20.8544045,22.34400483,0
fars_OpenML,100968,29,SS,3070,10.47860622,7.431635617,12.59599257,23.97301812,28.58321391,-0.054444817
Devnagari-Script_OpenML,92000,1024,SS,3070,317.8730462,227.0521759,391.4692687,709.5380496,840.9339847,0.000809926
CIFAR_10_small_OpenML,20000,3072,SS,3070,247.581913,178.1164842,291.9942363,593.7216139,636.1303006,0.002703892
CIFAR_10_OpenML,60000,3072,SS,3070,930.7777867,660.1260899,1118.857779,2129.439,2538.946499,0.00873112
Fashion-MNIST_OpenML,70000,784,SS,3070,184.413378,131.7238414,227.1100714,411.6370045,487.8660794,0.014804377
EMNIST_Balanced_OpenML,131600,784,SS,3070,358.5973246,257.9836868,422.9240767,859.9456225,921.3703099,0.000318131
mnist_rotation_OpenML,62000,784,SS,3070,188.2006056,133.4756068,226.229842,430.5664736,513.3677185,0.00097551
MiniBooNE_OpenML,130064,50,SS,3070,32.77305365,23.40932404,40.36090351,73.15413761,86.70120013,0.017733024
guillermo_OpenML,20000,4296,SS,3070,398.4691596,286.6684601,469.9482953,955.5615338,1023.815929,0.000362337
riccardo_OpenML,20000,4296,SS,3070,393.2690089,278.9141907,472.7359165,899.7231958,1072.746887,0.039521063
volkert_OpenML,58310,180,SS,3070,44.35342455,31.68101754,54.62244403,99.0031798,117.337102,0.016320046
dionis_OpenML,416188,60,SS,3070,113.1685376,81.4162141,133.4692034,271.3873803,290.7721932,9.24E-06
jannis_OpenML,83733,54,SS,3070,21.83013368,15.48236431,26.24129544,49.94311068,59.54755505,-0.005126282
helena_OpenML,65196,27,SS,3070,9.443563461,6.745402472,11.63000426,21.07938273,24.98297212,-0.001277217
Klaverjas2018_OpenML,981541,32,SS,3070,118.2271347,85.05549259,139.4352338,283.5183086,303.7696164,0
Click_prediction_small_OpenML,39948,11,SS,3070,2.999244928,2.127124062,3.605295021,6.861690524,8.181246394,0.004915066
microaggregation2_OpenML,20000,20,SS,3070,2.668668747,1.906191962,3.286537866,5.956849882,7.05997023,-0.02054545
Kuzushiji-MNIST_OpenML,70000,784,SS,3070,179.628768,129.2293295,211.8513598,430.7644317,461.5333196,0.009050645
CIFAR-100_OpenML,60000,3072,SS,3070,1065.077639,755.3742121,1280.295275,2436.691007,2905.285431,0.000325601
GTSRB-HOG01_OpenML,51839,1568,SS,3070,410.1245978,292.9461413,505.0795539,915.4566915,1084.985708,0
GTSRB-HOG02_OpenML,51839,1568,SS,3070,418.6802759,301.2088316,493.7849698,1004.029439,1075.745827,0
GTSRB-HOG03_OpenML,51839,2916,SS,3070,940.8269234,667.2531372,1130.937521,2152.429475,2566.35822,0.03106154
GTSRB-HueHist_OpenML,51839,256,SS,3070,52.96488547,37.83206105,65.22769147,118.2251908,140.1187446,0.004103961
Kuzushiji-49_OpenML,270912,784,SS,3070,829.2180893,596.5597765,977.9668467,1988.532588,2130.57063,0.009844566
bot-iot-all-features_OpenML,3668522,44,SS,3070,912.5337288,647.1870417,1096.927189,2087.700135,2489.18093,-3.50E-05
SVHN_medium_OpenML,49644,3072,SS,3070,750.9052653,536.3609038,924.7601789,1676.127824,1986.521866,0.002715087
CreditCardFraudDetection_OpenML,284807,30,SS,3070,53.53408408,38.51372955,63.13726156,128.3790985,137.5490341,0.000484693
dataset_sales_OpenML,10738,14,SS,3070,1.823503017,1.293264551,2.191973815,4.171821132,4.974094427,0
aloi_OpenML,108000,128,SS,3070,35.28451443,25.20322459,43.4538355,78.76007685,93.34527627,1.82E-07
CreditCardFraudDetection_OpenML,284807,30,SS,3070,54.25993276,39.03592285,63.99331615,130.1197428,139.4140102,0.006122693
SantanderCustomerSatisfaction_OpenML,200000,201,SS,3070,209.0282321,148.2469731,251.2660561,478.2160423,570.1806658,-1.62E-05
hls4ml_lhc_jets_hlf_OpenML,830000,16,SS,3070,94.96954656,67.8353904,116.9575697,211.985595,251.2421867,0.212525503
default-of-credit-card-clients_OpenML,30000,23,SS,3070,3.791171789,2.727461719,4.471248719,9.091539062,9.74093471,-0.046555539
medical_charges_nominal_OpenML,163065,11,SS,3070,10.54800105,7.480851809,12.67940984,24.13178003,28.77250696,6.50E-08
Allstate_Claims_Severity_OpenML,188318,130,SS,3070,70.76793814,50.54852724,87.15263318,157.9641476,187.2167676,-2.81E-08
house_sales_reduced_OpenML,21613,20,SS,3070,2.756244183,1.982909484,3.250671286,6.609698281,7.081819586,1.68E-05
RelevantImagesDatasetTEST_OpenML,134731,30,SS,3070,16.87864566,11.97067068,20.28927234,38.61506671,46.04104108,0.136797436
Brazilian_houses_OpenML,10692,12,SS,3070,1.664870501,1.189193215,2.050333129,3.716228797,4.404419315,5.94E-05
Yolanda_OpenML,400000,100,SS,3070,228.6443512,164.492339,269.6595721,548.3077966,587.4726393,-0.002456618
Bike_Sharing_Demand_OpenML,17379,12,SS,3070,1.87725091,1.331383624,2.256582414,4.294785884,5.120706247,0
Bike_Sharing_Demand_OpenML,17379,12,SS,3070,1.867375135,1.333839382,2.299723073,4.168248069,4.94014586,0
BNG(vehicle)_OpenML,1000000,18,SS,3070,120.6786635,86.81918237,142.3265285,289.3972746,310.0685085,0.025132435
OnlineNewsPopularity_OpenML,39644,59,SS,3070,10.14374876,7.194148057,12.19347128,23.20692922,27.66980022,7.76E-06
nyc-taxi-green-dec-2016_OpenML,581835,18,SS,3070,45.38029957,32.41449969,55.88706844,101.2953115,120.0537026,0.000522201
house_sales_OpenML,21613,21,SS,3070,2.78756237,2.005440554,3.287607466,6.684801847,7.162287693,1.79E-05
Click_prediction_small_OpenML,39948,11,SS,3070,3.080133915,2.184492138,3.702529048,7.046748833,8.40189284,0.000560104
Higgs_OpenML,1000000,28,SS,3070,196.2793667,140.1995476,241.723358,438.1235864,519.2575839,0.000881447
NASA_PHM2008_OpenML,45918,21,SS,3070,5.61311388,4.038211424,6.620018729,13.46070475,14.42218366,0.001685844
NASA_PHM2008_1_OpenML,45918,21,SS,3070,5.979395151,4.240705781,7.187636917,13.67969607,16.31040685,2.74E-05
30mlday_OpenML,300000,24,SS,3070,36.55718184,26.11227274,45.0211599,81.60085232,96.71212127,-5.52E-09
MiamiHousing2016_OpenML,13932,16,SS,3070,2.333982229,1.679123906,2.752662141,5.597079686,5.996871092,0.000759078
ACSPublicCoverage_OpenML,1138289,19,SS,3070,108.9274237,77.25349199,130.938122,249.2048129,297.1288153,0.002516616
ACSIncome_OpenML,1664500,11,SS,3070,97.5689013,69.69207236,120.1587454,217.7877261,258.1187865,-0.000743255
SGEMM_GPU_kernel_performance_OpenML,241600,17,SS,3070,18.9666872,13.64509871,22.36901427,45.48366235,48.73249538,0
superconduct_OpenML,21263,81,SS,3070,9.651146173,6.84478452,11.60132969,22.07995006,26.32609431,0.001041646
Medical-Appointment_OpenML,61214,18,SS,3070,5.098680258,3.64191447,6.279162879,11.38098272,13.48857211,-0.003388098
SGEMM_GPU_kernel_performance_OpenML,241600,14,SS,3070,15.94554925,11.47161817,18.80593142,38.23872722,40.97006488,1.08E-05
sarcos_OpenML,44484,21,SS,3070,6.054291248,4.29382358,7.277667085,13.85104381,16.51470608,1.29E-05
law-school-admission-bianry_OpenML,20800,11,SS,3070,1.987011909,1.419294221,2.447059001,4.43529444,5.256645262,0.022955001
law-school-admission-bianry_OpenML,20800,11,SS,3070,2.012150764,1.447590478,2.373099144,4.825301592,5.169965992,0.03064366
law-school-admission-bianry_OpenML,20800,10,SS,3070,1.949316502,1.382493973,2.343210124,4.459657978,5.317284512,0.011830901
avocado_sales_OpenML,18249,13,SS,3070,2.243313074,1.602366481,2.76270083,5.007395254,5.934690672,0
medical_charges_OpenML,188806,12,SS,3070,13.41862464,9.653686791,15.82571605,32.17895597,34.47745283,0
covertype_OpenML,423680,54,SS,3070,74.60605526,52.91209593,89.68151852,170.6841804,203.5080613,0.005035888
covertype_OpenML,566602,10,SS,3070,37.23079467,26.59342476,45.85073235,83.10445239,98.49416579,0.016270875
covertype_OpenML,566602,10,SS,3070,37.04240417,26.64921163,43.68723219,88.83070544,95.17575583,0.016638605
covertype_OpenML,566602,10,SS,3070,36.95441723,26.20880655,44.42170601,84.54453725,100.8031021,0.009557046
MiniBooNE_OpenML,72998,50,SS,3070,17.82392979,12.73137842,21.95065245,39.78555757,47.15325341,0.003079516
Higgs_OpenML,940160,24,SS,3070,168.4270093,121.1705103,198.6401808,403.901701,432.7518225,0.000116997
jannis_OpenML,57580,54,SS,3070,15.45796704,10.96309719,18.58152066,35.36482965,42.16575843,9.24E-05
credit_OpenML,16714,10,SS,3070,1.908588171,1.363277265,2.350478043,4.260241453,5.049175056,9.37E-05
pol_OpenML,15000,26,SS,3070,2.367346048,1.703126653,2.792010907,5.677088844,6.08259519,-0.051169116
elevators_OpenML,16599,16,SS,3070,2.393157482,1.69727481,2.876736966,5.475080032,6.527980038,0.002217884
Ailerons_OpenML,13750,33,SS,3070,2.896712303,2.069080216,3.567379683,6.465875676,7.663260061,0.00237777
house_16H_OpenML,22784,16,SS,3070,3.07195425,2.210039029,3.623014801,7.366796763,7.892996531,0.006485472
pol_OpenML,15000,26,SS,3070,2.399786472,1.701976221,2.88470546,5.490245875,6.54606239,-0.118144516
elevators_OpenML,16599,16,SS,3070,2.319839954,1.657028539,2.856945756,5.178214183,6.137142735,-0.005883376
Ailerons_OpenML,13750,33,SS,3070,2.895484924,2.083082679,3.414889638,6.94360893,7.439580997,0.003926912
house_16H_OpenML,22784,16,SS,3070,3.039767265,2.155863309,3.654005608,6.954397769,8.291781956,0.006450231
house_sales_OpenML,21613,15,SS,3070,2.554497242,1.824640887,3.145932564,5.702002772,6.757929212,6.06E-05
MiamiHousing2016_OpenML,13932,13,SS,3070,2.088257551,1.502343562,2.462858298,5.007811873,5.365512721,0.002086182
superconduct_OpenML,21263,79,SS,3070,9.238360882,6.552028994,11.10513389,21.1355774,25.20011152,1.21E-05
pol_OpenML,15000,26,SS,3070,2.344105244,1.674360889,2.886829118,5.232377777,6.201336624,-0.144993551
elevators_OpenML,16599,16,SS,3070,2.358930111,1.697072022,2.782085282,5.656906741,6.060971508,-0.001339801
Ailerons_OpenML,13750,33,SS,3070,2.830748796,2.00762326,3.402751287,6.476204063,7.721627921,0.003926912
house_16H_OpenML,22784,16,SS,3070,2.981432438,2.129594599,3.671714825,6.654983121,7.887387402,0.006546594
house_sales_OpenML,21613,15,SS,3070,2.477990627,1.78272707,2.922503393,5.942423566,6.366882392,6.52E-05
MiamiHousing2016_OpenML,13932,13,SS,3070,2.12163496,1.504705645,2.550348552,4.853889179,5.787329405,0.001979613
superconduct_OpenML,21263,79,SS,3070,9.194999933,6.567857095,11.32389154,20.52455342,24.32539665,1.21E-05
year_OpenML,515345,90,SS,3070,276.399313,198.8484266,325.9810272,662.8280887,710.1729522,-0.002436333
covertype_OpenML,423680,54,SS,3070,75.28974295,53.39698082,90.50335731,172.2483252,205.3730031,0.02637845
road-safety_OpenML,111762,32,SS,3070,14.15251875,10.10894196,17.42921028,31.59044364,37.44052579,0.239663
nyc-taxi-green-dec-2016_OpenML,581835,10,SS,3070,27.85366821,20.03861022,32.85018069,66.79536741,71.56646508,-0.000280385
Allstate_Claims_Severity_OpenML,188318,124,SS,3070,68.20281172,48.37078845,81.98438721,156.0348015,186.0414941,3.81E-08
Brazilian_houses_OpenML,10692,11,SS,3070,1.700569868,1.214692763,2.094297867,3.795914884,4.498862085,4.81E-05
Bike_Sharing_Demand_OpenML,17379,11,SS,3070,1.819485188,1.30898215,2.145872376,4.363273832,4.674936249,0
OnlineNewsPopularity_OpenML,39644,59,SS,3070,11.04148936,7.830843518,13.27261613,25.26078554,30.11862891,0.000164954
nyc-taxi-green-dec-2016_OpenML,581835,16,SS,3070,41.47616458,29.62583184,51.07902042,92.58072451,109.7253031,0.00109808
house_sales_OpenML,21613,17,SS,3070,2.547268867,1.83256753,3.004209066,6.108558434,6.544884036,6.37E-05
compass_OpenML,16644,17,SS,3070,2.053976059,1.456720609,2.469017982,4.699098739,5.602771574,0.000454273
compass_OpenML,16644,17,SS,3070,2.053977966,1.467127119,2.529529515,4.584772246,5.433804143,0.000496123
nyc-taxi-green-dec-2016_OpenML,581835,10,SS,3070,28.24398708,20.31941517,33.31051666,67.73138388,72.56933988,-0.00014911
Allstate_Claims_Severity_OpenML,188318,124,SS,3070,67.24215078,47.68946864,80.82960786,153.8369956,183.4210332,3.11E-08
Brazilian_houses_OpenML,10692,11,SS,3070,1.668472767,1.191766262,2.054769417,3.724269569,4.413949119,4.61E-05
Bike_Sharing_Demand_OpenML,17379,11,SS,3070,1.863039732,1.340316354,2.197239925,4.46772118,4.786844121,0
OnlineNewsPopularity_OpenML,39644,59,SS,3070,10.28667331,7.295512986,12.36527625,23.53391286,28.05966533,8.57E-06
nyc-taxi-green-dec-2016_OpenML,581835,16,SS,3070,41.46515989,29.61797135,51.06546784,92.55616047,109.6961902,0.001528553
house_sales_OpenML,21613,17,SS,3070,2.562841892,1.843771145,3.022575648,6.145903818,6.584896948,5.12E-06
MagicTelescope_OpenML,13376,10,SS,3070,1.84786725,1.310544149,2.221261269,4.227561771,5.040554419,0.095382687
MagicTelescope_OpenML,13376,10,SS,3070,1.822912693,1.302080495,2.244966371,4.069001547,4.822520352,4.32E-05
MiniBooNE_OpenML,72998,50,SS,3070,17.6428647,12.69270842,20.80771872,42.30902806,45.33110149,0.003606619
Higgs_OpenML,940160,24,SS,3070,162.6384089,115.3463893,195.5023547,372.0851267,443.6399588,0.000108733
jannis_OpenML,57580,54,SS,3070,15.27606583,10.91147559,18.81288895,34.09836123,40.41287257,0.000118116
covertype_OpenML,566602,10,SS,3070,36.30789042,26.12078447,42.82095816,87.06928158,93.28851598,0.039931537
pol_OpenML,10082,26,SS,3070,2.014931202,1.429029221,2.422083426,4.609771682,5.496266236,0.185561114
house_16H_OpenML,13488,16,SS,3070,2.202858686,1.57347049,2.712880155,4.917095281,5.827668481,0.025639946
MagicTelescope_OpenML,13376,10,SS,3070,1.818875313,1.308543391,2.145153099,4.361811302,4.673369252,3.68E-05
MiniBooNE_OpenML,72998,50,SS,3070,17.4518714,12.37721376,20.9783284,39.926496,47.6046683,0.288799293
credit_OpenML,16714,10,SS,3070,1.859536648,1.328240463,2.290069764,4.150751446,4.919409122,9.77E-06
Higgs_OpenML,940160,24,SS,3070,164.8848641,118.6222044,194.4626301,395.407348,423.65073,0.000114168
jannis_OpenML,57580,54,SS,3070,15.3037343,10.85371227,18.39612249,35.01197506,41.74504719,6.58E-05
covertype_OpenML,566602,10,SS,3070,37.3469131,26.6763665,45.99373534,83.36364531,98.80135741,0.102282026
pol_OpenML,10082,26,SS,3070,2.036417246,1.465048378,2.401718653,4.883494595,5.232315637,0.347287003
house_16H_OpenML,13488,16,SS,3070,2.149759054,1.524651811,2.584155612,4.91823165,5.864045428,0.020854107
MagicTelescope_OpenML,13376,10,SS,3070,1.844705343,1.317646674,2.27180461,4.117645855,4.880172865,0.084869672
MiniBooNE_OpenML,72998,50,SS,3070,17.6668489,12.70996324,20.83600531,42.36654412,45.39272585,0.004332939
covertype_OpenML,566602,10,SS,3070,36.08629584,25.59311762,43.37816545,82.55844393,98.43506776,0.03532707
pol_OpenML,10082,26,SS,3070,1.972671747,1.409051248,2.429398703,4.40328515,5.218708325,0.053774778
house_16H_OpenML,13488,16,SS,3070,2.115303516,1.521801091,2.494755886,5.072670302,5.435003895,0.007379209
MagicTelescope_OpenML,13376,10,SS,3070,1.855671167,1.316078842,2.230642105,4.245415619,5.061841699,0.135344325
MiniBooNE_OpenML,72998,50,SS,3070,17.69115329,12.63653806,21.78713459,39.48918145,46.80199283,0.004058157
Higgs_OpenML,940160,24,SS,3070,166.0845256,119.4852702,195.8774922,398.2842341,426.7331079,0.000125348
jannis_OpenML,57580,54,SS,3070,15.13155508,10.73159935,18.18915144,34.61806241,41.27538211,0.000219143
pol_OpenML,15000,26,SS,3070,2.375528574,1.696806124,2.9255278,5.302519138,6.284467127,-0.126261713
elevators_OpenML,16599,16,SS,3070,2.281666994,1.641487046,2.690962371,5.471623487,5.862453736,-0.001196286
Ailerons_OpenML,13750,33,SS,3070,2.877879143,2.041049038,3.459405148,6.584029154,7.850188606,0.000574859
house_16H_OpenML,22784,16,SS,3070,3.00939393,2.149567093,3.70615016,6.717397165,7.961359603,0.007867635
house_sales_OpenML,21613,15,SS,3070,2.50363183,1.801173978,2.952744227,6.003913261,6.432764209,6.48E-05
MiamiHousing2016_OpenML,13932,13,SS,3070,2.138943195,1.516980989,2.571154219,4.893487062,5.834542267,0.002141763
superconduct_OpenML,21263,79,SS,3070,9.68306613,6.916475807,11.92495829,21.6139869,25.61657706,0.000352239
covertype_OpenML,423680,54,SS,3070,73.85705352,53.13457088,87.1058539,177.1152363,189.7663246,0.021890614
road-safety_OpenML,111762,32,SS,3070,13.46683097,9.55094395,16.18804059,30.80949661,36.73439981,0.000502204
compass_OpenML,16644,17,SS,3070,2.140672445,1.529051746,2.636296115,4.778286708,5.663154616,0.077218987
mobile_churn_OpenML,66469,65,SS,3070,14.43578434,10.38545636,17.02533829,34.61818787,37.09091557,-0.005851203
Credit_Card_Fraud_Detection_OpenML,284807,30,SS,3070,52.66070342,37.34801661,63.30172307,120.4774729,143.6462177,0.000412284
sgemm_gpu_kernel_performance_OpenML,241600,14,SS,3070,15.51616526,11.08297519,19.10857791,34.63429746,41.04805624,1.08E-05
superconductivity_OpenML,21263,81,SS,3070,9.406625509,6.767356481,11.09402702,22.55785494,24.16913029,0.000350973
naval_propulsion_plant_OpenML,11934,14,SS,3070,2.146928787,1.52264453,2.58075344,4.911756548,5.856325115,-0.000681245
video_transcoding_OpenML,68784,18,SS,3070,6.460994244,4.614995889,7.956889463,14.42186215,17.09257737,0
wave_energy_OpenML,72000,48,SS,3070,17.28465199,12.43500143,20.38524825,41.45000477,44.4107194,1.10E-07
sarcos_OpenML,48933,21,SS,3070,6.530869007,4.631821991,7.850545747,14.94136126,17.81469996,0.000159559
miami_housing_OpenML,13932,15,SS,3070,2.155588865,1.539706332,2.65466609,4.811582288,5.702616045,0.002338724
nyc_taxi_green_OpenML,581835,18,SS,3070,43.86006951,31.55400684,51.72788007,105.1800228,112.6928816,-8.23E-05
kings_county_OpenML,21613,21,SS,3070,2.731824398,1.937464112,3.283837478,6.249884232,7.451785046,7.08E-05
health_insurance_OpenML,22272,11,SS,3070,2.053771019,1.466979299,2.529274654,4.58431031,5.433256664,0.005518045
Airlines_DepDelay_1M_OpenML,1000000,11,SS,3070,54.79997015,39.42443896,64.6302278,131.4147965,140.8015677,0.017604176
fifa_OpenML,19178,28,SS,3070,2.914746284,2.067195946,3.503721943,6.66837402,7.950753639,-0.002474328
jannis_OpenML,57580,54,SS,3070,15.314569,10.93897786,18.86030665,34.1843058,40.5147328,0.000212616
jannis_OpenML,57580,54,SS,3070,15.22779107,10.95524537,17.95941865,36.51748458,39.12587634,0.000129164
jannis_OpenML,57580,54,SS,3070,15.40245986,10.9237304,18.51479728,35.23783999,42.01434768,0.000210004
default-of-credit-card-clients_OpenML,13272,20,SS,3070,2.158194065,1.541567189,2.657874464,4.817397467,5.709508108,0.000611553
default-of-credit-card-clients_OpenML,13272,20,SS,3070,2.128908157,1.531588602,2.510800987,5.105295341,5.469959293,5.22E-05
jannis_OpenML,57580,54,SS,3070,15.20415354,10.78308762,18.27641969,34.7841536,41.47341391,7.96E-05
credit_OpenML,16714,10,SS,3070,1.868129015,1.334377868,2.300651496,4.169930837,4.942140251,7.46E-05
credit_OpenML,16714,10,SS,3070,1.868663311,1.344362094,2.203872286,4.481206981,4.801293194,3.36E-05
pol_OpenML,15000,26,SS,3070,2.381074429,1.688705269,2.86221232,5.447436351,6.495020265,-0.144528135
elevators_OpenML,16599,16,SS,3070,2.372365713,1.694546938,2.921632651,5.295459181,6.27609977,0.002096025
albert_OpenML,58252,31,SS,3070,6.96340251,5.009642094,8.212528022,16.69880698,17.89157891,0.001950818
default-of-credit-card-clients_OpenML,13272,21,SS,3070,2.208724022,1.566470938,2.655035487,5.053132057,6.024888221,0.000149251
road-safety_OpenML,111762,32,SS,3070,13.60834432,9.720245943,16.75904473,30.37576857,36.0009109,6.55E-07
delays_zurich_transport_OpenML,5465575,11,SS,3070,398.3065231,286.5514555,469.7564844,955.1715182,1023.398055,0
Allstate_Claims_Severity_OpenML,188318,124,SS,3070,67.78178811,48.07219015,81.47828839,155.0715811,184.893039,4.87E-08
online_shoppers_OpenML,12330,17,SS,3070,1.963264704,1.402331931,2.417813675,4.382287286,5.193821968,0.057289654
Insurance_OpenML,23548,10,SS,3070,2.118910074,1.524395737,2.499009404,5.081319122,5.444270488,0.001193146
bank-marketing_OpenML,45211,16,SS,3070,3.567094564,2.529854301,4.287888645,8.160820325,9.730208849,0.020947729
fars_OpenML,100959,29,SS,3070,10.71088052,7.650628943,13.19073956,23.90821545,28.33566275,-0.040599909
kick_OpenML,67212,30,SS,3070,8.094022751,5.82303795,9.545963853,19.4101265,20.79656411,0
hcdr_OpenML,244280,69,SS,3070,55.77422905,39.55619082,67.04439121,127.6006155,152.1391954,-0.000791443
nomao_OpenML,34465,118,SS,3070,15.55809402,11.1129243,19.16021431,34.72788844,41.15897889,0.178309834
road-safety_OpenML,111762,32,SS,3070,13.35130501,9.605255403,15.74632033,32.01751801,34.30448358,0.008630779
autos_OpenML,1000000,25,SS,3070,141.1230235,100.0872507,169.639408,322.8620991,384.9509643,0.004562924
SignMNIST_OpenML,34627,784,SS,3070,98.75139523,70.53671088,121.6150188,220.4272215,261.2470773,0.001853095
Cardiovascular-Disease-dataset_OpenML,70000,11,SS,3070,4.124247789,2.96708474,4.864073345,9.890282468,10.59673122,0.008012836
online-shoppers-intention_OpenML,12330,17,SS,3070,1.87097168,1.32693027,2.249034355,4.280420224,5.10357796,0.074083799
connect-4_OpenML,67557,42,SS,3070,8.567397833,6.119569881,10.55098255,19.12365588,22.66507363,0
fars_OpenML,100968,29,SS,3070,10.28730512,7.400938935,12.13268678,24.66979645,26.43192477,-0.039742479
Devnagari-Script_OpenML,92000,1024,SS,3070,329.0189192,233.3467512,395.5029681,752.7314555,897.4875046,0.000809926
CIFAR_10_small_OpenML,20000,3072,SS,3070,251.3091688,179.5065491,309.4940502,560.9579661,664.8390709,0.006224442
CIFAR_10_OpenML,60000,3072,SS,3070,913.003881,656.8373245,1076.782499,2189.457748,2345.847587,0.005589049
Fashion-MNIST_OpenML,70000,784,SS,3070,186.1985874,132.0557357,223.8232809,425.9862443,507.9066759,0.014243114
EMNIST_Balanced_OpenML,131600,784,SS,3070,347.1525264,247.9660903,427.5277419,774.8940321,918.392927,0.000393343
mnist_rotation_OpenML,62000,784,SS,3070,187.8422291,135.1382943,221.5381874,450.4609811,482.6367654,0.000951852
MiniBooNE_OpenML,130064,50,SS,3070,35.56922889,25.22640347,42.75661605,81.37549506,97.02462872,0.018178458
volkert_OpenML,58310,180,SS,3070,41.54009342,29.6714953,51.15775052,92.72342281,109.894427,-0.003925165
dionis_OpenML,416188,60,SS,3070,112.2957234,80.78829022,132.43982,269.2943007,288.5296079,3.76E-05
jannis_OpenML,83733,54,SS,3070,21.63309932,15.34262363,26.00444683,49.49233429,59.01009089,-0.004811891
helena_OpenML,65196,27,SS,3070,9.46776104,6.762686457,11.65980424,21.13339518,25.04698688,-0.001337997
Klaverjas2018_OpenML,981541,32,SS,3070,120.333499,86.57086259,141.9194469,288.569542,309.1816521,0
Click_prediction_small_OpenML,39948,11,SS,3070,3.16048789,2.241480773,3.799119954,7.230583139,8.621079896,0.00130272
microaggregation2_OpenML,20000,20,SS,3070,2.651547432,1.893962451,3.265452502,5.918632661,7.014675746,-0.020572003
Kuzushiji-MNIST_OpenML,70000,784,SS,3070,168.6135082,121.3046822,198.8601347,404.3489405,433.2310077,0.004499023
CIFAR-100_OpenML,60000,3072,SS,3070,1035.164406,734.1591532,1244.337548,2368.255333,2823.689051,0.000304618
GTSRB-HOG01_OpenML,51839,1568,SS,3070,405.3879194,289.5627996,499.2462062,904.8837487,1072.454813,0
GTSRB-HOG02_OpenML,51839,1568,SS,3070,415.1170151,298.6453346,489.5825157,995.4844487,1066.590481,0
GTSRB-HueHist_OpenML,51839,256,SS,3070,52.51753235,37.24647684,63.12962177,120.1499253,143.2556802,-0.000296401
bot-iot-all-features_OpenML,3668522,44,SS,3070,954.7084911,681.9346365,1175.749373,2131.045739,2525.683839,-0.000206451
CreditCardFraudDetection_OpenML,284807,30,SS,3070,53.26433372,38.31966455,62.81912221,127.7322152,136.8559448,0.006126349
dataset_sales_OpenML,10738,14,SS,3070,1.900272131,1.347710731,2.284255477,4.347453972,5.183502812,0.008410459
aloi_OpenML,108000,128,SS,3070,35.64109683,25.45792631,43.89297639,79.55601971,94.28861595,1.82E-07
CreditCardFraudDetection_OpenML,284807,30,SS,3070,53.09972572,38.20124153,62.62498611,127.3374718,136.4330054,0.000352357
SantanderCustomerSatisfaction_OpenML,200000,201,SS,3070,196.1600256,139.1205855,235.7976026,448.7760824,535.0791751,-1.62E-05
hls4ml_lhc_jets_hlf_OpenML,830000,16,SS,3070,95.73636961,68.38312115,117.901933,213.6972536,253.2708191,0.222156817
default-of-credit-card-clients_OpenML,30000,23,SS,3070,3.725688219,2.680351237,4.394018421,8.934504122,9.572682988,-0.050251733
medical_charges_nominal_OpenML,163065,11,SS,3070,10.13635778,7.188906227,12.18458683,23.19002009,27.64963933,4.77E-07
Allstate_Claims_Severity_OpenML,188318,130,SS,3070,70.78964925,50.56403518,87.179371,158.0126099,187.2742044,-2.81E-08
house_sales_reduced_OpenML,21613,20,SS,3070,2.771213293,1.993678628,3.26832562,6.645595427,7.120280814,1.68E-05
RelevantImagesDatasetTEST_OpenML,134731,30,SS,3070,16.16126513,11.46189016,19.42693248,36.97383924,44.08419294,0.193958096
