Filename,Row,Columm,Mode,System,Time,Time_M2,Time_Jimmy,Time_Thelma,Time_Louise,ARI
pol_OpenML,15000,48,SS,3070,3.215804338,2.313528301,3.792669345,7.711761002,8.262601074,-0.041696777
2dplanes_OpenML,40768,10,SS,3070,2.547794342,1.806946342,3.062620918,5.828859167,6.949793622,1.26E-06
ailerons_OpenML,13750,40,SS,3070,3.036281824,2.168772731,3.73926333,6.777414786,8.032491598,0.001839712
house_16H_OpenML,22784,16,SS,3070,2.730102062,1.964102203,3.219839677,6.547007343,7.014650725,0.114642993
elevators_OpenML,16599,18,SS,3070,2.259961128,1.602809311,2.71662595,5.170352615,6.164651195,-0.004178959
mv_OpenML,40768,10,SS,3070,2.954463482,2.110331059,3.638501825,6.594784558,7.816040958,9.32E-05
fried_OpenML,40768,10,SS,3070,3.064465284,2.204651283,3.614182432,7.348837612,7.873754584,0
letter_OpenML,20000,16,SS,3070,2.233706713,1.584189158,2.68506637,5.110287607,6.093035224,0.089548827
pendigits_OpenML,10992,16,SS,3070,1.871242046,1.336601461,2.304485278,4.176879567,4.950375783,-0.095004875
sylva_prior_OpenML,14395,108,SS,3070,5.493384123,3.952074909,6.478811326,13.17358303,14.11455325,0.032502538
eye_movements_OpenML,10936,27,SS,3070,2.40168786,1.703324723,2.886991057,5.494595882,6.551248936,0.018307869
MagicTelescope_OpenML,19020,10,SS,3070,2.089845896,1.492747069,2.573701842,4.664834589,5.528692847,0.007575006
BNG(primary-tumor)_OpenML,1000000,17,SS,3070,68.74963546,49.4601694,81.08224491,164.8672313,176.6434621,0.00500839
BNG(solar-flare)_OpenML,663552,12,SS,3070,31.62703776,22.43052323,38.01783599,72.35652656,86.27124321,0.139954693
BNG(solar-flare)_OpenML,1000000,12,SS,3070,48.20061278,34.42900913,59.36036057,107.5906535,127.5148486,0.079307102
BNG(spect_test)_OpenML,1000000,22,SS,3070,81.75939369,58.81970769,96.42575031,196.0656923,210.0703846,-0.022043538
BNG(spectf_test)_OpenML,1000000,44,SS,3070,287.6381171,203.9986646,345.7604485,658.0602084,784.6102485,-0.045448492
BNG(adult)_OpenML,1000000,14,SS,3070,61.91420889,44.22443492,76.24902573,138.2013591,163.7942034,-0.004126313
BNG(satimage)_OpenML,1000000,36,SS,3070,238.5788808,171.6394826,281.376201,572.1316086,612.9981521,0.093056776
BNG(wine)_OpenML,1000000,13,SS,3070,87.84214759,62.29939545,105.5921957,200.9657918,239.6130594,0.047784091
BNG(eucalyptus)_OpenML,1000000,19,SS,3070,105.1751294,75.12509243,129.5260214,234.7659138,278.2410831,-0.001303517
BNG(wisconsin)_OpenML,1000000,32,SS,3070,205.2058756,147.6301263,242.0166005,492.1004211,527.2504512,1.09E-09
BNG(cleveland)_OpenML,1000000,13,SS,3070,70.23679352,49.81332874,84.42937074,160.6881572,191.5897259,0.042239425
BNG(auto_price)_OpenML,1000000,15,SS,3070,105.8687212,75.62051514,130.3801985,236.3141098,280.075982,1.32E-08
BNG(cpu_act)_OpenML,1000000,21,SS,3070,138.7998972,99.85604115,163.6984281,332.8534705,356.6287184,1.41E-07
BNG(pbc)_OpenML,1000000,18,SS,3070,113.3992383,80.4249917,136.3135453,259.4354571,309.3268912,-1.70E-10
BNG(autoHorse)_OpenML,1000000,25,SS,3070,147.7195053,105.5139324,181.920573,329.7310386,390.7923421,1.52E-08
BNG(cholesterol)_OpenML,1000000,13,SS,3070,72.36586785,52.06177543,85.34717284,173.5392514,185.9349123,-2.63E-09
BNG(autoPrice)_OpenML,1000000,15,SS,3070,106.9668016,75.86297986,128.5813218,244.7192899,291.7806918,1.52E-08
BNG(pharynx)_OpenML,1000000,10,SS,3070,54.57276893,38.98054924,67.20784351,121.8142164,144.3724046,-1.34E-11
BNG(2dplanes)_OpenML,177147,10,SS,3070,9.177993536,6.602873047,10.82438205,22.00957682,23.58168946,0
BNG(elevators)_OpenML,1000000,18,SS,3070,117.3698807,83.24105014,141.0865257,268.5195166,320.1578852,0
BNG(cpu_small)_OpenML,1000000,12,SS,3070,91.68893123,65.49209374,112.917403,204.6627929,242.5633101,9.28E-08
BNG(pwLinear)_OpenML,177147,10,SS,3070,9.016797304,6.486904535,10.63426973,21.62301512,23.1675162,0
BNG(wine_quality)_OpenML,531441,11,SS,3070,38.19848299,27.09112269,45.9171571,87.39071835,104.1966257,0.001392325
BNG(Australian)_OpenML,1000000,14,SS,3070,80.88272047,57.77337176,99.60926166,180.5417868,213.975451,0.093317899
BNG(satellite_image)_OpenML,1000000,36,SS,3070,252.6321158,181.7497236,297.9503666,605.832412,649.1061557,0.041163169
BNG(Ailerons)_OpenML,1000000,40,SS,3070,214.1031399,151.8461985,257.3664382,489.8264468,584.0238404,0.000282322
BNG(libras_move)_OpenML,1000000,90,SS,3070,532.7833946,380.5595676,656.1371855,1189.248649,1409.47988,6.05E-11
BNG(vowel)_OpenML,1000000,12,SS,3070,76.37432361,54.94555655,90.07468288,183.1518552,196.2341305,-2.18E-09
BNG(puma32H)_OpenML,1000000,32,SS,3070,216.8202593,153.7732335,260.6325992,496.0426889,591.4355136,0
BNG(SPECT)_OpenML,1000000,22,SS,3070,80.9213531,57.8009665,99.65683879,180.6280203,214.0776537,-0.051651848
BNG(SPECTF)_OpenML,1000000,44,SS,3070,281.6504233,202.6262038,332.1741046,675.4206794,723.6650136,-0.043211313
BNG(mv)_OpenML,78732,10,SS,3070,5.412642956,3.83875387,6.506362491,12.383077,14.76443796,0
BNG(JapaneseVowels)_OpenML,1000000,14,SS,3070,94.03584552,67.16846109,115.8076915,209.9014409,248.7720781,-0.004486882
Click_prediction_small_OpenML,149639,11,SS,3070,8.565761328,6.162418222,10.10232495,20.54139407,22.00863651,0
Click_prediction_small_OpenML,1997410,11,SS,3070,145.7604311,103.3761923,175.2138852,333.471588,397.6007395,-0.000295124
Click_prediction_small_OpenML,399482,11,SS,3070,24.44134903,17.45810645,30.10018353,54.55658266,64.65965352,-0.000745967
letter-challenge-unlabeled.arff_OpenML,20000,16,SS,3070,2.246161222,1.615943325,2.649087418,5.386477751,5.771226161,-0.007722258
BNG(anneal_COMMA_1000_COMMA_1)_OpenML,1000000,38,SS,3070,144.936219,102.7916447,174.2231266,331.5859506,395.3524795,0.020420763
BNG(anneal_COMMA_1000_COMMA_5)_OpenML,1000000,38,SS,3070,146.4467907,104.6048505,180.3531905,326.8901578,387.4253722,-0.026545062
BNG(anneal_COMMA_1000_COMMA_10)_OpenML,1000000,38,SS,3070,147.1423333,105.8577937,173.5373668,352.8593125,378.0635491,-0.018818291
BNG(anneal_COMMA_5000_COMMA_1)_OpenML,1000000,38,SS,3070,143.2477977,101.5941828,172.1935301,327.7231702,390.7468568,0.020821102
BNG(anneal_COMMA_5000_COMMA_5)_OpenML,1000000,38,SS,3070,144.7161729,103.3686949,178.2218878,323.0271717,382.8470183,0.02043995
BNG(anneal_COMMA_10000_COMMA_1)_OpenML,1000000,38,SS,3070,143.8973927,103.5233041,169.7103346,345.0776803,369.7260861,0.017616986
BNG(anneal_COMMA_10000_COMMA_5)_OpenML,1000000,38,SS,3070,142.3197732,100.9360094,171.077982,325.6000302,388.2154206,0.023114745
BNG(anneal_COMMA_10000_COMMA_10)_OpenML,1000000,38,SS,3070,146.1819153,104.4156538,180.0269893,326.2989181,386.7246437,0.020685994
BNG(anneal.ORIG_COMMA_1000_COMMA_1)_OpenML,1000000,38,SS,3070,143.148874,102.9848014,168.8275433,343.2826715,367.8028623,0.031787874
BNG(anneal.ORIG_COMMA_1000_COMMA_5)_OpenML,1000000,38,SS,3070,145.2459929,103.0113425,174.5954957,332.2946532,396.1974711,0.002868811
BNG(anneal.ORIG_COMMA_1000_COMMA_10)_OpenML,1000000,38,SS,3070,146.0644116,104.3317226,179.8822803,326.036633,386.4137873,-0.007768354
BNG(anneal.ORIG_COMMA_5000_COMMA_5)_OpenML,1000000,38,SS,3070,144.506453,103.961477,170.4286508,346.5382566,371.2909892,0.041223162
BNG(anneal.ORIG_COMMA_5000_COMMA_10)_OpenML,1000000,38,SS,3070,143.1513181,101.5257575,172.0775551,327.5024436,390.4836828,0.031840078
BNG(anneal.ORIG_COMMA_10000_COMMA_1)_OpenML,1000000,38,SS,3070,140.8661122,100.6186516,173.4804337,314.4332862,372.6616725,0.125183631
BNG(anneal.ORIG_COMMA_10000_COMMA_5)_OpenML,1000000,38,SS,3070,140.435488,101.0327252,165.6274183,336.7757506,360.8311614,0.014922829
BNG(anneal.ORIG_COMMA_10000_COMMA_10)_OpenML,1000000,38,SS,3070,143.6725216,101.8954054,172.7040769,328.6948561,391.9054053,0.001874997
BNG(kr-vs-kp_COMMA_1000_COMMA_1)_OpenML,1000000,36,SS,3070,134.283448,95.91674857,165.3737044,299.7398393,355.2472169,-0.000497599
BNG(kr-vs-kp_COMMA_1000_COMMA_5)_OpenML,1000000,36,SS,3070,134.5267956,96.78186734,158.6587989,322.6062245,345.6495262,0
BNG(kr-vs-kp_COMMA_1000_COMMA_10)_OpenML,1000000,36,SS,3070,134.377059,95.30287872,161.5303029,307.428641,366.5495336,-2.72E-07
BNG(kr-vs-kp_COMMA_5000_COMMA_1)_OpenML,1000000,36,SS,3070,138.4050207,98.86072907,170.4495329,308.9397783,366.1508484,-0.001551845
BNG(kr-vs-kp_COMMA_5000_COMMA_5)_OpenML,1000000,36,SS,3070,134.1686022,96.52417424,158.2363512,321.7472475,344.7291937,0
BNG(kr-vs-kp_COMMA_5000_COMMA_10)_OpenML,1000000,36,SS,3070,136.6088643,96.88571936,164.2130837,312.5345786,372.6373822,0
BNG(kr-vs-kp_COMMA_10000_COMMA_1)_OpenML,1000000,36,SS,3070,138.6654344,99.04673886,170.7702394,309.5210589,366.8397735,-0.001165399
BNG(kr-vs-kp_COMMA_10000_COMMA_5)_OpenML,1000000,36,SS,3070,133.9923387,96.39736597,158.0284688,321.3245532,344.276307,-0.001213633
BNG(kr-vs-kp_COMMA_10000_COMMA_10)_OpenML,1000000,36,SS,3070,134.7575271,95.57271426,161.9876513,308.2990782,367.5873625,0.004059974
BNG(letter_COMMA_1000_COMMA_1)_OpenML,1000000,16,SS,3070,91.2943294,65.21023529,112.4314401,203.7819853,241.5193899,-2.65E-08
BNG(letter_COMMA_1000_COMMA_5)_OpenML,1000000,16,SS,3070,94.01786971,67.63875519,110.8832052,225.4625173,241.5669828,-3.82E-07
BNG(letter_COMMA_1000_COMMA_10)_OpenML,1000000,16,SS,3070,90.43618727,64.13913991,108.7104066,206.9004513,246.6889996,-4.59E-07
BNG(letter_COMMA_5000_COMMA_1)_OpenML,1000000,16,SS,3070,91.24740458,65.17671756,112.373651,203.6772424,241.3952502,-1.41E-07
BNG(letter_COMMA_5000_COMMA_5)_OpenML,1000000,16,SS,3070,90.61179924,65.18834478,106.866139,217.2944826,232.8155171,1.03E-07
BNG(letter_COMMA_5000_COMMA_10)_OpenML,1000000,16,SS,3070,90.376055,64.09649291,108.6381236,206.7628803,246.5249727,9.39E-07
BNG(letter_COMMA_10000_COMMA_1)_OpenML,1000000,16,SS,3070,90.53170919,64.66550656,111.4922527,202.079708,239.5018762,-8.35E-07
BNG(letter_COMMA_10000_COMMA_5)_OpenML,1000000,16,SS,3070,91.38303566,65.74319112,107.7757232,219.1439704,234.7971112,-1.97E-07
BNG(letter_COMMA_10000_COMMA_10)_OpenML,1000000,16,SS,3070,91.51790571,64.90631611,110.0107053,209.3752132,249.6396773,-7.15E-07
BNG(audiology_COMMA_1000_COMMA_1)_OpenML,1000000,69,SS,3070,234.337852,167.38418,288.5934138,523.0755625,619.9414074,0.021818872
BNG(audiology_COMMA_1000_COMMA_5)_OpenML,1000000,69,SS,3070,234.5956981,168.7738835,276.6784976,562.5796118,602.7638697,0.008891637
BNG(audiology_COMMA_1000_COMMA_10)_OpenML,1000000,69,SS,3070,237.2529223,168.2644839,285.1940405,542.7886577,647.1710919,0.00067727
BNG(audiology_COMMA_5000_COMMA_1)_OpenML,1000000,69,SS,3070,240.6930666,171.923619,296.4200328,537.2613094,636.7541444,0.122669945
BNG(audiology_COMMA_5000_COMMA_5)_OpenML,1000000,69,SS,3070,240.7534399,173.2039136,283.940842,577.3463787,618.5854057,0.081948331
BNG(audiology_COMMA_5000_COMMA_10)_OpenML,1000000,69,SS,3070,230.8052678,163.6916793,277.4435242,528.0376751,629.5833819,0.011531432
BNG(autos_COMMA_1000_COMMA_1)_OpenML,1000000,25,SS,3070,141.6789799,101.1992714,174.4815023,316.247723,374.8121161,0.001571842
BNG(autos_COMMA_1000_COMMA_5)_OpenML,1000000,25,SS,3070,140.2679095,100.9121651,165.4297789,336.3738837,360.4005897,-0.00151964
BNG(autos_COMMA_1000_COMMA_10)_OpenML,1000000,25,SS,3070,139.8429945,99.17942872,168.1007266,319.933641,381.4593412,-0.001237649
BNG(autos_COMMA_5000_COMMA_1)_OpenML,1000000,25,SS,3070,140.1741035,100.1243596,172.6282063,312.8886239,370.8309616,-0.003516932
BNG(autos_COMMA_5000_COMMA_5)_OpenML,1000000,25,SS,3070,139.4764233,100.3427506,164.4963124,334.4758353,358.3669663,0.001970338
BNG(autos_COMMA_5000_COMMA_10)_OpenML,1000000,25,SS,3070,140.6491556,99.75117418,169.0697868,321.7779812,383.6583622,-0.001511347
BNG(autos_COMMA_10000_COMMA_1)_OpenML,1000000,25,SS,3070,139.296365,99.49740357,171.5472475,310.9293862,368.5089021,-0.00102613
BNG(autos_COMMA_10000_COMMA_5)_OpenML,1000000,25,SS,3070,138.9372418,99.95485022,163.8604102,333.1828341,356.9816079,-0.002399129
BNG(autos_COMMA_10000_COMMA_10)_OpenML,1000000,25,SS,3070,141.5854197,100.4151913,170.1952395,323.9199719,386.2122741,0.001438169
BNG(lymph_COMMA_1000_COMMA_1)_OpenML,1000000,18,SS,3070,72.07177663,51.47984045,88.7583456,160.8745014,190.6660757,0.00683146
BNG(lymph_COMMA_1000_COMMA_5)_OpenML,1000000,18,SS,3070,71.09955287,51.15075746,83.85370075,170.5025249,182.6812766,0.000204756
BNG(lymph_COMMA_1000_COMMA_10)_OpenML,1000000,18,SS,3070,70.63705516,50.09720224,84.91051227,161.6038782,192.6815471,0
BNG(lymph_COMMA_5000_COMMA_1)_OpenML,1000000,18,SS,3070,74.11900091,52.94214351,91.27955777,165.4441985,196.082013,0.03027764
BNG(lymph_COMMA_5000_COMMA_5)_OpenML,1000000,18,SS,3070,72.65266037,52.26810099,85.68541145,174.2270033,186.6717892,0.006230827
BNG(lymph_COMMA_5000_COMMA_10)_OpenML,1000000,18,SS,3070,72.37087965,51.326865,86.99468644,165.5705323,197.4110192,0.000231933
BNG(lymph_COMMA_10000_COMMA_1)_OpenML,1000000,18,SS,3070,71.5556736,51.11119543,88.12275074,159.7224857,189.3007238,0.017742132
BNG(lymph_COMMA_10000_COMMA_5)_OpenML,1000000,18,SS,3070,71.42823029,51.38721604,84.24133776,171.2907201,183.5257716,9.40E-05
BNG(lymph_COMMA_10000_COMMA_10)_OpenML,1000000,18,SS,3070,72.010535,51.07130142,86.56152783,164.7461336,196.4280824,0.007855644
Kaggle_bike_sharing_demand_challange_OpenML,10886,10,SS,3070,1.677986145,1.198561532,2.0664854,3.745504788,4.439116786,0.000153585
bank-marketing_OpenML,45211,16,SS,3070,3.576512575,2.573030629,4.218082999,8.576768765,9.189395105,0.035413827
eeg-eye-state_OpenML,14980,14,SS,3070,2.130304337,1.51085414,2.560769728,4.873723031,5.81097746,0
gas-drift_OpenML,13910,128,SS,3070,10.02777624,7.162697314,12.34947813,22.38342911,26.52850857,0.107221363
gas-drift-different-concentrations_OpenML,13910,129,SS,3070,10.14965296,7.301908604,11.97034197,24.33969535,26.07824502,0.0246395
har_OpenML,10299,561,SS,3070,29.74193072,21.09356789,35.75180998,68.04376738,81.12910726,0.266915108
nomao_OpenML,34465,118,SS,3070,15.16106749,10.82933392,18.67126538,33.8416685,40.10864415,0.118244256
