Filename,Shape_R,Shape_C,Size,ARI_A,Time_A,ARI_B,Time_B
shuttle,58000,10,2581809,0.054402025196745134,13.1787748336792,0.036847203947735004,19.091926097869873
poker,1025010,11,24127054,0.0011880851910495106,246.5470530986786,0.001225715157187707,456.213497877121
pendigits,10992,17,891493,0.5051287007327206,5.3745317459106445,0.5077844292109341,5.828920125961304
nursery,12958,9,233312,0.0019977821112794358,2.9832499027252197,0.002131205739494394,5.522216796875
mnist,70000,785,127868472,0.0695621873508313,155.77601194381714,0.22768641397084932,113.57199430465698
magic,19020,11,1523893,0.029558645073937656,6.932955741882324,0.031393828895780435,7.340634107589722
letter,20000,17,1365766,0.054094948551910604,9.6393301486969,0.0005582047869784438,12.54874324798584
krkopt,28056,7,403999,0.01565937055970114,5.2680840492248535,0.016921015683723686,7.4258811473846436
