Filename,Shape_R,Shape_C,Size,Time_KM_A_Distance,ARI_KM_A_Distance,Time_KM_A_DistanceRatio,ARI_KM_A_DistanceRatio,Time_KM_A_ADLOF,ARI_KM_A_ADLOF,Time_KM_B_Distance,ARI_KM_B_Distance,Time_KM_B_DistanceRatio,ARI_KM_B_DistanceRatio,Time_KM_B_ADLOF,ARI_KM_B_ADLOF,Time_DBS_A_Distance,ARI_DBS_A_Distance,Time_DBS_A_DistanceRatio,ARI_DBS_A_DistanceRatio,Time_DBS_A_ADLOF,ARI_DBS_A_ADLOF,Time_DBS_B_Distance,ARI_DBS_B_Distance,Time_DBS_B_DistanceRatio,ARI_DBS_B_DistanceRatio,Time_DBS_B_ADLOF,ARI_DBS_B_ADLOF,Time_HAC_A_Distance,ARI_HAC_A_Distance,Time_HAC_A_DistanceRatio,ARI_HAC_A_DistanceRatio,Time_HAC_A_ADLOF,ARI_HAC_A_ADLOF,Time_HAC_B_Distance,ARI_HAC_B_Distance,Time_HAC_B_DistanceRatio,ARI_HAC_B_DistanceRatio,Time_HAC_B_ADLOF,ARI_HAC_B_ADLOF,Time_AVG_A_Distance,ARI_AVG_A_Distance,Time_AVG_A_DistanceRatio,ARI_AVG_A_DistanceRatio,Time_AVG_A_ADLOF,ARI_AVG_A_ADLOF,Time_AVG_B_Distance,ARI_AVG_B_Distance,Time_AVG_B_DistanceRatio,ARI_AVG_B_DistanceRatio,Time_AVG_B_ADLOF,ARI_AVG_B_ADLOF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gina,3153,971,13854651,23.16108259,0.000361371,10.82814423,0.003494264,56.60708507,-0.000117427,34.73071893,0.003227515,11.75087484,0.005677825,48.87731179,0.00121782,20.59523789,-8.05E-05,8.113546848,0.002634671,35.73399623,0.000431103,20.56537708,0.000103568,8.329910199,0.001317081,35.45013801,0.000644623,39.03673347,-0.000156764,12.5152661,0.001192473,50.77281976,0.008760208,49.00927361,0.000288064,20.22320588,0.002427204,35.65956871,0.005047705,27.48645655,0.006265619,14.22099487,0.004926996,82.19006562,0.003794777,34.89579805,0.002055467,32.42116499,0.003389268,40.2946078,0.00026261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gina_agnostic,3468,971,15251303,26.53379393,0.00553276,11.55307428,0.002785435,43.2165935,0.000102518,25.03475237,0.017881099,12.51819253,0.005640999,42.05133279,0.01271017,23.05223989,9.92E-05,9.48259004,0.001052739,35.41946252,0.000591215,22.19443782,6.88E-05,9.275303046,0.000946619,39.91024884,0.000293523,35.57580702,0.010667038,31.24633225,0.001023182,77.73085841,0.003323515,24.1715037,-1.52E-05,10.05052773,0.022412717,37.70082951,0.003169928,40.24591931,0.012916826,13.83422057,0.002262934,86.15437484,0.000455897,24.67744954,0.012828142,12.80907822,0.006070238,39.9819417,0.010527356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gina_prior,3468,785,11782317,21.54377659,0.044920835,39.19965784,0.01567697,55.8179334,0.025246671,34.69719776,0.013214,30.49269843,0.01905865,55.56617824,0.017352946,17.82133635,0.000338554,7.049856027,0.015431807,29.21185319,0.016232696,16.55740937,0.003590997,7.395451307,0.008929964,27.12557618,0.005749123,41.33793139,0.016070608,31.86070951,0.022917927,48.80523149,0.040314961,28.13700676,0.034904963,30.78580944,0.030789068,36.44712329,0.041337691,27.28874159,0.041453504,10.24506934,0.029306864,54.03917877,0.014706495,49.46121748,0.007882395,26.14615385,0.009007227,50.78812949,0.027463042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gina_prior2,3468,785,11782317,83.16899761,0.181825323,22.57617442,0.027633718,36.30483858,0.021533811,18.31773353,0.047153848,8.267796755,0.05748357,39.49001606,0.033897762,17.64775038,0.024919904,7.108561357,0.036440486,32.30301714,0.00030687,16.85028744,0.018822415,7.468196392,0.015576947,26.6964438,0.012043321,41.61585347,0.008994219,32.13868531,0.035006787,26.93861818,0.039322872,21.52578529,0.047772063,9.41529123,0.047052694,27.34785016,0.031767074,21.55634038,0.042478136,17.6537528,0.042289925,30.75038385,0.024055557,25.60756675,0.039712808,16.46581237,0.035060366,51.97551529,0.02477791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hill-valley,1212,101,1235935,3.094846725,0.001904076,2.758036296,0.002532017,3.292780479,0.002146244,2.788452784,0.001358342,2.013084014,0.002906888,3.324636141,0.002177145,2.360224168,0.001590887,1.169112921,0.002806166,2.1402119,0.001551131,2.126754602,0.002095569,1.191200336,0.002244189,2.135528326,0.000927958,2.701233228,0.001742621,1.92694068,0.00229081,3.149788141,0.001917047,2.948480209,0.001737034,2.306214333,0.002738972,3.367300113,0.002004287,3.11451745,0.001845426,2.672420979,0.002695027,3.429323832,0.002035188,3.364673217,0.002010584,2.559918563,0.002919081,3.539722999,0.002118377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
isolet,7797,618,34052317,179.4209358,0.336653472,28.68128363,0.060646552,76.17006795,0.060862935,48.68254828,0.060752082,27.99155927,0.060834738,76.70904414,0.060903364,45.85487986,0.060778179,23.13109223,0.06058107,73.61131326,0.062958131,42.74923889,0.061759511,23.22660375,0.060146805,71.82341846,0.063207876,59.46978553,0.059434949,42.68871911,0.059341595,89.1809748,0.059626242,58.13403034,0.059621673,38.38493411,0.059933317,86.39790082,0.059370066,61.00599949,0.059484951,33.89122574,0.05979154,91.49766739,0.059722734,66.68018087,0.05927514,38.34290353,0.059588051,95.54977838,0.059470393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jasmine,2984,145,1847900,9.533305724,0.073781958,5.234823227,0.145739676,8.386226892,0.169969427,5.222777843,0.125534918,3.517493327,0.160747415,7.794716994,0.095364515,3.952957471,0.091659338,2.651302576,0.138822727,5.487216393,0.114727345,3.849268675,0.094224729,2.029403051,0.090234891,5.219348431,0.120522297,10.63954647,0.123053799,11.57560762,0.197274229,13.99050252,0.118125828,12.11995252,0.131025779,8.753276269,0.075498497,13.39950093,0.087807966,14.19940654,0.194390254,10.62628245,0.138982384,13.43504635,0.154966535,12.74715137,0.169435117,10.94062042,0.189565971,12.11531591,0.122184984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jungle_chess_2pcs_endgame_elephant_elephant,2351,47,443806,2.393577655,0.00966033,2.168641488,0.002212626,2.613462448,0.000680955,2.052355846,0.007224544,2.011135658,0.002745068,2.505173842,0.006844491,1.567163706,0.001729673,0.991944313,0.007820446,1.760938565,0.002181192,1.482110739,0.002241111,1.007349253,0.002790132,1.715625525,-0.001042364,1.70468394,0.009032887,1.189156294,0.004475787,1.950503031,0.008421705,1.925361554,-0.000685737,1.597717047,0.002063302,1.943857511,-0.000460003,2.27816534,0.008995732,1.647505204,0.003368693,2.644955556,0.011561609,2.045616309,0.004380474,1.710685333,0.002730322,2.345101833,0.006554672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jungle_chess_2pcs_endgame_lion_elephant,4704,47,884813,8.340966463,0.1011226,3.092432896,0.084873268,5.168380419,0.076154575,4.573235671,0.0820126,2.161065499,0.077891445,3.460454146,0.087446671,2.450051626,0.057574104,1.432857434,0.087517525,3.374957879,0.084724322,2.211800655,0.058100401,1.248960018,0.09689966,3.303572893,0.071988752,2.787772814,0.129449775,1.70802625,0.091227415,3.579896053,0.097262109,4.003410419,0.100000302,2.093984445,0.109509953,3.876528819,0.102329009,3.475420634,0.054083129,1.877216101,0.094043596,4.728625218,0.077496676,5.420121193,0.069922685,3.590135892,0.10003875,5.533655246,0.044742219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jungle_chess_2pcs_endgame_lion_lion,2352,47,442190,1.834529797,0.00969577,2.537449678,0.025231121,2.85831809,-0.002002752,2.812674125,0.020410495,1.612281958,0.015694277,3.455546061,0.002984396,1.498111566,-0.003796671,1.249735355,0.01349442,1.750695308,-0.001065922,1.500031233,0.007121726,1.017568986,0.016440534,1.811660767,0.01475184,1.669666608,0.002476778,1.647044659,0.013621336,2.370482206,-0.003741912,2.578871171,0.004779747,1.487729788,0.013266506,1.983112415,0.005537952,2.656706572,-0.002804172,1.778036912,0.011453358,2.606856743,0.002834925,2.918126424,0.007852251,1.92322437,0.008660395,2.332660119,0.018163442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jungle_chess_2pcs_endgame_panther_elephant,4704,47,886685,8.229294141,0.040642407,2.778436661,0.007320123,6.448628426,0.002432149,5.070229451,0.01071423,2.460115115,0.009709363,7.274277846,0.012036323,2.443068743,0.001705196,1.464979251,0.017921847,3.068438768,0.000372972,2.45916597,0.00628752,1.466425816,0.02260362,3.302942355,7.21E-05,9.258598566,0.001600277,5.418410222,0.006328479,15.46961594,0.005306169,8.575157166,0.008101669,2.372762998,0.014575779,9.921898603,0.009321469,8.871050755,0.004410565,7.45254914,0.018755224,13.00335383,0.035283801,14.4565146,-0.003882634,2.871587753,0.012536492,7.750549793,0.006023888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jungle_chess_2pcs_endgame_panther_lion,4704,47,884813,4.381235123,0.059131505,2.207408826,0.032487619,7.338631709,0.002779797,3.353916645,0.013974435,1.89343667,0.023119247,3.928177357,0.022066575,2.446536462,0.006223606,1.312496106,0.033663686,3.018758297,0.003581129,2.177994728,0.0035705,1.290363471,0.018506182,2.801384211,0.013577623,4.135807355,0.008392634,12.96228973,0.014678471,7.87226963,0.014515844,6.445691903,0.000616787,1.867440701,0.017341529,6.541454554,0.0037957,6.324855089,0.006392765,2.881244818,0.009773735,6.368317286,0.003524723,4.957213163,0.009996436,4.559807698,0.018219336,4.713547945,0.009715039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kc1,2109,22,209046,1.643853347,0.146201084,1.920161168,0.134558281,1.899535974,0.13974648,1.855185191,0.142335814,1.505074501,0.097021589,1.851111015,0.163203592,2.383119345,0.136569054,1.165896654,0.098195688,2.145833731,0.118465818,1.27780803,0.051926462,2.715481281,0.057179252,1.960071484,0.073981241,1.960355361,0.147596788,1.277296782,0.166105286,2.119769176,0.171208786,1.860552629,0.145903894,1.909039497,0.04652551,2.241046667,0.168994674,2.165921211,0.133362607,1.843799671,0.078797859,2.12082394,0.150135937,2.541950067,0.137901642,1.424224059,0.165533542,1.968509833,0.159407941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kin8nm,8192,9,711614,3.183089892,6.63E-05,4.116225719,0.002712004,5.313429276,0.000465809,4.872823318,0.001334188,3.654934565,0.000825476,7.004817565,0.00072943,1.719896158,3.54E-05,0.861238718,0.00063957,2.32025226,0.00034806,1.492800156,0.000227358,0.767917871,0.000652771,2.334829251,4.33E-05,5.805667877,0.000102532,3.839482546,0.00338283,4.717990557,-0.000117874,1.812905629,0.000110594,3.35430487,0.002469508,5.389681816,0.00014971,3.469830195,0.002944333,5.586493254,0.001414123,5.79821229,-0.000102647,5.697801987,-0.000155946,4.291355689,0.000847794,7.646927357,0.000122589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kr-vs-kp,3196,37,466839,3.18649888,-0.000155351,3.400962671,0.00105706,3.523136616,0.000546742,3.640390158,-0.000112276,4.524027348,0.000616229,4.103730281,-0.000348507,1.68876497,0.004683894,0.987401009,0.004006842,2.15132618,-0.00025924,1.802536011,-3.68E-05,1.199234645,0.00270451,2.21147275,0.000486142,2.427611669,-0.000606958,1.749177059,0.000487115,2.403936307,0.000360606,2.500641743,0.000779153,2.049000184,0.00072865,2.886750539,0.000276618,2.77934734,0.000410352,2.369825919,0.000391933,3.125187794,-7.38E-05,3.177978039,0.000190737,2.203311682,0.00114668,3.651456436,-0.000338509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kr_vs_kp,3196,37,236646,3.1511542,-8.60E-05,3.057797591,-0.000381666,3.561505159,0.000657606,3.396938324,0.001389748,3.041784604,-0.000194336,4.895118395,0.000873827,1.807297309,0.000200219,1.034064293,0.000557293,2.702022552,0.000693769,1.992474079,-7.80E-05,1.212848902,0.001851024,2.104013125,0.000100977,2.669951757,-0.000117064,1.871209542,0.000527418,2.526639541,0.00047434,3.012003978,3.79E-05,1.957823594,0.00036891,3.725200574,-0.00017806,4.117055416,0.000281215,3.249483267,0.000395165,4.710645517,-0.000233568,3.441104015,-4.12E-06,3.461743752,0.000431796,4.771839698,-0.000100519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
led7,3200,8,96091,3.06800286,0.295644538,1.794230382,0.078701264,1.794195573,0.043061438,1.486021439,0.061644945,1.181200743,0.075144654,1.483325958,0.035082978,2.414511522,0.019448128,2.214153051,0.05982663,3.178795338,0.012132287,2.46784989,0.011831299,2.597490072,0.051946303,3.482376575,0.024172334,1.14240551,0.054472804,0.993069728,0.051748191,1.416283607,0.040136783,1.282968998,0.021030135,1.209841331,0.057560806,1.501518011,0.051291112,1.928904215,0.075435888,1.330003738,0.076188383,2.051020543,0.058608863,1.652222951,0.036555778,1.540111701,0.077639404,1.636830012,0.046514844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
madeline,3140,260,4887026,8.470734676,0.016226166,7.513709863,0.011992723,10.11473497,0.018032606,8.803086758,0.017773614,5.116735538,0.01497857,11.9923052,0.015213606,7.295053244,0.009183575,3.244310856,0.008058317,8.582315207,0.016740098,6.916005135,0.005670356,2.894799312,0.001376384,8.651760817,0.015852731,8.218773762,0.016776943,10.76299842,0.016280721,9.868919849,0.015828999,14.38042641,0.012423645,10.0395263,0.006207307,10.59558757,0.010876364,8.256718079,0.01431481,12.87222211,0.00681581,21.03170292,0.014046205,22.12689948,0.015139983,11.91436052,0.009295928,21.55676564,0.014064141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mc1,9466,39,1574745,4.76636521,-0.000207126,3.385373116,0.030435199,6.126034498,0.022202728,5.593557119,-0.000207126,2.950946331,0.022288307,7.598588546,0.014757305,5.090798299,-0.000207126,3.437351147,0.018036909,5.622114976,0.017270583,9.287424246,-0.003209593,3.401980162,0.017691308,6.310604016,0.024831593,5.532863855,-0.000207126,3.145561457,0.024919395,6.181433916,0.022377662,4.204334895,0.003247744,3.171419223,0.027384598,6.010123571,0.022515,5.895833413,-0.000207126,3.795428038,0.023025815,7.434958061,0.023391853,5.373235385,0.009086065,3.99759682,0.030546386,6.962548971,0.032172731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mfeat-factors,2000,217,2332184,7.740600427,0.106496738,3.501232386,0.098273718,6.395515601,0.072454158,5.758996328,0.148745596,3.579703252,0.04179247,6.947695812,0.144049118,3.95908014,0.06797599,1.909792026,0.014046143,5.169140577,0.019686396,4.807515065,0.025072893,2.006925901,0.040136737,4.876481215,0.113073285,4.394099871,0.124289533,2.665338993,0.093023635,4.96520853,0.094685967,4.535676956,0.11109562,2.201847076,0.030836914,5.271399657,0.127806598,4.991008282,0.182355087,3.465977748,0.060774913,5.625518799,0.090543885,9.007563035,0.008160466,2.876977126,0.047322438,5.871440729,0.101401678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mfeat-fourier,2000,77,1542593,3.301079591,0.35928498,2.385222991,0.187278135,4.193859895,0.330280573,3.157717228,0.378519664,2.105917533,0.196787382,4.353842576,0.342005674,4.432015896,0.279576764,2.085353772,0.132375901,4.780567408,0.240769442,3.757246256,0.083428879,2.364473184,0.202730825,4.224181573,0.233043704,3.327171644,0.355073418,1.760418892,0.277113195,3.699002584,0.37724836,3.928614299,0.389119472,1.876749754,0.311998023,3.774496794,0.403189222,2.778553804,0.293932112,2.724027554,0.237746271,3.861800035,0.340703019,4.267475684,0.239845024,3.15512085,0.141303128,4.529406945,0.247597512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mfeat-karhunen,2000,65,1359278,4.707290808,-0.006824903,2.782521089,-0.05273245,3.681934039,0.00462412,3.15106082,-0.051872315,2.322346608,-0.066652863,3.930208206,-0.025058591,2.482129415,-0.007837896,1.366150856,-0.022463766,2.761612018,-0.016754773,2.53059268,0.001451641,1.36981527,-0.001208025,2.679108063,0.033776416,3.400499264,0.013997161,1.902338187,-0.045727764,3.502654076,0.001146245,3.160661856,-0.047191354,2.25323844,-0.020634852,3.582191388,-0.072446355,3.456783692,-0.0147032,2.974152644,-0.044551109,4.409699122,-0.00459465,4.059981982,-0.072933525,2.863744895,-0.065734282,4.63328735,-0.056528089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mfeat_factors,2000,217,2332184,7.992224296,0.281915226,2.724082788,0.070679253,5.14504981,0.022764048,4.555657148,0.024798804,5.440371354,0.074468676,5.58483847,0.01802783,4.153985023,0.00666946,2.052716176,0.061585936,5.10518384,0.018973201,3.972076893,0.026873107,2.051437696,0.060144809,5.229097525,0.055532322,4.896493514,0.028026689,2.846139908,0.077168014,14.77938835,0.034469871,4.756220977,0.019012383,3.053378026,0.077926509,7.018874884,0.019195357,5.388803085,0.018180302,5.810248772,0.092307391,5.858973185,0.022812672,5.587298393,0.031091079,4.201956828,0.077187755,10.27488542,0.027782638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mfeat_fourier,2000,77,1713522,16.12463307,0.315878165,2.426000357,0.0632734,3.81515948,0.0774092,2.836607059,0.037152429,2.674817006,0.06383799,3.616152525,0.052784715,3.481934627,0.053901782,3.143992503,0.067655733,3.940828323,0.046088721,3.170724312,0.046984329,2.368923187,0.057497445,4.159884691,0.040696723,2.480432113,0.042231109,1.533572912,0.066902451,2.919229031,0.059927263,2.560542742,0.051615727,2.083981514,0.062196032,2.96838069,0.054989505,3.276029269,0.070995604,2.106495221,0.064970684,3.457098007,0.04125781,3.067983071,0.0358349,2.222443422,0.057269571,3.459973256,0.073025657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mfeat_karhunen,2000,65,1503642,4.598627567,0.3280654,3.822624604,0.09895056,3.563169718,0.055663054,2.868055185,0.087577076,3.713209788,0.078169841,4.735619704,0.06205489,2.423611085,0.049318098,1.284014225,0.086727174,2.383494695,0.032795382,2.189184109,0.026040882,1.182237387,0.056048108,2.362894773,0.049766294,2.84679683,0.058939179,1.857064168,0.074328334,2.779365778,0.063828678,2.344834725,0.04196276,2.076245467,0.084402723,2.967653831,0.059123186,2.827688615,0.021982093,2.040267785,0.099441615,3.123696884,0.067496104,2.837294499,0.070625941,2.495739857,0.079983639,3.139494101,0.068813122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mfeat_morphological,2000,7,106108,2.507141431,0.323517309,1.725989978,0.162716899,1.591633479,0.168467057,1.599929651,0.12157981,1.083148877,0.166452273,1.194913069,0.166798508,0.716496468,0.010335386,0.557594061,0.014368479,0.859725475,0.093190896,0.753283262,0.007388708,0.591368437,0.021207484,0.838045994,0.039405344,1.471758048,0.08301682,0.930778106,0.121012067,1.56750989,0.077811576,1.474535386,0.081821904,1.322904825,0.080379285,1.223372142,0.121090917,1.833042781,0.138776273,1.641025384,0.082360116,1.893086195,0.078997236,1.80405577,0.080379285,1.632503351,0.081866227,1.496753534,0.157501853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mfeat_zernike,2000,48,1148602,4.645633936,0.210933986,3.14017272,0.040015386,4.129756848,0.018406082,3.426051378,0.028271806,3.332793315,0.045540785,3.790785074,0.023764979,1.935443083,0.016125772,1.092243274,0.028320628,1.938531796,0.01604751,1.729752938,0.02941274,1.067116578,0.041549192,1.956573884,0.017667418,2.931815227,0.029922307,2.522593339,0.039634792,3.575926065,0.009402871,3.096856117,0.021509323,2.755785465,0.034453896,3.053012212,0.025722565,3.742427667,0.028049285,2.635198593,0.043560075,3.975595077,0.018941176,4.351271629,0.029865935,3.586140156,0.036880244,3.725377242,0.023238286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mofn-3-7-10,1324,11,55675,1.243855556,0.012350377,1.049220324,0.000967272,1.543445031,-0.016213,1.401869694,-0.009659109,1.778462013,-0.000125378,1.897624652,-0.031199531,0.734966993,0.00841704,0.581748724,0.00072629,0.969048738,-0.003185411,0.84707586,-0.008626546,0.702125947,0.00057238,0.856434027,0.014083348,1.83109951,-0.008768395,1.34807229,-0.001376036,1.606327216,-0.023627682,1.41804862,-0.000403974,1.124266227,0.002658603,1.748625437,-0.019175169,1.970851342,-0.019383598,1.879033248,0.001367646,1.981398185,0.006940209,2.105165482,-0.02288343,2.438220739,0.001328082,2.232608716,-0.015734294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mofn_3_7_10,1324,11,29195,1.687903881,0.011429798,1.601574977,0.000506212,2.018793742,-0.01187326,1.769801855,-0.014993565,1.336810509,0.002207163,1.859006882,-0.006282592,0.768053611,-0.016123295,0.650378545,0.003063089,1.102662007,-0.000203853,0.966967026,0.007352056,0.829177936,-0.001856349,0.96942687,0.00406644,2.6609598,-0.003802027,1.2912124,0.00496613,1.224776268,0.000815633,1.065898657,0.003254765,1.357747873,0.000129447,2.145750999,-0.016813387,2.440072139,-0.00264701,1.497952382,0.003158166,1.920470317,-0.015562007,1.920509179,-0.007495903,2.469799757,-0.00875599,1.738663753,0.003288848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mushroom,8124,22,700245,3.041893323,0.131073278,2.124495824,0.131776455,3.904429277,0.123820373,3.293363015,0.15035099,2.278094689,0.138616608,3.616342386,0.129235614,1.82915926,0.154430846,1.119600137,0.142020687,2.416517099,0.166220378,1.789991697,0.126461137,1.082040548,0.188092505,2.381246726,0.17465496,2.391139666,0.203047549,1.845900933,0.199735964,3.116057475,0.201269148,2.46106569,0.205210528,1.888395866,0.181804183,3.06453983,0.200000245,3.482556581,0.120846822,2.676306168,0.144372049,3.688368003,0.159640867,3.209236304,0.102765263,2.613755623,0.130986207,3.743758122,0.129932383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
musk,6598,168,6659707,12.17150187,-0.009844656,4.321709712,-0.001633395,21.61850786,-0.017289761,12.74196815,-0.013408853,7.883394241,-0.008629666,17.91386008,-0.006482957,8.256025394,-0.007751271,3.566004276,-0.003977927,12.0443066,-0.005566171,8.24898537,-0.017905971,3.697027683,-0.006645715,12.17339977,-0.005922755,14.00282717,-0.010555067,11.27357856,-0.001137988,17.6278948,-0.009893374,16.70135991,-0.003120229,10.8127617,-0.011165827,18.26856232,-0.012432427,17.28804199,-0.013330281,11.25337799,-0.003331831,20.74314984,-0.028084421,17.01277033,-0.007587073,7.790829261,-0.010585455,15.17970173,-0.004772067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
optdigits,5620,65,1548221,6.979743878,-0.05188573,8.232480923,-0.017037974,10.43045966,-0.045922612,8.603051265,-0.047907968,5.688369433,-0.005152874,11.12344249,-0.034204932,4.249401649,0.028490511,2.158228238,-0.018639042,6.062607924,0.015463259,3.158317963,-0.014869709,2.17296052,-0.011592107,6.686427275,-0.001271443,7.270663261,-0.075807467,5.98406752,-0.03952679,9.742643992,-0.065726817,7.211604039,-0.066829341,4.253247102,-0.025811459,9.730944395,-0.069067778,11.38334966,-0.062253339,8.937299093,-0.004889627,13.6618944,-0.026471581,9.465329806,-0.073319555,6.810301224,-0.017135417,10.71112967,-0.066957293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ozone-level-8hr,2534,73,953450,5.94151926,-0.027843373,4.368597507,-0.029207483,7.012880961,-0.0265906,7.592995008,-0.025607023,4.230522633,-0.028629219,5.475054105,-0.028149799,2.218213876,-0.019295917,1.199105263,-0.015877335,2.340195497,-0.016571739,2.1290253,-0.017266765,1.157437801,-0.012162119,2.310408831,-0.016907437,4.141211112,-0.015093944,1.239282608,-0.011056952,2.462875366,-0.010904033,2.032691161,-0.009570211,1.235316197,-0.011765333,2.35464557,-0.01122916,2.426227808,-0.010581408,1.687247117,-0.011006493,2.755305767,-0.010441509,2.451985757,-0.010729932,1.619192044,-0.011379167,2.754265467,-0.011084809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
page-blocks,5473,11,330877,3.926673412,0.027436302,1.556546847,0.06188997,2.337049246,0.050171413,2.273745378,0.109682953,1.699617704,0.089834149,2.094699939,0.085806447,1.398265839,0.034737688,0.68399636,0.007200964,1.240327597,0.039295152,1.040288528,-0.004856229,0.665183147,0.021003822,1.220152219,0.007923342,1.73380065,0.017525692,1.370072444,0.04617752,1.884199301,0.059811572,1.803302685,0.030717358,1.33197848,0.067261213,1.849844217,0.059692257,2.217178822,0.056647511,1.704525232,0.09782047,2.332731326,0.091742328,2.063123067,0.037730014,1.612974644,0.051600998,2.385697444,0.091800844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
page_blocks,5473,11,330877,4.289284388,-0.006116377,1.920850674,0.13054221,2.38976566,0.076126915,2.466222922,0.106233787,1.960256974,0.083447366,2.237598975,0.110061314,1.141458909,0.05345258,0.72578764,0.057468825,1.208086888,0.035824752,1.030700286,0.016668819,0.80152154,0.060859234,1.165794532,0.015592304,1.854445775,0.04232441,1.889599959,0.09326693,2.218655586,0.113158494,1.753940185,0.050395564,1.849519173,0.045895961,2.464806795,0.071056174,2.444353819,0.053362586,2.059482257,0.063581884,2.630477905,0.071696078,2.63134551,0.067713148,1.86342748,0.099348755,2.640850941,0.096960038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
