Filename,Shape_R,Shape_C,Size,Time_KM_A_Distance,ARI_KM_A_Distance,Time_KM_A_DistanceRatio,ARI_KM_A_DistanceRatio,Time_KM_A_ADLOF,ARI_KM_A_ADLOF,Time_KM_B_Distance,ARI_KM_B_Distance,Time_KM_B_DistanceRatio,ARI_KM_B_DistanceRatio,Time_KM_B_ADLOF,ARI_KM_B_ADLOF,Time_DBS_A_Distance,ARI_DBS_A_Distance,Time_DBS_A_DistanceRatio,ARI_DBS_A_DistanceRatio,Time_DBS_A_ADLOF,ARI_DBS_A_ADLOF,Time_DBS_B_Distance,ARI_DBS_B_Distance,Time_DBS_B_DistanceRatio,ARI_DBS_B_DistanceRatio,Time_DBS_B_ADLOF,ARI_DBS_B_ADLOF,Time_HAC_A_Distance,ARI_HAC_A_Distance,Time_HAC_A_DistanceRatio,ARI_HAC_A_DistanceRatio,Time_HAC_A_ADLOF,ARI_HAC_A_ADLOF,Time_HAC_B_Distance,ARI_HAC_B_Distance,Time_HAC_B_DistanceRatio,ARI_HAC_B_DistanceRatio,Time_HAC_B_ADLOF,ARI_HAC_B_ADLOF,Time_AVG_A_Distance,ARI_AVG_A_Distance,Time_AVG_A_DistanceRatio,ARI_AVG_A_DistanceRatio,Time_AVG_A_ADLOF,ARI_AVG_A_ADLOF,Time_AVG_B_Distance,ARI_AVG_B_Distance,Time_AVG_B_DistanceRatio,ARI_AVG_B_DistanceRatio,Time_AVG_B_ADLOF,ARI_AVG_B_ADLOF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bank8FM,8192,9,641779,2.745689233,0.390394072,2.077007612,0.215370323,3.049364726,0.01650417,2.321330229,0.435094486,2.510652304,0.301931704,2.472004175,0.380977223,1.325274785,0.02050607,0.780127923,0.005851514,1.615404526,0.082762214,1.355377833,0.013273352,0.784271161,0.004939043,1.58369112,0.007618366,2.078372478,0.385462245,2.189261278,0.412474586,2.462376753,0.423824028,2.542930841,0.296599698,1.782366912,0.220292162,2.569150925,0.443807976,2.709169467,0.297713526,2.258550247,0.267261336,3.357462247,0.318260855,2.772369067,0.326024958,2.207945108,0.348371998,3.30471468,0.345377233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
banknote-authentication,1372,5,47813,1.234660864,0.040501244,1.17597723,0.040445934,1.86011521,0.02614089,1.953012864,0.025102243,1.355524778,0.028197331,1.408955574,0.038855835,0.873231649,0.010192661,0.528562466,0.023978613,0.773400784,0.012013246,0.757524331,0.010552467,0.599211295,0.038181181,0.87433362,0.036416189,0.842778683,0.034685967,0.890016158,0.027928151,1.061806122,0.025831925,1.061591943,0.017969001,0.779343128,0.038112042,1.09265391,0.025268714,1.304840962,0.026842298,2.13144056,0.019767812,2.229851802,0.018326338,1.961918513,0.027224671,1.022376537,0.037162259,2.315609932,0.021668164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
car,1728,7,44978,1.665169557,0.010421514,1.308458169,0.000587162,1.874104261,3.44E-05,1.439115922,0.000498316,1.320940812,0.000211343,1.553603808,0.002153666,0.892063856,0.005066943,0.593028625,0.000384515,0.829231421,0.003782202,0.763890743,-0.010274111,0.591006438,0.000264602,0.827326059,-0.006924265,1.839645306,0.010031772,2.355627457,0.000332411,2.183565855,0.011192922,2.606550296,0.01937809,3.298968871,0.00174766,2.500306924,0.029336407,1.635053873,-0.000292968,2.240092913,0.00188928,2.566563606,0.005568093,2.602618774,0.001939389,1.433607737,0.006532228,2.841077089,0.006972505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
car-evaluation,1728,22,148948,2.691658258,-0.026876516,2.455888828,-5.25E-05,2.108791987,-0.006899144,3.381374518,-0.00972227,2.446931442,0.000818285,3.133234421,-0.020119082,1.66509978,-0.016980408,1.035122633,0.000345067,1.266994953,-0.013914687,1.144612312,-0.0105133,0.829675198,0.000638976,1.526684284,-0.023142139,2.542042335,-0.006357223,2.367273013,-0.004789283,2.848750432,-0.006357223,2.784271638,-0.006876759,2.12373813,-0.012367397,2.822628736,-0.006357223,2.983005444,-0.003839977,2.458926201,0.004118491,2.878665606,-0.012645545,2.462187529,-0.014395773,2.571685394,0.001513363,3.094403426,-0.020243955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
car_evaluation,1728,22,76372,2.722044071,0.031556219,1.799083153,0.001185943,2.059005817,-0.017671837,2.03781112,-0.015329028,1.927422682,0.002272837,2.995523135,-0.004555172,1.312315464,0.001295404,1.044394175,0.001136679,1.420217514,-0.011066486,1.247573853,-0.018507742,0.892077208,-0.000110809,1.395575205,-0.011310162,1.651107709,-0.009252937,1.375690222,0.000571027,1.658846776,-0.010436107,1.762512445,0.000383147,1.074397246,0.000765646,2.320643107,-0.006535152,1.928249677,0.006233064,1.2847085,0.002454838,2.494529088,-0.014606508,2.341304859,-0.018297704,2.822929223,0.001147886,3.122421026,-0.027106361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chess,3196,37,236655,2.3556331,0.000195029,1.748247782,0.000936953,3.703216076,0.000891728,3.293298721,0.000742232,1.439613899,0.00346087,3.218238433,0.001383308,1.785212517,0.000855153,1.066900889,0.000550118,2.169725577,0.000323016,1.875867049,0.000817967,1.052351952,0.004225361,2.233604193,0.000115002,2.577545166,0.000434685,1.383898258,0.001115025,2.460930904,0.000978398,2.111283938,0.000922508,1.765644153,0.000287702,2.79334569,0.000931499,3.941554228,0.000837009,2.656151295,0.000938355,3.586941878,-0.000545195,2.730163972,0.000117208,2.738843679,0.000689016,3.893277884,0.00075483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
churn,5000,21,521569,1.811328093,9.12E-05,1.193002621,0.000342386,1.895941257,-9.90E-05,1.795620203,0.000153522,1.176184177,0.000256397,1.919011037,-3.59E-05,1.462532441,0.000119152,0.948490938,0.000740584,1.634238958,-4.74E-05,1.498745918,-0.000548025,0.887381872,-0.000250744,1.650973956,5.60E-05,1.800391833,0.000247772,1.046497901,0.000223565,2.039008935,0.000250327,1.683461348,0.000189329,1.283434629,0.000141225,2.099895795,0.000153819,2.219723463,0.000279705,1.805362701,0.000184786,2.508772135,0.000215217,2.325789213,0.000116036,1.867879152,0.000163852,2.567889611,0.000232816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmc,1473,10,57651,1.393891255,0.001772205,1.106483539,0.001737306,1.354318539,0.001857899,1.257980585,0.002582177,1.114040852,0.001630385,1.389227947,0.00154712,0.783899784,0.006075254,0.735424916,0.003968773,0.849347353,0.002078137,0.748593887,0.001069724,0.679263592,0.002521308,0.958664338,0.0029132,1.538752874,0.001402452,1.423923175,0.001406124,1.728702386,0.001406124,1.660746892,0.001828614,1.50215292,0.000983633,1.802868525,0.000983633,1.936221997,0.002139494,1.728833357,0.001223179,2.020831664,0.001223179,1.958069881,0.000983633,1.795474609,0.001828614,2.031787316,0.000983633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cnae-9,1080,857,3704259,36.99734195,0.020952436,12.59236232,0.002533981,29.18945122,0.001094692,29.06605705,4.92E-05,6.521774054,0.003833569,34.80459785,0.000151866,8.098055124,1.65E-06,3.499692837,0.001285145,11.18614944,2.86E-05,7.472818216,0.000260009,3.481874069,0.004004811,11.60174346,6.58E-05,7.94224143,3.33E-05,26.15496095,0.003575154,33.97459229,-2.86E-06,9.642776092,6.29E-06,40.52465057,0.003056281,53.90980236,9.78E-06,15.53254445,2.86E-05,29.86923917,0.001134088,46.33411169,2.64E-05,29.1389029,5.98E-05,16.98837821,0.000415705,26.68296464,0.000287882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coil2000,9822,86,1698133,6.71326534,0.021944954,3.04049929,0.021944954,10.79681706,0.021944954,6.621281544,0.021944954,3.341074467,0.021944954,10.95675294,0.021944954,6.866115332,0.021944954,3.292503277,0.022768509,12.32729586,0.015808673,7.170377731,0.021944954,3.230129401,0.019178328,12.64664976,0.01063984,5.817486922,0.021944954,2.458735863,0.021944954,10.08063324,0.021944954,5.819185575,0.021944954,2.437475204,0.021944954,10.01505351,0.021944954,7.062758605,0.021944954,3.562559446,0.021944954,11.15052772,0.021944954,7.045003653,0.021944954,3.510423104,0.021944954,11.27858035,0.021944954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
contraceptive,1473,10,31100,1.139142116,0.028013967,1.486533086,0.018348678,1.7922496,0.018315144,1.638947487,0.018756291,1.485224803,0.018348678,1.655084451,0.018131035,0.971766074,-0.001939517,0.671353261,0.003341406,0.947567304,0.015999643,0.864457607,0.018802711,0.732219537,0.01675562,0.955378612,0.012054993,1.506322145,0.018692977,1.381958087,0.01823069,1.639439662,0.01845415,1.532230059,0.018840054,1.412872712,0.018184491,1.651395639,0.018436485,1.737288316,0.017321915,1.755552928,0.018539653,1.992233515,0.019204275,1.996734858,0.016234555,1.730816285,0.018052908,1.900417169,0.018660113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpu_act,8192,22,944682,3.207394123,0.038639731,2.929306428,0.029109571,4.079624335,0.029109571,3.790597916,0.029109571,3.023333708,0.029109571,4.143757184,0.029109571,2.264590184,-0.016246565,1.254693429,0.087073645,2.439986308,-0.007832705,2.613957802,0.055391035,1.222224871,0.007250886,2.423102538,-0.001497029,2.342965444,0.014352436,1.582588037,0.02601895,2.719352643,0.019734327,2.402244171,0.01332312,1.833660682,0.024532171,2.862706502,-0.002407968,2.813479424,0.021519741,1.949779193,0.025022509,3.1405135,-0.016366988,2.839865605,0.019282267,1.94354105,0.029691909,3.141812325,0.020193505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpu_small,8192,13,604442,3.308925549,0.027079078,3.20460542,0.026105404,3.490825653,0.014328523,2.884591818,0.004132224,3.213543177,0.026105404,3.921326955,0.026105404,1.635207733,0.01460634,0.818325996,0.007967318,1.576134682,0.030212382,1.358559052,0.014565926,0.825405439,0.002809014,1.599376996,0.001119476,2.419403553,0.034911687,2.423130989,0.029026424,2.915572484,0.021342723,3.036196073,0.029026424,1.77415959,0.029104269,2.394239902,-0.000182269,3.762713512,0.026105404,2.815422694,0.019737047,3.734238227,0.027079078,3.840029558,0.026105404,2.041816394,0.03313512,3.579719385,0.027507458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
credit-g,1000,21,87073,1.150435368,0.051512444,1.286707401,0.063340267,1.84849294,0.057562001,1.65768377,0.057251315,1.451831261,0.05387603,1.197939475,0.061128593,0.853727023,0.045242977,0.727439245,0.045203369,0.995714982,0.029024834,0.832136552,0.047188229,0.699070533,0.048949071,1.000492891,0.031622585,1.388980389,0.058802855,1.165112257,0.054233847,1.615289847,0.048915358,1.33907183,0.056192008,1.224619071,0.053575544,1.527081569,0.047264321,2.026495775,0.058223189,1.834170341,0.056240265,2.150679111,0.0511757,2.051841418,0.063938681,2.093759139,0.049265785,2.107601325,0.048147078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
delta_ailerons,7129,6,300723,1.421469053,0.000325938,1.32702295,0.000523333,1.324939966,0.000428445,1.109724363,-8.19E-06,0.658589681,-0.000161861,1.207101425,-0.00023695,0.886080901,0.000256441,0.538107475,-0.000161179,1.012414138,2.86E-05,0.831859191,0.000122406,0.478376706,0.000214582,0.918259939,-4.38E-05,0.851055145,-9.75E-05,0.477362712,0.000202553,0.902014573,-9.87E-05,0.862414996,0.00028131,0.560233196,-1.22E-05,0.919878244,-0.000161004,1.143450975,0.000361488,1.170126677,0.001033318,1.380518754,0.000149939,1.174978892,0.000398399,0.802167416,5.50E-05,1.229187171,0.000384699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
delta_elevators,9517,7,348275,1.545312246,0.007483158,1.684391975,0.007811751,2.168848753,0.007806456,1.692278385,0.007108099,1.364655574,0.006556479,2.009064992,0.010000377,1.951297998,0.001484364,1.808186769,0.000120502,1.805066586,0.001933226,1.397634188,0.003467596,1.921882788,0.004298261,1.605212609,0.002132228,2.549405336,0.008380796,2.185824315,0.007428155,2.501503468,0.00781701,2.585072438,0.007382224,2.020337264,0.007275097,2.488375107,0.007794388,1.992254972,0.007465856,2.177034775,0.006748501,3.302406549,0.007477252,2.846829812,0.007749641,2.510455529,0.007603971,2.713389079,0.007964707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dis,3772,30,472880,2.698360999,-0.004153696,1.817941586,0.001228763,2.572672367,0.000476421,1.959573189,-0.002186181,2.403410991,-0.004259956,3.471255541,-0.003065326,1.492880026,-0.003848909,1.075944026,-0.001347997,1.88992087,-0.00415724,1.397534768,-0.009833449,1.078296661,-0.003112098,1.788225412,-0.00515393,2.859837055,-0.00615044,2.095596234,-0.004041353,3.309783538,-0.003504007,3.122003396,-0.003805303,1.143191179,-0.004275448,2.976149003,-0.00683304,3.1272072,-0.006725407,2.098212719,-0.003376772,2.592404922,0.0011,3.218960126,-0.002021315,1.931235154,0.000600839,3.528452396,-0.000835509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dna,3186,181,2301089,8.125384092,0.036628936,6.596889019,0.004680331,11.90880982,0.023208888,8.513671954,0.016465665,6.3279802,0.022473372,11.48310486,0.07424537,4.863656759,0.009530859,2.679709276,0.004298008,7.149158796,0.011209,4.504936139,-0.001131443,2.571380695,0.003562882,7.164259672,-0.006623628,9.15750734,0.016490047,7.085036039,-0.002365481,15.97308254,0.012299272,9.168253501,0.023273373,8.119003773,0.000415828,14.46937736,-0.023111488,10.9704272,0.014663941,12.84277972,0.003901062,15.02903763,-0.00692264,11.2043225,0.020582071,8.712660074,0.002522292,15.26739446,-0.015637148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fabert,8237,801,26789342,140.5926642,0.000193168,58.05668815,0.001031302,188.9377558,-0.000255391,54.45847567,-0.000273832,40.79994059,0.000177992,211.8095431,-0.000350478,41.55192184,2.85E-05,21.02130882,-8.85E-05,174.1438478,-0.000127421,45.026534,5.08E-05,19.64541348,-0.000135463,183.266101,-0.000265181,76.71527354,-6.99E-05,99.89288791,1.25E-05,206.735302,-0.000497332,75.30544726,0.000179509,69.02467132,-2.05E-05,210.5823823,-0.000707805,102.8782158,-0.000200785,131.0878248,1.60E-05,203.249376,-0.000319663,96.39379462,0.000115211,73.50026727,0.000101993,176.8741436,-0.001062396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fri_c0_1000_25,1000,26,268252,2.486835718,-1.82E-05,2.159065485,0.001304236,2.605849663,-3.21E-05,2.168411016,5.16E-05,2.506925424,0.000982649,2.55709672,1.50E-05,1.222950776,-1.15E-05,0.878247102,0.001189182,1.369173924,6.87E-05,1.204886198,1.69E-05,1.103820403,0.001908683,1.374107043,-2.93E-05,2.195034583,3.86E-05,1.647249699,0.001338,1.719295104,-3.49E-05,1.928822835,-4.81E-05,1.269071817,0.001656056,2.142459313,-2.15E-05,1.915821075,0.000110164,2.00957338,0.001297146,2.03886795,-1.38E-05,2.057732582,-3.49E-05,1.606826146,0.001694163,1.758202791,-3.19E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fri_c0_1000_5,1000,6,54984,1.631311655,0.000888846,1.177363952,0.005482067,1.651450157,0.002460141,1.930694024,0.000632266,1.524512927,0.007427167,2.217233578,0.003333602,0.710834662,-6.33E-05,0.547425906,0.002152379,0.805038134,0.001475833,0.826339563,0.000641606,0.554958741,0.007177228,0.751758655,0.002050541,1.139937878,0.000842743,1.194451571,0.00339139,1.640277386,0.00124733,1.590279659,0.003900752,1.327496608,0.00476884,2.263970137,0.00246238,1.687416474,0.000982518,1.922429005,0.005463743,1.405620019,0.001685962,1.854222933,0.002733491,1.110776822,0.005343819,1.740420262,0.001266296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fri_c0_1000_50,1000,51,532974,2.279063622,-0.000186166,1.956782659,0.00087962,2.620805661,-0.000124245,2.211628517,-2.11E-05,1.603742123,2.07E-06,2.884426435,-0.000293588,1.358618021,-0.000292876,0.887817144,0.000344411,1.597128868,-0.000218265,1.321931044,2.30E-05,1.000291665,0.000796049,1.416175683,2.76E-06,1.971506516,0.000154445,1.977115075,0.000555262,2.171301444,-0.000109358,2.64578565,-7.02E-05,2.349428892,0.00109441,1.980768045,-1.58E-05,2.000799259,-0.00024528,1.832966487,0.000508268,2.667653163,-0.000136329,3.00354298,-0.000131527,1.908746878,0.000507324,2.206801494,-0.000202866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fri_c1_1000_10,1000,11,108229,1.374018669,-0.003069332,1.658388694,0.023531163,1.705221494,-0.003680963,1.441206773,0.034243274,1.44362553,0.008639796,1.50854818,0.028641031,1.152870337,-0.003138402,0.742808501,0.008627971,0.993812164,0.010892739,0.865970612,-0.002882627,0.764985482,0.007970712,1.218695323,0.009556072,1.235412916,-0.003875629,1.307967265,0.005114921,1.632477283,-0.00366143,1.333626111,-0.003742252,1.151690006,0.011784605,2.056230466,0.026523268,1.801549355,0.025681413,1.617852449,0.005976834,1.741835038,-0.005343918,1.485926469,-0.004057585,1.352146784,0.002271038,1.683879932,-0.003568023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fri_c1_1000_25,1000,26,267691,2.2859749,-0.001415531,1.626746416,0.000991577,1.674073458,0.001169112,2.13277475,-1.46E-05,2.297884305,0.000728978,2.328017235,-0.000231767,1.316681862,0.001038769,0.994773865,0.000225893,1.319572051,0.002053032,1.278310855,0.000712469,1.099469264,0.000285221,1.635628144,0.000778067,2.124838034,0.000476569,1.804131587,-0.000290716,1.824994008,0.001511814,2.202661673,0.000375847,1.44277517,5.09E-06,2.663308382,-0.000498655,2.727644602,-0.000155761,1.832681259,0.00232337,2.314505657,0.000889544,2.135792812,0.002022199,1.545823256,-0.000460872,2.644181808,0.000532859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fri_c1_1000_5,1000,6,55111,1.492733399,0.065657477,1.537817637,0.124174748,1.650214513,0.067072115,1.239679575,0.058493242,1.715612888,0.112084974,1.429678122,0.070902399,0.754735152,0.00389933,0.618723075,0.001634735,0.743216753,4.15E-05,0.677084684,7.39E-05,0.58457613,0.018577389,0.820521355,0.04162181,1.165729125,0.043732907,0.936600129,0.032724421,1.398590326,0.053751277,1.503995339,0.026097745,1.56616505,0.028541542,1.021282911,0.039857158,1.597291708,0.030322998,1.436064084,0.083526351,1.755446752,0.053578354,1.160128752,0.04360302,1.179432948,0.028740051,1.427494287,0.047670515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fri_c2_1000_10,1000,11,108815,1.547578732,0.083402674,1.316951911,0.100173759,1.408094009,0.085123732,1.699685176,0.098869195,0.946687142,0.064746428,1.498623292,0.056565737,1.0225571,0.08426021,0.764923175,0.057207601,0.964875619,0.075764687,0.784447829,0.018726193,0.690278451,0.011326582,0.924475193,0.04883543,1.366978327,0.082679643,1.12642614,0.037302138,1.629354397,0.060411409,1.779170831,0.071658885,1.345333258,0.061675286,1.427545547,0.072668167,2.35423859,0.064426666,1.875508149,0.068773139,2.377047618,0.068014393,1.744556268,0.078357185,1.47065258,0.062344192,1.671657403,0.065881354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fri_c2_1000_50,1000,51,535139,2.980421543,0.00173799,1.948308071,0.001622719,1.766598543,0.001724085,2.043008566,-0.000273468,1.532871723,0.002314523,2.709256013,0.005525074,1.331640164,0.00344689,0.845683336,0.00120486,1.440441926,0.003649733,1.26627477,0.002455265,0.890413364,0.001960578,1.38974158,0.000531589,1.518321673,-0.002256918,1.181740602,0.001482527,1.980724335,0.001251746,1.608806769,-0.000991886,2.029189905,0.001222182,2.039948225,0.001002435,1.747202555,-0.002049026,1.790438255,0.001455494,2.190568288,0.001619236,2.077896039,0.001908539,1.778503736,0.002818975,2.50665911,0.001428689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fri_c3_1000_10,1000,11,108396,1.628482978,0.024011051,1.349213203,0.028473002,1.554229816,0.032039859,1.441462914,0.034213082,1.53211681,0.039203727,1.661390702,0.01858033,0.981891712,0.008828086,0.729931355,0.002971112,0.989676078,0.032488616,0.893889268,0.032209372,0.713856459,0.021259452,1.120911439,0.003473806,2.145934343,0.014003418,2.19557929,0.020073358,1.809173187,0.008479196,2.512679338,0.012270863,1.917419275,0.020905918,1.863128583,0.018309986,1.62550807,0.027476768,1.48609519,0.035812641,1.51843667,0.030189135,1.455815474,0.028668744,1.492894888,0.012944006,1.724370797,0.016898173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fri_c3_1000_25,1000,26,269019,2.114029487,-0.001564462,1.705979665,0.004737721,2.312289238,-0.002598555,2.147555987,-0.001758338,2.300649325,0.001092656,2.207380931,-0.000686772,1.473757346,-0.001726221,1.05187885,0.000616468,1.298688889,0.003692836,1.436424494,0.000721915,0.954970121,0.002079616,1.204961538,0.001615646,1.660316944,0.002451159,1.539654891,0.001491023,1.64165624,-0.000617109,1.497549216,0.002819595,1.593221108,0.002271523,2.278900146,-0.001293922,2.157138348,0.000479935,1.397480329,0.003229975,2.321402391,6.53E-06,1.984932979,-0.001564462,1.870884975,0.001742945,2.297819058,-0.001564462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fri_c3_1000_5,1000,6,56144,1.12230746,0.031968619,1.08287255,0.045684927,1.016999801,0.036600916,1.101621628,0.034802063,1.048830032,0.040024547,1.341173172,0.04213349,0.795076609,-0.004881921,0.565370878,0.003956715,0.733252843,0.001638503,0.640218576,0.004700312,0.541814486,0.006676246,0.894798597,0.003088948,1.166770935,0.046356867,1.388061364,0.028145719,0.876051823,0.036533037,1.692440907,0.012298929,1.41158096,0.020579185,1.630774101,0.018983809,2.00448068,0.019139089,1.717566888,0.023771278,1.927348852,0.020507626,1.895288785,0.023895558,1.688025633,0.019501253,1.679854314,0.017701146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fri_c3_1000_50,1000,51,535227,2.07329464,0.005743222,2.07560126,0.000271785,2.915225824,0.00151006,2.260056893,0.007552701,1.672984441,0.001316671,2.263738473,0.0010617,1.446630001,0.000631012,0.899141312,0.001162459,1.717882713,0.005961969,1.278387626,0.001244018,0.910312653,0.000502738,1.382489602,0.000992208,1.888738712,0.011468389,1.757139524,0.000100905,1.848945141,0.006883264,2.629927874,0.002769872,1.774656455,-0.000886702,2.448669354,0.003380409,2.211790482,0.006508479,2.364771843,0.00152228,2.253329992,0.005573616,2.583024184,0.001997719,2.332526763,-0.000493846,2.79216059,0.003355988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fri_c4_1000_10,1000,11,109036,1.582162301,0.017105278,1.467731396,0.029726662,1.709745248,0.019767213,1.409223318,0.022238008,1.308524052,0.030527669,1.635942777,0.021760597,0.873616695,0.013523378,0.675892671,0.016926388,0.878104369,-0.000236722,1.016500314,0.002107267,0.82710735,0.01629883,0.962741137,0.007978609,0.997060776,0.024924952,0.919892391,0.02118422,1.096613169,0.014752086,0.977293809,0.028905515,0.881689469,0.026688238,1.110264063,0.031549245,1.339022477,0.029596726,1.386770169,0.02493092,1.406763236,0.023163954,1.384893099,0.017738147,1.26869448,0.020916494,1.395601034,0.030438666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fri_c4_1000_100,1000,101,1066780,3.124736389,0.002119504,6.962919315,-0.000737714,2.893861214,-0.001094823,5.007883469,0.000578688,1.923688889,-0.000533998,7.936914762,-0.001336948,2.095827182,-0.001238251,1.08051753,0.001077273,2.137613058,-0.001456251,1.85811011,-0.000463506,1.240771214,0.000359168,2.062568426,-0.000946037,6.442010562,-0.001850384,2.604697704,-0.000710036,3.231723547,-0.002817558,5.985510747,-0.000640996,10.12557975,0.00013514,4.561282237,-0.001138806,7.87846899,0.002076548,6.752096891,-0.000425241,2.820135037,-0.002129795,2.865929524,-0.003426312,2.658930381,7.96E-05,7.919324795,0.000230875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fri_c4_1000_25,1000,26,268201,1.56382513,0.004294513,1.684777657,0.002065336,1.838765065,0.006172671,2.25747784,0.010462104,1.273471117,0.006623566,2.04427441,0.006823475,1.444276492,0.00266599,1.101724068,0.004347981,1.165416876,0.008965623,1.229117314,0.005083558,0.861378988,0.005377098,1.368446827,0.003903304,2.034822385,0.006683651,1.90385739,0.011183106,1.993931532,0.004785073,2.061593135,0.008282514,1.60813427,0.008256078,1.923618873,0.006157244,2.324673017,0.003760344,2.498120228,0.0053776,2.611217658,0.00589819,2.31083099,0.003469864,2.07199645,0.007213285,2.506225268,0.007377804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
german,1000,21,61004,1.298848073,0.04272143,1.529922485,0.056100084,1.752878984,0.053049956,1.259871324,0.043998274,1.295911233,0.059984451,1.696031173,0.055919212,1.080647866,0.030266624,0.863614003,0.048383842,1.147806883,0.047658974,1.028238614,0.03227847,0.903102477,0.05597995,1.134376605,0.048288616,1.464390914,0.055791241,0.899930636,0.04908722,1.307826201,0.04619809,1.253155788,0.038931384,0.952897867,0.053746971,1.2332081,0.048183789,1.538646142,0.054372072,1.227613131,0.051557817,1.431933085,0.047486605,1.359737555,0.041335519,1.35886399,0.054540246,1.657591105,0.054594079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
