Filename,Shape_R,Shape_C,Size,Time_KM_A_Distance,ARI_KM_A_Distance,Time_KM_A_DistanceRatio,ARI_KM_A_DistanceRatio,Time_KM_A_ADLOF,ARI_KM_A_ADLOF,Time_KM_B_Distance,ARI_KM_B_Distance,Time_KM_B_DistanceRatio,ARI_KM_B_DistanceRatio,Time_KM_B_ADLOF,ARI_KM_B_ADLOF,Time_DBS_A_Distance,ARI_DBS_A_Distance,Time_DBS_A_DistanceRatio,ARI_DBS_A_DistanceRatio,Time_DBS_A_ADLOF,ARI_DBS_A_ADLOF,Time_DBS_B_Distance,ARI_DBS_B_Distance,Time_DBS_B_DistanceRatio,ARI_DBS_B_DistanceRatio,Time_DBS_B_ADLOF,ARI_DBS_B_ADLOF,Time_HAC_A_Distance,ARI_HAC_A_Distance,Time_HAC_A_DistanceRatio,ARI_HAC_A_DistanceRatio,Time_HAC_A_ADLOF,ARI_HAC_A_ADLOF,Time_HAC_B_Distance,ARI_HAC_B_Distance,Time_HAC_B_DistanceRatio,ARI_HAC_B_DistanceRatio,Time_HAC_B_ADLOF,ARI_HAC_B_ADLOF,Time_AVG_A_Distance,ARI_AVG_A_Distance,Time_AVG_A_DistanceRatio,ARI_AVG_A_DistanceRatio,Time_AVG_A_ADLOF,ARI_AVG_A_ADLOF,Time_AVG_B_Distance,ARI_AVG_B_Distance,Time_AVG_B_DistanceRatio,ARI_AVG_B_DistanceRatio,Time_AVG_B_ADLOF,ARI_AVG_B_ADLOF
adult,48842,15,2525071,4.566873264,-0.001351519,3.309094238,0.000876922,8.917572784,0.001081275,4.902818871,-0.001082154,3.34925971,8.82E-05,9.011796331,0.001037667,4.193697977,-0.001612177,2.984641552,0.000323311,8.591811419,0.000843659,4.434980392,-0.001337501,3.051991463,0.000154056,8.721781445,0.001203282,4.257824373,-0.00159284,3.08796854,0.001125378,8.639348412,0.00104347,4.271051598,-0.001620893,3.023058271,0.00022184,8.808131742,0.001164514,4.700292683,-0.00160878,3.245046568,-0.000859665,8.977706432,0.000791711,4.846349955,-0.001594754,3.51392355,0.00042809,9.19937849,0.0011136321028_SWD,1000,11,44048,1.4357828617095947,0.006845929083974983,1.2099393844604491,0.006742948512484985,1.2923838138580321,0.0031610976238743314,1.3413622379302979,0.002718638212667319,1.264785146713257,0.006808035392004498,1.478811502456665,0.002718638212667319,0.8078588008880615,0.0028661246830696562,0.7367549419403077,-0.00024698050256507126,0.855933952331543,0.003456070564679007,0.8338778018951416,0.002718638212667319,0.7604342460632324,-0.00026581795800031835,0.8805831909179688,0.002718638212667319,0.8255091667175293,0.0028661246830696562,0.7286026477813721,-0.0005660927924794839,0.8607006072998047,0.0028661246830696567,0.8359757900238037,0.002718638212667319,0.7530925750732422,-0.0010897943476833555,0.8730507850646972,0.002718638212667319,1.4275267124176025,0.0031610976238743314,1.2775784492492677,0.006106090323200714,1.4624433994293213,0.0031610976238743314,1.4045058727264403,0.002718638212667319,1.3514711380004882,0.005664596892002615,1.489662265777588,0.002718638212667319
1029_LEV,1000,5,20023,1.6343151092529298,0.039117824183527564,1.7445367336273194,0.013559255065843195,1.8229683876037597,0.03621181210664577,1.8390929698944092,0.048742796131750275,2.2247202396392822,0.01412757264150664,1.904806137084961,0.02841381412072964,0.6311534404754638,0.005776462756952203,0.574518346786499,0.018065577247896397,0.7446763515472412,-0.00039419885462065247,0.6521488666534424,0.006182246237144211,0.6364985942840576,0.011127404833676092,0.7300437927246094,0.0,0.9749813556671143,0.037897377358778316,0.944525671005249,0.013992052644225603,1.156608486175537,0.03934520999195847,0.989493989944458,0.03892313426944724,0.9661199569702148,0.015083448027333987,1.161358642578125,0.04522329011169506,1.811531925201416,0.03681808528144441,1.7694912433624268,0.012584971222938002,1.957697296142578,0.04484853399499441,1.8249786376953125,0.04361609662158556,1.8233845233917236,0.013662820042369175,1.9860349655151368,0.046887114741609295
1030_ERA,1000,5,21290,1.7213990688323975,0.0005165517435895726,1.6456814765930177,0.0020184990684963293,1.9409803390502929,0.009758013075994719,1.6447412014007567,0.006660817977723594,1.5772431373596192,0.006624127863014163,2.0002588272094726,0.005271235168505523,0.7463555812835694,0.0001878909792660804,0.6717187881469726,0.013601404156069983,0.8873005390167237,-0.0010650653698422332,0.7347776412963867,-0.003572780375930258,0.6944682598114014,0.014173462808909909,0.9033548355102539,-0.0021827489280236085,1.1508695125579833,0.008081028407649871,1.052894401550293,0.006744986918414922,1.3176964282989503,0.0036849108917917906,1.2298031806945802,0.004496704064451756,1.129277229309082,0.0071948117240722784,1.3308207988739014,0.00598396848525908,1.7894930362701416,0.0030113433297842647,1.6478576183319091,0.004006888219136902,2.0500965118408203,0.0016858604996193387,1.837934684753418,0.0005488947049211979,1.8279199123382568,0.0026371181841493966,1.8671770572662354,0.0023975264457458114
1028_SWD,1000,11,44048,2.2351181507110596,0.0947964528723211,2.2972201347351073,0.03535741006464717,2.3182031154632567,0.053160026316345664,1.7751665115356445,0.050899986505873775,2.0436844348907472,0.0230670372376083,1.9385191917419433,0.03420977814861263,0.6413863658905029,-0.0001131064514203087,0.5428619384765625,-0.0042532479720094095,0.7551309585571289,-0.0001131064514203087,0.6534075736999512,-0.0001131064514203087,0.5969350814819336,-0.00758623589599042,0.8029112339019775,-0.0001131064514203087,0.6538361072540283,0.00422244963757277,1.6474820613861083,0.033658053242473014,1.4832381725311279,0.03442972303571285,1.3083497524261474,0.05402649221357504,0.8706624984741211,0.019458008515961484,2.0504973888397218,0.07959278005388457,1.3884144306182862,0.00404803695654415,1.9857515811920166,0.022844043573679272,2.47362961769104,0.06170326647734799,1.6224503993988038,0.01004647004307398,1.1690743923187257,-0.002547759605515648,1.7905146121978759,0.007581996241613711
1029_LEV,1000,5,20023,1.7527389526367188,0.011117981186561118,1.6267189025878905,0.014893889365516699,1.852839469909668,0.023674682864016444,1.8834731101989746,0.013746058611049258,1.8666128635406494,0.01594057251287546,2.119089221954346,0.03702516126442886,0.6600659370422364,0.016133740329258496,0.5683749198913575,0.013696573506297247,0.7985894203186035,0.027707842830752744,0.7119890689849854,0.011902449994696713,0.6468732833862305,0.014261598671767742,0.9006104946136475,0.029051698821477963,1.618659543991089,0.02883807257983152,2.1081077575683596,0.013495562579165121,1.8240121364593507,0.03583264660149507,2.157984495162964,0.008174221430561795,2.1389084815979005,0.012818035365669148,2.0072142601013185,0.03120033889499583,2.0813658237457275,0.03338975827959454,2.1137132167816164,0.01822844697638401,2.3255565643310545,0.031666244277541424,2.047992134094238,0.025843126978164953,2.371946907043457,0.018037055564542208,2.3258817195892334,0.033398527069650075
1030_ERA,1000,5,21290,1.3822146892547607,0.0,1.3135127544403076,0.002900860686930831,1.2984814643859863,0.00025069823656636057,1.364685344696045,0.0,1.2157392978668213,0.003717905516653637,1.4204174041748048,-0.00022801971245399016,0.7206013679504395,0.0,0.6587192058563233,0.003898705814344927,0.7069438457489013,0.0,0.6697303771972656,0.0,0.6458444595336914,-0.0002731730294102714,0.787900972366333,-0.00019335809171215531,0.6722771644592285,0.0,0.6049825191497803,-0.0012662911170005196,0.802314043045044,-0.00021227011186819963,0.6944190502166748,0.0,0.629691219329834,-0.0016030803922162217,0.7503628253936767,-2.003353599603519e-05,1.3995028495788575,0.0,1.26168851852417,0.0035259225155261746,1.3512110233306884,0.0,1.526844072341919,0.0,1.2991081714630126,-0.0014919806688749142,1.4736410140991212,0.0
1028_SWD,1000,11,44048,0.8923892974853516,0.029213577814048274,1.7958448727925618,0.04470033511756822,1.8847802480061848,0.09228403878137244,1.2764983177185059,0.09402724099462963,1.2061306635538738,0.042931936757971224,1.4073599974314372,0.08052133320433427,0.6148916880289713,0.0,0.5410495599110922,-0.0013838131892737445,0.6786367098490397,0.0,0.6840067704518636,0.0,0.5112539927164713,-0.002897693327921832,0.7416628201802572,-0.0001806686958778842,1.4462911287943523,0.04487760479937092,1.6069140434265137,0.04276514313283031,1.5151004791259766,0.07690039318948395,1.1874648729960124,0.08767387137598497,1.8080044587453206,0.03977866853742549,1.7074196338653564,0.0672447509757156,1.7746796607971191,0.07498688574669356,1.5523950258890789,0.040717828353143186,1.780049482981364,0.07698280769703443,2.6923367977142334,0.053508888095941315,2.3788798650105796,0.04131996684757874,2.2180089950561523,0.06682843066723938
1029_LEV,1000,5,20023,0.9782614707946777,0.03959894031863651,0.9238730271657308,0.0224149938280262,1.3342338403065999,0.025982228555284176,1.0941743850708008,0.037688104417109645,1.035233497619629,0.012571879484966622,1.2794326941172283,0.02147426485069968,0.6639653841654459,0.00506347858988406,0.6273761590321859,0.008456488468142629,0.8126880327860514,0.0022129042522523296,0.6736403306325277,0.005946851925450257,0.7120996316274008,0.01082792259641592,0.8627987702687582,0.0024342100767180633,0.9578095277150472,0.01662237791751191,0.7101550102233887,0.012130695336391883,1.2073468367258708,0.026657914717260336,0.7815357049306234,0.030281902780083535,0.7571197350819906,0.012192383641340225,1.1420542399088542,0.021822672358375584,0.9560800393422445,0.022058814139578792,0.9617930253346761,0.02660050041008134,1.2647465070088704,0.023924013511694733,0.9764254887898763,0.021930876747169797,0.9218767484029134,0.013964283746886226,1.4093056519826253,0.024036568525845615
1030_ERA,1000,5,21290,0.9337102572123209,0.011861308810307392,0.8339909712473551,0.0027493344807082098,1.3524455229441326,0.026105159900478233,0.8632471561431885,0.01161999742614492,0.9766599337259928,0.01576289844030915,1.1954522132873535,0.009276965687778563,0.8630053997039795,0.0,0.8179545402526855,6.918120266921125e-05,0.8976358572642008,-0.0004479453389857587,0.8931475480397543,0.0,0.834813117980957,-0.00012086002186268136,0.9204894701639811,0.00017796460026379076,1.0049439271291096,0.01380047284839162,0.9591717720031738,0.0036616270070762864,1.2361493905385335,0.017516345823243518,1.0184099674224854,0.00680013238961099,0.9596254030863444,0.009186407998038671,1.162470817565918,0.0093053625823754,1.0030239423116047,0.0,0.9423035780588785,-0.0013155266883948023,1.0194637775421143,0.00014721208522007178,1.0145219961802165,0.0,0.9630725383758545,-0.0014923377904565653,1.0444227854410808,0.0005031412857476533
294_satellite_image,6435,37,1239015,2.213092803955078,0.43292667439578264,2.1885392665863037,0.5532015846074375,3.5540618896484375,0.41818552931335945,2.401069720586141,0.37649738905007873,1.838038444519043,0.5203266017129781,3.317793369293213,0.3836964411357389,1.4086759090423584,0.4492774004929234,1.0544678370157878,0.34223942274389624,2.402329762776693,0.297093480894752,1.528259515762329,0.29954971438043093,1.136122465133667,0.18472414118285138,2.3594652811686196,0.297093480894752,1.935692310333252,0.3716779270917474,1.3407127857208252,0.5105574562934426,2.904808839162191,0.4395140707432583,1.7877818743387859,0.44884319274873846,1.3816723028818767,0.5258248023740979,2.956561247507731,0.4395140707432583,2.600029150644938,0.4417959807821275,2.3125901222229004,0.556544271537036,4.066584507624309,0.37967980506998583,2.1493895053863525,0.3768257790317879,2.3934101263682046,0.49206488843042545,8.318639675776163,0.4339754501554673
