Filename,Shape_R,Shape_C,Size,Time_KM_A_Distance,ARI_KM_A_Distance,Time_KM_A_DistanceRatio,ARI_KM_A_DistanceRatio,Time_KM_A_ADLOF,ARI_KM_A_ADLOF,Time_DBS_A_Distance,ARI_DBS_A_Distance,Time_DBS_A_DistanceRatio,ARI_DBS_A_DistanceRatio,Time_DBS_A_ADLOF,ARI_DBS_A_ADLOF,Time_HAC_A_Distance,ARI_HAC_A_Distance,Time_HAC_A_DistanceRatio,ARI_HAC_A_DistanceRatio,Time_HAC_A_ADLOF,ARI_HAC_A_ADLOF,Time_AVG_A_Distance,ARI_AVG_A_Distance,Time_AVG_A_DistanceRatio,ARI_AVG_A_DistanceRatio,Time_AVG_A_ADLOF,ARI_AVG_A_ADLOF
1028_SWD,1000,11,44048,2.165994723637899,0.051605101912075214,2.7821549574534097,0.09885038701614417,2.000920534133911,0.04164912285751661,1.2260913054148357,0.05229032583540683,1.3588124910990398,0.007815681920932812,0.9314874013264974,0.07598927083573018,1.4155690670013428,0.061055391786476045,0.5521298249562582,0.011611880660489926,1.0101857980092366,0.06928872675226343,1.1747570037841797,0.06065079382231359,0.8540434042612711,0.012581163550502728,1.8329224586486816,0.04065755550020913
1029_LEV,1000,5,20023,1.4936540126800537,0.022860533770180432,1.5154655774434407,0.016353381688235028,2.0860864321390786,0.025054545216072976,0.6417419115702311,0.047875342586492654,0.5873941580454508,-0.0035170805834098414,1.8541754086812336,0.017033044670014378,1.351961612701416,0.03707720935101765,1.5149417718251545,0.016690762760751772,2.800501267115275,0.013065183158058742,1.8132707277933757,0.02303483137485737,0.8651743729909261,0.02001280157868353,2.63399330774943,0.029326743256072662
1030_ERA,1000,5,21290,4.274956067403157,0.02176793676083807,1.3637229601542156,0.007170260929654115,2.0012737115224204,0.011077199338997507,0.917818546295166,0.010082068044203177,2.7859079043070474,0.005953537515765336,9.870606422424316,0.013120021439499793,2.7102202574412027,0.029370251881447915,2.3324113686879477,0.021168320353258527,3.817469835281372,0.020458905113916268,2.7840015093485513,0.022753676362880507,2.7954843044281006,0.015644847408250416,4.286099354426066,0.018991414204263615
294_satellite_image,6435,37,1239015,12.159454107284546,0.0,15.566839297612509,-0.00018562702053602018,17.152145544687908,0.0,7.289165099461873,0.0,15.42065978050232,-0.00014838433769964453,16.55220325787862,0.0,16.436813672383625,0.0,15.910395860671997,-0.00012860046470848416,16.80405338605245,0.0,11.536628643671671,0.0,15.921901305516561,-0.00010560336506911402,16.79820466041565,0.0
GesturePhaseSegmentationProcessed,9873,33,3556412,4.319160540898641,0.03017879952372594,3.0614732106526694,0.030398669463258293,5.5932401816050215,0.05513730392750513,2.4725470542907715,0.028547317008515524,1.4228479067484539,0.020931729870736406,4.890435854593913,0.046639995940274126,2.3991583983103433,0.08232292791082164,1.3514381249745686,0.07260119904181918,5.90293272336324,0.08457773308064986,3.007475217183431,0.08179698231766246,1.958477258682251,0.07169911622239207,6.567990938822429,0.07069344654394365
Hill_Valley_with_noise,1212,101,839165,6.675702174504598,-9.70303879450416e-05,4.044066667556763,0.0012698305166689583,6.321341276168823,0.0006762957189127812,3.5111716588338218,-0.0002544234605114921,3.1219603220621743,0.0010218841718315015,2.0043776830037436,-0.00029426789366626926,2.191798210144043,0.00013682721754946692,1.4087135791778564,2.5877214849838583e-05,5.717372973759969,0.00040618605485832383,4.596213102340698,0.0004257873377809036,5.456603606541951,0.000725127724620999,7.844387133916219,0.0002677461251141496
Hill_Valley_without_noise,1212,101,1630738,5.971507867177327,-0.0002656540805547957,5.767943541208903,0.00024409606275449015,5.208486874898274,0.0009335839768284944,3.8374709288279214,0.00034651721682279514,2.625760793685913,-0.0004144593112886813,3.1934967041015625,-0.00029943124776849643,4.409274021784465,-4.5687472906287824e-05,2.7986392180124917,-5.664695618699489e-05,5.115142583847046,0.00015315688170775848,8.464891036351522,0.00017706334493164353,9.050997654596964,4.483112391921769e-05,8.252612272898356,-1.7173035061093995e-05
PieChart3,1077,38,195602,4.025272289911906,-0.0017808763856657958,3.7888659636179605,0.04368006160052019,4.040169874827067,0.019199292240118317,1.2447361946105957,-0.00024436994921335384,1.4257713953653972,0.004272363315422366,1.4168205261230469,0.0,3.0844900608062744,-0.006179262724260767,4.0770335992177325,0.004574239562863487,3.795427163441976,-0.00980139875828885,3.2102371056874595,0.0008596441423817428,2.51562229792277,0.0,3.5211122830708823,0.019750784906738858
PizzaCutter3,1043,38,189137,3.2199222246805825,-0.00942259211818881,2.3645454247792563,-0.002151035976883385,2.50223970413208,0.0073863929330647065,0.768086830774943,0.0,0.6637322107950846,0.0,0.7745142777760824,0.0,0.7507507006327311,0.0,0.6262102921803793,0.0,0.7737521330515543,0.0,2.7154805660247803,0.0,2.775845209757487,-0.009523299292232133,3.9311153888702393,0.03287363696358241
Speech,3686,401,13798013,9.71347681681315,0.0009206218683473667,3.5538059075673423,-0.0009619474928906372,8.379133224487305,-0.0262101730895327,8.961340347925821,-0.000350747735887876,4.000385046005249,-0.000526121603831814,7.854416926701863,-0.000175373867943938,9.95886262257894,-0.01960670741696113,7.589542945226033,-0.008944630320486554,10.485056638717651,-0.01917387642761667,9.158807436625162,-0.016667428676393845,4.054130872090657,-0.0022326636830771974,9.41486406326294,-0.005868493069814254
