Filename,Shape_R,Shape_C,Size,ARI,ARI_WD,Time_WD,ARI_SS,Time_SS,ARI_WO,Time_WO
yeast_ml8,2417,117,2799572,-0.004857401218035773,-0.0056458406067154505,0.7472827434539795,0.05373778044307457,6.96200156211853,-0.0065514227680638455,2.1351540088653564
yeast,1484,9,58603,0.04994129993625298,0.009991975155565675,0.12337756156921387,0.08569967554583027,1.9305360317230225,0.11158555550153658,0.09543752670288086
wine_quality_white,4898,12,321103,0.011717449300871114,0.01879719286707892,0.3851003646850586,0.01420954201134825,1.9353647232055664,0.008407522705000121,0.4644277095794678
wine_quality_red,1599,12,100950,0.11249417118120066,0.02147001045691075,0.1504659652709961,0.0015338826433612019,1.5003502368927002,0.02238125680206527,0.12634706497192383
wine-quality-white,4898,12,296931,0.014311581930612436,0.01815699525952404,0.3441612720489502,0.017560384840077804,2.1615400314331055,0.018141636965793222,0.1487288475036621
wine-quality-red,1599,12,94973,0.11247753700776515,0.019750252656791107,0.16480660438537598,-0.009381475656940053,1.395784854888916,-0.006365123401935119,0.1347181797027588
wind,6574,15,491576,0.2799205748864967,0.1090259369505533,0.47055602073669434,0.334339589741797,2.816579580307007,0.28164284911319776,0.31089186668395996
wilt,4839,6,247952,0.015977338406801444,0.21964826190520956,0.1807105541229248,-0.0024986761479067663,1.793457269668579,0.2138252802539389,0.4728524684906006
waveform_40,5000,41,1058237,0.6823842070771409,0.30294392997194713,0.38857030868530273,0.2740475895329558,4.155214309692383,0.3529581555807604,0.2914748191833496
waveform_21,5000,22,545157,0.710543491096313,0.33781633508089937,0.2780144214630127,0.2909884550488913,3.319305658340454,0.36782589262548043,0.3330507278442383
waveform-5000,5000,41,1058228,0.7594396154287031,0.30189641044307036,0.3961977958679199,0.31496247881235645,3.4467008113861084,0.33561697526626205,0.29843783378601074
wall-robot-navigation,5456,3,99358,0.14332399137755533,0.09716001849186348,0.21063470840454102,0.15083540482860341,2.381842613220215,0.09687142591806862,0.1600356101989746
volcanoes-e5,1112,4,26293,0.28571035167769426,-0.0019041371909437842,0.059185028076171875,-0.001070355454491064,1.4698314666748047,-0.004205531841020007,0.034049034118652344
volcanoes-e3,1277,4,29903,0.2557699370930315,-0.001468620440386157,0.06443381309509277,-0.022934347039508085,2.8029093742370605,-0.0018074080737838926,0.02990555763244629
volcanoes-e2,1080,4,25508,0.11654829140551873,-0.0016087408502839066,0.05965781211853027,8.947616197671616e-05,1.3871822357177734,0.0823225559783707,0.030413150787353516
volcanoes-e1,1183,4,27829,0.0023478966021812367,-0.0006140044649727888,0.06035804748535156,0.00042236015973494434,1.4272093772888184,-0.0033711167343091182,0.0772855281829834
