Filename,Shape_R,Shape_C,Size,Time_KM_A_Distance,ARI_KM_A_Distance,Time_KM_A_DistanceRatio,ARI_KM_A_DistanceRatio,Time_KM_A_ADLOF,ARI_KM_A_ADLOF,Time_KM_B_Distance,ARI_KM_B_Distance,Time_KM_B_DistanceRatio,ARI_KM_B_DistanceRatio,Time_KM_B_ADLOF,ARI_KM_B_ADLOF,Time_DBS_A_Distance,ARI_DBS_A_Distance,Time_DBS_A_DistanceRatio,ARI_DBS_A_DistanceRatio,Time_DBS_A_ADLOF,ARI_DBS_A_ADLOF,Time_DBS_B_Distance,ARI_DBS_B_Distance,Time_DBS_B_DistanceRatio,ARI_DBS_B_DistanceRatio,Time_DBS_B_ADLOF,ARI_DBS_B_ADLOF,Time_HAC_A_Distance,ARI_HAC_A_Distance,Time_HAC_A_DistanceRatio,ARI_HAC_A_DistanceRatio,Time_HAC_A_ADLOF,ARI_HAC_A_ADLOF,Time_HAC_B_Distance,ARI_HAC_B_Distance,Time_HAC_B_DistanceRatio,ARI_HAC_B_DistanceRatio,Time_HAC_B_ADLOF,ARI_HAC_B_ADLOF,Time_AVG_A_Distance,ARI_AVG_A_Distance,Time_AVG_A_DistanceRatio,ARI_AVG_A_DistanceRatio,Time_AVG_A_ADLOF,ARI_AVG_A_ADLOF,Time_AVG_B_Distance,ARI_AVG_B_Distance,Time_AVG_B_DistanceRatio,ARI_AVG_B_DistanceRatio,Time_AVG_B_ADLOF,ARI_AVG_B_ADLOF
1028_SWD,1000,11,44048,0.27225979169209796,0.08492253396528628,0.15924906730651855,0.011929434941515785,0.23014513651529947,0.0456261252552152,0.07782236735026042,0.0632181303125065,0.07351915041605632,0.0632181303125065,0.06506411234537761,0.0632181303125065,0.1534120241800944,0.01560956313781483,0.11220494906107585,0.021081621111493715,0.19554773966471353,0.03500377807904075,0.04552547136942545,0.04260808774783601,0.04689351717631022,0.04260808774783601,0.04485305150349935,0.04260808774783601,0.15057245890299478,-0.0008148838232202604,0.10795529683430989,0.04462215777193168,0.1928135553995768,-0.0008148838232202604,0.040963172912597656,-0.0008148838232202604,0.04255994160970052,-0.0008148838232202604,0.040759881337483726,-0.0008148838232202604,0.18796737988789877,-0.0008148838232202604,0.14400331179300943,0.0412906634618676,0.23690549532572427,-0.0008148838232202604,0.07651344935099284,-0.0008148838232202604,0.07951394716898601,-0.0008148838232202604,0.07518664995829265,-0.0008148838232202604
1029_LEV,1000,5,20023,0.17608173688252768,0.036940064715406305,0.12834437688191733,0.00935202188057408,0.21353991826375326,0.003391354012741529,0.06877923011779785,0.002249742734807585,0.06999142964680989,0.002249742734807585,0.06729308764139812,0.002249742734807585,0.1356515884399414,-0.004490327637476848,0.10365009307861328,0.0081610553682803,0.18644841512044272,0.0020752238378831203,0.04134209950764974,0.0024283691846792308,0.044143279393514,0.0024283691846792308,0.04228456815083822,0.0024283691846792308,0.13208651542663574,0.0033128205735591695,0.10072032610575359,0.006499931937079037,0.1732464631398519,0.0024283691846792308,0.0388792355855306,0.0024283691846792308,0.04051017761230469,0.0024283691846792308,0.03853519757588705,0.0024283691846792308,0.1655747890472412,0.0033128205735591695,0.135116974512736,0.003957459435871077,0.20670580863952637,0.0024283691846792308,0.07160512606302898,0.0024283691846792308,0.07398398717244466,0.0024283691846792308,0.07199033101399739,0.0024283691846792308
1030_ERA,1000,5,21290,0.20468608538309732,0.03464315104000814,0.12950309117635092,0.005162833739254569,0.21123997370402017,0.00043957783385237953,0.07459497451782227,-0.0004399778785272627,0.07427151997884114,-0.0004399778785272627,0.07055473327636719,-0.0004399778785272627,0.1376478672027588,0.009285984742572811,0.10384337107340495,0.003807673856415046,0.23413324356079102,0.005089953755716025,0.04318698247273763,0.014830483455633136,0.04408574104309082,0.014830483455633136,0.042450507481892906,0.014830483455633136,0.13429665565490723,-0.0006216905376884162,0.10003336270650227,0.007974212076269619,0.17594504356384277,0.002240827874158079,0.0389254093170166,0.002240827874158079,0.04038484891255697,0.002240827874158079,0.03854759534200033,0.002240827874158079,0.18714658419291177,0.0010041589281281538,0.16406122843424478,0.005218814872528533,0.23399456342061362,0.0008793556900422006,0.10129618644714355,0.0008793556900422006,0.10524590810139973,0.0008793556900422006,0.07988111178080241,0.0008793556900422006
294_satellite_image,6435,37,1239015,0.909034013748169,0.3429214372915836,0.37677788734436035,0.12373673153442438,1.1789785226186116,0.013111352936546148,0.17889483769734701,0.013111352936546148,0.18619632720947266,0.013111352936546148,0.17737921078999838,0.013111352936546148,0.8747445742289225,0.03543116695232152,0.3784481684366862,0.04795066694874318,1.1792731285095215,0.016739254939100043,0.18047022819519043,0.015479573934246817,0.18567252159118652,0.015479573934246817,0.17640352249145508,0.015479573934246817,0.8536564509073893,0.03569575864300576,0.35636329650878906,0.12373673153442438,1.1681195100148518,0.013111352936546148,0.15846673647562662,0.013111352936546148,0.16128150622049967,0.013111352936546148,0.15636865297953287,0.013111352936546148,0.8993268013000488,0.013111352936546148,0.409063180287679,0.12373673153442438,1.2198678652445476,0.013111352936546148,0.21143070856730142,0.013111352936546148,0.21192717552185059,0.013111352936546148,0.2075993220011393,0.013111352936546148
GesturePhaseSegmentationProcessed,9873,33,3556412,1.6784292062123616,0.01647479196059263,0.6479116280873617,0.00966462764072415,1.9837809403737385,0.011343477669339248,0.3102149963378906,0.011343477669339248,0.3161950906117757,0.011343477669339248,0.3085337479909261,0.011343477669339248,1.658439079920451,0.0034584042818039964,0.6557512283325195,-0.0005442671038583713,2.1032601992289224,-0.0006441351914501059,0.31603074073791504,-0.0002886001385585479,0.3177958329518636,-0.0002886001385585479,0.31788015365600586,-0.0002886001385585479,1.6568073431650798,-0.00016004454608669065,0.6438585917154948,-0.00045143845247512586,2.119645118713379,-0.00046952957538259915,0.3110174338022868,-0.00046952957538259915,0.31746657689412433,-0.00046952957538259915,0.3093392848968506,-0.00046952957538259915,1.7707148392995198,-0.00016004454608669065,0.7602073351542155,-0.00045128721580032176,2.246001640955607,-0.00046952957538259915,0.4147048791249593,-0.00046952957538259915,0.42061758041381836,-0.00046952957538259915,0.41345938046773273,-0.00046952957538259915
Hill_Valley_with_noise,1212,101,839165,0.6386047999064127,-0.00013950148139913664,0.298235019048055,-0.000172554589050022,0.7956425348917643,-0.00013950148139913664,0.14967083930969238,-0.00013950148139913664,0.1480745474497477,-0.00013950148139913664,0.14800318082173666,-0.00013950148139913664,0.6303458213806152,-0.00014899844322285063,0.2794339656829834,0.0003686602836407273,0.7871696949005127,-8.092167216960635e-05,0.1275315284729004,-0.00021218453299863958,0.1288777987162272,-0.00021218453299863958,0.128493070602417,-0.00021218453299863958,0.6061232884724935,-0.00012222869690711643,0.2649705410003662,1.2965151562634286e-05,0.7936594486236572,5.7682975275929854e-05,0.11146831512451172,5.7682975275929854e-05,0.11362457275390625,5.7682975275929854e-05,0.11080567042032878,5.7682975275929854e-05,0.6677387555440267,-0.00013950148139913664,0.33905736605326336,-0.00016100639054003398,0.831965446472168,-0.00013132983770530483,0.18230676651000977,-0.00013950148139913664,0.1959249178568522,-0.00013950148139913664,0.18119208017985025,-0.00013950148139913664
Hill_Valley_without_noise,1212,101,1630738,0.810590902964274,0.00010472254778430448,0.35062527656555176,0.00010267638852167476,1.0357990264892578,0.00010866409385999064,0.1651456356048584,0.00016172349189147006,0.1677068074544271,0.00016172349189147006,0.16777777671813965,0.00016172349189147006,0.7986358006795248,-8.59302586513429e-06,0.3397255738576253,-5.3644010467941736e-05,0.9718348979949951,0.0002902156081980739,0.14521058400472006,0.00035446166635137575,0.15374581019083658,0.00035446166635137575,0.15407705307006836,0.00035446166635137575,0.7804415225982666,4.723800243603427e-05,0.32184592882792157,0.00010267638852167476,0.9440502325693766,6.129989233788549e-05,0.1383045514424642,6.129989233788549e-05,0.13957762718200684,6.129989233788549e-05,0.13741334279378256,6.129989233788549e-05,0.8426163196563721,7.478906255645194e-05,0.3855658372243245,0.00010810142268782673,0.9896434942881266,8.907922901303941e-05,0.1976935068766276,6.129989233788549e-05,0.19915231068929037,6.129989233788549e-05,0.19990364710489908,6.129989233788549e-05
JapaneseVowels,9961,15,1386971,0.89346710840861,0.008176139800351796,0.4108382860819499,0.0016158075451707498,1.0320167541503906,-0.00029439217564490393,0.2048964500427246,-0.00029439217564490393,0.21081344286600748,-0.00029439217564490393,0.204970121383667,-0.00029439217564490393,0.7771523793538412,0.0013484492446025908,0.3588723341623942,0.0019945865839428698,0.9955681165059408,-0.0012786653793087968,0.1568007469177246,0.0007887387299963013,0.16118693351745605,0.0007887387299963013,0.15598185857137045,0.0007887387299963013,0.7998738288879395,-0.0022619109930345077,0.3659416039784749,-0.0022656739854982305,1.002074162165324,-0.003157557716114357,0.1531522274017334,-0.003157557716114357,0.1575010617574056,-0.003157557716114357,0.1531515916188558,-0.003157557716114357,0.849855105082194,-0.0022619109930345077,0.42154749234517414,-0.00215977276044187,1.0546117623647053,-0.003157557716114357,0.2087892691294352,-0.003157557716114357,0.21836082140604654,-0.003157557716114357,0.2100044091542562,-0.003157557716114357
PieChart3,1077,38,195602,0.28549949328104657,-0.0044134493427060205,0.19091216723124185,0.016067367688184585,0.4340655008951823,0.014269076413280332,0.08327500025431316,0.014269076413280332,0.0813766320546468,0.014269076413280332,0.08027418454488118,0.014269076413280332,0.27628246943155926,-0.007517577877055276,0.17437187830607095,-0.007454192113966848,0.6115325291951498,-0.012189267668030218,0.0728003978729248,-0.01502186102532759,0.07643596331278484,-0.01502186102532759,0.07350246111551921,-0.01502186102532759,0.2643948396046956,-0.015146513940921534,0.1531675656636556,-0.01714364513675888,0.45403273900349933,0.014269076413280332,0.05717825889587402,0.014269076413280332,0.05939952532450358,0.014269076413280332,0.05669633547465006,0.014269076413280332,0.29697434107462567,-0.015146513940921534,0.19110862414042154,0.024357703291399618,1.0777106285095215,0.014269076413280332,0.09172956148783366,0.014269076413280332,0.09492119153340657,0.014269076413280332,0.09092545509338379,0.014269076413280332
PizzaCutter3,1043,38,189137,0.2839808464050293,-0.01636920399560492,0.1802943547566732,3.7197515937237184e-05,0.44634636243184406,-0.03786782194082787,0.0879820982615153,-0.03786782194082787,0.08610916137695312,-0.03786782194082787,0.07948144276936848,-0.03786782194082787,0.2783817450205485,-0.015468972476479976,0.1705341339111328,-0.008885686570512452,0.4255363941192627,-0.0305295659224317,0.0755461057027181,-0.028035564584121497,0.07187302907307942,-0.028035564584121497,0.06873273849487305,-0.028035564584121497,0.26029594739278156,-0.01828345729801238,0.15278522173563638,0.011654296215425602,0.3965769608815511,-0.028035564584121497,0.05850672721862793,-0.028035564584121497,0.05972870190938314,-0.028035564584121497,0.05655829111735026,-0.028035564584121497,0.301835298538208,-0.012540697390790006,0.20535747210184732,-0.004500436731489935,0.4626622994740804,-0.036300986379644025,0.11348772048950195,-0.0355175685990521,0.11803237597147624,-0.0355175685990521,0.11251632372538249,-0.0355175685990521
