Row,10,20,30,40,50,60,70,80,90,100
100000,34386.72265625,40071.577734375,41597.97109375,42180.680468750004,42218.048828125,42670.99296875,42925.232031249994,43038.685546875,43708.9609375,44328.681640625
200000,44632.655468749996,44504.4078125,46371.831249999996,46590.91953125,46541.426953125,47056.048046875,47182.134375,48109.26171875,49180.930859375,50335.962890625
300000,50493.222265625,50336.513671875,52007.36171875,52310.386328125,52376.72890625,53029.425390625,53165.496484375,54584.903906249994,55941.305078125,57302.3890625
400000,57066.333984375,57146.344140625,58828.6875,59223.6390625,59385.68671875,60025.412890625,60344.512109375,61461.306249999994,64100.664453125,66544.18125
500000,63448.764453125,63192.3703125,64947.673437499994,65347.048046875,65927.78281250001,66689.324609375,66158.39609375001,66467.034375,68316.61953125,71353.03671875
600000,66297.01718750001,66175.720703125,67880.760546875,68786.7640625,69033.940234375,69600.34765625,71639.418359375,71380.302734375,73736.82890625,75757.590625
700000,74189.125390625,74349.696875,75951.06093749999,76317.53046875,77420.36796875,76661.35625,76161.26796874999,77384.441015625,79212.35078125,82953.240234375
800000,76736.82421875,76204.321484375,77809.236328125,78126.674609375,80126.1328125,80555.842578125,79636.837109375,81378.956640625,83511.804296875,83568.951171875
900000,75398.52421875,75024.1046875,77454.5625,79094.85273437499,80260.06874999999,80510.26015625,83087.496875,85910.00078125,86310.332421875,88400.597265625
1000000,79320.71445312501,78632.654296875,80794.31796875,82145.74921875,84224.13046875,85132.97578125,87169.308203125,89434.233203125,90914.21875,92471.616796875
