Row,10,20,30,40,50,60,70,80,90,100
100000,17.913783073425293,40.17213463783264,61.01487994194031,60.36350870132446,76.10079765319824,92.36897420883179,122.34006071090698,120.06253600120544,151.62396144866943,149.22180938720703
200000,27.978834867477417,67.15090918540955,96.23133611679077,111.10428929328918,136.62500619888306,212.854594707489,223.6443157196045,257.05161595344543,282.98299622535706,310.1222929954529
300000,51.24102282524109,115.6717438697815,156.31204533576965,252.99902772903442,213.8453230857849,293.8243408203125,302.3346359729767,387.0785822868347,384.8210904598236,491.1425037384033
400000,88.19636607170105,157.66685223579407,210.2088429927826,259.55140137672424,333.1856017112732,395.886611700058,520.5880682468414,584.6321141719818,528.3553493022919,652.2144756317139
500000,112.67656326293945,162.09695982933044,290.8607952594757,398.3475036621094,415.72890734672546,510.1994616985321,525.6078684329987,600.4871008396149,856.9122672080994,846.7037088871002
600000,126.21812033653259,184.8199589252472,413.2599914073944,440.2005286216736,574.5227117538452,620.2655878067017,650.8669939041138,812.74329829216,962.0393402576447,1053.4032809734344
700000,107.33870887756348,284.97260785102844,318.20378160476685,479.0954170227051,607.6893320083618,722.867862701416,863.662177324295,855.9869508743286,1108.0884172916412,1230.9129457473755
800000,126.32291269302368,296.7461111545563,420.97950983047485,550.4819123744965,707.6980991363525,841.9310131072998,979.8085398674011,1109.5971801280975,1154.8870935440063,1395.5390663146973
900000,166.28041911125183,342.9348819255829,475.45451951026917,894.8275098800659,719.9731183052063,1062.8596680164337,994.4809725284576,1234.3817682266235,1445.7399349212646,1567.199705839157
1000000,188.29217767715454,406.07423305511475,618.118266582489,707.4504199028015,889.1053864955902,960.32519364357,1081.6917805671692,1253.4889347553253,1416.0292961597443,1756.7943382263184
