Row,10,20,30,40,50,60,70,80,90,100
100000,41984.36016,41984.36016,41984.36016,41984.36016,41984.36016,41984.36016,41984.36016,41984.36016,41984.36016,41984.36016
200000,39186.01395,41984.36016,40446.19476,41695.78682,43841.77227,43477.85625,44930.76719,46623.74063,48012.45547,49529.5625
300000,46544.88499,47706.77738,49907.06016,49437.19622,51626.59336,51821.51758,52684.17148,54301.55586,55341.46563,58362.78477
400000,54912.7435,56000.04283,57014.68594,59097.95156,59633.09922,59805.48477,60359.28672,61735.42188,63707.69258,65789.4957
500000,63190.48547,64208.46445,65543.46875,66520.84727,67062.09414,67591.72031,68093.55859,69061.27891,70566.21172,73336.62539
600000,69142.56557,70784.04219,71442.53125,72841.62227,72799.83945,74457.96797,75663.46719,76285.69961,77405.875,80509.36055
700000,77071.90913,76956.65664,77927.9418,79293.66563,78936.57266,81012.54336,82237.08945,83053.65391,81603.92383,80929.25273
800000,69496.34609,67428.05352,68901.21719,69937.8832,73419.27852,75890.87656,77454.66172,80779.68281,81520.93398,75933.8168
900000,68935.70234,67693.4418,70352.14766,71987.91172,74289.525,76413.58281,80635.86094,84089.15313,84432.72695,82915.38477
1000000,68388.90201,69476.7582,72087.93828,74618.87188,76971.29922,80076.67305,83669.0207,85765.97344,85875.71406,84352.9832
