Row,10,20,30,40,50,60,70,80,90,100
100000,12395.894921875,14546.114453125001,15653.282421875001,15252.546484375001,15202.778906250001,16318.758203125,17223.85,17247.1921875,17286.293359375,17196.736328125
200000,16163.96796875,17289.60234375,16306.5921875,17051.2265625,16890.00859375,18111.12890625,17992.370703125,17658.623046875,18139.551953125,18376.5390625
300000,17596.78046875,17227.276953124998,17049.985937499998,17768.797265625,18455.128125,18520.696874999998,18645.317578125,19110.350390625,19408.19609375,18884.235546875
400000,18852.988671875,17950.74765625,17539.390625,17660.323828124998,17817.702734375,18891.52578125,19372.20703125,20608.571093749997,20507.134765625,21150.917578125
500000,20401.418359375,17965.255078125,19176.815625,19136.646875,19937.548828125,19481.191796875,20458.794921875,20533.849609375,22302.451953125,21598.837890625
600000,20845.78359375,18008.297265625,19458.209375,19675.084375,20432.0546875,21118.435546875,20881.1375,21891.073828125,22607.830859375,23201.5015625
700000,21051.362109375,18843.6828125,19255.337890625,19305.266015625,19867.28671875,21563.084375,22153.649609375,23026.054296874998,24233.46953125,25050.10234375
800000,24131.45859375,18739.28203125,19943.71796875,20850.965625,21112.2375,22694.600390625,23410.20546875,24716.269140625,25264.627343750002,26182.472265624998
900000,22510.53203125,19399.72421875,20112.682421875,22523.4265625,21331.664843749997,24076.225000000002,23460.691796875,25205.078125,26251.030468750003,27351.855078125
1000000,22688.0578125,19588.006640625,21005.841796875,21274.460156250003,23221.37734375,23166.219921875,24508.381640625,25839.999609375,27108.545703125,28435.208203125
