Name,Time,Memory_Physical,Memory_Virtual
python3.8,1685943993.177165,30.0375,34217.834375
python3.11,1685944003.246707,1349.378515625,39066.54296875
python3.11,1685944013.317951,2185.07421875,39799.2859375
python3.11,1685944023.38747,2575.270703125,41266.5015625
python3.11,1685944033.4533708,3020.428125,41910.3390625
python3.11,1685944043.518986,3941.9,42681.840625
python3.11,1685944053.583872,4619.40859375,43393.046875
python3.11,1685944063.653091,5417.2046875,44112.3578125
python3.11,1685944073.723684,5503.10234375,44403.9578125
python3.11,1685944083.7973151,5788.535546875,45838.0578125
python3.11,1685944093.866268,5906.759765625,45914.7578125
python3.11,1685944103.947838,6351.507421875,46332.6640625
python3.11,1685944114.022729,7184.535546875,47117.0203125
python3.11,1685944124.091181,7716.828125,47624.6375
python3.11,1685944134.154987,8128.9375,48021.7671875
python3.11,1685944144.223139,9240.986328125,49121.7984375
python3.11,1685944154.297651,8604.471875,48410.2140625
python3.11,1685944164.36428,9019.3375,50078.6140625
python3.11,1685944174.4331079,9226.38515625,50406.7140625
python3.11,1685944184.50129,9321.770703125,50483.7140625
python3.11,1685944194.567446,9607.17265625,50752.1140625
python3.11,1685944204.631132,9285.443359375,50411.975
python3.11,1685944214.701764,10315.6984375,51419.7234375
python3.11,1685944224.767466,10684.78671875,51708.94375
python3.11,1685944234.8330119,11334.053515625,52373.6390625
python3.11,1685944244.91326,11783.10625,52772.1578125
python3.11,1685944254.982643,12377.712890625,53411.7828125
python3.11,1685944265.043672,11584.444140625,52624.0203125
python3.11,1685944275.107303,11807.4484375,53736.0203125
python3.11,1685944285.17646,11996.126953125,54524.7203125
python3.11,1685944295.24097,12278.973828125,54783.1203125
python3.11,1685944305.311032,12559.0,55032.7203125
python3.11,1685944315.380533,12209.384765625,54660.5953125
python3.11,1685944325.443241,12832.48828125,55261.0703125
python3.11,1685944335.5100899,12543.37734375,54945.1703125
python3.11,1685944345.573604,13332.60859375,55728.6703125
python3.11,1685944355.639495,12451.040234375,54819.209375
python3.11,1685944365.709329,14097.62578125,56468.5859375
python3.11,1685944375.775897,13182.642578125,55496.440625
python3.11,1685944385.845493,15508.233203125,57828.3921875
python3.11,1685944395.913901,15265.22890625,57573.1765625
python3.11,1685944405.9782422,14263.5453125,56520.496875
python3.11,1685944416.047432,14302.4796875,57140.0515625
python3.11,1685944426.112256,14547.870703125,58293.7515625
python3.11,1685944436.176832,14528.587890625,58271.2515625
python3.11,1685944446.2393742,14477.20703125,58202.1515625
python3.11,1685944456.306628,15371.61640625,59086.3515625
python3.11,1685944466.378643,14514.35625,58182.1515625
python3.11,1685944476.447764,15990.415625,59673.0515625
python3.11,1685944486.515738,14412.55390625,58057.4515625
python3.11,1685944496.584755,16308.848046875,59976.8515625
python3.11,1685944506.653931,14849.4984375,58487.3515625
python3.11,1685944516.720595,16059.253515625,59689.1765625
python3.11,1685944526.789005,16873.6421875,60532.2328125
python3.11,1685944536.858309,15247.42890625,58913.315625
python3.11,1685944546.927839,18001.398046875,61679.3109375
python3.11,1685944556.995928,18413.149609375,62096.2109375
python3.11,1685944567.0623128,16878.576171875,60512.9984375
python3.11,1685944577.13182,16704.095703125,60252.5609375
python3.11,1685944587.199035,16701.446484375,61226.4953125
python3.11,1685944597.26633,17154.6703125,62138.9953125
python3.11,1685944607.3351848,16977.67734375,61958.8953125
python3.11,1685944617.4026182,17007.28515625,61987.9953125
python3.11,1685944627.471885,18011.748046875,63000.7953125
python3.11,1685944637.537675,16654.271875,61604.3953125
python3.11,1685944647.6062698,18641.244140625,63595.8453125
python3.11,1685944657.6748931,17323.29921875,62247.2953125
python3.11,1685944667.7468212,18021.219140625,62940.6953125
python3.11,1685944677.8149812,19060.95859375,63992.6953125
python3.11,1685944687.873524,16858.60078125,61749.5953125
python3.11,1685944697.939507,17048.712890625,63545.7734375
python3.11,1685944708.007953,16360.937109375,64555.2109375
python3.11,1685944718.076753,15203.370703125,63319.1640625
python3.11,1685944728.186465,14638.604296875,63274.7921875
python3.11,1685944738.253897,8007.242578125,66156.0359375
python3.11,1685944748.324168,7874.87578125,66290.6484375
python3.11,1685944758.393488,6471.467578125,64445.2046875
python3.11,1685944768.4922812,5971.215625,63704.9609375
python3.11,1685944778.606743,5898.19765625,63598.1484375
python3.11,1685944788.7252731,5377.620703125,62050.4328125
python3.11,1685944798.842869,6308.23125,62592.9859375
python3.11,1685944808.954636,6905.697265625,63032.1859375
python3.11,1685944819.0670238,7592.43359375,63101.0859375
python3.11,1685944829.18341,9268.592578125,64150.6859375
python3.11,1685944839.2908201,8689.634375,62650.3859375
python3.11,1685944849.404023,11161.390625,64729.4859375
python3.11,1685944859.51856,10068.859375,62631.7859375
python3.11,1685944869.6346948,12570.07578125,64884.5859375
python3.11,1685944879.746015,12252.620703125,64359.8859375
python3.11,1685944889.861425,11795.926953125,62967.0421875
python3.11,1685944899.977373,14828.496875,65951.1859375
python3.11,1685944910.0928462,14612.6765625,65725.3859375
python3.11,1685944920.2050638,13284.519921875,64238.6171875
python3.11,1685944930.318645,12722.819921875,66828.1828125
python3.11,1685944940.436136,7581.833203125,68236.4140625
python3.11,1685944950.55235,7343.544140625,67860.490625
python3.11,1685944960.661877,6289.442578125,65738.575
python3.11,1685944970.777997,6260.308984375,65628.709375
python3.11,1685944980.890657,6635.2484375,65902.05
python3.11,1685944990.995829,6808.605859375,68910.1390625
python3.11,1685945001.110487,6634.195703125,69125.2109375
python3.11,1685945011.2246048,5426.873046875,67658.85625
python3.11,1685945021.3344069,3896.759765625,65780.69375
python3.11,1685945031.447291,4131.186328125,65925.4015625
python3.11,1685945041.5605109,3641.28046875,65294.421875
python3.11,1685945051.673614,3551.471484375,64141.9703125
python3.11,1685945061.786625,4606.63671875,65745.5109375
python3.11,1685945071.859746,5399.255859375,66033.6109375
python3.11,1685945081.9190662,5927.00078125,66060.9109375
python3.11,1685945091.990348,7455.5140625,66834.0109375
python3.11,1685945102.0534,7442.74765625,66117.5109375
python3.11,1685945112.116626,9083.046875,66938.4109375
python3.11,1685945122.1841412,9475.171875,66915.5109375
python3.11,1685945132.236383,9344.53046875,65686.0109375
python3.11,1685945142.299708,12274.15,68361.7109375
python3.11,1685945152.361376,11660.36875,67489.0109375
python3.11,1685945162.424593,10889.662109375,65488.3765625
python3.11,1685945172.487631,14030.497265625,68639.3078125
python3.11,1685945182.550943,14737.1140625,69352.0390625
python3.11,1685945192.614424,13053.464453125,67719.590625
python3.11,1685945202.674491,12264.0625,66925.60625
python3.11,1685945212.737089,12385.996875,67035.471875
python3.11,1685945222.799736,13116.63984375,68094.575
python3.11,1685945232.863905,13846.024609375,70381.8671875
python3.11,1685945242.927168,14050.859765625,70381.8671875
python3.11,1685945252.990342,11484.746484375,67578.5828125
python3.11,1685945263.053914,11235.984765625,67024.5109375
python3.11,1685945273.117311,11229.423828125,67124.709375
python3.11,1685945283.180634,11976.189453125,67787.6265625
python3.11,1685945293.239934,7991.926171875,70939.1953125
python3.11,1685945303.303175,6891.18046875,70939.1953125
python3.11,1685945313.365597,6353.951953125,70417.6625
python3.11,1685945323.42737,3569.164453125,67383.1921875
python3.11,1685945333.4887419,3795.952734375,67520.5234375
python3.11,1685945343.549769,3590.95546875,67314.5265625
python3.11,1685945353.610157,3089.331640625,66387.4265625
python3.11,1685945363.668921,3304.06953125,65836.2609375
python3.11,1685945373.7801821,4534.10234375,67553.8359375
