Row,10,20,30,40,50,60,70,80,90,100
100000,16897.53125,19355.338281250002,23004.504296875,23992.960546875,24431.6984375,25146.2515625,25784.4671875,25894.2859375,27161.597265625,27488.63671875
200000,26994.53125,26938.12890625,27031.182031250002,27826.196093749997,27685.964453124998,28154.4328125,28284.302734375,28804.251171875,29437.69921875,29817.95625
300000,29569.882421875,27991.388671875,28303.651171875,28480.4328125,28981.012499999997,29038.456640625,29951.5640625,30825.10078125,31341.187890625,31961.32421875
400000,29205.387499999997,28798.2203125,29245.793749999997,29693.028124999997,30111.914843749997,30950.244140625,31261.957421875,32805.491796875,32864.191015625,33338.86015625
500000,29694.137890625003,29390.591015625,30588.501953125,30778.32734375,31187.370312500003,31623.557031250002,32339.05390625,32689.324999999997,33409.65078125,35390.641796875
600000,33621.627734375,29958.978906250002,30391.134765625,32331.86171875,31364.17578125,34215.35078125,34170.310546875,34710.50390625,35681.2859375,36896.05390625
700000,32851.140234375,30536.242578125002,31069.778125,32768.4296875,32465.10390625,34185.93984375,35017.894140624994,35454.580078125,36176.362890625,37921.647265625
800000,31558.408203125,30726.706640625,31982.7109375,33845.50234375,35162.995703125,34892.213671875,36816.524609375,37158.055078125,39371.93046875,38303.722265625
900000,34562.10390625,31447.34375,31975.151171875,34414.591015625,35214.858984375,38366.0546875,36515.02421875,38374.1484375,39294.627343750006,40100.2671875
1000000,39482.744140625,31206.044140625003,32269.02421875,33711.117578125,37282.236328125,36539.32890625,37766.5734375,38816.49296875,41291.0859375,41782.0359375
